4	www.climaton.com									
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F °C)	Feels Like (°F °C)	(Wind Speed) (mph)	Wind	Dew Point (°F °C)	Humidity (%)	Pressure (inches)	Visibility (miles)
Fri Jan 29 15:52:58 2010	Las Vegas, Nevada 89101  	mostly cloudy	41 5	39 4	3	W	34 1	75	30.06	10
Fri Jan 29 15:52:58 2010	Baltimore, Maryland 21201  	normal	21 -6	21 -6			0 -18	38	30.42	
Fri Jan 29 15:52:59 2010	Oklahoma City, Oklahoma 73101  	light snow	23 -5	13-Sep	17	N	19 -7	86	30.13	1
Fri Jan 29 15:52:59 2010	Austin, Texas 73301  	light rain	41 5	35 2	23-Oct	NW	41 5	100	30.06	7
Fri Jan 29 15:52:59 2010	San Francisco, California 94101  	mostly cloudy	48 9	48 9	0		46 8	93	30.01	6
Fri Jan 29 15:53:00 2010	Nashville, Tennessee 37201  	light snow	28 -2	19 -7	10	NE	14 -10	54	30.33	9
Fri Jan 29 15:53:00 2010	Fort Worth, Texas 76101  	light rain	36 2	27 -3	15-23	NW	34 1	93	30.05	10
Fri Jan 29 15:53:01 2010	Portland, Oregon 97201  	clear sky	18 -8	17-Jan	22-45	W	-2 -19	41	30.04	10
Fri Jan 29 15:53:01 2010	Phoenix, Arizona 85001  	clear sky	52 11	52 11	3	E	48 9	87	30.03	10
Fri Jan 29 15:53:01 2010	Chicago, Illinois 60601  	mostly cloudy	14-Jul	-2 -19	5	NW	-6 -21	55	30.52	10
Fri Jan 29 15:53:02 2010	Indianapolis, Indiana 46201  	mostly cloudy	11-Dec	0 -18	8	NE	16-Mar	66	30.44	10
Fri Jan 29 15:53:02 2010	San Antonio, Texas 78201  	moderate rain	41 5	33 1	14-22	N	39 4	93	30.05	4
Fri Jan 29 15:53:03 2010	Columbus, Ohio 43085  	clear sky	12-Oct	-1 -18	7	N	0 -18	61	30.46	10
Fri Jan 29 15:53:03 2010	Dallas, Texas 75201  	moderate rain	37 3	32 0	7	N	36 2	93	30.05	4
Fri Jan 29 15:53:03 2010	Jacksonville, Florida 32099  	mostly cloudy	54 12	53 12	5	N	46 8	77	30.2	9
Fri Jan 29 15:53:04 2010	Houston, Texas 77001  	light rain	57 14	54 12	13-24	NW	55 13	94	29.86	8
Fri Jan 29 15:53:04 2010	Milwaukee, Wisconsin 53201  	clear sky	16-Mar	-9 -23	7	NW	-8 -22	60	30.51	10
Fri Jan 29 15:53:04 2010	Seattle, Washington 98101  	clear sky	45 7	45 7	0		37 3	76	29.97	10
Fri Jan 29 15:53:05 2010	Detroit, Michigan 48201  	clear sky	12-Oct	0 -18	6	NW	0 -18	61	30.47	10
Fri Jan 29 15:53:05 2010	Philadelphia, Pennsylvania 19019  	clear sky	18 -8	15-May	12	W	17-Jan	48	30.38	10
Fri Jan 29 16:40:36 2010	Charlotte, North Carolina 28201  	clear sky	41 5	34 1	13-17	E	11-Dec	30	30.27	10
Fri Jan 29 16:40:36 2010	San Diego, California 92101  	mostly cloudy	52 11	52 11	0		45 7	76	30.06	10
Fri Jan 29 16:40:36 2010	San Jose, California 95101  	mostly cloudy	45 7	45 7	0		43 6	93	30.02	9
Fri Jan 29 16:40:37 2010	Memphis, Tennessee 37501  	mostly cloudy	30 -1	22 -6	18-Sep	NE	25 -4	80	30.28	4
Fri Jan 29 16:40:37 2010	Denver, Colorado 80214  	clear sky	21 -6	21 -6	0		18 -8	86	30.04	7
Fri Jan 29 16:40:37 2010	Los Angeles, California 90001  	clear sky	52 11	52 11	0		39 4	62	30.05	10
Fri Jan 29 16:40:38 2010	New York, New York 10001  	clear sky	18 -8	15-May	13-28	W	-4 -20	37	30.31	10
Fri Jan 29 16:40:38 2010	Baltimore, Maryland 21201  	normal	21 -6	21 -6			0 -18	38	30.44	
Fri Jan 29 16:40:38 2010	El Paso, Texas 79901  	mostly cloudy	30 -1	30 -1	0		25 -4	80	30.15	10
Fri Jan 29 16:40:39 2010	Washington, Washington D. C. 20001  	mostly cloudy	21 -6	14-Jul	15	N	17-Jan	41	30.46	10
Fri Jan 29 16:40:39 2010	Las Vegas, Nevada 89101  	mostly cloudy	43 6	40 4	5	SW	34 1	70	30.07	10
Fri Jan 29 16:40:39 2010	Austin, Texas 73301  	moderate rain	41 5	34 1	13-21	NW	39 4	93	30.06	3
Fri Jan 29 16:40:40 2010	Nashville, Tennessee 37201  	light snow	27 -3	16 -9	13	NE	18 -8	68	30.36	1.5
Fri Jan 29 16:40:40 2010	Oklahoma City, Oklahoma 73101  	light snow	23 -5	12-Nov	14-22	N	19 -7	86	30.12	1.7
Fri Jan 29 16:40:40 2010	San Francisco, California 94101  	mostly cloudy	48 9	46 8	5	SW	46 8	93	30.01	7
Fri Jan 29 16:40:41 2010	Portland, Oregon 97201  	clear sky	19 -7	17-Jan	26-38	W	0 -18	41	30.04	10
Fri Jan 29 16:40:41 2010	Fort Worth, Texas 76101  	moderate rain	36 2	27 -3	15-23	NW	32 0	87	30.08	7
Fri Jan 29 16:40:41 2010	Phoenix, Arizona 85001  	clear sky	52 11	52 11	3	E	48 9	87	30.05	10
Fri Jan 29 16:40:42 2010	Indianapolis, Indiana 46201  	mostly cloudy	14 -10	15-May	6	NE	16-Mar	61	30.48	10
Fri Jan 29 16:40:42 2010	San Antonio, Texas 78201  	light rain	43 6	35 2	17-24	N	37 3	81	30.05	8
Fri Jan 29 16:40:42 2010	Chicago, Illinois 60601  	mostly cloudy	13-Sep	0 -18	5	N	-4 -20	56	30.51	10
Fri Jan 29 16:40:43 2010	Columbus, Ohio 43085  	clear sky	12-Oct	0 -18	6	NE	0 -18	61	30.46	10
Fri Jan 29 16:40:43 2010	Jacksonville, Florida 32099  	mostly cloudy	55 13	54 12	5	SE	45 7	67	30.2	9
Fri Jan 29 16:40:44 2010	Dallas, Texas 75201  	light rain	37 3	32 0	7	N	36 2	93	30.08	6
Fri Jan 29 16:40:44 2010	Houston, Texas 77001  	light rain	57 14	53 12	18-24	NW	54 12	88	29.89	10
Fri Jan 29 16:40:45 2010	Detroit, Michigan 48201  	clear sky	11-Dec	-1 -18	10	NW	-2 -19	52	30.46	10
Fri Jan 29 16:40:45 2010	Seattle, Washington 98101  	mostly cloudy	45 7	41 5	7	SE	36 2	70	29.96	10
Fri Jan 29 16:40:45 2010	Milwaukee, Wisconsin 53201  	clear sky	14-Jul	-6 -21	8	NW	-6 -21	55	30.49	10
Fri Jan 29 16:40:46 2010	Philadelphia, Pennsylvania 19019  	clear sky	19 -7	15-May	15	NW	17-Jan	45	30.38	10
Fri Jan 29 17:25:03 2010	Charlotte, North Carolina 28201  	clear sky	41 5	34 1	13-17	E	11-Dec	30	30.27	10
Fri Jan 29 17:25:03 2010	San Jose, California 95101  	mostly cloudy	45 7	45 7	0		43 6	93	30.02	9
Fri Jan 29 17:25:04 2010	Memphis, Tennessee 37501  	mostly cloudy	30 -1	19 -7	14	NE	27 -3	86	30.27	2
Fri Jan 29 17:25:04 2010	Denver, Colorado 80214  	clear sky	21 -6	21 -6	0		18 -8	86	30.04	7
Fri Jan 29 17:25:04 2010	San Diego, California 92101  	mostly cloudy	52 11	52 11	0		45 7	76	30.06	10
Fri Jan 29 17:25:05 2010	New York, New York 10001  	clear sky	18 -8	15-May	13-28	W	-4 -20	37	30.31	10
Fri Jan 29 17:25:05 2010	El Paso, Texas 79901  	mostly cloudy	30 -1	30 -1	0		25 -4	80	30.15	10
Fri Jan 29 17:25:05 2010	Los Angeles, California 90001  	clear sky	52 11	52 11	0		39 4	62	30.05	10
Fri Jan 29 17:25:06 2010	Washington, Washington D. C. 20001  	mostly cloudy	21 -6	14-Jul	15	N	17-Jan	41	30.46	10
Fri Jan 29 17:25:06 2010	Las Vegas, Nevada 89101  	mostly cloudy	43 6	40 4	5	SW	34 1	70	30.07	10
Fri Jan 29 17:25:06 2010	Baltimore, Maryland 21201  	normal	21 -6	21 -6			0 -18	38	30.44	
Fri Jan 29 17:25:07 2010	Oklahoma City, Oklahoma 73101  	light snow	23 -5	12-Oct	15	N	19 -7	86	30.13	1.7
Fri Jan 29 17:25:07 2010	Austin, Texas 73301  	light rain	41 5	33 1	16-21	NW	39 4	93	30.05	7
Fri Jan 29 17:25:07 2010	San Francisco, California 94101  	mostly cloudy	48 9	46 8	5	SW	46 8	93	30.01	7
Fri Jan 29 17:25:08 2010	Nashville, Tennessee 37201  	light snow	25 -4	15 -9	10	NE	19 -7	80	30.36	1
Fri Jan 29 17:25:08 2010	Fort Worth, Texas 76101  	moderate rain	36 2	27 -3	15-23	NW	32 0	87	30.08	7
Fri Jan 29 17:25:09 2010	Portland, Oregon 97201  	clear sky	19 -7	17-Jan	26-38	W	0 -18	41	30.04	10
Fri Jan 29 17:25:09 2010	Chicago, Illinois 60601  	mostly cloudy	13-Sep	0 -18	5	N	-4 -20	56	30.51	10
Fri Jan 29 17:25:09 2010	Phoenix, Arizona 85001  	clear sky	52 11	52 11	3	E	48 9	87	30.05	10
Fri Jan 29 17:25:10 2010	Indianapolis, Indiana 46201  	mostly cloudy	14 -10	15-May	6	NE	16-Mar	61	30.48	10
Fri Jan 29 17:25:10 2010	San Antonio, Texas 78201  	light rain	43 6	35 2	17-24	N	37 3	81	30.05	8
Fri Jan 29 17:25:11 2010	Columbus, Ohio 43085  	clear sky	12-Oct	0 -18	6	NE	0 -18	61	30.46	10
Fri Jan 29 17:25:11 2010	Dallas, Texas 75201  	light rain	37 3	32 0	7	N	36 2	93	30.07	6
Fri Jan 29 17:25:11 2010	Jacksonville, Florida 32099  	mostly cloudy	55 13	54 12	5	SE	45 7	67	30.2	9
Fri Jan 29 17:25:12 2010	Seattle, Washington 98101  	mostly cloudy	45 7	41 5	7	SE	36 2	70	29.96	10
Fri Jan 29 17:25:12 2010	Houston, Texas 77001  	light rain	57 14	53 12	18-24	NW	54 12	88	29.89	10
Fri Jan 29 17:25:12 2010	Milwaukee, Wisconsin 53201  	clear sky	14-Jul	-6 -21	8	NW	-6 -21	55	30.49	10
Fri Jan 29 17:25:13 2010	Philadelphia, Pennsylvania 19019  	clear sky	19 -7	15-May	15	NW	17-Jan	45	30.38	10
Fri Jan 29 17:25:13 2010	Detroit, Michigan 48201  	clear sky	11-Dec	-1 -18	10	NW	-2 -19	52	30.46	10
Fri Jan 29 18:13:32 2010	Charlotte, North Carolina 28201  	clear sky	43 6	37 3	17-Dec	NE	16 -9	33	30.28	10
Fri Jan 29 18:13:32 2010	San Jose, California 95101  	mostly cloudy	46 8	45 7	3	SE	43 6	87	30.02	8
Fri Jan 29 18:13:32 2010	San Diego, California 92101  	mostly cloudy	54 12	54 12	3	E	45 7	71	30.08	9
Fri Jan 29 18:13:33 2010	Memphis, Tennessee 37501  	mostly cloudy	30 -1	19 -7	14	NE	27 -3	86	30.23	2
Fri Jan 29 18:13:33 2010	Denver, Colorado 80214  	clear sky	27 -3	27 -3	0		21 -6	80	30.05	10
Fri Jan 29 18:13:34 2010	El Paso, Texas 79901  	mostly cloudy	32 0	29 -2	3	N	25 -4	74	30.16	10
Fri Jan 29 18:13:34 2010	New York, New York 10001  	clear sky	19 -7	15-May	15-26	W	-4 -20	35	30.29	10
Fri Jan 29 18:13:34 2010	Los Angeles, California 90001  	clear sky	54 12	54 12	0		39 4	58	30.05	10
Fri Jan 29 18:13:35 2010	Washington, Washington D. C. 20001  	mostly cloudy	21 -6	13-Aug	14	NW	17-Jan	41	30.45	10
Fri Jan 29 18:13:35 2010	Las Vegas, Nevada 89101  	mostly cloudy	43 6	42 6	3	W	34 1	70	30.08	10
Fri Jan 29 18:13:35 2010	Baltimore, Maryland 21201  	normal	21 -6	21 -6			0 -18	38	30.4	
Fri Jan 29 18:13:36 2010	Oklahoma City, Oklahoma 73101  	light snow	23 -5	12-Nov	13	N	19 -7	86	30.15	1.7
Fri Jan 29 18:13:36 2010	Austin, Texas 73301  	mostly cloudy	41 5	33 1	14-22	NW	37 3	87	30.07	10
Fri Jan 29 18:13:36 2010	San Francisco, California 94101  	mostly cloudy	50 10	50 10	3	N	46 8	87	30.02	8
Fri Jan 29 18:13:37 2010	Nashville, Tennessee 37201  	light snow	25 -4	16 -9	9	NE	21 -6	86	30.36	1
Fri Jan 29 18:13:37 2010	Fort Worth, Texas 76101  	moderate rain	34 1	23 -5	20-26	W	30 -1	86	30.1	10
Fri Jan 29 18:13:37 2010	Phoenix, Arizona 85001  	clear sky	54 12	54 12	3	E	48 9	82	30.07	10
Fri Jan 29 18:13:38 2010	Portland, Oregon 97201  	clear sky	21 -6	15-May	23-36	W	-2 -19	35	30.04	10
Fri Jan 29 18:13:38 2010	San Antonio, Texas 78201  	light rain	43 6	34 1	21-25	N	37 3	81	30.06	10
Fri Jan 29 18:13:38 2010	Chicago, Illinois 60601  	mostly cloudy	12-Oct	12-Oct	0		-2 -19	56	30.52	10
Fri Jan 29 18:13:39 2010	Indianapolis, Indiana 46201  	mostly cloudy	16 -9	15-May	8	E	16-Mar	57	30.48	10
Fri Jan 29 18:13:40 2010	Columbus, Ohio 43085  	clear sky	11-Dec	0 -18	8	NE	0 -18	56	30.49	10
Fri Jan 29 18:13:40 2010	Dallas, Texas 75201  	light rain	37 3	32 0	7	N	36 2	93	30.08	8
Fri Jan 29 18:13:40 2010	Jacksonville, Florida 32099  	mostly cloudy	59 15	58 14	6	E	39 4	48	30.19	10
Fri Jan 29 18:13:41 2010	Houston, Texas 77001  	light rain	52 11	46 8	20-26	NW	48 9	87	29.98	10
Fri Jan 29 18:13:41 2010	Milwaukee, Wisconsin 53201  	clear sky	12-Oct	16-Apr	3	N	-6 -21	47	30.5	10
Fri Jan 29 18:13:41 2010	Seattle, Washington 98101  	mostly cloudy	46 8	46 8	0		36 2	66	29.98	10
Fri Jan 29 18:13:42 2010	Philadelphia, Pennsylvania 19019  	clear sky	21 -6	13-Aug	14	NW	17-Jan	41	30.36	10
Fri Jan 29 18:13:42 2010	Detroit, Michigan 48201  	clear sky	16 -9	15-May	8	NW	-2 -19	44	30.47	10
Fri Jan 29 18:58:36 2010	Charlotte, North Carolina 28201  	clear sky	43 6	37 3	10	NE	16 -9	33	30.28	10
Fri Jan 29 18:58:36 2010	San Jose, California 95101  	mostly cloudy	48 9	46 8	5	NE	45 7	87	30.03	8
Fri Jan 29 18:58:37 2010	Memphis, Tennessee 37501  	mostly cloudy	30 -1	17 -8	22-28	E	27 -3	86	30.15	8
Fri Jan 29 18:58:37 2010	San Diego, California 92101  	mostly cloudy	55 13	54 12	5	E	43 6	62	30.08	10
Fri Jan 29 18:58:37 2010	Denver, Colorado 80214  	clear sky	34 1	34 1	0		21 -6	59	30.07	10
Fri Jan 29 18:58:38 2010	New York, New York 10001  	clear sky	19 -7	14-Jun	28-Dec	W	-2 -19	38	30.26	10
Fri Jan 29 18:58:38 2010	El Paso, Texas 79901  	clear sky	36 2	31 -1	6	N	27 -3	69	30.16	10
Fri Jan 29 18:58:38 2010	Los Angeles, California 90001  	clear sky	57 14	57 14	0		43 6	59	30.06	10
Fri Jan 29 18:58:39 2010	Washington, Washington D. C. 20001  	mostly cloudy	23 -5	13 -11	9	NW	17-Jan	38	30.42	10
Fri Jan 29 18:58:39 2010	Baltimore, Maryland 21201  	normal	25 -4	25 -4			0 -18	33	30.39	
Fri Jan 29 18:58:39 2010	Las Vegas, Nevada 89101  	mostly cloudy	46 8	46 8	0		34 1	61	30.09	10
Fri Jan 29 18:58:40 2010	Oklahoma City, Oklahoma 73101  	light snow	23 -5	12-Nov	13	N	19 -7	86	30.13	0.7
Fri Jan 29 18:58:40 2010	Austin, Texas 73301  	mostly cloudy	43 6	35 2	18-24	N	37 3	81	30.04	10
Fri Jan 29 18:58:40 2010	San Francisco, California 94101  	mostly cloudy	52 11	49 9	8	NE	46 8	82	30.01	7
Fri Jan 29 18:58:41 2010	Nashville, Tennessee 37201  	light snow	25 -4	15 -9	10	NE	21 -6	86	30.35	1.5
Fri Jan 29 18:58:41 2010	Fort Worth, Texas 76101  	mostly cloudy	34 1	23 -5	17-25	NW	30 -1	86	30.07	10
Fri Jan 29 18:58:41 2010	Phoenix, Arizona 85001  	clear sky	55 13	54 12	6	E	48 9	77	30.09	10
Fri Jan 29 18:58:42 2010	Portland, Oregon 97201  	clear sky	19 -7	17-Feb	24-38	W	-2 -19	38	30	10
Fri Jan 29 18:58:42 2010	San Antonio, Texas 78201  	clear sky	45 7	36 2	24-28	NW	37 3	76	30.07	10
Fri Jan 29 18:58:42 2010	Chicago, Illinois 60601  	mostly cloudy	14 -10	14 -10	0		0 -18	52	30.52	10
Fri Jan 29 18:58:43 2010	Jacksonville, Florida 32099  	mostly cloudy	63 17	63 17	8	E	37 3	39	30.15	10
Fri Jan 29 18:58:43 2010	Indianapolis, Indiana 46201  	mostly cloudy	18 -8	15-May	12	E	15-May	57	30.46	10
Fri Jan 29 18:58:44 2010	Columbus, Ohio 43085  	clear sky	11-Dec	-1 -18	10	N	0 -18	56	30.49	10
Fri Jan 29 18:58:44 2010	Dallas, Texas 75201  	light rain	37 3	30 -1	10	NW	36 2	93	30.06	6
Fri Jan 29 18:58:45 2010	Houston, Texas 77001  	mostly cloudy	52 11	47 8	17-25	NW	46 8	82	29.94	10
Fri Jan 29 18:58:45 2010	Milwaukee, Wisconsin 53201  	clear sky	11-Dec	11-Dec	0		-4 -20	47	30.52	10
Fri Jan 29 18:58:45 2010	Seattle, Washington 98101  	mostly cloudy	48 9	48 9	0		37 3	66	29.99	10
Fri Jan 29 18:58:46 2010	Philadelphia, Pennsylvania 19019  	clear sky	21 -6	12-Oct	21-Oct	NW	17-Jan	41	30.33	10
Fri Jan 29 18:58:46 2010	Detroit, Michigan 48201  	clear sky	16 -9	13-Aug	17-May	NW	-2 -19	44	30.48	10
Fri Jan 29 19:50:27 2010	San Jose, California 95101  	mostly cloudy	52 11	50 10	7	E	46 8	82	30.02	8
Fri Jan 29 19:50:28 2010	Charlotte, North Carolina 28201  	clear sky	43 6	37 3	17-Oct	NE	14 -10	31	30.24	10
Fri Jan 29 19:50:28 2010	San Diego, California 92101  	mostly cloudy	61 16	60 16	7	S	45 7	55	30.1	7
Fri Jan 29 19:50:29 2010	Memphis, Tennessee 37501  	mostly cloudy	30 -1	17 -8	23-29	E	27 -3	86	30.11	8
Fri Jan 29 19:50:29 2010	Los Angeles, California 90001  	clear sky	63 17	63 17	3	N	39 4	42	30.07	10
Fri Jan 29 19:50:29 2010	Denver, Colorado 80214  	clear sky	37 3	37 3	0		18 -8	44	30.07	10
Fri Jan 29 19:50:30 2010	New York, New York 10001  	clear sky	21 -6	12-Oct	22-Oct	W	-2 -19	35	30.24	10
Fri Jan 29 19:50:30 2010	El Paso, Texas 79901  	clear sky	37 3	32 0	7	N	28 -2	70	30.16	10
Fri Jan 29 19:50:31 2010	Washington, Washington D. C. 20001  	mostly cloudy	25 -4	14 -10	12	NW	17-Jan	36	30.4	10
Fri Jan 29 19:50:31 2010	Las Vegas, Nevada 89101  	mostly cloudy	48 9	46 8	5	NE	28 -2	46	30.1	10
Fri Jan 29 19:50:31 2010	Baltimore, Maryland 21201  	normal	25 -4	25 -4			0 -18	33	30.37	
Fri Jan 29 19:50:32 2010	Austin, Texas 73301  	mostly cloudy	43 6	36 2	13-25	NW	36 2	75	30.06	10
Fri Jan 29 19:50:32 2010	San Francisco, California 94101  	mostly cloudy	52 11	50 10	7	E	48 9	87	30.03	5
Fri Jan 29 19:50:33 2010	Oklahoma City, Oklahoma 73101  	normal	23 -5	12-Oct	16	N	19 -7	86	30.11	0.5
Fri Jan 29 19:50:33 2010	Nashville, Tennessee 37201  	light snow	25 -4	16 -9	9	NE	21 -6	86	30.32	0.7
Fri Jan 29 19:50:34 2010	Fort Worth, Texas 76101  	mostly cloudy	34 1	23 -5	18-24	NW	30 -1	86	30.06	10
Fri Jan 29 19:50:35 2010	Portland, Oregon 97201  	clear sky	21 -6	16-Mar	28-35	W	-2 -19	35	29.98	10
Fri Jan 29 19:50:35 2010	Phoenix, Arizona 85001  	clear sky	59 15	58 14	6	E	48 9	67	30.09	10
Fri Jan 29 19:50:35 2010	Chicago, Illinois 60601  	mostly cloudy	18 -8	18 -8	0		17-Jan	48	30.48	10
Fri Jan 29 19:50:36 2010	San Antonio, Texas 78201  	clear sky	46 8	39 4	18-30	N	37 3	71	30.06	10
Fri Jan 29 19:50:36 2010	Indianapolis, Indiana 46201  	mostly cloudy	18 -8	14-Jun	10	E	14-Jul	62	30.43	10
Fri Jan 29 19:50:37 2010	Columbus, Ohio 43085  	clear sky	14 -10	16-Apr	7	NE	0 -18	52	30.45	10
Fri Jan 29 19:50:37 2010	Jacksonville, Florida 32099  	mostly cloudy	64 18	64 18	6	E	39 4	39	30.12	10
Fri Jan 29 19:50:38 2010	Dallas, Texas 75201  	light rain	37 3	28 -2	14	NW	36 2	93	30.04	7
Fri Jan 29 19:50:38 2010	Houston, Texas 77001  	mostly cloudy	52 11	47 8	16-21	NW	48 9	87	29.92	10
Fri Jan 29 19:50:39 2010	Detroit, Michigan 48201  	clear sky	19 -7	13-Sep	17-Aug	NW	0 -18	41	30.46	10
Fri Jan 29 19:50:39 2010	Milwaukee, Wisconsin 53201  	clear sky	14 -10	14 -10	0		-6 -21	40	30.5	10
Fri Jan 29 19:50:39 2010	Seattle, Washington 98101  	mostly cloudy	50 10	50 10	0		37 3	62	29.98	10
Fri Jan 29 19:50:41 2010	Philadelphia, Pennsylvania 19019  	clear sky	21 -6	13-Sep	21-Dec	NW	17-Jan	41	30.31	10
Fri Jan 29 20:48:16 2010	Charlotte, North Carolina 28201  	mostly cloudy	45 7	41 5	17-Jul	NE	11-Dec	26	30.22	10
Fri Jan 29 20:48:16 2010	San Diego, California 92101  	mostly cloudy	61 16	61 16	6	S	45 7	55	30.09	9
Fri Jan 29 20:48:16 2010	San Jose, California 95101  	mostly cloudy	55 13	53 12	8	SE	48 9	77	30.02	10
Fri Jan 29 20:48:17 2010	Denver, Colorado 80214  	clear sky	39 4	35 2	6	N	11-Dec	33	30.05	10
Fri Jan 29 20:48:17 2010	Memphis, Tennessee 37501  	mostly cloudy	30 -1	19 -7	16	E	27 -3	86	30.05	9
Fri Jan 29 20:48:17 2010	Los Angeles, California 90001  	clear sky	63 17	63 17	0		39 4	42	30.06	10
Fri Jan 29 20:48:18 2010	El Paso, Texas 79901  	clear sky	39 4	33 1	8	N	28 -2	65	30.14	10
Fri Jan 29 20:48:20 2010	New York, New York 10001  	clear sky	21 -6	13-Aug	14-20	NW	-2 -19	35	30.23	10
Fri Jan 29 20:48:21 2010	Washington, Washington D. C. 20001  	mostly cloudy	25 -4	16 -9	9	N	17-Jan	36	30.38	10
Fri Jan 29 20:48:21 2010	Las Vegas, Nevada 89101  	mostly cloudy	50 10	50 10	3	E	30 -1	46	30.08	10
Fri Jan 29 20:48:21 2010	Baltimore, Maryland 21201  	normal	25 -4	25 -4			0 -18	33	30.35	
Fri Jan 29 20:48:22 2010	Austin, Texas 73301  	mostly cloudy	43 6	35 2	16-25	NW	36 2	75	30.04	10
Fri Jan 29 20:48:22 2010	San Francisco, California 94101  	mostly cloudy	52 11	50 10	6	SE	48 9	87	30.01	7
Fri Jan 29 20:48:23 2010	Oklahoma City, Oklahoma 73101  	normal	21 -6	14-Jul	17-25	N	19 -7	93	30.09	0.5
Fri Jan 29 20:48:23 2010	Nashville, Tennessee 37201  	light snow	25 -4	15 -9	10	NE	21 -6	86	30.26	0.7
Fri Jan 29 20:48:24 2010	Fort Worth, Texas 76101  	mostly cloudy	34 1	24 -4	16-24	NW	30 -1	86	30.02	10
Fri Jan 29 20:48:24 2010	Phoenix, Arizona 85001  	mostly cloudy	59 15	59 15	0		46 8	63	30.07	10
Fri Jan 29 20:48:25 2010	Portland, Oregon 97201  	clear sky	21 -6	16-Apr	24-35	W	-2 -19	35	29.99	10
Fri Jan 29 20:48:25 2010	Chicago, Illinois 60601  	mostly cloudy	19 -7	19 -7	0		16-Mar	49	30.45	10
Fri Jan 29 20:48:26 2010	San Antonio, Texas 78201  	clear sky	48 9	41 5	20-24	NW	37 3	66	30.03	10
Fri Jan 29 20:48:26 2010	Indianapolis, Indiana 46201  	mostly cloudy	18 -8	14-Jul	9	E	14-Jul	62	30.39	10
Fri Jan 29 20:48:27 2010	Jacksonville, Florida 32099  	mostly cloudy	66 19	66 19	7	E	43 6	43	30.09	10
Fri Jan 29 20:48:27 2010	Columbus, Ohio 43085  	clear sky	16 -9	16 -9	0		17-Jan	52	30.43	10
Fri Jan 29 20:48:28 2010	Dallas, Texas 75201  	mostly cloudy	37 3	28 -2	14	NW	36 2	93	30.02	10
Fri Jan 29 20:48:28 2010	Houston, Texas 77001  	mostly cloudy	54 12	51 11	9	NW	48 9	82	29.89	10
Fri Jan 29 20:48:29 2010	Detroit, Michigan 48201  	clear sky	19 -7	11-Dec	5	NW	0 -18	41	30.44	10
Fri Jan 29 20:48:29 2010	Milwaukee, Wisconsin 53201  	clear sky	16 -9	16 -9	0		-6 -21	37	30.46	10
Fri Jan 29 20:48:29 2010	Seattle, Washington 98101  	clear sky	52 11	52 11	0		37 3	58	29.99	10
Fri Jan 29 20:48:30 2010	Philadelphia, Pennsylvania 19019  	clear sky	23 -5	12-Oct	15-24	W	17-Jan	38	30.3	10
Fri Jan 29 21:32:48 2010	San Jose, California 95101  	mostly cloudy	55 13	53 12	8	SE	48 9	77	30.02	10
Fri Jan 29 21:32:49 2010	Charlotte, North Carolina 28201  	mostly cloudy	45 7	41 5	17-Jul	NE	11-Dec	26	30.22	10
Fri Jan 29 21:32:49 2010	San Diego, California 92101  	mostly cloudy	61 16	61 16	6	S	45 7	55	30.09	9
Fri Jan 29 21:32:50 2010	Denver, Colorado 80214  	clear sky	39 4	35 2	6	N	11-Dec	33	30.05	10
Fri Jan 29 21:32:50 2010	Memphis, Tennessee 37501  	mostly cloudy	30 -1	19 -7	16	E	27 -3	86	30.05	9
Fri Jan 29 21:32:50 2010	Los Angeles, California 90001  	clear sky	63 17	63 17	0		39 4	42	30.06	10
Fri Jan 29 21:32:51 2010	New York, New York 10001  	clear sky	21 -6	13-Aug	14-20	NW	-2 -19	35	30.23	10
Fri Jan 29 21:32:51 2010	El Paso, Texas 79901  	clear sky	39 4	33 1	8	N	28 -2	65	30.14	10
Fri Jan 29 21:32:51 2010	Baltimore, Maryland 21201  	normal	25 -4	25 -4			0 -18	33	30.35	
Fri Jan 29 21:32:52 2010	Washington, Washington D. C. 20001  	mostly cloudy	25 -4	16 -9	9	N	17-Jan	36	30.38	10
Fri Jan 29 21:32:52 2010	Las Vegas, Nevada 89101  	mostly cloudy	50 10	50 10	3	E	30 -1	46	30.08	10
Fri Jan 29 21:32:52 2010	Austin, Texas 73301  	mostly cloudy	43 6	35 2	16-25	NW	36 2	75	30.04	10
Fri Jan 29 21:32:53 2010	Oklahoma City, Oklahoma 73101  	normal	21 -6	14-Jul	17-25	N	19 -7	93	30.09	0.5
Fri Jan 29 21:32:53 2010	Nashville, Tennessee 37201  	light snow	25 -4	15 -9	10	NE	21 -6	86	30.26	0.7
Fri Jan 29 21:32:53 2010	San Francisco, California 94101  	mostly cloudy	52 11	50 10	6	SE	48 9	87	30.01	7
Fri Jan 29 21:32:54 2010	Portland, Oregon 97201  	clear sky	21 -6	16-Apr	24-35	W	-2 -19	35	29.99	10
Fri Jan 29 21:32:54 2010	Fort Worth, Texas 76101  	mostly cloudy	34 1	24 -4	16-24	NW	30 -1	86	30.02	10
Fri Jan 29 21:32:54 2010	Phoenix, Arizona 85001  	mostly cloudy	59 15	59 15	0		46 8	63	30.07	10
Fri Jan 29 21:32:55 2010	San Antonio, Texas 78201  	clear sky	48 9	41 5	20-24	NW	37 3	66	30.03	10
