14	search.yahoo.com				
Fri Jan 29 18:47:26 2010	Seattle, WA	48	Cloudy	55	44
Fri Jan 29 18:47:26 2010	Houston, TX	50	Cloudy	62	36
Fri Jan 29 18:47:27 2010	Milwaukee, WI	12	Partly Cloudy	15	5
Fri Jan 29 18:47:27 2010	Detroit, MI	16	Fair	19	5
Fri Jan 29 18:47:28 2010	Philadelphia, PA	21	Mostly Cloudy	31	18
Fri Jan 29 19:39:32 2010	San Jose, CA	50	Mostly Cloudy	58	46
Fri Jan 29 19:39:33 2010	Charlotte, NC	43	Mostly Cloudy	42	28
Fri Jan 29 19:39:33 2010	San Diego, CA	62	Mostly Cloudy	65	46
Fri Jan 29 19:39:34 2010	Memphis, TN	31	Light Freezing Rain	30	26
Fri Jan 29 19:39:34 2010	Denver, CO	37	Sunny	43	29
Fri Jan 29 19:39:35 2010	Los Angeles, CA	62	Fair	65	46
Fri Jan 29 19:39:36 2010	New York, NY	21	Partly Cloudy	25	14
Fri Jan 29 19:39:36 2010	El Paso, TX	37	Partly Cloudy	51	30
Fri Jan 29 19:39:37 2010	Baltimore, MD	27	Mostly Cloudy	26	19
Fri Jan 29 19:39:38 2010	Washington, DC	24	Cloudy	27	21
Fri Jan 29 19:39:38 2010	Las Vegas, NV	48	Fair	60	39
Fri Jan 29 19:39:39 2010	Austin, TX	43	Mostly Cloudy	45	31
Fri Jan 29 19:39:39 2010	San Francisco, CA	51	Mostly Cloudy	55	50
Fri Jan 29 19:39:40 2010	Oklahoma City, OK	24	Snow	24	18
Fri Jan 29 19:39:41 2010	Nashville, TN	25	Light Snow	28	25
Fri Jan 29 19:39:42 2010	Fort Worth, TX	34	Cloudy	35	27
Fri Jan 29 19:39:43 2010	Portland, OR	49	Cloudy	50	42
Fri Jan 29 19:39:43 2010	Phoenix, AZ	59	Partly Cloudy	68	48
Fri Jan 29 19:39:44 2010	Chicago, IL	18	Mostly Cloudy	18	13
Fri Jan 29 19:39:44 2010	San Antonio, TX	49	Fair	54	32
Fri Jan 29 19:39:45 2010	Indianapolis, IN	17	Cloudy	19	10
Fri Jan 29 19:39:46 2010	Boston, MA	19	Partly Cloudy	20	7
Fri Jan 29 19:39:46 2010	Jacksonville, FL	65	Mostly Cloudy	66	57
Fri Jan 29 19:39:47 2010	Columbus, OH	16	Fair	18	9
Fri Jan 29 19:39:48 2010	Dallas, TX	37	Light Rain	38	30
Fri Jan 29 19:39:48 2010	Houston, TX	50	Cloudy	52	36
Fri Jan 29 19:39:49 2010	Seattle, WA	50	Cloudy	55	44
Fri Jan 29 19:39:50 2010	Milwaukee, WI	14	Partly Cloudy	15	5
Fri Jan 29 19:39:50 2010	Detroit, MI	19	Partly Cloudy	19	5
Fri Jan 29 19:39:51 2010	Philadelphia, PA	22	Mostly Cloudy	31	18
Fri Jan 29 20:37:34 2010	San Jose, CA	54	Mostly Cloudy	59	46
Fri Jan 29 20:37:35 2010	Charlotte, NC	44	Cloudy	43	28
Fri Jan 29 20:37:35 2010	San Diego, CA	64	Mostly Cloudy	65	48
Fri Jan 29 20:37:36 2010	Denver, CO	41	Partly Cloudy	42	26
Fri Jan 29 20:37:37 2010	Memphis, TN	30	Light Freezing Rain	30	26
Fri Jan 29 20:37:37 2010	Los Angeles, CA	63	Fair	65	46
Fri Jan 29 20:37:38 2010	New York, NY	22	Partly Cloudy	25	14
Fri Jan 29 20:37:38 2010	El Paso, TX	40	Partly Cloudy	49	33
Fri Jan 29 20:37:39 2010	Baltimore, MD	27	Mostly Cloudy	26	19
Fri Jan 29 20:37:39 2010	Las Vegas, NV	51	Fair	59	43
Fri Jan 29 20:37:40 2010	Washington, DC	25	Cloudy	27	21
Fri Jan 29 20:37:40 2010	Austin, TX	41	Cloudy	45	31
Fri Jan 29 20:37:41 2010	Oklahoma City, OK	21	Heavy Snow	26	19
Fri Jan 29 20:37:41 2010	San Francisco, CA	51	Mostly Cloudy	56	51
Fri Jan 29 20:37:42 2010	Nashville, TN	25	Light Snow	28	25
Fri Jan 29 20:37:42 2010	Fort Worth, TX	33	Cloudy	35	25
Fri Jan 29 20:37:43 2010	Phoenix, AZ	59	Mostly Cloudy	66	47
Fri Jan 29 20:37:44 2010	Chicago, IL	20	Mostly Cloudy	19	16
Fri Jan 29 20:37:44 2010	Portland, OR	49	Light Rain	51	43
Fri Jan 29 20:37:45 2010	Indianapolis, IN	18	Cloudy	19	10
Fri Jan 29 20:37:45 2010	San Antonio, TX	52	Fair	53	32
Fri Jan 29 20:37:46 2010	Boston, MA	20	Partly Cloudy	20	7
Fri Jan 29 20:37:46 2010	Jacksonville, FL	67	Mostly Cloudy	66	57
Fri Jan 29 20:37:47 2010	Columbus, OH	17	Fair	17	13
Fri Jan 29 20:37:47 2010	Dallas, TX	37	Cloudy	38	28
Fri Jan 29 20:37:48 2010	Houston, TX	50	Cloudy	52	36
Fri Jan 29 20:37:49 2010	Milwaukee, WI	15	Partly Cloudy	15	5
Fri Jan 29 20:37:49 2010	Seattle, WA	52	Fair	54	43
Fri Jan 29 20:37:50 2010	Detroit, MI	19	Partly Cloudy	19	5
Fri Jan 29 20:37:50 2010	Philadelphia, PA	23	Mostly Cloudy	31	18
Fri Jan 29 21:21:37 2010	San Jose, CA	61	Mostly Cloudy	59	46
Fri Jan 29 21:21:38 2010	Charlotte, NC	44	Cloudy	43	28
Fri Jan 29 21:21:38 2010	San Diego, CA	62	Mostly Cloudy	65	48
Fri Jan 29 21:21:40 2010	Memphis, TN	30	Freezing Rain	30	26
Fri Jan 29 21:21:40 2010	Los Angeles, CA	66	Fair	65	46
Fri Jan 29 21:21:41 2010	El Paso, TX	42	Partly Cloudy	49	33
Fri Jan 29 21:21:42 2010	New York, NY	23	Fair	25	14
Fri Jan 29 21:21:42 2010	Baltimore, MD	27	Partly Cloudy	26	19
Fri Jan 29 21:21:43 2010	Washington, DC	25	Cloudy	27	21
Fri Jan 29 21:21:43 2010	Las Vegas, NV	52	Fair	59	43
Fri Jan 29 21:21:44 2010	Austin, TX	39	Cloudy	45	31
Fri Jan 29 21:21:45 2010	Oklahoma City, OK	21	Heavy Snow	26	19
Fri Jan 29 21:21:45 2010	San Francisco, CA	52	Mostly Cloudy	56	51
Fri Jan 29 21:21:46 2010	Nashville, TN	25	Snow	28	24
Fri Jan 29 21:21:47 2010	Fort Worth, TX	33	Cloudy	35	25
Fri Jan 29 21:21:48 2010	Portland, OR	50	Cloudy	52	43
Fri Jan 29 21:21:48 2010	Phoenix, AZ	62	Partly Cloudy	66	47
Fri Jan 29 21:21:49 2010	Chicago, IL	20	Mostly Cloudy	19	16
Fri Jan 29 21:21:49 2010	San Antonio, TX	53	Fair	53	32
Fri Jan 29 21:21:50 2010	Indianapolis, IN	18	Cloudy	19	10
Fri Jan 29 21:21:51 2010	Boston, MA	20	Partly Cloudy/Windy	20	7
Fri Jan 29 21:21:52 2010	Columbus, OH	17	Fair	17	13
Fri Jan 29 21:21:52 2010	Jacksonville, FL	68	Cloudy	66	57
Fri Jan 29 21:21:53 2010	Dallas, TX	37	Cloudy	38	28
Fri Jan 29 21:21:53 2010	Houston, TX	50	Cloudy	52	36
Fri Jan 29 21:21:54 2010	Seattle, WA	54	Cloudy	54	43
Fri Jan 29 21:21:55 2010	Milwaukee, WI	17	Partly Cloudy	15	5
Fri Jan 29 21:21:55 2010	Detroit, MI	20	Fair	19	5
Fri Jan 29 21:21:56 2010	Philadelphia, PA	24	Mostly Cloudy	31	18
Fri Jan 29 22:07:37 2010	San Jose, CA	63	Mostly Cloudy	62	46
Fri Jan 29 22:07:38 2010	Charlotte, NC	39	Light Snow	43	28
Fri Jan 29 22:07:38 2010	San Diego, CA	62	Mostly Cloudy	63	48
Fri Jan 29 22:07:39 2010	Memphis, TN	32	Light Rain/Freezing Rain	30	24
Fri Jan 29 22:07:39 2010	Denver, CO	43	Partly Cloudy	43	26
Fri Jan 29 22:07:40 2010	El Paso, TX	42	Partly Cloudy	48	33
Fri Jan 29 22:07:40 2010	Los Angeles, CA	67	Fair	64	48
Fri Jan 29 22:07:41 2010	New York, NY	23	Fair	25	14
Fri Jan 29 22:07:42 2010	Baltimore, MD	27	Partly Cloudy	26	19
Fri Jan 29 22:07:42 2010	Las Vegas, NV	52	Fair	58	43
Fri Jan 29 22:07:43 2010	Washington, DC	26	Cloudy	27	19
Fri Jan 29 22:07:43 2010	Austin, TX	39	Cloudy	45	30
Fri Jan 29 22:07:44 2010	Oklahoma City, OK	21	Fog	26	19
Fri Jan 29 22:07:44 2010	San Francisco, CA	52	Mostly Cloudy	57	51
Fri Jan 29 22:07:45 2010	Nashville, TN	27	Light Snow	28	24
Fri Jan 29 22:07:46 2010	Fort Worth, TX	33	Cloudy	35	25
Fri Jan 29 22:07:46 2010	Phoenix, AZ	62	Partly Cloudy	66	47
Fri Jan 29 22:07:47 2010	Chicago, IL	20	Mostly Cloudy	19	17
Fri Jan 29 22:07:47 2010	Portland, OR	50	Cloudy	52	43
Fri Jan 29 22:07:48 2010	Indianapolis, IN	18	Cloudy	19	14
Fri Jan 29 22:07:48 2010	San Antonio, TX	53	Fair	53	32
Fri Jan 29 22:07:49 2010	Boston, MA	20	Partly Cloudy/Windy	20	4
Fri Jan 29 22:07:49 2010	Jacksonville, FL	68	Cloudy	66	57
Fri Jan 29 22:07:50 2010	Columbus, OH	17	Fair	17	13
Fri Jan 29 22:07:50 2010	Dallas, TX	36	Light Drizzle	38	28
Fri Jan 29 22:07:51 2010	Houston, TX	46	Cloudy	52	33
Fri Jan 29 22:07:51 2010	Seattle, WA	54	Cloudy	54	43
Fri Jan 29 22:07:52 2010	Milwaukee, WI	17	Partly Cloudy	15	5
Fri Jan 29 22:07:52 2010	Detroit, MI	20	Fair	19	12
Fri Jan 29 22:07:53 2010	Philadelphia, PA	24	Mostly Cloudy	31	16
Fri Jan 29 22:53:55 2010	San Jose, CA	63	Mostly Cloudy	63	46
Fri Jan 29 22:53:56 2010	Charlotte, NC	36	Light Snow	43	28
Fri Jan 29 22:53:56 2010	San Diego, CA	65	Mostly Cloudy	64	48
Fri Jan 29 22:53:57 2010	Denver, CO	45	Partly Cloudy	43	26
Fri Jan 29 22:53:58 2010	Memphis, TN	30	Freezing Rain	30	24
Fri Jan 29 22:53:58 2010	Los Angeles, CA	67	Fair	64	48
Fri Jan 29 22:53:59 2010	El Paso, TX	43	Partly Cloudy	48	33
Fri Jan 29 22:54:00 2010	New York, NY	23	Fair	25	14
Fri Jan 29 22:54:00 2010	Baltimore, MD	27	Mostly Cloudy	26	19
Fri Jan 29 22:54:01 2010	Las Vegas, NV	54	Fair	58	43
Fri Jan 29 22:54:02 2010	Washington, DC	26	Cloudy	27	19
Fri Jan 29 22:54:02 2010	Austin, TX	39	Cloudy	45	30
Fri Jan 29 22:54:03 2010	San Francisco, CA	58	Mostly Cloudy	55	51
Fri Jan 29 22:54:04 2010	Oklahoma City, OK	21	Snow	26	19
Fri Jan 29 22:54:04 2010	Nashville, TN	26	Light Snow	28	24
Fri Jan 29 22:54:05 2010	Fort Worth, TX	33	Cloudy	35	25
Fri Jan 29 22:54:06 2010	Portland, OR	50	Cloudy	51	43
Fri Jan 29 22:54:06 2010	Phoenix, AZ	64	Partly Cloudy	66	47
Fri Jan 29 22:54:07 2010	Chicago, IL	19	Mostly Cloudy	19	16
Fri Jan 29 22:54:07 2010	San Antonio, TX	54	Partly Cloudy	53	32
Fri Jan 29 22:54:08 2010	Indianapolis, IN	19	Mostly Cloudy	19	14
Fri Jan 29 22:54:09 2010	Boston, MA	19	Partly Cloudy	20	4
Fri Jan 29 22:54:09 2010	Jacksonville, FL	66	Cloudy	66	57
Fri Jan 29 22:54:10 2010	Columbus, OH	16	Fair	17	13
Fri Jan 29 22:54:11 2010	Dallas, TX	35	Light Drizzle	38	28
Fri Jan 29 22:54:11 2010	Houston, TX	45	Cloudy	52	33
Fri Jan 29 22:54:12 2010	Seattle, WA	54	Cloudy	54	43
Fri Jan 29 22:54:13 2010	Milwaukee, WI	16	Partly Cloudy	15	9
Fri Jan 29 22:54:13 2010	Detroit, MI	20	Fair	19	12
Fri Jan 29 22:54:14 2010	Philadelphia, PA	24	Mostly Cloudy	31	16
Fri Jan 29 23:38:07 2010	Charlotte, NC	34	Light Snow	43	28
Fri Jan 29 23:38:07 2010	San Jose, CA	63	Mostly Cloudy	63	46
Fri Jan 29 23:38:08 2010	Denver, CO	45	Partly Cloudy	43	26
Fri Jan 29 23:38:08 2010	San Diego, CA	63	Mostly Cloudy	64	48
Fri Jan 29 23:38:09 2010	Memphis, TN	30	Light Freezing Rain	30	24
Fri Jan 29 23:38:09 2010	Los Angeles, CA	67	Fair	64	48
Fri Jan 29 23:38:10 2010	New York, NY	22	Fair	25	14
Fri Jan 29 23:38:10 2010	El Paso, TX	46	Partly Cloudy	48	33
Fri Jan 29 23:38:11 2010	Baltimore, MD	27	Mostly Cloudy	26	19
Fri Jan 29 23:38:12 2010	Washington, DC	26	Cloudy	27	19
Fri Jan 29 23:38:12 2010	Las Vegas, NV	56	Fair	58	43
Fri Jan 29 23:38:13 2010	Austin, TX	39	Cloudy	45	30
Fri Jan 29 23:38:13 2010	San Francisco, CA	59	Mostly Cloudy	55	51
Fri Jan 29 23:38:14 2010	Oklahoma City, OK	21	Fog	26	19
Fri Jan 29 23:38:14 2010	Nashville, TN	26	Light Snow	28	24
Fri Jan 29 23:38:15 2010	Fort Worth, TX	32	Cloudy	35	25
Fri Jan 29 23:38:15 2010	Phoenix, AZ	64	Partly Cloudy	66	47
Fri Jan 29 23:38:16 2010	Chicago, IL	19	Mostly Cloudy	19	17
Fri Jan 29 23:38:16 2010	Portland, OR	50	Cloudy	51	43
Fri Jan 29 23:38:17 2010	Indianapolis, IN	19	Mostly Cloudy	19	14
Fri Jan 29 23:38:17 2010	San Antonio, TX	50	Fair	53	32
Fri Jan 29 23:38:18 2010	Columbus, OH	16	Fair	17	13
Fri Jan 29 23:38:18 2010	Boston, MA	18	Partly Cloudy/Windy	20	4
Fri Jan 29 23:38:18 2010	Jacksonville, FL	63	Cloudy	66	57
Fri Jan 29 23:38:19 2010	Dallas, TX	34	Cloudy	38	28
Fri Jan 29 23:38:19 2010	Houston, TX	45	Cloudy	52	33
Fri Jan 29 23:38:20 2010	Milwaukee, WI	16	Partly Cloudy	15	9
Fri Jan 29 23:38:20 2010	Seattle, WA	55	Fair	56	43
Fri Jan 29 23:38:21 2010	Detroit, MI	20	Fair	19	12
Fri Jan 29 23:38:21 2010	Philadelphia, PA	24	Mostly Cloudy	31	16
Mon Feb  1 00:04:55 2010	San Jose, CA	61	Mostly Cloudy	59	43
Mon Feb  1 00:04:56 2010	Charlotte, NC	38	Partly Cloudy	37	14
Mon Feb  1 00:04:57 2010	Denver, CO	39	Mostly Cloudy	42	28
Mon Feb  1 00:04:57 2010	San Diego, CA	60	Fair	62	45
Mon Feb  1 00:04:58 2010	Memphis, TN	37	Partly Cloudy	34	24
Mon Feb  1 00:04:58 2010	Los Angeles, CA	64	Fair	62	45
Mon Feb  1 00:04:59 2010	New York, NY	29	Fair	30	22
Mon Feb  1 00:04:59 2010	El Paso, TX	57	Mostly Cloudy	57	39
Mon Feb  1 00:05:00 2010	Baltimore, MD	30	Sunny	30	16
Mon Feb  1 00:05:00 2010	Las Vegas, NV	58	Fair	59	39
Mon Feb  1 00:05:04 2010	Washington, DC	33	Fair	31	14
Mon Feb  1 00:05:04 2010	Austin, TX	35	Cloudy	50	36
Mon Feb  1 00:05:05 2010	Oklahoma City, OK	27	Wintry Mix	36	30
Mon Feb  1 00:05:05 2010	San Francisco, CA	53	Mostly Cloudy	56	47
Mon Feb  1 00:05:06 2010	Nashville, TN	35	Partly Cloudy	34	15
Mon Feb  1 00:05:06 2010	Fort Worth, TX	34	Cloudy	43	34
Mon Feb  1 00:05:07 2010	Portland, OR	52	Cloudy	52	42
Mon Feb  1 00:05:07 2010	Phoenix, AZ	67	Partly Cloudy	68	50
Mon Feb  1 00:05:08 2010	Chicago, IL	29	Mostly Cloudy	28	18
Mon Feb  1 00:05:08 2010	San Antonio, TX	38	Cloudy	54	40
Mon Feb  1 00:05:09 2010	Boston, MA	28	Partly Cloudy	26	18
Mon Feb  1 00:05:09 2010	Indianapolis, IN	29	Partly Cloudy	27	13
Mon Feb  1 00:05:10 2010	Columbus, OH	28	Fair	28	9
Mon Feb  1 00:05:10 2010	Jacksonville, FL	44	Mostly Cloudy	49	46
Mon Feb  1 00:05:11 2010	Dallas, TX	38	Cloudy	45	35
Mon Feb  1 00:05:11 2010	Houston, TX	41	Mostly Cloudy	50	40
Mon Feb  1 00:05:12 2010	Milwaukee, WI	24	Mostly Cloudy	22	12
Mon Feb  1 00:05:12 2010	Seattle, WA	50	Cloudy	50	40
Mon Feb  1 00:05:13 2010	Detroit, MI	27	Partly Cloudy	26	15
Mon Feb  1 00:05:13 2010	Philadelphia, PA	28	Fair	31	15
Mon Feb  1 00:48:13 2010	San Jose, CA	61	Mostly Cloudy	59	43
Mon Feb  1 00:48:14 2010	Charlotte, NC	35	Partly Cloudy	37	14
Mon Feb  1 00:48:14 2010	San Diego, CA	59	Partly Cloudy	62	45
Mon Feb  1 00:48:15 2010	Denver, CO	36	Mostly Cloudy	42	28
Mon Feb  1 00:48:16 2010	Memphis, TN	36	Mostly Cloudy	34	24
Mon Feb  1 00:48:16 2010	Los Angeles, CA	64	Fair	62	45
Mon Feb  1 00:48:17 2010	El Paso, TX	57	Cloudy	57	39
Mon Feb  1 00:48:18 2010	Baltimore, MD	28	Clear	30	16
Mon Feb  1 00:48:18 2010	New York, NY	28	Fair	30	22
Mon Feb  1 00:48:19 2010	Las Vegas, NV	58	Fair	59	39
Mon Feb  1 00:48:20 2010	Washington, DC	32	Fair	31	14
Mon Feb  1 00:48:20 2010	Austin, TX	35	Cloudy	50	36
Mon Feb  1 00:48:21 2010	Oklahoma City, OK	27	Wintry Mix	36	26
Mon Feb  1 00:48:21 2010	San Francisco, CA	54	Mostly Cloudy	56	47
Mon Feb  1 00:48:22 2010	Nashville, TN	35	Partly Cloudy	34	19
Mon Feb  1 00:48:23 2010	Fort Worth, TX	34	Cloudy	43	34
Mon Feb  1 00:48:23 2010	Phoenix, AZ	69	Partly Cloudy	68	50
Mon Feb  1 00:48:24 2010	Portland, OR	51	Mostly Cloudy	52	42
Mon Feb  1 00:48:25 2010	Chicago, IL	27	Mostly Cloudy	28	18
Mon Feb  1 00:48:25 2010	San Antonio, TX	39	Cloudy	54	40
Mon Feb  1 00:48:26 2010	Boston, MA	27	Fair	26	18
Mon Feb  1 00:48:26 2010	Indianapolis, IN	27	Partly Cloudy	27	13
Mon Feb  1 00:48:27 2010	Jacksonville, FL	44	Mostly Cloudy	49	42
Mon Feb  1 00:48:28 2010	Columbus, OH	26	Fair	28	9
Mon Feb  1 00:48:28 2010	Dallas, TX	38	Mostly Cloudy	45	35
Mon Feb  1 00:48:29 2010	Houston, TX	41	Cloudy	50	40
Mon Feb  1 00:48:30 2010	Milwaukee, WI	23	Mostly Cloudy	22	12
Mon Feb  1 00:48:30 2010	Seattle, WA	50	Cloudy	50	40
Mon Feb  1 00:48:31 2010	Detroit, MI	27	Fair	26	15
Mon Feb  1 00:48:31 2010	Philadelphia, PA	27	Fair	31	15
Mon Feb  1 01:32:55 2010	Charlotte, NC	33	Partly Cloudy	37	14
Mon Feb  1 01:32:55 2010	San Jose, CA	61	Mostly Cloudy	59	43
Mon Feb  1 01:32:56 2010	Denver, CO	36	Mostly Cloudy	42	28
Mon Feb  1 01:32:56 2010	San Diego, CA	58	Partly Cloudy	62	45
Mon Feb  1 01:32:57 2010	Memphis, TN	34	Mostly Cloudy	34	24
Mon Feb  1 01:32:57 2010	Los Angeles, CA	63	Fair	62	45
Mon Feb  1 01:32:58 2010	New York, NY	28	Fair	30	22
Mon Feb  1 01:32:58 2010	El Paso, TX	56	Mostly Cloudy	57	39
Mon Feb  1 01:32:59 2010	Baltimore, MD	27	Clear	30	16
Mon Feb  1 01:32:59 2010	Las Vegas, NV	58	Fair	59	39
Mon Feb  1 01:33:00 2010	Washington, DC	28	Fair	31	14
Mon Feb  1 01:33:00 2010	Austin, TX	35	Cloudy	50	36
Mon Feb  1 01:33:01 2010	Oklahoma City, OK	27	Wintry Mix	36	26
Mon Feb  1 01:33:01 2010	San Francisco, CA	53	Mostly Cloudy	56	47
Mon Feb  1 01:33:02 2010	Nashville, TN	32	Partly Cloudy	34	19
Mon Feb  1 01:33:02 2010	Fort Worth, TX	34	Cloudy	43	34
Mon Feb  1 01:33:03 2010	Portland, OR	52	Partly Cloudy	52	42
Mon Feb  1 01:33:03 2010	Phoenix, AZ	68	Partly Cloudy	68	50
Mon Feb  1 01:33:04 2010	Chicago, IL	25	Partly Cloudy	28	18
Mon Feb  1 01:33:04 2010	San Antonio, TX	38	Cloudy	54	39
Mon Feb  1 01:33:05 2010	Boston, MA	27	Fair	26	18
Mon Feb  1 01:33:05 2010	Indianapolis, IN	24	Partly Cloudy	27	13
Mon Feb  1 01:33:06 2010	Columbus, OH	23	Fair	28	9
Mon Feb  1 01:33:06 2010	Jacksonville, FL	45	Cloudy	49	44
Mon Feb  1 01:33:07 2010	Dallas, TX	38	Cloudy	45	35
Mon Feb  1 01:33:07 2010	Houston, TX	41	Partly Cloudy	50	40
Mon Feb  1 01:33:08 2010	Milwaukee, WI	22	Partly Cloudy	22	12
Mon Feb  1 01:33:08 2010	Seattle, WA	50	Cloudy	50	40
Mon Feb  1 01:33:09 2010	Detroit, MI	27	Mostly Cloudy	26	15
Mon Feb  1 01:33:09 2010	Philadelphia, PA	26	Fair	31	15
Mon Feb  1 02:17:47 2010	San Jose, CA	59	Mostly Cloudy	59	43
Mon Feb  1 02:17:48 2010	Charlotte, NC	33	Partly Cloudy	37	14
Mon Feb  1 02:17:48 2010	San Diego, CA	55	Partly Cloudy	62	45
Mon Feb  1 02:17:49 2010	Denver, CO	32	Partly Cloudy	42	28
Mon Feb  1 02:17:50 2010	Memphis, TN	34	Mostly Cloudy	34	24
Mon Feb  1 02:17:50 2010	Los Angeles, CA	60	Fair	62	45
Mon Feb  1 02:17:51 2010	New York, NY	28	Fair	30	22
Mon Feb  1 02:17:51 2010	El Paso, TX	56	Mostly Cloudy	57	39
Mon Feb  1 02:17:52 2010	Baltimore, MD	28	Clear	30	16
Mon Feb  1 02:17:53 2010	Washington, DC	28	Fair	31	14
Mon Feb  1 02:17:53 2010	Las Vegas, NV	56	Fair	59	39
Mon Feb  1 02:17:54 2010	Austin, TX	34	Cloudy	50	36
Mon Feb  1 02:17:55 2010	Oklahoma City, OK	27	Wintry Mix	36	26
Mon Feb  1 02:17:55 2010	San Francisco, CA	53	Mostly Cloudy	56	47
Mon Feb  1 02:17:56 2010	Nashville, TN	29	Fair	34	19
Mon Feb  1 02:17:56 2010	Fort Worth, TX	33	Cloudy	43	34
Mon Feb  1 02:17:57 2010	Phoenix, AZ	66	Partly Cloudy	68	50
Mon Feb  1 02:17:58 2010	Chicago, IL	24	Fair	28	18
Mon Feb  1 02:17:58 2010	Portland, OR	50	Mostly Cloudy	52	42
Mon Feb  1 02:17:59 2010	Indianapolis, IN	22	Partly Cloudy	27	13
Mon Feb  1 02:17:59 2010	San Antonio, TX	38	Cloudy	54	39
Mon Feb  1 02:18:00 2010	Boston, MA	26	Fair	26	18
Mon Feb  1 02:18:01 2010	Columbus, OH	24	Fair	28	9
Mon Feb  1 02:18:01 2010	Jacksonville, FL	45	Cloudy	49	44
Mon Feb  1 02:18:02 2010	Dallas, TX	37	Mostly Cloudy	45	35
Mon Feb  1 02:18:02 2010	Houston, TX	39	Fair	50	40
Mon Feb  1 02:18:03 2010	Seattle, WA	50	Mostly Cloudy	50	40
Mon Feb  1 02:18:04 2010	Milwaukee, WI	20	Partly Cloudy	22	12
Mon Feb  1 02:18:04 2010	Detroit, MI	26	Cloudy	26	15
Mon Feb  1 02:18:05 2010	Philadelphia, PA	25	Fair	31	15
Mon Feb  1 03:02:06 2010	Charlotte, NC	31	Partly Cloudy	37	14
Mon Feb  1 03:02:06 2010	San Jose, CA	55	Cloudy	59	43
Mon Feb  1 03:02:07 2010	Denver, CO	32	Mostly Cloudy	42	28
Mon Feb  1 03:02:07 2010	San Diego, CA	55	Partly Cloudy	62	45
Mon Feb  1 03:02:08 2010	Memphis, TN	33	Partly Cloudy	34	24
Mon Feb  1 03:02:09 2010	El Paso, TX	52	Mostly Cloudy	57	39
Mon Feb  1 03:02:09 2010	Los Angeles, CA	60	Fair	62	45
Mon Feb  1 03:02:10 2010	Baltimore, MD	25	Clear	30	16
Mon Feb  1 03:02:10 2010	New York, NY	28	Fair	30	22
Mon Feb  1 03:02:11 2010	Washington, DC	28	Partly Cloudy	31	14
Mon Feb  1 03:02:11 2010	Las Vegas, NV	56	Fair	59	39
Mon Feb  1 03:02:12 2010	Oklahoma City, OK	27	Wintry Mix	36	26
Mon Feb  1 03:02:12 2010	Austin, TX	34	Cloudy	50	36
Mon Feb  1 03:02:12 2010	San Francisco, CA	53	Mostly Cloudy	56	47
Mon Feb  1 03:02:13 2010	Nashville, TN	29	Fair	34	19
Mon Feb  1 03:02:14 2010	Fort Worth, TX	32	Partly Cloudy	43	33
Mon Feb  1 03:02:14 2010	Portland, OR	50	Mostly Cloudy	52	42
Mon Feb  1 03:02:14 2010	Phoenix, AZ	65	Partly Cloudy	68	50
Mon Feb  1 03:02:15 2010	Chicago, IL	23	Partly Cloudy	28	18
Mon Feb  1 03:02:15 2010	San Antonio, TX	38	Cloudy	54	37
Mon Feb  1 03:02:16 2010	Boston, MA	26	Fair	26	18
Mon Feb  1 03:02:16 2010	Indianapolis, IN	22	Partly Cloudy	27	13
Mon Feb  1 03:02:17 2010	Columbus, OH	24	Fair	28	9
Mon Feb  1 03:02:17 2010	Jacksonville, FL	45	Mostly Cloudy	49	45
Mon Feb  1 03:02:18 2010	Dallas, TX	37	Mostly Cloudy	45	35
Mon Feb  1 03:02:18 2010	Houston, TX	39	Fair	50	40
Mon Feb  1 03:02:19 2010	Milwaukee, WI	20	Partly Cloudy	22	12
Mon Feb  1 03:02:19 2010	Seattle, WA	50	Mostly Cloudy	50	40
Mon Feb  1 03:02:20 2010	Detroit, MI	26	Cloudy	26	15
Mon Feb  1 03:02:20 2010	Philadelphia, PA	25	Fair	31	15
Mon Feb  1 03:45:28 2010	Charlotte, NC	32	Partly Cloudy	37	14
Mon Feb  1 03:45:28 2010	San Jose, CA	55	Cloudy	59	43
Mon Feb  1 03:45:29 2010	San Diego, CA	52	Partly Cloudy	62	45
Mon Feb  1 03:45:30 2010	Memphis, TN	32	Mostly Cloudy	34	24
Mon Feb  1 03:45:30 2010	Denver, CO	32	Mostly Cloudy	42	28
Mon Feb  1 03:45:31 2010	El Paso, TX	52	Mostly Cloudy	57	39
Mon Feb  1 03:45:31 2010	Los Angeles, CA	59	Fair	62	45
Mon Feb  1 03:45:32 2010	New York, NY	28	Fair	30	22
Mon Feb  1 03:45:33 2010	Baltimore, MD	25	Clear	30	16
Mon Feb  1 03:45:33 2010	Las Vegas, NV	53	Fair	59	39
Mon Feb  1 03:45:34 2010	Washington, DC	28	Partly Cloudy	31	14
Mon Feb  1 03:45:35 2010	Austin, TX	34	Cloudy	50	36
Mon Feb  1 03:45:35 2010	San Francisco, CA	53	Cloudy	56	47
Mon Feb  1 03:45:36 2010	Oklahoma City, OK	28	Light Freezing Rain	36	26
Mon Feb  1 03:45:37 2010	Nashville, TN	28	Partly Cloudy	34	19
Mon Feb  1 03:45:37 2010	Fort Worth, TX	32	Partly Cloudy	43	33
Mon Feb  1 03:45:38 2010	Phoenix, AZ	65	Partly Cloudy	68	50
