8	weather.msn.com											
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F)	Feels like (°F)	Barometer (in)	Dewpoint (°)	Humidity (%)	Visibility (miles)	Precip last hr (in)	Precip last 24 hrs (in)	(Wind Speed)	Wind (mph)
Fri Jan 29 15:51:36 2010	Washington, DC (20001) 	Cloudy	21	7	30.5	1	42	10	NA	NA	16	NNW
Fri Jan 29 15:51:36 2010	Las Vegas, NV (89106) 	Clear	41	41	30.1	32	70	10	NA	NA	3	WNW
Fri Jan 29 15:51:38 2010	Austin, TX (78701) 	Flood AdvisoryRain	39	34	30.1	37	93	7	0.02	0.65	9	NNW
Fri Jan 29 15:51:39 2010	Oklahoma City, OK (73102) 	Weather WarningsSnow	25	12	30.1	21	86	1	0.02	1.27	14	NNE
Fri Jan 29 15:51:39 2010	San Francisco, CA (94109) 	Fog	46	46	30	45	93	5	NA	NA	0	
Fri Jan 29 15:51:40 2010	Nashville, TN (37203) 	Weather WarningsSnow	28	19	30.3	14	54	9	0	NA	10	NE
Fri Jan 29 15:51:40 2010	Fort Worth, TX (76102) 	Short term forecastRain	36	27	30	34	93	10	0.04	2.3	15	NW
Fri Jan 29 15:51:41 2010	Phoenix, AZ (85004) 	Partly Cloudy	52	52	30	48	87	10	NA	0.03	3	ESE
Fri Jan 29 15:51:42 2010	Portland, OR (97205) 	Mostly Cloudy	46	46	30	36	66	10	NA	NA	9	ESE
Fri Jan 29 15:51:42 2010	Chicago, IL (60610) 	Mostly Cloudy	7	-2	30.5	-6	56	10	NA	NA	5	WNW
Fri Jan 29 15:51:43 2010	San Antonio, TX (78207) 	Cloudy	43	43	30	41	93	10	NA	0.88	14	N
Fri Jan 29 15:51:44 2010	Indianapolis, IN (46204) 	Cloudy	12	1	30.4	3	67	10	NA	NA	8	NE
Fri Jan 29 15:51:44 2010	Jacksonville, FL (32202) 	Short term forecastRain	50	50	NA	45	81	10	0	NA	0	
Fri Jan 29 15:51:45 2010	Columbus, OH (43215) 	Cloudy	10	0	30.5	-2	56	10	NA	NA	7	N
Fri Jan 29 15:51:46 2010	Dallas, TX (75201) 	Weather WarningsRain	37	32	30	36	93	4	0.05	2.48	7	NNW
Fri Jan 29 15:51:47 2010	Houston, TX (77003) 	Cloudy	55	55	29.8	55	100	3	NA	NA	13	NNW
Fri Jan 29 15:51:48 2010	Seattle, WA (98104) 	Mostly Sunny	45	45	30	37	76	10	NA	NA	0	
Fri Jan 29 15:51:49 2010	Detroit, MI (48226) 	Clear	10	1	30.5	0	61	10	NA	NA	6	WNW
Fri Jan 29 15:51:49 2010	Milwaukee, WI (53202) 	Partly Cloudy	3	-9	30.5	-8	60	10	NA	NA	7	NW
Fri Jan 29 15:51:50 2010	Philadelphia, PA (19107) 	Mostly Cloudy	18	3	30.4	0	45	10	NA	NA	15	NW
Fri Jan 29 16:39:17 2010	San Jose, CA (95112) 	Mostly Cloudy	45	45	30	43	93	9	NA	NA	0	
Fri Jan 29 16:39:18 2010	Charlotte, NC (28202) 	Winter storm warningMostly Cloudy	39	32	30.3	16	38	10	NA	NA	10	E
Fri Jan 29 16:39:18 2010	San Diego, CA (92102) 	Mostly Cloudy	52	52	30.1	45	76	10	NA	NA	0	
Fri Jan 29 16:39:19 2010	Denver, CO (80203) 	Short term forecastFog	21	14	30	21	100	2	NA	NA	6	S
Fri Jan 29 16:39:20 2010	Memphis, TN (38103) 	Weather WarningsSnow	30	21	30.3	25	80	2	0.04	NA	11	ENE
Fri Jan 29 16:39:21 2010	El Paso, TX (79901) 	Mostly Cloudy	30	30	30.2	25	80	10	NA	0.16	0	
Fri Jan 29 16:39:21 2010	Los Angeles, CA (90012) 	Clear	52	52	30	39	62	10	NA	NA	0	
Fri Jan 29 16:39:22 2010	New York, NY (10038) 	Clear	18	5	30.3	-4	38	10	NA	0.09	13	WNW
Fri Jan 29 16:39:23 2010	Baltimore, MD (21201) 	Cloudy	19	7	30.4	1	45	10	NA	NA	14	NW
Fri Jan 29 16:39:24 2010	Washington, DC (20001) 	Cloudy	21	9	30.5	1	42	10	NA	NA	15	NNW
Fri Jan 29 16:39:24 2010	Las Vegas, NV (89106) 	Clear	43	43	30.1	30	61	10	NA	NA	0	
Fri Jan 29 16:39:25 2010	Austin, TX (78701) 	Weather WarningsCloudy	39	32	30.1	37	93	10	0.02	0.65	10	NNW
Fri Jan 29 16:39:26 2010	Oklahoma City, OK (73102) 	Weather WarningsSnow	25	NA	30.1	19	80	1	0	1.27	NA	
Fri Jan 29 16:39:26 2010	San Francisco, CA (94109) 	Fog	48	48	30	45	87	6	NA	NA	6	SSE
Fri Jan 29 16:39:27 2010	Nashville, TN (37203) 	Weather WarningsSnow	25	14	30.4	19	80	1	0.01	NA	10	NNE
Fri Jan 29 16:39:28 2010	Fort Worth, TX (76102) 	Short term forecastRain	36	27	30.1	32	87	7	0.04	2.3	15	NW
Fri Jan 29 16:39:28 2010	Phoenix, AZ (85004) 	Partly Cloudy	52	52	30	48	87	10	NA	0.03	3	E
Fri Jan 29 16:39:29 2010	Portland, OR (97205) 	Cloudy	48	48	30	36	61	10	NA	NA	13	ESE
Fri Jan 29 16:39:30 2010	San Antonio, TX (78207) 	Short term forecastCloudy	43	43	30	41	93	10	NA	0.88	19	NNW
Fri Jan 29 16:39:30 2010	Chicago, IL (60610) 	Mostly Cloudy	9	0	30.5	-4	56	10	NA	NA	5	N
Fri Jan 29 16:39:31 2010	Indianapolis, IN (46204) 	Cloudy	14	5	30.5	3	62	10	NA	NA	6	NE
Fri Jan 29 16:39:32 2010	Columbus, OH (43215) 	Cloudy	12	1	30.5	-2	52	10	NA	NA	8	N
Fri Jan 29 16:39:32 2010	Jacksonville, FL (32202) 	Partly Cloudy	54	54	NA	46	76	10	0	NA	0	
Fri Jan 29 16:39:33 2010	Dallas, TX (75201) 	Weather WarningsRain	37	32	30.1	36	93	6	0.02	2.48	7	NNW
Fri Jan 29 16:39:33 2010	Houston, TX (77003) 	Cloudy	54	54	29.9	52	94	4	NA	NA	15	NNW
Fri Jan 29 16:39:34 2010	Seattle, WA (98104) 	Mostly Cloudy	45	45	30	36	70	10	NA	NA	7	SE
Fri Jan 29 16:39:35 2010	Detroit, MI (48226) 	Clear	12	0	30.5	-2	52	10	NA	NA	10	WNW
Fri Jan 29 16:39:35 2010	Milwaukee, WI (53202) 	Partly Cloudy	7	-6	30.5	-6	56	10	NA	NA	8	NW
Fri Jan 29 16:39:36 2010	Philadelphia, PA (19107) 	Mostly Cloudy	19	7	30.4	0	42	10	NA	NA	14	NNW
Fri Jan 29 17:23:32 2010	Charlotte, NC (28202) 	Winter storm warningMostly Cloudy	41	41	30.3	14	33	10	NA	NA	11	ENE
Fri Jan 29 17:23:32 2010	San Jose, CA (95112) 	Cloudy	46	46	30	43	87	8	NA	NA	3	SE
Fri Jan 29 17:23:33 2010	San Diego, CA (92102) 	Mostly Cloudy	54	54	30.1	45	71	9	NA	NA	3	E
Fri Jan 29 17:23:34 2010	Denver, CO (80203) 	Short term forecastFog	27	18	30	27	100	5	NA	NA	8	SSW
Fri Jan 29 17:23:35 2010	Memphis, TN (38103) 	Weather WarningsSnow	30	21	30.3	27	86	2	0.01	NA	11	ENE
Fri Jan 29 17:23:35 2010	Los Angeles, CA (90012) 	Clear	54	54	30	39	58	10	NA	NA	0	
Fri Jan 29 17:23:36 2010	New York, NY (10038) 	Clear	19	5	30.3	-4	35	10	NA	0.09	15	WNW
Fri Jan 29 17:23:36 2010	El Paso, TX (79901) 	Mostly Cloudy	32	28	30.2	25	74	10	NA	0.16	3	NNE
Fri Jan 29 17:23:37 2010	Baltimore, MD (21201) 	Cloudy	21	10	30.4	1	42	10	NA	NA	10	NW
Fri Jan 29 17:23:38 2010	Washington, DC (20001) 	Cloudy	21	9	30.5	1	42	10	NA	NA	14	NNW
Fri Jan 29 17:23:38 2010	Las Vegas, NV (89106) 	Clear	41	41	30.1	32	70	10	NA	NA	3	NW
Fri Jan 29 17:23:39 2010	Austin, TX (78701) 	Weather WarningsCloudy	39	32	30.1	37	93	10	0.02	0.65	11	WNW
Fri Jan 29 17:23:39 2010	San Francisco, CA (94109) 	Fog	48	48	30	46	93	2	NA	NA	0	
Fri Jan 29 17:23:40 2010	Oklahoma City, OK (73102) 	Winter Weather AdvisorySnow	25	14	30.1	19	80	1	0	1.27	11	N
Fri Jan 29 17:23:40 2010	Nashville, TN (37203) 	Weather WarningsSnow	25	16	30.4	21	86	1	0.02	NA	9	NNE
Fri Jan 29 17:23:41 2010	Fort Worth, TX (76102) 	Short term forecastRain	34	23	30.1	30	86	10	NA	2.3	19	WNW
Fri Jan 29 17:23:41 2010	Phoenix, AZ (85004) 	Partly Cloudy	54	54	30.1	48	82	10	NA	0.03	3	E
Fri Jan 29 17:23:42 2010	Portland, OR (97205) 	Cloudy	46	46	30	36	66	10	NA	NA	15	ESE
Fri Jan 29 17:23:43 2010	Chicago, IL (60610) 	Mostly Cloudy	10	10	30.5	-2	56	10	NA	NA	0	
Fri Jan 29 17:23:43 2010	Indianapolis, IN (46204) 	Cloudy	16	5	30.5	3	57	10	NA	NA	8	E
Fri Jan 29 17:23:43 2010	San Antonio, TX (78207) 	Short term forecastMostly Cloudy	45	45	30	39	81	10	NA	0.88	26	NNW
Fri Jan 29 17:23:44 2010	Jacksonville, FL (32202) 	Clear	59	59	30.2	43	55	10	NA	NA	6	E
Fri Jan 29 17:23:45 2010	Columbus, OH (43215) 	Cloudy	12	1	30.5	-2	52	10	NA	NA	8	N
Fri Jan 29 17:23:46 2010	Dallas, TX (75201) 	Weather WarningsRain	37	30	30.1	36	93	8	0	2.48	9	NW
Fri Jan 29 17:23:46 2010	Houston, TX (77003) 	Cloudy	50	50	29.9	48	93	10	NA	NA	15	NW
Fri Jan 29 17:23:47 2010	Seattle, WA (98104) 	Cloudy	46	46	30	36	66	10	NA	NA	0	
Fri Jan 29 17:23:48 2010	Milwaukee, WI (53202) 	Partly Cloudy	10	5	30.5	-6	48	10	NA	NA	3	
Fri Jan 29 17:23:49 2010	Detroit, MI (48226) 	Clear	16	5	30.5	-2	45	10	NA	NA	8	NW
Fri Jan 29 17:23:50 2010	Philadelphia, PA (19107) 	Cloudy	19	5	30.4	0	42	10	NA	NA	16	WNW
Fri Jan 29 18:12:11 2010	Charlotte, NC (28202) 	Winter storm warningMostly Cloudy	45	45	30.3	12	26	10	NA	NA	11	E
Fri Jan 29 18:12:11 2010	San Jose, CA (95112) 	Mostly Cloudy	48	48	30	45	87	8	NA	NA	5	NE
Fri Jan 29 18:12:12 2010	Denver, CO (80203) 	Mostly Sunny	30	25	30.1	23	74	7	NA	NA	5	W
Fri Jan 29 18:12:12 2010	San Diego, CA (92102) 	Mostly Cloudy	55	55	30.1	43	62	10	NA	NA	5	E
Fri Jan 29 18:12:13 2010	Memphis, TN (38103) 	Weather WarningsFog	30	18	30.2	27	86	5	0.08	NA	17	ENE
Fri Jan 29 18:12:13 2010	Los Angeles, CA (90012) 	Clear	57	57	30.1	43	58	10	NA	NA	0	
Fri Jan 29 18:12:14 2010	El Paso, TX (79901) 	Partly Cloudy	36	30	30.2	27	69	10	NA	0.16	6	N
Fri Jan 29 18:12:15 2010	New York, NY (10038) 	Clear	19	7	30.3	-2	38	10	NA	0.09	11	WNW
Fri Jan 29 18:12:15 2010	Baltimore, MD (21201) 	Cloudy	23	10	30.4	0	36	10	NA	NA	14	NNW
Fri Jan 29 18:12:16 2010	Washington, DC (20001) 	Cloudy	23	12	30.4	1	39	10	NA	NA	9	NW
Fri Jan 29 18:12:16 2010	Las Vegas, NV (89106) 	Clear	45	45	30.1	32	61	10	NA	NA	0	
Fri Jan 29 18:12:17 2010	Austin, TX (78701) 	Short term forecastRain	39	32	30.1	36	87	10	0	0.65	14	NW
Fri Jan 29 18:12:17 2010	San Francisco, CA (94109) 	Fog	50	50	30	46	87	3	NA	NA	3	E
Fri Jan 29 18:12:18 2010	Oklahoma City, OK (73102) 	Winter Weather AdvisorySnow	25	14	30.1	19	80	1	0	1.27	13	N
Fri Jan 29 18:12:19 2010	Nashville, TN (37203) 	Weather WarningsSnow	25	16	30.4	21	86	1	0.02	NA	9	NE
Fri Jan 29 18:12:19 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	32	21	30.1	28	86	10	0.02	2.3	15	NW
Fri Jan 29 18:12:20 2010	Phoenix, AZ (85004) 	Partly Cloudy	55	55	30.1	48	76	10	NA	0.03	6	E
Fri Jan 29 18:12:21 2010	Chicago, IL (60610) 	Mostly Cloudy	14	14	30.5	0	52	10	NA	NA	0	
Fri Jan 29 18:12:21 2010	Portland, OR (97205) 	Cloudy	48	48	30	36	61	10	NA	NA	13	E
Fri Jan 29 18:12:22 2010	Indianapolis, IN (46204) 	Cloudy	18	5	30.5	5	57	10	NA	NA	11	ENE
Fri Jan 29 18:12:22 2010	San Antonio, TX (78207) 	Short term forecastMostly Cloudy	45	NA	30	39	81	10	NA	0.88	NA	
Fri Jan 29 18:12:24 2010	Columbus, OH (43215) 	Cloudy	14	3	30.5	0	52	10	NA	NA	7	NE
Fri Jan 29 18:12:24 2010	Jacksonville, FL (32202) 	Clear	63	63	30.2	36	36	10	NA	NA	8	E
Fri Jan 29 18:12:25 2010	Dallas, TX (75201) 	Weather WarningsRain	37	32	30.1	36	93	8	0.01	2.48	7	N
Fri Jan 29 18:12:25 2010	Houston, TX (77003) 	Cloudy	50	50	30	48	93	9	NA	NA	13	NW
Fri Jan 29 18:12:26 2010	Seattle, WA (98104) 	Cloudy	48	48	30	37	66	10	NA	NA	0	
Fri Jan 29 18:12:27 2010	Milwaukee, WI (53202) 	Partly Cloudy	12	12	30.5	-4	48	10	NA	NA	0	
Fri Jan 29 18:12:28 2010	Detroit, MI (48226) 	Clear	16	9	30.5	-2	45	10	NA	NA	5	WNW
Fri Jan 29 18:12:28 2010	Philadelphia, PA (19107) 	Mostly Cloudy	21	7	30.3	0	38	10	NA	NA	17	NW
Fri Jan 29 18:57:07 2010	San Jose, CA (95112) 	Mostly Cloudy	48	48	30	45	87	8	NA	NA	5	NE
Fri Jan 29 18:57:08 2010	Charlotte, NC (28202) 	Winter storm warningMostly Cloudy	45	45	30.3	12	26	10	NA	NA	11	E
Fri Jan 29 18:57:08 2010	San Diego, CA (92102) 	Mostly Cloudy	55	55	30.1	43	62	10	NA	NA	5	E
Fri Jan 29 18:57:09 2010	Denver, CO (80203) 	Mostly Sunny	30	25	30.1	23	74	7	NA	NA	5	W
Fri Jan 29 18:57:09 2010	Memphis, TN (38103) 	Weather WarningsRain	30	18	30.2	27	86	8	NA	NA	22	ENE
Fri Jan 29 18:57:10 2010	El Paso, TX (79901) 	Partly Cloudy	36	30	30.2	27	69	10	NA	0.16	6	N
Fri Jan 29 18:57:10 2010	Los Angeles, CA (90012) 	Clear	57	57	30.1	43	58	10	NA	NA	0	
Fri Jan 29 18:57:11 2010	New York, NY (10038) 	Clear	19	7	30.3	-2	38	10	NA	0.09	11	WNW
Fri Jan 29 18:57:12 2010	Baltimore, MD (21201) 	Cloudy	23	10	30.4	0	36	10	NA	NA	14	NNW
Fri Jan 29 18:57:12 2010	Las Vegas, NV (89106) 	Clear	45	45	30.1	32	61	10	NA	NA	0	
Fri Jan 29 18:57:13 2010	Washington, DC (20001) 	Cloudy	23	12	30.4	1	39	10	NA	NA	9	NW
Fri Jan 29 18:57:14 2010	Austin, TX (78701) 	Short term forecastMostly Cloudy	41	41	30.1	36	81	10	0	0.65	15	NW
Fri Jan 29 18:57:14 2010	San Francisco, CA (94109) 	Fog	50	50	30	46	87	3	NA	NA	3	E
Fri Jan 29 18:57:15 2010	Nashville, TN (37203) 	Weather WarningsSnow	25	14	30.4	21	86	1	0	NA	10	NNE
Fri Jan 29 18:57:15 2010	Oklahoma City, OK (73102) 	Weather WarningsSnow	25	12	30.1	19	80	1	0.01	1.27	16	N
Fri Jan 29 18:57:16 2010	Fort Worth, TX (76102) 	Short term forecastRain	34	23	30.1	30	86	10	0.02	2.3	17	NW
Fri Jan 29 18:57:17 2010	Portland, OR (97205) 	Cloudy	48	48	30	36	61	10	NA	NA	13	E
Fri Jan 29 18:57:17 2010	Phoenix, AZ (85004) 	Partly Cloudy	55	55	30.1	48	76	10	NA	0.03	6	E
Fri Jan 29 18:57:18 2010	Chicago, IL (60610) 	Mostly Cloudy	14	14	30.5	0	52	10	NA	NA	0	
Fri Jan 29 18:57:19 2010	San Antonio, TX (78207) 	Mostly Sunny	46	46	30.1	39	76	10	0	0.88	18	N
Fri Jan 29 18:57:20 2010	Indianapolis, IN (46204) 	Cloudy	18	5	30.5	5	57	10	NA	NA	11	ENE
Fri Jan 29 18:57:21 2010	Jacksonville, FL (32202) 	Clear	63	63	30.2	36	36	10	NA	NA	8	E
Fri Jan 29 18:57:22 2010	Columbus, OH (43215) 	Cloudy	14	3	30.5	0	52	10	NA	NA	7	NE
Fri Jan 29 18:57:22 2010	Dallas, TX (75201) 	Weather WarningsRain	37	30	30.1	36	93	6	0.01	2.48	10	NW
Fri Jan 29 18:57:23 2010	Seattle, WA (98104) 	Cloudy	48	48	30	37	66	10	NA	NA	0	
Fri Jan 29 18:57:23 2010	Houston, TX (77003) 	Cloudy	50	50	29.9	46	87	10	NA	NA	19	NNW
Fri Jan 29 18:57:24 2010	Milwaukee, WI (53202) 	Partly Cloudy	12	12	30.5	-4	48	10	NA	NA	0	
Fri Jan 29 18:57:25 2010	Detroit, MI (48226) 	Clear	16	9	30.5	-2	45	10	NA	NA	5	WNW
Fri Jan 29 18:57:25 2010	Philadelphia, PA (19107) 	Mostly Cloudy	21	7	30.3	0	38	10	NA	NA	17	NW
Fri Jan 29 19:49:04 2010	San Jose, CA (95112) 	Mostly Cloudy	52	52	30	46	82	8	NA	NA	7	ESE
Fri Jan 29 19:49:05 2010	Charlotte, NC (28202) 	Winter storm warningMostly Cloudy	43	43	30.3	12	28	10	NA	NA	6	NE
Fri Jan 29 19:49:06 2010	San Diego, CA (92102) 	Mostly Cloudy	61	61	30.1	45	55	7	NA	NA	7	S
Fri Jan 29 19:49:07 2010	Memphis, TN (38103) 	Weather WarningsRain	30	NA	30.1	27	86	8	0.01	NA	NA	
Fri Jan 29 19:49:07 2010	Denver, CO (80203) 	Mostly Sunny	36	34	30.1	18	48	7	NA	NA	3	N
Fri Jan 29 19:49:08 2010	Los Angeles, CA (90012) 	Clear	63	63	30.1	39	42	10	NA	NA	3	
Fri Jan 29 19:49:09 2010	El Paso, TX (79901) 	Mostly Sunny	37	32	30.2	28	70	10	NA	0.16	7	N
Fri Jan 29 19:49:12 2010	New York, NY (10038) 	Mostly Sunny	21	10	30.2	-2	35	10	NA	0.09	10	W
Fri Jan 29 19:49:13 2010	Baltimore, MD (21201) 	Cloudy	25	12	30.4	3	39	10	NA	NA	15	WNW
Fri Jan 29 19:49:14 2010	Washington, DC (20001) 	Cloudy	25	14	30.4	1	36	10	NA	NA	11	NW
Fri Jan 29 19:49:14 2010	Las Vegas, NV (89106) 	Clear	48	48	30.1	30	49	10	NA	NA	0	
Fri Jan 29 19:49:15 2010	Austin, TX (78701) 	Short term forecastMostly Cloudy	43	43	30.1	36	75	10	0	0.65	15	NW
Fri Jan 29 19:49:15 2010	San Francisco, CA (94109) 	Fog	52	52	30	46	82	5	NA	NA	7	E
Fri Jan 29 19:49:16 2010	Nashville, TN (37203) 	Weather WarningsSnow	25	16	30.3	21	86	1	0.01	NA	9	NNE
Fri Jan 29 19:49:16 2010	Oklahoma City, OK (73102) 	Weather WarningsSnow	25	NA	30.1	19	80	1	0.09	1.27	NA	
Fri Jan 29 19:49:17 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	34	23	30.1	30	86	10	0.01	2.3	18	NW
Fri Jan 29 19:49:18 2010	Phoenix, AZ (85004) 	Partly Cloudy	59	59	30.1	48	67	10	NA	0.03	6	E
Fri Jan 29 19:49:19 2010	Chicago, IL (60610) 	Mostly Cloudy	18	18	30.5	1	49	10	NA	NA	0	
Fri Jan 29 19:49:19 2010	Portland, OR (97205) 	Cloudy	48	NA	30	36	61	10	NA	NA	NA	
Fri Jan 29 19:49:20 2010	Indianapolis, IN (46204) 	Cloudy	18	5	30.4	7	62	10	NA	NA	10	ENE
Fri Jan 29 19:49:20 2010	San Antonio, TX (78207) 	Clear	48	48	30	39	71	10	NA	0.88	14	NNW
Fri Jan 29 19:49:21 2010	Jacksonville, FL (32202) 	Clear	64	NA	30.1	NA	NA	10	NA	NA	7	E
Fri Jan 29 19:49:22 2010	Columbus, OH (43215) 	Cloudy	16	5	30.5	0	48	10	NA	NA	8	N
Fri Jan 29 19:49:23 2010	Dallas, TX (75201) 	Weather WarningsRain	37	28	30	36	93	7	0.03	2.48	14	NW
Fri Jan 29 19:49:23 2010	Houston, TX (77003) 	Cloudy	50	50	29.9	46	87	10	NA	NA	11	N
Fri Jan 29 19:49:24 2010	Seattle, WA (98104) 	Cloudy	50	50	30	37	62	10	NA	NA	0	
Fri Jan 29 19:49:25 2010	Milwaukee, WI (53202) 	Partly Cloudy	14	14	30.5	-6	41	10	NA	NA	0	
Fri Jan 29 19:49:25 2010	Detroit, MI (48226) 	Mostly Sunny	19	9	30.5	0	42	10	NA	NA	8	NW
Fri Jan 29 19:49:28 2010	Philadelphia, PA (19107) 	Mostly Cloudy	21	9	30.3	0	38	10	NA	NA	14	WNW
Fri Jan 29 20:46:54 2010	San Jose, CA (95112) 	Cloudy	55	55	30	48	76	10	NA	NA	8	ESE
Fri Jan 29 20:46:55 2010	Charlotte, NC (28202) 	Winter storm warningCloudy	45	45	30.2	14	29	10	NA	NA	8	ENE
Fri Jan 29 20:46:56 2010	San Diego, CA (92102) 	Mostly Cloudy	61	61	30.1	45	55	9	NA	NA	6	S
Fri Jan 29 20:46:57 2010	Denver, CO (80203) 	Mostly Sunny	37	34	30.1	16	41	7	NA	NA	5	NNW
Fri Jan 29 20:46:58 2010	Memphis, TN (38103) 	Winter storm warningRain	30	NA	30	27	86	9	0	NA	NA	
Fri Jan 29 20:46:59 2010	El Paso, TX (79901) 	Mostly Sunny	39	34	30.1	28	65	10	NA	0.16	8	N
Fri Jan 29 20:46:59 2010	Los Angeles, CA (90012) 	Clear	63	63	30.1	39	42	10	NA	NA	0	
Fri Jan 29 20:47:01 2010	New York, NY (10038) 	Mostly Sunny	21	9	30.2	-2	35	10	NA	0.09	14	WNW
Fri Jan 29 20:47:02 2010	Baltimore, MD (21201) 	Mostly Cloudy	25	14	30.3	1	36	10	NA	NA	13	NW
Fri Jan 29 20:47:02 2010	Las Vegas, NV (89106) 	Clear	50	50	30.1	30	46	10	NA	NA	0	
Fri Jan 29 20:47:03 2010	Washington, DC (20001) 	Cloudy	25	16	30.4	1	36	10	NA	NA	9	NNW
Fri Jan 29 20:47:05 2010	Austin, TX (78701) 	Cloudy	41	41	30	34	75	10	NA	0.65	13	NW
Fri Jan 29 20:47:06 2010	Oklahoma City, OK (73102) 	Weather WarningsSnow	23	NA	30.1	18	80	1	0	1.27	NA	
Fri Jan 29 20:47:06 2010	San Francisco, CA (94109) 	Haze	54	54	30	46	76	6	NA	NA	10	SE
Fri Jan 29 20:47:07 2010	Nashville, TN (37203) 	Weather WarningsSnow	25	14	30.3	21	86	1	0.01	NA	10	ENE
Fri Jan 29 20:47:08 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	34	23	30	30	86	10	0.03	2.3	16	NW
Fri Jan 29 20:47:08 2010	Phoenix, AZ (85004) 	Mostly Cloudy	59	59	30.1	46	63	10	NA	0.03	0	
Fri Jan 29 20:47:09 2010	Portland, OR (97205) 	Rain	48	48	30	37	66	10	0	NA	19	E
Fri Jan 29 20:47:10 2010	Chicago, IL (60610) 	Mostly Cloudy	19	19	30.5	3	49	10	NA	NA	0	
Fri Jan 29 20:47:10 2010	San Antonio, TX (78207) 	Clear	50	50	30	39	66	10	NA	0.88	16	NNW
Fri Jan 29 20:47:11 2010	Indianapolis, IN (46204) 	Cloudy	18	7	30.4	7	62	10	NA	NA	9	ENE
Fri Jan 29 20:47:12 2010	Jacksonville, FL (32202) 	Clear	63	63	30.1	39	42	10	NA	NA	11	NE
Fri Jan 29 20:47:13 2010	Columbus, OH (43215) 	Mostly Cloudy	16	7	30.4	0	48	10	NA	NA	7	N
Fri Jan 29 20:47:14 2010	Dallas, TX (75201) 	Weather WarningsCloudy	37	28	30	36	93	10	0	2.48	14	NW
Fri Jan 29 20:47:14 2010	Houston, TX (77003) 	Cloudy	50	50	29.9	46	87	10	NA	NA	14	NW
Fri Jan 29 20:47:15 2010	Seattle, WA (98104) 	Clear	52	52	30	37	58	10	NA	NA	0	
Fri Jan 29 20:47:16 2010	Milwaukee, WI (53202) 	Partly Cloudy	16	16	30.5	-6	38	10	NA	NA	0	
Fri Jan 29 20:47:17 2010	Detroit, MI (48226) 	Mostly Sunny	19	12	30.4	0	42	10	NA	NA	5	NW
Fri Jan 29 20:47:17 2010	Philadelphia, PA (19107) 	Mostly Cloudy	23	10	30.3	0	36	10	NA	NA	15	NW
Fri Jan 29 21:31:32 2010	San Jose, CA (95112) 	Mostly Cloudy	61	61	30	48	63	10	NA	NA	11	ESE
Fri Jan 29 21:31:33 2010	Charlotte, NC (28202) 	Weather WarningsCloudy	43	43	30.2	14	31	10	NA	NA	9	NE
Fri Jan 29 21:31:33 2010	San Diego, CA (92102) 	Mostly Cloudy	61	61	30.1	48	63	9	NA	NA	6	S
Fri Jan 29 21:31:34 2010	Denver, CO (80203) 	Mostly Sunny	41	41	30	14	33	Unlimited	NA	NA	3	WNW
Fri Jan 29 21:31:35 2010	Memphis, TN (38103) 	Weather WarningsRain	30	21	30	28	93	4	0.02	NA	10	ENE
Fri Jan 29 21:31:35 2010	Los Angeles, CA (90012) 	Clear	66	66	30	39	37	10	NA	NA	0	
Fri Jan 29 21:31:36 2010	El Paso, TX (79901) 	Mostly Sunny	43	43	30.1	30	61	10	NA	0.16	7	N
Fri Jan 29 21:31:37 2010	New York, NY (10038) 	Clear	23	10	30.2	-2	33	10	NA	0.09	14	W
Fri Jan 29 21:31:37 2010	Baltimore, MD (21201) 	Mostly Cloudy	25	16	30.4	1	36	10	NA	NA	9	WNW
Fri Jan 29 21:31:38 2010	Las Vegas, NV (89106) 	Clear	52	52	30.1	30	43	10	NA	NA	0	
Fri Jan 29 21:31:39 2010	Washington, DC (20001) 	Cloudy	27	18	30.4	1	33	10	NA	NA	9	NW
Fri Jan 29 21:31:40 2010	Austin, TX (78701) 	Cloudy	39	32	30	30	70	10	NA	0.65	13	WNW
Fri Jan 29 21:31:40 2010	San Francisco, CA (94109) 	Haze	54	54	30	48	82	6	NA	NA	11	WSW
Fri Jan 29 21:31:41 2010	Oklahoma City, OK (73102) 	Weather WarningsSnow	23	10	30	19	86	0	0	1.27	13	NNW
Fri Jan 29 21:31:42 2010	Nashville, TN (37203) 	Weather WarningsSnow	25	14	30.2	21	86	0	0.02	NA	11	NE
Fri Jan 29 21:31:42 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	34	25	30	28	80	10	0.02	2.3	14	NW
Fri Jan 29 21:31:43 2010	Portland, OR (97205) 	Cloudy	50	50	30	37	62	10	0	NA	10	E
Fri Jan 29 21:31:43 2010	Phoenix, AZ (85004) 	Partly Cloudy	63	63	30	46	55	10	NA	0.03	0	
Fri Jan 29 21:31:44 2010	Chicago, IL (60610) 	Mostly Cloudy	19	9	30.4	7	58	10	NA	NA	9	E
Fri Jan 29 21:31:44 2010	San Antonio, TX (78207) 	Clear	52	52	30	39	62	10	NA	0.88	15	NW
Fri Jan 29 21:31:45 2010	Indianapolis, IN (46204) 	Cloudy	18	7	30.4	7	62	10	NA	NA	8	ENE
