13	www.accuweather.com									
(Timestamp)	(Location)	(Temperature) (°F)	RealFeel® (°F)	Winds	at (mph)	(Condition)	Humidity (%)	Dew Point (° F)	Pressure (in)	Visibility (Miles)
Fri Jan 29 16:41:15 2010	San Francisco  94101 	48	47	SSW	5	Cloudy 	92	46	30.01	7
Fri Jan 29 16:41:17 2010	Oklahoma City  73101 	24	5	N	17	Lgt.Snow/Fog 	84	20	30.14	1
Fri Jan 29 16:41:19 2010	Nashville  37201 	25	13	NNE	10	Snow 	79	19	30.36	1
Fri Jan 29 16:41:22 2010	Fort Worth  76101 	35	19	NW	15	Rain 	88	32	30.09	7
Fri Jan 29 16:41:24 2010	Phoenix  85001 	51	52	E	3	Partly Sunny 	89	48	30.03	10
Fri Jan 29 16:41:27 2010	Portland  97201 	49	41	ESE	13	Cloudy 	58	35	29.97	10
Fri Jan 29 16:41:29 2010	Chicago  60601 	7	8	N	5	Mostly Sunny 	55	-6	30.55	10
Fri Jan 29 16:41:31 2010	San Antonio  78201 	42	28	NNW	17	Light Rain 	85	38	30.02	8
Fri Jan 29 16:41:34 2010	Indianapolis  46201 	14	12	NE	6	Cloudy 	64	4	30.53	10
Fri Jan 29 16:41:36 2010	Boston  02101 	15	-9	W	25	Sunny 	36	-7	30.04	10
Fri Jan 29 16:41:38 2010	Jacksonville  32099 	55	60	E	5	Mostly Cloudy 	71	46	30.18	10
Fri Jan 29 16:41:40 2010	Columbus  43085 	12	3	N	8	Cloudy 	53	-2	30.51	10
Fri Jan 29 16:41:42 2010	Dallas  75201 	37	28	NNW	8	Rain 	93	36	30.07	5
Fri Jan 29 16:41:45 2010	Houston  77001 	53	42	NW	17	Light Rain 	92	51	29.91	10
Fri Jan 29 16:41:47 2010	Seattle  98101 	46	38	ESE	12	Some Clouds 	57	32	29.98	10
Fri Jan 29 16:41:49 2010	Milwaukee  53201 	7	-2	NW	8	Partly Sunny 	55	-6	30.55	10
Fri Jan 29 16:41:51 2010	Detroit  48201 	14	6	N	8	Mostly Cloudy 	56	1	30.51	10
Fri Jan 29 16:41:54 2010	Philadelphia  19019 	19	4	NNW	14	Cloudy 	41	-1	30.40	10
Fri Jan 29 17:28:16 2010	Charlotte  28201 	41	36	ENE	12	Cloudy 	33	14	30.29	10
Fri Jan 29 17:28:18 2010	San Diego  92101 	53	56	E	3	Clouds And Sun 	71	44	30.08	9
Fri Jan 29 17:28:21 2010	Denver  80214 	23	29	CLM	0	Light Fog 	92	21	30.16	3
Fri Jan 29 17:28:24 2010	Memphis  37501 	30	15	ENE	12	Sleet/Snow 	86	27	30.25	2
Fri Jan 29 17:28:33 2010	Los Angeles  90001 	54	59	CLM	0	Sunny 	58	40	30.05	10
Fri Jan 29 17:28:36 2010	El Paso  79901 	32	35	NNE	3	Cloudy 	72	24	30.17	10
Fri Jan 29 17:28:38 2010	New York  10001 	19	5	WNW	15	Sunny 	35	-4	30.28	10
Fri Jan 29 17:28:44 2010	Baltimore  21201 	21	12	NW	10	Cloudy 	41	1	30.40	10
Fri Jan 29 17:28:47 2010	Las Vegas  89101 	42	45	W	3	Clouds And Sun 	70	33	30.08	10
Fri Jan 29 17:28:49 2010	Washington  20001 	21	7	NNW	14	Cloudy 	43	2	30.45	10
Fri Jan 29 17:28:53 2010	Austin  73301 	41	32	NW	14	Cloudy 	88	38	30.07	10
Fri Jan 29 17:28:55 2010	San Francisco  94101 	50	50	NNW	3	Cloudy 	89	47	30.02	8
Fri Jan 29 17:28:59 2010	Oklahoma City  73101 	25	11	N	13	Snow And Fog 	79	19	30.13	1
Fri Jan 29 17:29:02 2010	Nashville  37201 	25	17	NNE	9	Lgt.Snow/Fog 	84	21	30.38	1
Fri Jan 29 17:29:06 2010	Fort Worth  76101 	33	14	WNW	20	Rain 	88	30	30.11	10
Fri Jan 29 17:29:10 2010	Phoenix  85001 	54	57	E	3	Partly Sunny 	82	49	30.06	10
Fri Jan 29 17:29:12 2010	Portland  97201 	47	37	ESE	15	Cloudy 	65	36	29.96	10
Fri Jan 29 17:29:15 2010	Chicago  60601 	11	24	CLM	0	Clouds And Sun 	48	-5	30.56	10
Fri Jan 29 17:29:18 2010	San Antonio  78201 	43	28	NNW	21	Light Rain 	82	38	30.03	10
Fri Jan 29 17:29:21 2010	Indianapolis  46201 	15	9	E	8	Cloudy 	61	4	30.53	10
Fri Jan 29 17:29:25 2010	Boston  02101 	17	-8	WNW	28	Sunny 	32	-8	30.03	10
Fri Jan 29 17:29:27 2010	Jacksonville  32099 	61	65	E	7	Sunny 	47	41	30.19	10
Fri Jan 29 17:29:30 2010	Columbus  43085 	13	5	N	8	Cloudy 	49	-3	30.54	10
Fri Jan 29 17:29:33 2010	Dallas  75201 	37	23	NW	15	Light Rain 	93	36	30.07	10
Fri Jan 29 17:29:36 2010	Houston  77001 	50	42	NNW	17	Cloudy 	92	48	29.96	10
Fri Jan 29 17:29:39 2010	Seattle  98101 	46	42	WSW	7	Cloudy 	70	37	29.99	10
Fri Jan 29 17:29:42 2010	Milwaukee  53201 	10	16	N	3	Partly Sunny 	48	-6	30.56	10
Fri Jan 29 17:29:45 2010	Detroit  48201 	15	18	NW	5	Partly Sunny 	51	0	30.52	10
Fri Jan 29 17:29:47 2010	Philadelphia  19019 	20	3	WNW	16	Cloudy 	39	-1	30.38	10
Fri Jan 29 18:13:45 2010	San Jose  95101 	49	49	NE	5	Cloudy 	83	44	30.03	8
Fri Jan 29 18:13:47 2010	Charlotte  28201 	44	40	E	12	Cloudy 	27	12	30.28	10
Fri Jan 29 18:13:50 2010	San Diego  92101 	56	60	E	5	Clouds And Sun 	61	43	30.09	10
Fri Jan 29 18:13:52 2010	Denver  80214 	29	33	N	2	Partly Sunny 	78	23	30.15	3
Fri Jan 29 18:13:56 2010	Memphis  37501 	30	13	ENE	17	Rain/Sleet 	88	27	30.22	5
Fri Jan 29 18:13:59 2010	Los Angeles  90001 	57	64	CLM	0	Sunny 	59	43	30.06	10
Fri Jan 29 18:14:01 2010	El Paso  79901 	35	36	N	6	Partly Sunny 	72	27	30.15	10
Fri Jan 29 18:14:04 2010	New York  10001 	20	10	WNW	12	Sunny 	36	-3	30.25	10
Fri Jan 29 18:14:06 2010	Baltimore  21201 	23	10	NNW	14	Cloudy 	36	0	30.39	10
Fri Jan 29 18:14:08 2010	Las Vegas  89101 	42	45	W	3	Clouds And Sun 	70	33	30.08	10
Fri Jan 29 18:14:11 2010	Washington  20001 	23	15	NW	9	Cloudy 	38	1	30.42	10
Fri Jan 29 18:14:14 2010	Austin  73301 	42	30	NNW	18	Cloudy 	82	37	30.04	10
Fri Jan 29 18:14:16 2010	San Francisco  94101 	50	50	NNW	3	Cloudy 	89	47	30.03	8
Fri Jan 29 18:14:18 2010	Oklahoma City  73101 	24	9	N	14	Snow And Fog 	84	20	30.16	1
Fri Jan 29 18:14:21 2010	Nashville  37201 	25	14	NE	9	Lgt.Snow/Fog 	84	21	30.37	2
Fri Jan 29 18:14:23 2010	Fort Worth  76101 	33	23	NW	12	Wintry Precip. 	88	30	30.11	4
Fri Jan 29 18:14:28 2010	Phoenix  85001 	56	58	E	6	Partly Sunny 	74	48	30.07	10
Fri Jan 29 18:14:30 2010	Portland  97201 	48	40	E	13	Cloudy 	62	36	29.98	10
Fri Jan 29 18:14:33 2010	Chicago  60601 	11	24	CLM	0	Clouds And Sun 	46	-6	30.56	10
Fri Jan 29 18:14:35 2010	San Antonio  78201 	44	33	NNW	24	Partly Sunny 	76	37	30.04	10
Fri Jan 29 18:14:38 2010	Indianapolis  46201 	17	5	ENE	12	Cloudy 	59	5	30.51	10
Fri Jan 29 18:14:41 2010	Boston  02101 	19	-4	WNW	26	Sunny 	27	-10	30.00	10
Fri Jan 29 18:14:43 2010	Jacksonville  32099 	64	72	E	5	Sunny 	39	39	30.15	10
Fri Jan 29 18:14:49 2010	Columbus  43085 	14	10	NE	7	Cloudy 	51	-1	30.54	10
Fri Jan 29 18:14:51 2010	Dallas  75201 	37	21	NW	20	Light Rain 	85	33	30.07	10
Fri Jan 29 18:14:54 2010	Houston  77001 	50	41	N	22	Cloudy 	89	47	29.98	10
Fri Jan 29 18:14:57 2010	Seattle  98101 	45	49	CLM	0	Cloudy 	79	39	30.01	10
Fri Jan 29 18:14:59 2010	Milwaukee  53201 	12	25	CLM	0	Partly Sunny 	48	-4	30.57	10
Fri Jan 29 18:15:01 2010	Detroit  48201 	17	17	WNW	6	Partly Sunny 	45	-1	30.52	10
Fri Jan 29 18:15:08 2010	Philadelphia  19019 	21	4	NW	17	Cloudy 	38	-1	30.34	10
Fri Jan 29 18:58:56 2010	San Jose  95101 	49	49	NE	5	Cloudy 	83	44	30.03	8
Fri Jan 29 18:59:08 2010	Charlotte  28201 	44	40	E	12	Cloudy 	27	12	30.28	10
Fri Jan 29 18:59:37 2010	San Diego  92101 	56	60	E	5	Clouds And Sun 	61	43	30.09	10
Fri Jan 29 18:59:48 2010	Denver  80214 	30	28	S	5	Partly Sunny 	100	30	30.07	5
Fri Jan 29 19:00:09 2010	Memphis  37501 	30	10	ENE	22	Freezing Rain 	86	27	30.15	8
Fri Jan 29 19:00:16 2010	Los Angeles  90001 	57	64	CLM	0	Clouds And Sun 	59	43	30.06	10
Fri Jan 29 19:00:20 2010	El Paso  79901 	35	36	N	6	Partly Sunny 	72	27	30.15	10
Fri Jan 29 19:00:24 2010	New York  10001 	20	10	WNW	12	Mostly Sunny 	36	-3	30.25	10
Fri Jan 29 19:00:28 2010	Baltimore  21201 	23	10	NNW	14	Cloudy 	36	0	30.39	10
Fri Jan 29 19:00:33 2010	Las Vegas  89101 	46	55	CLM	0	Clouds And Sun 	62	34	30.09	10
Fri Jan 29 19:00:37 2010	Washington  20001 	23	15	NW	9	Cloudy 	38	1	30.42	10
Fri Jan 29 19:00:41 2010	Austin  73301 	42	30	NNW	18	Cloudy 	82	37	30.04	10
Fri Jan 29 19:00:44 2010	San Francisco  94101 	51	48	NE	8	Cloudy 	85	47	30.01	7
Fri Jan 29 19:00:59 2010	Oklahoma City  73101 	25	9	N	16	Snow And Fog 	79	19	30.11	1
Fri Jan 29 19:01:04 2010	Nashville  37201 	25	13	NNE	10	Lgt.Snow/Fog 	86	21	30.35	2
Fri Jan 29 19:04:08 2010	Phoenix  85001 	56	58	E	6	Partly Sunny 	74	48	30.07	10
Fri Jan 29 19:04:14 2010	Portland  97201 	48	40	E	13	Cloudy 	62	36	29.98	10
Fri Jan 29 19:07:18 2010	San Antonio  78201 	44	33	NNW	24	Partly Sunny 	76	37	30.04	10
Fri Jan 29 19:07:20 2010	Indianapolis  46201 	17	5	ENE	12	Cloudy 	59	5	30.51	10
Fri Jan 29 19:07:22 2010	Boston  02101 	19	-4	WNW	26	Sunny 	27	-10	30.00	10
Fri Jan 29 19:07:24 2010	Jacksonville  32099 	64	72	E	5	Sunny 	39	39	30.15	10
Fri Jan 29 19:07:26 2010	Columbus  43085 	14	10	NE	7	Cloudy 	51	-1	30.54	10
Fri Jan 29 19:07:29 2010	Dallas  75201 	36	21	NW	16	Rain 	93	34	30.05	3
Fri Jan 29 19:07:31 2010	Houston  77001 	50	41	N	22	Cloudy 	89	47	29.98	10
Fri Jan 29 19:07:33 2010	Seattle  98101 	45	49	CLM	0	Cloudy 	79	39	30.01	10
Fri Jan 29 19:07:35 2010	Milwaukee  53201 	12	25	CLM	0	Partly Sunny 	48	-4	30.57	10
Fri Jan 29 19:07:38 2010	Detroit  48201 	17	17	WNW	6	Partly Sunny 	45	-1	30.52	10
Fri Jan 29 19:07:40 2010	Philadelphia  19019 	21	4	NW	17	Cloudy 	38	-1	30.34	10
Fri Jan 29 19:56:45 2010	San Diego  92101 	60	62	S	7	Cloudy 	57	45	30.10	7
Fri Jan 29 19:59:49 2010	Memphis  37501 	30	15	ENE	15	Freezing Rain 	86	27	30.10	6
Fri Jan 29 19:59:54 2010	Los Angeles  90001 	62	68	N	3	Clouds And Sun 	42	39	30.07	10
Fri Jan 29 20:00:02 2010	El Paso  79901 	37	40	N	7	Partly Sunny 	69	28	30.16	10
Fri Jan 29 20:00:09 2010	New York  10001 	21	12	W	10	Partly Sunny 	36	-2	30.23	10
Fri Jan 29 20:00:11 2010	Baltimore  21201 	25	11	WNW	15	Cloudy 	38	3	30.38	10
Fri Jan 29 20:00:17 2010	Las Vegas  89101 	49	54	ENE	5	Clouds And Sun 	44	28	30.10	10
Fri Jan 29 20:00:21 2010	Washington  20001 	24	14	NW	12	Cloudy 	38	2	30.40	10
Fri Jan 29 20:00:24 2010	Austin  73301 	45	36	NW	20	Cloudy 	70	36	30.04	10
Fri Jan 29 20:00:27 2010	San Francisco  94101 	51	50	E	7	Mostly Cloudy 	92	49	30.03	5
Fri Jan 29 20:00:31 2010	Oklahoma City  73101 	24	3	N	14	Snow 	84	19	30.09	1
Fri Jan 29 20:00:36 2010	Nashville  37201 	25	13	NNE	9	Snow And Fog 	86	21	30.32	1
Fri Jan 29 20:00:38 2010	Fort Worth  76101 	34	21	NW	18	Cloudy 	86	30	30.06	10
Fri Jan 29 20:03:41 2010	Portland  97201 	49	37	ESE	24	Cloudy 	60	36	29.97	10
Fri Jan 29 20:03:43 2010	Chicago  60601 	14	26	CLM	0	Clouds And Sun 	44	-4	30.53	10
Fri Jan 29 20:03:45 2010	San Antonio  78201 	47	41	NNW	18	Partly Sunny 	70	38	30.03	10
Fri Jan 29 20:03:48 2010	Indianapolis  46201 	17	7	ENE	10	Cloudy 	64	7	30.48	10
Fri Jan 29 20:03:50 2010	Boston  02101 	19	-4	W	24	Mostly Sunny 	28	-9	29.98	10
Fri Jan 29 20:03:52 2010	Jacksonville  32099 	66	69	E	8	Sunny 	52	48	30.11	10
Fri Jan 29 20:03:55 2010	Columbus  43085 	15	8	N	8	Cloudy 	49	-1	30.51	10
Fri Jan 29 20:03:57 2010	Dallas  75201 	36	21	NW	18	Rain 	93	34	30.03	5
Fri Jan 29 20:03:59 2010	Houston  77001 	50	46	N	13	Cloudy 	89	47	29.94	10
Fri Jan 29 20:04:02 2010	Seattle  98101 	52	45	E	13	Cloudy 	48	33	30.00	10
Fri Jan 29 20:04:04 2010	Milwaukee  53201 	14	26	CLM	0	Partly Sunny 	42	-5	30.55	10
Fri Jan 29 20:04:06 2010	Detroit  48201 	18	18	N	6	Partly Sunny 	43	-1	30.51	10
Fri Jan 29 20:04:08 2010	Philadelphia  19019 	22	8	WNW	14	Cloudy 	36	-1	30.32	10
Fri Jan 29 20:48:32 2010	San Jose  95101 	56	54	ESE	8	Cloudy 	74	48	30.02	10
Fri Jan 29 20:48:34 2010	Charlotte  28201 	44	41	ENE	8	Cloudy 	29	14	30.23	10
Fri Jan 29 20:48:37 2010	San Diego  92101 	61	66	S	6	Clouds And Sun 	53	44	30.09	9
Fri Jan 29 20:48:39 2010	Denver  80214 	41	47	SE	5	Mostly Sunny 	41	19	30.05	10
Fri Jan 29 20:48:42 2010	Memphis  37501 	30	14	E	16	Freezing Rain 	86	27	30.05	9
Fri Jan 29 20:48:44 2010	Los Angeles  90001 	63	72	CLM	0	Sunny 	41	39	30.06	10
Fri Jan 29 20:48:47 2010	El Paso  79901 	40	42	N	8	Partly Sunny 	64	29	30.13	10
Fri Jan 29 20:48:50 2010	New York  10001 	22	7	WNW	14	Partly Sunny 	34	-2	30.21	10
Fri Jan 29 20:48:52 2010	Baltimore  21201 	25	13	NW	13	Mostly Cloudy 	35	1	30.35	10
Fri Jan 29 20:48:55 2010	Las Vegas  89101 	50	58	ENE	3	Clouds And Sun 	46	30	30.08	10
Fri Jan 29 20:48:59 2010	Washington  20001 	25	18	NNW	9	Cloudy 	36	2	30.38	10
Fri Jan 29 20:49:05 2010	Austin  73301 	43	35	NW	16	Cloudy 	73	35	30.04	10
Fri Jan 29 20:49:09 2010	San Francisco  94101 	51	52	ESE	6	Mostly Cloudy 	89	48	30.01	7
Fri Jan 29 20:49:12 2010	Oklahoma City  73101 	21	4	N	15	Snow 	92	19	30.08	1
Fri Jan 29 20:49:15 2010	Nashville  37201 	25	13	ENE	10	Snow And Fog 	86	21	30.26	1
Fri Jan 29 20:49:18 2010	Fort Worth  76101 	33	21	NW	16	Cloudy 	88	30	30.03	10
Fri Jan 29 20:49:21 2010	Phoenix  85001 	59	68	CLM	0	Mostly Cloudy 	64	47	30.05	10
Fri Jan 29 20:49:23 2010	Portland  97201 	49	35	E	20	Light Rain 	65	38	29.99	10
Fri Jan 29 20:49:26 2010	Chicago  60601 	17	27	CLM	0	Clouds And Sun 	42	-2	30.50	10
Fri Jan 29 20:49:29 2010	San Antonio  78201 	48	41	NW	20	Partly Sunny 	65	37	30.01	10
Fri Jan 29 20:49:32 2010	Indianapolis  46201 	18	9	ENE	9	Cloudy 	62	7	30.44	10
Fri Jan 29 20:49:34 2010	Boston  02101 	20	-3	WNW	24	Mostly Sunny 	26	-10	29.99	10
Fri Jan 29 20:49:38 2010	Jacksonville  32099 	68	70	E	8	Sunny 	52	50	30.09	10
Fri Jan 29 20:49:41 2010	Columbus  43085 	16	11	N	7	Cloudy 	49	0	30.48	10
Fri Jan 29 20:49:43 2010	Dallas  75201 	36	25	NW	16	Cloudy 	89	33	30.01	10
Fri Jan 29 20:49:46 2010	Houston  77001 	51	46	NW	12	Cloudy 	85	47	29.91	10
Fri Jan 29 20:49:48 2010	Seattle  98101 	49	51	SE	3	Cloudy 	65	38	30.01	10
Fri Jan 29 20:49:50 2010	Milwaukee  53201 	15	25	CLM	0	Partly Sunny 	38	-6	30.52	10
Fri Jan 29 20:49:53 2010	Detroit  48201 	20	30	CLM	0	Partly Sunny 	41	0	30.49	10
Fri Jan 29 20:49:55 2010	Philadelphia  19019 	23	8	NW	15	Clouds And Sun 	35	-1	30.31	10
Fri Jan 29 21:33:03 2010	San Jose  95101 	60	58	ESE	12	Cloudy 	66	49	29.96	10
Fri Jan 29 21:33:11 2010	Charlotte  28201 	43	38	NE	9	Cloudy 	30	14	30.25	10
Fri Jan 29 21:33:14 2010	San Diego  92101 	61	65	S	6	Clouds And Sun 	62	48	30.06	9
Fri Jan 29 21:33:21 2010	Denver  80214 	43	50	N	3	Partly Sunny 	28	12	30.01	15
Fri Jan 29 21:33:26 2010	Memphis  37501 	30	18	ENE	10	Freezing Rain 	92	28	30.05	4
Fri Jan 29 21:33:32 2010	Los Angeles  90001 	66	73	CLM	0	Sunny 	38	40	30.03	10
Fri Jan 29 21:33:39 2010	El Paso  79901 	42	46	N	7	Partly Sunny 	64	31	30.09	10
Fri Jan 29 21:33:44 2010	New York  10001 	23	8	W	14	Sunny 	33	-2	30.21	10
Fri Jan 29 21:33:49 2010	Baltimore  21201 	24	15	WNW	9	Mostly Cloudy 	36	1	30.35	10
Fri Jan 29 21:33:56 2010	Las Vegas  89101 	53	63	CLM	0	Clouds And Sun 	39	29	30.06	10
Fri Jan 29 21:34:01 2010	Washington  20001 	26	18	NW	9	Cloudy 	35	2	30.38	10
Fri Jan 29 21:34:05 2010	Austin  73301 	42	33	NNW	16	Cloudy 	70	33	30.04	10
Fri Jan 29 21:34:12 2010	San Francisco  94101 	52	54	ENE	6	Mostly Cloudy 	82	47	29.99	8
Fri Jan 29 21:34:17 2010	Oklahoma City  73101 	23	5	NNW	13	Heavy Snow 	84	19	30.09	0
Fri Jan 29 21:34:21 2010	Nashville  37201 	25	10	NE	12	Snow 	88	22	30.25	0
Fri Jan 29 21:34:27 2010	Fort Worth  76101 	33	23	NW	14	Cloudy 	81	28	30.03	10
Fri Jan 29 21:34:31 2010	Phoenix  85001 	62	71	CLM	0	Partly Sunny 	57	47	30.02	10
Fri Jan 29 21:34:34 2010	Portland  97201 	50	45	E	10	Cloudy 	63	38	29.98	10
Fri Jan 29 21:34:38 2010	Chicago  60601 	19	19	N	5	Clouds And Sun 	39	-2	30.45	10
Fri Jan 29 21:34:42 2010	San Antonio  78201 	49	44	NW	15	Partly Sunny 	63	37	29.99	10
Fri Jan 29 21:34:45 2010	Indianapolis  46201 	18	10	ENE	8	Cloudy 	59	6	30.39	10
Fri Jan 29 21:34:51 2010	Boston  02101 	20	-5	WNW	26	Mostly Sunny 	24	-11	30.00	10
Fri Jan 29 21:34:55 2010	Jacksonville  32099 	68	68	ESE	7	Sunny 	52	50	30.07	10
Fri Jan 29 21:35:00 2010	Columbus  43085 	17	14	NNE	6	Cloudy 	46	0	30.46	10
Fri Jan 29 21:35:11 2010	Dallas  75201 	36	23	WNW	18	Light Fog 	86	32	29.99	3
Fri Jan 29 21:35:15 2010	Houston  77001 	50	44	WNW	14	Cloudy 	82	45	29.92	10
Fri Jan 29 21:35:21 2010	Seattle  98101 	49	51	SE	3	Cloudy 	65	38	30.01	10
Fri Jan 29 21:35:25 2010	Milwaukee  53201 	17	11	ENE	7	Partly Sunny 	51	2	30.48	10
Fri Jan 29 21:35:28 2010	Detroit  48201 	21	21	N	5	Partly Sunny 	39	0	30.47	10
Fri Jan 29 21:35:30 2010	Philadelphia  19019 	24	7	NNW	17	Clouds And Sun 	34	0	30.31	10
Fri Jan 29 22:19:56 2010	San Jose  95101 	60	60	ESE	8	Cloudy 	64	48	29.96	10
Fri Jan 29 22:20:00 2010	Charlotte  28201 	37	28	NE	9	Light Snow 	64	26	30.26	4
Fri Jan 29 22:20:04 2010	San Diego  92101 	62	62	WSW	9	Clouds And Sun 	64	50	30.04	9
Fri Jan 29 22:20:07 2010	Denver  80214 	43	50	N	3	Partly Sunny 	28	12	30.03	15
Fri Jan 29 22:20:11 2010	Memphis  37501 	32	18	NNE	13	Rain 	85	28	30.06	4
Fri Jan 29 22:20:14 2010	Los Angeles  90001 	67	72	CLM	0	Sunny 	37	40	30.01	10
Fri Jan 29 22:20:17 2010	El Paso  79901 	43	50	NW	5	Partly Sunny 	62	31	30.06	10
Fri Jan 29 22:20:20 2010	New York  10001 	23	10	WNW	12	Sunny 	35	-1	30.22	10
Fri Jan 29 22:20:23 2010	Baltimore  21201 	24	10	NW	13	Cloudy 	38	2	30.35	10
Fri Jan 29 22:20:27 2010	Las Vegas  89101 	54	58	E	5	Clouds And Sun 	38	29	30.02	10
Fri Jan 29 22:20:31 2010	Washington  20001 	26	13	NNW	13	Cloudy 	35	2	30.37	10
Fri Jan 29 22:20:34 2010	Austin  73301 	40	28	NNW	18	Cloudy 	73	32	30.03	10
Fri Jan 29 22:20:37 2010	San Francisco  94101 	58	55	SSW	13	Mostly Cloudy 	66	47	29.96	10
Fri Jan 29 22:20:40 2010	Oklahoma City  73101 	22	-2	N	21	Snow 	84	18	30.09	1
Fri Jan 29 22:20:43 2010	Nashville  37201 	26	12	NE	12	Snow 	84	22	30.21	1
Fri Jan 29 22:20:47 2010	Fort Worth  76101 	33	17	NW	20	Cloudy 	81	28	30.02	10
Fri Jan 29 22:20:50 2010	Phoenix  85001 	64	71	CLM	0	Partly Sunny 	49	45	29.99	10
Fri Jan 29 22:20:53 2010	Portland  97201 	50	41	E	17	Cloudy 	63	38	29.96	10
Fri Jan 29 22:20:57 2010	Chicago  60601 	20	21	SSE	3	Clouds And Sun 	41	0	30.44	10
Fri Jan 29 22:21:01 2010	San Antonio  78201 	48	39	WNW	18	Partly Sunny 	60	35	29.99	10
Fri Jan 29 22:21:05 2010	Indianapolis  46201 	19	9	E	9	Clouds And Sun 	59	7	30.39	10
Fri Jan 29 22:21:08 2010	Boston  02101 	19	-5	WNW	23	Partly Sunny 	27	-10	30.02	10
Fri Jan 29 22:21:12 2010	Jacksonville  32099 	68	66	E	8	Sunny 	59	54	30.05	10
Fri Jan 29 22:21:14 2010	Columbus  43085 	16	12	E	6	Cloudy 	51	1	30.43	10
Fri Jan 29 22:21:18 2010	Dallas  75201 	34	21	WNW	16	Cloudy 	85	30	30.00	7
Fri Jan 29 22:21:22 2010	Houston  77001 	46	36	NW	18	Cloudy 	88	43	29.93	10
Fri Jan 29 22:21:25 2010	Seattle  98101 	55	51	ESE	10	Cloudy 	44	34	29.98	10
Fri Jan 29 22:21:28 2010	Milwaukee  53201 	16	7	NE	8	Partly Sunny 	51	1	30.46	10
Fri Jan 29 22:21:48 2010	Detroit  48201 	22	21	NNW	5	Partly Sunny 	36	-1	30.44	10
Fri Jan 29 22:22:00 2010	Philadelphia  19019 	24	8	WNW	15	Clouds And Sun 	34	0	30.32	10
Fri Jan 29 23:05:25 2010	San Jose  95101 	60	60	ESE	8	Cloudy 	64	48	29.96	10
Fri Jan 29 23:05:27 2010	Charlotte  28201 	36	29	NE	7	Snow 	74	28	30.26	1
Fri Jan 29 23:05:30 2010	San Diego  92101 	62	62	WSW	9	Clouds And Sun 	64	50	30.04	9
Fri Jan 29 23:05:32 2010	Denver  80214 	45	54	CLM	0	Mostly Sunny 	21	7	29.99	15
Fri Jan 29 23:05:34 2010	Memphis  37501 	30	9	NE	18	Freezing Rain 	92	28	30.00	2
Fri Jan 29 23:05:36 2010	Los Angeles  90001 	67	72	CLM	0	Clouds And Sun 	37	40	30.01	10
Fri Jan 29 23:05:39 2010	El Paso  79901 	43	50	NW	5	Partly Sunny 	62	31	30.06	10
Fri Jan 29 23:05:41 2010	New York  10001 	23	10	WNW	12	Sunny 	35	-1	30.22	10
Fri Jan 29 23:05:43 2010	Baltimore  21201 	24	10	NW	13	Cloudy 	38	2	30.35	10
Fri Jan 29 23:05:45 2010	Las Vegas  89101 	54	58	E	5	Clouds And Sun 	38	29	30.02	10
Fri Jan 29 23:05:48 2010	Washington  20001 	26	13	NNW	13	Cloudy 	35	2	30.37	10
Fri Jan 29 23:05:50 2010	Austin  73301 	40	28	NNW	18	Cloudy 	73	32	30.03	10
Fri Jan 29 23:05:52 2010	San Francisco  94101 	58	55	SSW	13	Mostly Cloudy 	66	47	29.96	10
Fri Jan 29 23:05:54 2010	Oklahoma City  73101 	22	-1	N	21	Snow 	84	18	30.09	1
Fri Jan 29 23:05:56 2010	Nashville  37201 	26	12	NE	12	Snow 	84	22	30.21	1
Fri Jan 29 23:05:59 2010	Fort Worth  76101 	33	17	NW	20	Cloudy 	81	28	30.02	10
Fri Jan 29 23:06:01 2010	Phoenix  85001 	64	71	CLM	0	Partly Sunny 	49	45	29.99	10
Fri Jan 29 23:06:03 2010	Portland  97201 	50	41	E	17	Cloudy 	63	38	29.96	10
Fri Jan 29 23:06:05 2010	Chicago  60601 	20	21	SSE	3	Clouds And Sun 	41	0	30.44	10
Fri Jan 29 23:06:07 2010	San Antonio  78201 	48	39	WNW	18	Partly Sunny 	60	35	29.99	10
Fri Jan 29 23:06:10 2010	Indianapolis  46201 	19	8	E	9	Cloudy 	59	7	30.39	10
Fri Jan 29 23:06:12 2010	Boston  02101 	19	-5	WNW	23	Partly Sunny 	27	-10	30.02	10
Fri Jan 29 23:06:14 2010	Jacksonville  32099 	68	66	E	8	Sunny 	59	54	30.05	10
Fri Jan 29 23:06:16 2010	Columbus  43085 	16	12	E	6	Cloudy 	51	1	30.43	10
Fri Jan 29 23:06:18 2010	Dallas  75201 	34	21	WNW	16	Cloudy 	85	30	30.00	7
Fri Jan 29 23:06:20 2010	Houston  77001 	46	36	NW	18	Cloudy 	88	43	29.93	10
Fri Jan 29 23:06:23 2010	Seattle  98101 	55	51	ESE	10	Cloudy 	44	34	29.98	10
Fri Jan 29 23:06:25 2010	Milwaukee  53201 	16	7	NE	8	Partly Sunny 	51	1	30.46	10
Fri Jan 29 23:06:27 2010	Detroit  48201 	22	21	NNW	5	Partly Sunny 	36	-1	30.44	10
Fri Jan 29 23:06:29 2010	Philadelphia  19019 	24	8	WNW	15	Clouds And Sun 	34	0	30.32	10
Fri Jan 29 23:48:54 2010	San Jose  95101 	62	59	S	15	Partly Sunny 	51	44	29.95	10
Fri Jan 29 23:48:57 2010	Charlotte  28201 	34	30	E	5	Snow 	80	28	30.26	1
