5	www.nytimes.com							
(Timestamp)	(Location)	(Temperature) (°F °C)	(Conditions)	Humidity (%)	Barometer (in)	Visibility (mi)	(Wind Speed) (mph)	Wind
Fri Jan 29 17:31:29 2010	Indianapolis	14 -10 	Cloudy	78	30.5	10	6	ENE
Fri Jan 29 17:31:29 2010	San Antonio	43 6 	Light Rain	82	30.03	10	21	NNW
Fri Jan 29 17:31:30 2010	Boston	17 -8 	Sunny	32	30.04	10	28	WNW
Fri Jan 29 17:31:31 2010	Jacksonville	56 13 	Cloudy	74	30.19	10	5	E
Fri Jan 29 17:31:32 2010	Columbus	13 -11 	Cloudy	49	30.56	10	8	N
Fri Jan 29 17:31:33 2010	Dallas	37 3 	Light Rain	93	30.1	8	9	NW
Fri Jan 29 17:31:33 2010	Houston	53 12 	Cloudy	89	29.98	10	15	NW
Fri Jan 29 17:31:34 2010	Seattle	47 8 	Mostly Cloudy	55	29.98	10	6	S
Fri Jan 29 17:31:35 2010	Milwaukee	15-May	Sunny	51	30.52	10	6	NNW
Fri Jan 29 17:31:36 2010	Detroit	15 -9 	Partly Sunny	51	30.53	10	5	NW
Fri Jan 29 17:31:37 2010	Philadelphia	21 -6 	Sunny	41	30.38	10	14	NW
Fri Jan 29 18:16:11 2010	San Jose	46 8 	Cloudy	87	30.02	10	0	CLM
Fri Jan 29 18:16:12 2010	Charlotte	41 5 	Cloudy	33	30.3	10	12	ENE
Fri Jan 29 18:16:13 2010	Denver	28 -2 	Foggy	92	30.09	1	3	W
Fri Jan 29 18:16:13 2010	San Diego	50 10 	Mostly Sunny	82	30.06	10	3	NE
Fri Jan 29 18:16:14 2010	Memphis	30 -1 	Light Sleet	86	30.23	5	17	ENE
Fri Jan 29 18:16:15 2010	Los Angeles	47 8 		68	30.04	10	3	WSW
Fri Jan 29 18:16:16 2010	El Paso	32 0 	Cloudy	72	30.17	10	3	NNE
Fri Jan 29 18:16:17 2010	Baltimore	21 -6 	Cloudy	41	30.42	10	10	NW
Fri Jan 29 18:16:17 2010	New York	19 -7 		35	30.29	10	15	WNW
Fri Jan 29 18:16:18 2010	Las Vegas	42 6 		70	30.08	10	3	W
Fri Jan 29 18:16:19 2010	Washington	21 -6 	Cloudy	43	30.46	10	14	NNW
Fri Jan 29 18:16:20 2010	Austin	39 4 	Light Rain	86	30.07	8	18	NNW
Fri Jan 29 18:16:21 2010	Oklahoma City	25 -4 	Snow/Fog	79	30.14	1	13	N
Fri Jan 29 18:16:21 2010	San Francisco	48 9 	Cloudy	91	30.04	6	3	N
Fri Jan 29 18:16:22 2010	Nashville	25 -4 	Light Snow/Fog	86	30.37	1	9	NE
Fri Jan 29 18:16:23 2010	Fort Worth	37 3 	Light Rain	86	30.1	10	16	WNW
Fri Jan 29 18:16:24 2010	Phoenix	51 11 	Partly Sunny	85	30.06	7	0	CLM
Fri Jan 29 18:16:25 2010	Chicago	12-Nov		55	30.61	10	0	CLM
Fri Jan 29 18:16:25 2010	Portland	45 7 	Cloudy	70	29.98	10	23	E
Fri Jan 29 18:16:26 2010	San Antonio	43 6 	Light Rain	82	30.03	10	21	NNW
Fri Jan 29 18:16:27 2010	Indianapolis	16 -9 	Cloudy	73	30.5	10	7	ENE
Fri Jan 29 18:16:28 2010	Boston	17 -8 	Sunny	32	30.04	10	28	WNW
Fri Jan 29 18:16:29 2010	Columbus	13 -11 	Cloudy	49	30.56	10	8	N
Fri Jan 29 18:16:29 2010	Jacksonville	56 13 	Cloudy	74	30.19	10	5	E
Fri Jan 29 18:16:30 2010	Dallas	37 3 	Light Rain	93	30.09	8	7	N
Fri Jan 29 18:16:31 2010	Houston	52 11 	Light Rain	87	29.97	10	25	NNW
Fri Jan 29 18:16:32 2010	Seattle	47 8 	Cloudy	55	29.98	10	6	S
Fri Jan 29 18:16:33 2010	Milwaukee	15-May	Sunny	51	30.52	10	6	NNW
Fri Jan 29 18:16:34 2010	Detroit	15 -9 	Partly Sunny	51	30.53	10	5	NW
Fri Jan 29 18:16:34 2010	Philadelphia	21 -6 	Cloudy	41	30.38	10	14	NW
Fri Jan 29 19:08:33 2010	San Jose	48 9 	Cloudy	87	30.04	10	0	CLM
Fri Jan 29 19:08:34 2010	Charlotte	44 7 	Cloudy	27	30.29	10	12	E
Fri Jan 29 19:08:35 2010	San Diego	56 13 	Mostly Sunny	80	30.07	10	0	CLM
Fri Jan 29 19:08:36 2010	Denver	30 -1 	Light Fog	92	30.09	3	5	W
Fri Jan 29 19:08:36 2010	Memphis	30 -1 	Freezing Rain	86	30.16	8	22	ENE
Fri Jan 29 19:08:37 2010	Los Angeles	53 12 		56	30.05	10	0	CLM
Fri Jan 29 19:08:38 2010	El Paso	35 2 	Partly Sunny	72	30.16	10	6	N
Fri Jan 29 19:08:39 2010	New York	20 -7 	Mostly Sunny	36	30.26	10	12	WNW
Fri Jan 29 19:08:40 2010	Baltimore	23 -5 	Cloudy	36	30.4	10	14	NNW
Fri Jan 29 19:08:41 2010	Las Vegas	46 8 		62	30.1	10	0	CLM
Fri Jan 29 19:08:41 2010	Washington	23 -5 	Cloudy	38	30.43	10	9	NW
Fri Jan 29 19:08:42 2010	Austin	39 4 	Cloudy	86	30.08	10	22	NNW
Fri Jan 29 19:08:43 2010	San Francisco	50 10 	Cloudy	89	30.04	6	4	NE
Fri Jan 29 19:08:44 2010	Oklahoma City	25 -4 	Snow/Fog	79	30.12	1	16	N
Fri Jan 29 19:08:45 2010	Fort Worth	36 2 	Rain	93	30.06	3	16	NW
Fri Jan 29 19:08:45 2010	Nashville	25 -4 	Light Snow/Fog	86	30.36	2	10	NNE
Fri Jan 29 19:08:46 2010	Phoenix	55 13 	Partly Sunny	74	30.07	10	0	CLM
Fri Jan 29 19:08:47 2010	Portland	46 8 	Cloudy	67	29.98	10	21	E
Fri Jan 29 19:08:48 2010	Chicago	14 -10 		51	30.61	10	0	CLM
Fri Jan 29 19:08:49 2010	Indianapolis	18 -8 	Cloudy	67	30.48	10	7	ENE
Fri Jan 29 19:08:49 2010	San Antonio	44 7 	Partly Sunny	76	30.05	10	24	NNW
Fri Jan 29 19:08:50 2010	Boston	19 -7 	Sunny	27	30	10	26	WNW
Fri Jan 29 19:08:51 2010	Jacksonville	61 16 	Cloudy	45	30.17	10	6	E
Fri Jan 29 19:08:52 2010	Columbus	14 -10 	Cloudy	51	30.55	10	7	NE
Fri Jan 29 19:08:53 2010	Dallas	37 3 	Rain	93	30.07	6	10	NW
Fri Jan 29 19:08:53 2010	Houston	52 11 	Cloudy	81	29.95	10	17	NNW
Fri Jan 29 19:08:54 2010	Seattle	46 8 	Cloudy	60	29.99	10	5	S
Fri Jan 29 19:08:55 2010	Milwaukee	13-Sep	Sunny	43	30.54	10	0	CLM
Fri Jan 29 19:08:56 2010	Detroit	17 -8 	Partly Sunny	45	30.53	10	6	WNW
Fri Jan 29 19:08:57 2010	Philadelphia	21 -6 	Cloudy	41	30.34	10	10	WNW
Fri Jan 29 20:06:29 2010	San Jose	50 10 	Cloudy	87	30.04	10	0	CLM
Fri Jan 29 20:06:30 2010	Charlotte	43 6 	Cloudy	28	30.27	10	6	NE
Fri Jan 29 20:06:31 2010	San Diego	59 15 	Cloudy	64	30.08	10	7	CLM
Fri Jan 29 20:06:32 2010	Denver	32 0 	Sunny	72	30.14	10	3	N
Fri Jan 29 20:06:33 2010	Los Angeles	57 14 		52	30.06	10	0	CLM
Fri Jan 29 20:06:33 2010	Memphis	30 -1 	Freezing Rain	86	30.11	6	15	ENE
Fri Jan 29 20:06:34 2010	El Paso	37 3 	Partly Sunny	69	30.17	10	7	N
Fri Jan 29 20:06:35 2010	New York	21 -6 	Partly Sunny	36	30.24	10	10	W
Fri Jan 29 20:06:36 2010	Baltimore	25 -4 	Cloudy	38	30.39	10	15	WNW
Fri Jan 29 20:06:37 2010	Las Vegas	49 9 		44	30.1	10	5	ENE
Fri Jan 29 20:06:37 2010	Washington	24 -4 	Cloudy	38	30.41	10	12	NW
Fri Jan 29 20:06:38 2010	Austin	41 5 	Cloudy	80	30.06	10	18	NW
Fri Jan 29 20:06:39 2010	San Francisco	51 11 	Mostly Cloudy	87	30.03	5	4	E
Fri Jan 29 20:06:40 2010	Oklahoma City	24 -4 	Snow	84	30.1	1	14	N
Fri Jan 29 20:06:41 2010	Fort Worth	36 2 	Rain	93	30.04	5	18	NW
Fri Jan 29 20:06:41 2010	Nashville	25 -4 	Light Snow/Fog	86	30.29	1	12	ENE
Fri Jan 29 20:06:42 2010	Phoenix	57 14 	Cloudy	62	30.09	10	3	N
Fri Jan 29 20:06:43 2010	Portland	46 8 	Cloudy	67	30	10	22	E
Fri Jan 29 20:06:44 2010	Chicago	18 -8 		47	30.57	10	0	CLM
Fri Jan 29 20:06:45 2010	San Antonio	47 8 	Partly Sunny	70	30.04	10	18	NNW
Fri Jan 29 20:06:46 2010	Boston	19 -7 	Mostly Sunny	28	29.98	10	24	W
Fri Jan 29 20:06:46 2010	Indianapolis	18 -8 	Cloudy	67	30.44	10	9	E
Fri Jan 29 20:06:47 2010	Jacksonville	60 16 	Mostly Cloudy	51	30.14	10	9	NE
Fri Jan 29 20:06:48 2010	Columbus	15 -9 	Cloudy	49	30.52	10	8	N
Fri Jan 29 20:06:49 2010	Dallas	37 3 	Light Rain	92	30.05	7	14	NW
Fri Jan 29 20:06:50 2010	Houston	52 11 	Cloudy	87	29.93	10	16	NNW
Fri Jan 29 20:06:50 2010	Seattle	51 11 	Cloudy	45	30	10	0	CLM
Fri Jan 29 20:06:51 2010	Milwaukee	12-Oct	Sunny	37	30.53	10	0	CLM
Fri Jan 29 20:06:52 2010	Detroit	18 -8 	Partly Sunny	43	30.53	10	6	N
Fri Jan 29 20:06:53 2010	Philadelphia	21 -6 	Cloudy	41	30.33	10	12	WNW
Fri Jan 29 20:50:41 2010	San Jose	55 13 	Mostly Cloudy	79	30.04	8	3	ESE
Fri Jan 29 20:50:42 2010	Charlotte	44 7 	Cloudy	29	30.24	10	8	ENE
Fri Jan 29 20:50:43 2010	San Diego	62 17 	Sunny	51	30.07	10	0	CLM
Fri Jan 29 20:50:44 2010	Denver	37 3 	Mostly Sunny	48	30.1	10	3	W
Fri Jan 29 20:50:45 2010	Los Angeles	59 15 	Sunny	47	30.05	10	0	CLM
Fri Jan 29 20:50:45 2010	Memphis	30 -1 	Freezing Rain	86	30.06	9	16	E
Fri Jan 29 20:50:46 2010	El Paso	40 4 	Partly Sunny	64	30.13	10	8	N
Fri Jan 29 20:50:47 2010	New York	22 -6 	Partly Sunny	34	30.21	10	14	WNW
Fri Jan 29 20:50:48 2010	Baltimore	25 -4 	Mostly Cloudy	35	30.36	10	13	NW
Fri Jan 29 20:50:49 2010	Las Vegas	50 10 		46	30.08	10	3	ENE
Fri Jan 29 20:50:49 2010	Washington	25 -4 	Cloudy	36	30.39	10	9	NNW
Fri Jan 29 20:50:50 2010	Austin	41 5 	Cloudy	80	30.05	10	18	NW
Fri Jan 29 20:50:51 2010	San Francisco	52 11 	Mostly Cloudy	84	30.03	7	4	ESE
Fri Jan 29 20:50:52 2010	Oklahoma City	21 -6 	Snow	92	30.09	1	15	N
Fri Jan 29 20:50:53 2010	Fort Worth	36 2 	Cloudy	89	30.02	10	16	NW
Fri Jan 29 20:50:53 2010	Nashville	25 -4 	Snow/Fog	86	30.27	1	10	ENE
Fri Jan 29 20:50:54 2010	Phoenix	59 15 	Cloudy	62	30.07	10	0	CLM
Fri Jan 29 20:50:55 2010	Portland	47 8 	Partly Sunny	68	30.01	10	21	E
Fri Jan 29 20:50:56 2010	Chicago	20 -7 		49	30.53	10	0	CLM
Fri Jan 29 20:50:57 2010	San Antonio	48 9 	Partly Sunny	65	30.01	10	20	NW
Fri Jan 29 20:50:58 2010	Boston	20 -7 	Mostly Sunny	26	29.99	10	24	WNW
Fri Jan 29 20:50:58 2010	Indianapolis	19 -7 	Cloudy	67	30.41	10	9	E
Fri Jan 29 20:50:59 2010	Jacksonville	59 15 	Mostly Cloudy	57	30.11	10	10	NE
Fri Jan 29 20:51:00 2010	Columbus	16 -9 		49	30.5	10	7	N
Fri Jan 29 20:51:01 2010	Dallas	37 3 	Cloudy	92	30.03	10	14	NW
Fri Jan 29 20:51:02 2010	Houston	54 12 	Cloudy	81	29.9	10	9	NNW
Fri Jan 29 20:51:02 2010	Seattle	52 11 	Partly Sunny	48	29.99	10	7	ESE
Fri Jan 29 20:51:03 2010	Milwaukee	11-Dec	Sunny	34	30.5	10	0	CLM
Fri Jan 29 20:51:04 2010	Detroit	20 -7 	Partly Sunny	41	30.5	10	0	CLM
Fri Jan 29 20:51:05 2010	Philadelphia	23 -5 	Sunny	40	30.32	10	15	WNW
Fri Jan 29 21:36:42 2010	San Jose	61 16 	Mostly Cloudy	58	29.99	15	12	SE
Fri Jan 29 21:36:43 2010	Charlotte	43 6 	Cloudy	30	30.25	10	9	NE
Fri Jan 29 21:36:44 2010	Denver	41 5 	Mostly Sunny	34	30.04	10	0	CLM
Fri Jan 29 21:36:44 2010	San Diego	63 17 	Sunny	49	30.05	10	5	W
Fri Jan 29 21:36:45 2010	Memphis	30 -1 	Freezing Rain	92	30.06	4	10	ENE
Fri Jan 29 21:36:46 2010	Los Angeles	62 17 	Sunny	39	30.02	10	3	SE
Fri Jan 29 21:36:47 2010	El Paso	42 6 	Partly Sunny	64	30.09	10	7	N
Fri Jan 29 21:36:48 2010	New York	23 -5 	Sunny	33	30.22	10	14	W
Fri Jan 29 21:36:49 2010	Baltimore	24 -4 	Mostly Cloudy	36	30.36	10	9	WNW
Fri Jan 29 21:36:49 2010	Las Vegas	53 12 		39	30.06	10	0	CLM
Fri Jan 29 21:36:50 2010	Washington	26 -3 	Cloudy	35	30.39	10	9	NW
Fri Jan 29 21:36:51 2010	Austin	39 4 	Cloudy	75	30.05	10	21	NW
Fri Jan 29 21:36:52 2010	San Francisco	53 12 	Mostly Cloudy	83	30.01	7	4	ESE
Fri Jan 29 21:36:53 2010	Nashville	25 -4 	Snow	88	30.26	0	12	NE
Fri Jan 29 21:36:53 2010	Oklahoma City	23 -5 	Heavy Snow	84	30.09	0	13	NNW
Fri Jan 29 21:36:54 2010	Fort Worth	36 2 	Light Fog	86	30	3	18	WNW
Fri Jan 29 21:36:55 2010	Phoenix	60 16 	Mostly Cloudy	55	30.02	10	0	CLM
Fri Jan 29 21:36:56 2010	Portland	46 8 	Cloudy	73	29.98	10	23	E
Fri Jan 29 21:36:57 2010	Chicago	20 -7 		57	30.49	10	9	E
Fri Jan 29 21:36:57 2010	San Antonio	49 9 	Partly Sunny	63	30	10	15	NW
Fri Jan 29 21:36:58 2010	Indianapolis	19 -7 	Cloudy	62	30.39	10	10	ESE
Fri Jan 29 21:36:59 2010	Boston	20 -7 	Mostly Sunny	24	30	10	26	WNW
Fri Jan 29 21:37:00 2010	Jacksonville	58 14 	Mostly Cloudy	57	30.1	10	8	NE
Fri Jan 29 21:37:01 2010	Columbus	17 -8 	Cloudy	46	30.47	10	6	NNE
Fri Jan 29 21:37:01 2010	Dallas	37 3 	Rain	86	30.01	3	15	NW
Fri Jan 29 21:37:02 2010	Houston	51 11 	Cloudy	82	29.92	10	17	NW
Fri Jan 29 21:37:03 2010	Seattle	52 11 	Partly Sunny	52	29.99	10	6	S
Fri Jan 29 21:37:04 2010	Milwaukee	11-Dec	Sunny	34	30.44	10	0	CLM
Fri Jan 29 21:37:05 2010	Detroit	21 -6 	Partly Sunny	39	30.48	10	5	N
Fri Jan 29 21:37:06 2010	Philadelphia	23 -5 	Sunny	40	30.31	10	16	WNW
Fri Jan 29 22:22:58 2010	San Jose	63 17 	Mostly Cloudy	55	29.95	15	14	SE
Fri Jan 29 22:22:59 2010	Charlotte	36 2 	Light Snow	69	30.26	2	8	NNE
Fri Jan 29 22:23:00 2010	San Diego	64 18 	Sunny	51	30.03	10	7	SW
Fri Jan 29 22:23:01 2010	Denver	42 6 	Mostly Sunny	27	30	10	7	NW
Fri Jan 29 22:23:01 2010	Memphis	32 0 	Rain	85	30.06	4	13	NNE
Fri Jan 29 22:23:02 2010	Los Angeles	64 18 	Sunny	37	29.99	10	0	CLM
Fri Jan 29 22:23:03 2010	El Paso	43 6 	Partly Sunny	62	30.06	10	5	NW
Fri Jan 29 22:23:04 2010	New York	23 -5 	Sunny	35	30.23	10	12	WNW
Fri Jan 29 22:23:05 2010	Baltimore	24 -4 	Cloudy	38	30.36	10	13	NW
Fri Jan 29 22:23:05 2010	Las Vegas	54 12 		38	30.03	10	5	E
Fri Jan 29 22:23:06 2010	Washington	26 -3 	Cloudy	35	30.38	10	13	NNW
Fri Jan 29 22:23:07 2010	Austin	39 4 	Cloudy	75	30.04	10	18	NNW
Fri Jan 29 22:23:08 2010	San Francisco	54 12 	Mostly Cloudy	79	29.99	8	4	E
Fri Jan 29 22:23:09 2010	Nashville	26 -3 	Snow	84	30.22	1	12	NE
Fri Jan 29 22:23:09 2010	Oklahoma City	22 -6 	Snow	84	30.1	1	21	N
Fri Jan 29 22:23:10 2010	Fort Worth	34 1 	Cloudy	85	30.01	7	16	WNW
Fri Jan 29 22:23:11 2010	Phoenix	62 17 	Sunny	51	29.99	10	0	CLM
Fri Jan 29 22:23:12 2010	Chicago	19 -7 		59	30.49	10	8	E
Fri Jan 29 22:23:12 2010	Portland	46 8 	Mostly Cloudy	73	29.97	10	23	E
Fri Jan 29 22:23:13 2010	San Antonio	48 9 	Partly Sunny	60	30	10	18	WNW
Fri Jan 29 22:23:14 2010	Indianapolis	19 -7 	Cloudy	67	30.38	10	7	E
Fri Jan 29 22:23:15 2010	Boston	19 -7 	Partly Sunny	27	30.02	10	23	WNW
Fri Jan 29 22:23:16 2010	Columbus	16 -9 	Cloudy	51	30.44	10	6	E
Fri Jan 29 22:23:16 2010	Jacksonville	58 14 	Mostly Cloudy	57	30.09	10	7	NE
Fri Jan 29 22:23:17 2010	Dallas	35 2 	Mist	84	30.02	10	18	WNW
Fri Jan 29 22:23:18 2010	Houston	48 9 	Cloudy	82	29.93	10	20	NW
Fri Jan 29 22:23:19 2010	Seattle	54 12 	Cloudy	48	29.98	10	5	SSE
Fri Jan 29 22:23:20 2010	Detroit	22 -6 	Partly Sunny	36	30.45	10	5	NNW
Fri Jan 29 22:23:20 2010	Milwaukee	14 -10 	Sunny	34	30.42	10	0	CLM
Fri Jan 29 22:23:21 2010	Philadelphia	23 -5 	Sunny	38	30.32	10	12	WNW
Fri Jan 29 23:07:12 2010	Charlotte	36 2 	Snow	74	30.27	1	7	NE
Fri Jan 29 23:07:12 2010	San Jose	63 17 	Mostly Cloudy	55	29.95	15	14	SE
Fri Jan 29 23:07:13 2010	San Diego	64 18 	Mostly Sunny	51	30.03	10	7	SW
Fri Jan 29 23:07:14 2010	Denver	42 6 	Mostly Sunny	27	30	10	7	NW
Fri Jan 29 23:07:15 2010	Los Angeles	64 18 		37	29.99	10	0	CLM
Fri Jan 29 23:07:15 2010	Memphis	30 -1 	Freezing Rain	92	30.01	2	18	NE
Fri Jan 29 23:07:16 2010	El Paso	43 6 	Partly Sunny	62	30.06	10	5	NW
Fri Jan 29 23:07:17 2010	New York	23 -5 	Sunny	35	30.23	10	12	WNW
Fri Jan 29 23:07:18 2010	Baltimore	24 -4 	Cloudy	38	30.36	10	13	NW
Fri Jan 29 23:07:19 2010	Las Vegas	54 12 		38	30.03	10	5	E
Fri Jan 29 23:07:19 2010	Washington	26 -3 	Cloudy	35	30.38	10	13	NNW
Fri Jan 29 23:07:20 2010	Austin	39 4 	Cloudy	75	30.04	10	18	NW
Fri Jan 29 23:07:21 2010	San Francisco	56 13 	Mostly Cloudy	76	29.99	9	5	SSW
Fri Jan 29 23:07:22 2010	Oklahoma City	22 -6 	Snow	84	30.1	1	21	N
Fri Jan 29 23:07:23 2010	Fort Worth	34 1 	Cloudy	85	30.01	7	16	WNW
Fri Jan 29 23:07:23 2010	Nashville	26 -3 	Snow	84	30.22	1	12	NE
Fri Jan 29 23:07:24 2010	Phoenix	62 17 	Sunny	51	29.99	10	0	CLM
Fri Jan 29 23:07:25 2010	Portland	46 8 	Cloudy	73	29.97	10	23	E
Fri Jan 29 23:07:26 2010	Chicago	19 -7 		59	30.49	10	8	E
Fri Jan 29 23:07:27 2010	Indianapolis	19 -7 	Cloudy	67	30.35	10	8	ENE
Fri Jan 29 23:07:27 2010	San Antonio	48 9 	Partly Sunny	60	30	10	18	WNW
Fri Jan 29 23:07:28 2010	Boston	19 -7 	Partly Sunny	27	30.02	10	23	WNW
Fri Jan 29 23:07:29 2010	Jacksonville	58 14 	Mostly Cloudy	57	30.09	10	7	NE
Fri Jan 29 23:07:30 2010	Columbus	16 -9 	Cloudy	51	30.44	10	6	E
Fri Jan 29 23:07:31 2010	Dallas	35 2 	Mist	84	30.02	10	18	WNW
Fri Jan 29 23:07:31 2010	Houston	48 9 	Cloudy	82	29.93	10	20	NW
Fri Jan 29 23:07:32 2010	Seattle	54 12 	Cloudy	48	29.98	10	5	SSE
Fri Jan 29 23:07:33 2010	Milwaukee	14 -10 	Sunny	34	30.42	10	0	CLM
Fri Jan 29 23:07:34 2010	Detroit	22 -6 	Partly Sunny	36	30.45	10	5	NNW
Fri Jan 29 23:07:35 2010	Philadelphia	23 -5 	Mostly Sunny	38	30.32	10	12	WNW
Fri Jan 29 23:51:05 2010	San Jose	60 16 		65	29.92	10	6	SSE
Fri Jan 29 23:51:06 2010	Charlotte	34 1 	Snow	80	30.27	1	5	E
Fri Jan 29 23:51:06 2010	San Diego	62 17 	Sunny	69	30.01	9	7	WSW
Fri Jan 29 23:51:07 2010	Denver	44 7 	Mostly Sunny	23	30	10	0	CLM
Fri Jan 29 23:51:08 2010	Memphis	30 -1 	Snow	92	29.99	2	14	ENE
Fri Jan 29 23:51:09 2010	Los Angeles	65 18 	Sunny	38	29.99	10	7	SSE
Fri Jan 29 23:51:10 2010	El Paso	46 8 	Partly Sunny	55	30.05	10	0	CLM
Fri Jan 29 23:51:10 2010	New York	22 -6 	Sunny	34	30.25	10	8	W
Fri Jan 29 23:51:11 2010	Baltimore	24 -4 	Cloudy	36	30.36	10	9	NW
Fri Jan 29 23:51:12 2010	Las Vegas	55 13 		36	30.02	10	0	CLM
Fri Jan 29 23:51:13 2010	Austin	39 4 	Mostly Cloudy	69	30.06	10	16	NW
Fri Jan 29 23:51:13 2010	Washington	26 -3 	Cloudy	33	30.37	10	9	NW
Fri Jan 29 23:51:14 2010	San Francisco	57 14 	Mostly Cloudy	75	29.97	9	6	SSW
Fri Jan 29 23:51:15 2010	Oklahoma City	24 -4 	Snow	91	30.06	1	12	N
Fri Jan 29 23:51:16 2010	Nashville	26 -3 	Light Snow/Fog	88	30.19	1	12	ENE
Fri Jan 29 23:51:17 2010	Fort Worth	34 1 	Cloudy	78	30.02	10	22	NW
Fri Jan 29 23:51:17 2010	Phoenix	61 16 	Sunny	51	29.98	10	0	CLM
Fri Jan 29 23:51:18 2010	Portland	46 8 	Light Rain	76	29.95	10	22	E
Fri Jan 29 23:51:19 2010	Chicago	19 -7 		62	30.47	10	7	ENE
Fri Jan 29 23:51:20 2010	San Antonio	47 8 	Partly Sunny	55	30.01	10	17	NNW
Fri Jan 29 23:51:21 2010	Boston	18 -8 	Partly Cloudy	25	30.05	10	25	WNW
Fri Jan 29 23:51:21 2010	Indianapolis	18 -8 	Cloudy	73	30.34	10	10	ENE
Fri Jan 29 23:51:22 2010	Jacksonville	56 13 	Cloudy	69	30.08	10	7	NE
Fri Jan 29 23:51:23 2010	Columbus	16 -9 	Cloudy	51	30.44	10	8	NE
Fri Jan 29 23:51:24 2010	Dallas	34 1 		89	30.03	9	11	NW
Fri Jan 29 23:51:24 2010	Houston	47 8 	Cloudy	84	29.96	9	9	NW
Fri Jan 29 23:51:25 2010	Seattle	55 13 	Mostly Cloudy	44	29.96	10	8	ESE
Fri Jan 29 23:51:26 2010	Milwaukee	16 -9 	Mostly Sunny	50	30.4	10	2	NNW
Fri Jan 29 23:51:27 2010	Detroit	21 -6 	Partly Sunny	38	30.46	10	6	N
Fri Jan 29 23:51:28 2010	Philadelphia	22 -6 	Sunny	40	30.33	10	12	NW
Mon Feb  1 00:17:13 2010	San Jose	61 16 		54	29.98	10	8	NW
Mon Feb  1 00:17:14 2010	Charlotte	38 3 	Mostly Sunny	48	30.25	10	3	S
Mon Feb  1 00:17:15 2010	San Diego	60 16 	Partly Sunny	66	29.91	10	5	NW
Mon Feb  1 00:17:16 2010	Denver	37 3 		49	29.83	10	8	NNE
Mon Feb  1 00:17:17 2010	Los Angeles	66 19 	Mostly Sunny	41	29.88	10	7	S
Mon Feb  1 00:17:17 2010	Memphis	37 3 	Mostly Sunny	64	30.33	10	3	N
Mon Feb  1 00:17:18 2010	El Paso	57 14 	Mostly Cloudy	40	29.82	10	0	CLM
Mon Feb  1 00:17:19 2010	New York	29 -2 	Sunny	30	30.07	10	8	WSW
Mon Feb  1 00:17:20 2010	Baltimore	28 -2 	Sunny	37	30.17	10	6	W
Mon Feb  1 00:17:21 2010	Las Vegas	59 15 		35	29.89	10	0	CLM
Mon Feb  1 00:17:21 2010	Washington	33 1 	Sunny	27	30.18	10	5	W
Mon Feb  1 00:17:22 2010	Austin	34 1 	Cloudy	86	30.22	5	0	CLM
Mon Feb  1 00:17:23 2010	San Francisco	55 13 		75	29.99	10	4	N
Mon Feb  1 00:17:24 2010	Oklahoma City	28 -2 	Light Fog	87	30.18	1	5	N
Mon Feb  1 00:17:25 2010	Fort Worth	36 2 	Cloudy	72	30.23	10	3	N
Mon Feb  1 00:17:25 2010	Nashville	35 2 	Partly Sunny	47	30.33	10	0	CLM
Mon Feb  1 00:17:26 2010	Phoenix	65 18 	Sunny	36	29.83	10	0	CLM
Mon Feb  1 00:17:27 2010	Portland	51 11 	Cloudy	76	29.97	10	3	NNE
Mon Feb  1 00:17:28 2010	Chicago	29 -2 		49	30.27	10	15	W
Mon Feb  1 00:17:29 2010	Indianapolis	28 -2 	Sunny	63	30.25	10	10	WSW
Mon Feb  1 00:17:29 2010	San Antonio	37 3 	Cloudy	78	30.18	7	7	NE
Mon Feb  1 00:17:30 2010	Boston	28 -2 	Partly Cloudy	32	30	10	10	WNW
Mon Feb  1 00:17:31 2010	Jacksonville	43 6 	Cloudy	70	30.24	10	15	NE
Mon Feb  1 00:17:32 2010	Columbus	31 -1 	Sunny	39	30.22	10	16	W
Mon Feb  1 00:17:33 2010	Dallas	38 3 	Cloudy	69	30.24	10	0	CLM
Mon Feb  1 00:17:33 2010	Houston	42 6 	Mostly Cloudy	67	30.24	10	0	CLM
Mon Feb  1 00:17:34 2010	Seattle	45 7 	Cloudy	89	29.98	10	7	SSW
Mon Feb  1 00:17:35 2010	Milwaukee	21 -6 	Partly Sunny	45	30.22	10	14	WNW
Mon Feb  1 00:17:36 2010	Detroit	29 -2 	Partly Sunny	51	30.12	10	15	WSW
Mon Feb  1 00:17:37 2010	Philadelphia	28 -2 	Sunny	32	30.15	10	6	WSW
Mon Feb  1 01:01:49 2010	San Jose	60 16 	Partly Sunny	59	29.97	10	3	N
Mon Feb  1 01:01:50 2010	Charlotte	35 2 	Mostly Clear	51	30.27	10	5	S
Mon Feb  1 01:01:51 2010	Denver	35 2 	Partly Sunny	53	29.85	10	8	NE
Mon Feb  1 01:01:51 2010	San Diego	60 16 	Partly Sunny	69	29.92	9	7	WNW
Mon Feb  1 01:01:52 2010	Memphis	36 2 		69	30.32	10	7	NE
Mon Feb  1 01:01:53 2010	Los Angeles	64 18 		37	29.89	10	5	N
Mon Feb  1 01:01:54 2010	El Paso	57 14 	Cloudy	41	29.82	10	3	S
Mon Feb  1 01:01:55 2010	Baltimore	23 -5 	Clear	45	30.17	10	0	CLM
