17	www.findlocalweather.com									
(Timestamp)	(Location)	(Conditions)	Temp (°F)	Humidity (%)	(Wind Direction)	Wind Speed (mph)	Barometer (in.)	Dewpoint (°F)	Heat Index (°F) 	Wind Chill (°F)
Fri Jan 29 16:29:53 2010	 San Antonio TX 	Overcast	45	81	NNW	13	30.03	39	45	39
Fri Jan 29 16:29:54 2010	 Indianapolis IN 	Overcast	14	62	NE	6	30.47	3	14	6
Fri Jan 29 16:29:55 2010	 Boston MA 	Clear	16	34	W	25	30.03	-8	16	-2
Fri Jan 29 16:29:56 2010	 Jacksonville FL 	Overcast	55	67	SE	5	30.21	45	55	55
Fri Jan 29 16:29:57 2010	 Columbus OH 	Overcast	12	52	N	8	30.47	-2	12	2
Fri Jan 29 16:29:57 2010	 Dallas TX 	Light Rain	37	93	N	7	30.06	36	37	33
Fri Jan 29 16:29:58 2010	 Houston TX 	Light Rain	57	88	NW	18	29.88	54	57	54
Fri Jan 29 16:29:59 2010	 Seattle WA 	Mostly Cloudy	45	71	SE	7	29.97	36	45	41
Fri Jan 29 16:30:00 2010	 Milwaukee WI 	Partly Cloudy	7	56	NW	8	30.5	-6	7	-5
Fri Jan 29 16:30:01 2010	 Detroit MI 	Clear	12	52	NW	10	30.45	-2	12	N/A
Fri Jan 29 16:30:02 2010	 Philadelphia PA 	Mostly Cloudy	19	42	NNW	14	30.39	N/A	19	7
Fri Jan 29 17:14:07 2010	 San Jose CA 	Overcast	46	87	SE	3	30.03	43	46	46
Fri Jan 29 17:14:08 2010	 Charlotte NC 	Mostly Cloudy	41	33	ENE	12	30.27	14	41	35
Fri Jan 29 17:14:09 2010	 San Diego CA 	Mostly Cloudy	54	72	E	3	30.09	45	54	54
Fri Jan 29 17:14:10 2010	 Denver CO 	Fog And Mist	25	100	SW	7	30.06	25	25	18
Fri Jan 29 17:14:10 2010	 Memphis TN 	Fog And Mist	30	86	NE	15	30.27	27	30	20
Fri Jan 29 17:14:12 2010	 Los Angeles CA 	Clear	54	58	N/A		30.06	39	54	54
Fri Jan 29 17:14:13 2010	 El Paso TX 	Mostly Cloudy	32	75	NNE	3	30.15	25	32	29
Fri Jan 29 17:14:14 2010	 New York City NY 	Clear	19	35	WNW	15	30.3	-4	19	6
Fri Jan 29 17:14:15 2010	 Baltimore MD 	Fair	21	38	N/A		30.39	N/A	21	21
Fri Jan 29 17:14:16 2010	 Las Vegas NV 	Clear	41	70	NW	3	30.12	32	41	39
Fri Jan 29 17:14:17 2010	 Washington DC 	Overcast	21	42	NNW	14	30.45	1	21	9
Fri Jan 29 17:14:18 2010	 Austin TX 	Overcast	39	93	NW	12	30.09	37	39	33
Fri Jan 29 17:14:19 2010	 San Francisco CA 	Fog And Mist	48	94	N/A		30.03	46	48	48
Fri Jan 29 17:14:21 2010	 Oklahoma City OK 	Light Snow	25	80	N	12	30.15	19	25	15
Fri Jan 29 17:14:21 2010	 Nashville TN 	Light Snow	25	86	NE	9	30.36	21	25	16
Fri Jan 29 17:14:23 2010	 Fort Worth TX 	Light Rain	34	81	N	18	30.15	28	34	24
Fri Jan 29 17:14:24 2010	 Phoenix AZ 	Partly Cloudy	54	82	E	3	30.06	48	54	54
Fri Jan 29 17:14:24 2010	 Portland OR 	Overcast	46	66	ESE	15	29.97	36	46	40
Fri Jan 29 17:14:25 2010	 Chicago IL 	Mostly Cloudy	10	56	N/A		30.53	-2	10	10
Fri Jan 29 17:14:27 2010	 San Antonio TX 	Mostly Cloudy	45	76	N	15	30.06	37	45	38
Fri Jan 29 17:14:27 2010	 Indianapolis IN 	Overcast	14	62	NE	6	30.47	3	14	6
Fri Jan 29 17:14:28 2010	 Boston MA 	Clear	18	32	WNW	28	30.03	-8	18	N/A
Fri Jan 29 17:14:29 2010	 Jacksonville FL 	Overcast	59	48	ESE	6	30.18	39	59	59
Fri Jan 29 17:14:30 2010	 Columbus OH 	Overcast	12	52	N	8	30.5	-2	12	2
Fri Jan 29 17:14:31 2010	 Dallas TX 	Light Rain	37	93	NNW	9	30.06	36	37	31
Fri Jan 29 17:14:32 2010	 Houston TX 	Overcast	54	88	NW	15	29.97	50	54	50
Fri Jan 29 17:14:33 2010	 Seattle WA 	Overcast	46	66	N/A		29.97	36	46	46
Fri Jan 29 17:14:34 2010	 Milwaukee WI 	Partly Cloudy	10	47	Variable	3	30.5	-6	10	5
Fri Jan 29 17:14:35 2010	 Detroit MI 	Clear	16	45	NW	8	30.47	-2	16	6
Fri Jan 29 17:14:36 2010	 Philadelphia PA 	Mostly Cloudy	19	42	NNW	14	30.39	N/A	19	7
Fri Jan 29 18:02:36 2010	 San Jose CA 	Overcast	46	87	SE	3	30.03	43	46	46
Fri Jan 29 18:02:37 2010	 Charlotte NC 	Mostly Cloudy	41	33	ENE	12	30.27	14	41	35
Fri Jan 29 18:02:38 2010	 San Diego CA 	Mostly Cloudy	54	72	E	3	30.09	45	54	54
Fri Jan 29 18:02:39 2010	 Denver CO 	Fog And Mist	27	100	SW	8	30.06	27	27	19
Fri Jan 29 18:02:40 2010	 Memphis TN 	Fog And Mist	30	86	ENE	17	30.21	27	30	19
Fri Jan 29 18:02:41 2010	 Los Angeles CA 	Clear	54	58	N/A		30.06	39	54	54
Fri Jan 29 18:02:43 2010	 El Paso TX 	Mostly Cloudy	32	75	NNE	3	30.15	25	32	29
Fri Jan 29 18:02:44 2010	 New York City NY 	Clear	19	35	WNW	15	30.3	-4	19	6
Fri Jan 29 18:02:45 2010	 Baltimore MD 	Fair	21	38	N/A		30.39	N/A	21	21
Fri Jan 29 18:02:46 2010	 Las Vegas NV 	Clear	41	70	NW	3	30.12	32	41	39
Fri Jan 29 18:02:47 2010	 Washington DC 	Overcast	21	42	NNW	14	30.45	1	21	9
Fri Jan 29 18:02:48 2010	 Austin TX 	Light Rain	39	87	NW	14	30.06	36	39	32
Fri Jan 29 18:02:49 2010	 San Francisco CA 	Fog And Mist	48	94	N/A		30.03	46	48	48
Fri Jan 29 18:02:50 2010	 Oklahoma City OK 	Light Snow	25	80	N	13	30.12	19	25	14
Fri Jan 29 18:02:51 2010	 Nashville TN 	Light Snow	25	86	NE	9	30.36	21	25	16
Fri Jan 29 18:02:52 2010	 Fort Worth TX 	Light Rain	34	81	NNW	16	30.18	28	34	24
Fri Jan 29 18:02:53 2010	 Phoenix AZ 	Partly Cloudy	54	82	E	3	30.06	48	54	54
Fri Jan 29 18:02:54 2010	 Portland OR 	Overcast	46	66	ESE	15	29.97	36	46	40
Fri Jan 29 18:02:55 2010	 Chicago IL 	Mostly Cloudy	10	56	N/A		30.53	-2	10	10
Fri Jan 29 18:02:56 2010	 San Antonio TX 	Mostly Cloudy	45	76	N	15	30.06	37	45	38
Fri Jan 29 18:02:57 2010	 Indianapolis IN 	Overcast	16	57	E	8	30.47	3	16	6
Fri Jan 29 18:02:58 2010	 Boston MA 	Clear	18	32	WNW	28	30.03	-8	18	N/A
Fri Jan 29 18:03:02 2010	 Jacksonville FL 	Overcast	59	48	ESE	6	30.18	39	59	59
Fri Jan 29 18:03:03 2010	 Columbus OH 	Overcast	12	52	N	8	30.5	-2	12	2
Fri Jan 29 18:03:05 2010	 Dallas TX 	Light Rain	37	93	N	7	30.09	36	37	33
Fri Jan 29 18:03:05 2010	 Houston TX 	Light Rain	52	88	NNW	25	29.97	48	52	46
Fri Jan 29 18:03:07 2010	 Seattle WA 	Overcast	46	66	N/A		29.97	36	46	46
Fri Jan 29 18:03:08 2010	 Milwaukee WI 	Partly Cloudy	10	47	Variable	3	30.5	-6	10	5
Fri Jan 29 18:03:09 2010	 Detroit MI 	Clear	16	45	NW	8	30.47	-2	16	6
Fri Jan 29 18:03:11 2010	 Philadelphia PA 	Overcast	19	42	NW	16	30.39	N/A	19	6
Fri Jan 29 18:47:29 2010	 San Jose CA 	Mostly Cloudy	48	87	NE	5	30.03	45	48	47
Fri Jan 29 18:47:30 2010	 Charlotte NC 	Mostly Cloudy	45	27	E	12	30.27	12	45	39
Fri Jan 29 18:47:31 2010	 San Diego CA 	Mostly Cloudy	55	63	E	5	30.09	43	55	55
Fri Jan 29 18:47:31 2010	 Denver CO 	Partly Cloudy	30	75	SSW	5	30.06	23	30	26
Fri Jan 29 18:47:32 2010	 Memphis TN 	Overcast	30	86	ENE	21	30.15	27	30	18
Fri Jan 29 18:47:33 2010	 Los Angeles CA 	Clear	57	59	N/A		30.06	43	57	57
Fri Jan 29 18:47:34 2010	 El Paso TX 	Partly Cloudy	36	70	N	6	30.15	27	36	31
Fri Jan 29 18:47:36 2010	 New York City NY 	Clear	19	38	WNW	12	30.27	-2	19	8
Fri Jan 29 18:47:37 2010	 Baltimore MD 	Fair	25	33	N/A		30.39	N/A	25	25
Fri Jan 29 18:47:38 2010	 Las Vegas NV 	Clear	45	61	N/A		30.12	32	45	45
Fri Jan 29 18:47:39 2010	 Washington DC 	Overcast	23	39	NW	9	30.42	1	23	14
Fri Jan 29 18:47:39 2010	 Austin TX 	Mostly Cloudy	41	81	NW	15	30.09	36	41	34
Fri Jan 29 18:47:41 2010	 San Francisco CA 	Fog And Mist	50	88	E	3	30.03	46	50	50
Fri Jan 29 18:47:42 2010	 Oklahoma City OK 	Light Snow	25	80	N	14	30.12	19	25	14
Fri Jan 29 18:47:42 2010	 Nashville TN 	Light Snow	25	86	NE	10	30.36	21	25	15
Fri Jan 29 18:47:44 2010	 Fort Worth TX 	Light Rain	34	81	NW	14	30.15	28	34	25
Fri Jan 29 18:47:45 2010	 Phoenix AZ 	Partly Cloudy	55	77	E	6	30.09	48	55	55
Fri Jan 29 18:47:45 2010	 Portland OR 	Overcast	48	62	E	13	29.97	36	48	43
Fri Jan 29 18:47:46 2010	 Chicago IL 	Mostly Cloudy	14	52	N/A		30.53	N/A	14	14
Fri Jan 29 18:47:47 2010	 San Antonio TX 	Partly Cloudy	46	66	NNW	14	30.06	36	46	41
Fri Jan 29 18:47:48 2010	 Indianapolis IN 	Overcast	18	58	ENE	12	30.45	5	18	6
Fri Jan 29 18:47:49 2010	 Boston MA 	Clear	19	27	NW	26	30	-9	19	2
Fri Jan 29 18:47:50 2010	 Jacksonville FL 	Overcast	63	39	E	8	30.15	37	63	62
Fri Jan 29 18:47:51 2010	 Columbus OH 	Overcast	14	52	NE	7	30.5	N/A	14	5
Fri Jan 29 18:47:52 2010	 Dallas TX 	Light Rain	37	93	NW	7	30.09	36	37	33
Fri Jan 29 18:47:53 2010	 Houston TX 	Light Rain	52	82	NNW	18	29.94	46	52	47
Fri Jan 29 18:47:54 2010	 Seattle WA 	Overcast	48	66	N/A		30	37	48	48
Fri Jan 29 18:47:56 2010	 Milwaukee WI 	Partly Cloudy	12	48	N/A		30.53	-4	12	12
Fri Jan 29 18:47:57 2010	 Detroit MI 	Clear	16	45	NW	5	30.47	-2	16	10
Fri Jan 29 18:47:58 2010	 Philadelphia PA 	Mostly Cloudy	21	38	NW	17	30.33	N/A	21	8
Fri Jan 29 19:39:52 2010	 San Jose CA 	Mostly Cloudy	52	82	ESE	7	30.03	46	52	50
Fri Jan 29 19:39:53 2010	 Charlotte NC 	Mostly Cloudy	43	29	NE	6	30.24	12	43	40
Fri Jan 29 19:39:54 2010	 San Diego CA 	Mostly Cloudy	61	55	S	7	30.09	45	61	60
Fri Jan 29 19:39:55 2010	 Denver CO 	Partly Cloudy	36	48	N	3	30.06	18	36	33
Fri Jan 29 19:39:56 2010	 Memphis TN 	Freezing Rain	30	86	ENE	23	30.12	27	30	18
Fri Jan 29 19:39:57 2010	 Los Angeles CA 	Clear	63	42	Variable	3	30.06	39	63	63
Fri Jan 29 19:39:59 2010	 El Paso TX 	Partly Cloudy	37	70	N	7	30.15	28	37	33
Fri Jan 29 19:40:00 2010	 New York City NY 	Partly Cloudy	21	35	W	10	30.24	-2	21	11
Fri Jan 29 19:40:01 2010	 Baltimore MD 	Fair	25	33	N/A		30.36	N/A	25	25
Fri Jan 29 19:40:02 2010	 Las Vegas NV 	Clear	48	50	N/A		30.12	30	48	48
Fri Jan 29 19:40:03 2010	 Washington DC 	Overcast	25	36	NW	12	30.39	1	25	15
Fri Jan 29 19:40:04 2010	 Austin TX 	Mostly Cloudy	43	76	NW	15	30.06	36	43	36
Fri Jan 29 19:40:05 2010	 San Francisco CA 	Fog And Mist	52	82	E	7	30.03	46	52	50
Fri Jan 29 19:40:06 2010	 Oklahoma City OK 	Snow	25	80	N	17	30.09	19	25	12
Fri Jan 29 19:40:07 2010	 Nashville TN 	Light Snow	25	86	NE	9	30.33	21	25	16
Fri Jan 29 19:40:08 2010	 Fort Worth TX 	Overcast	36	75	NW	14	30.12	28	36	27
Fri Jan 29 19:40:09 2010	 Phoenix AZ 	Partly Cloudy	59	68	E	6	30.09	48	59	59
Fri Jan 29 19:40:10 2010	 Portland OR 	Overcast	48	62	ESE	24	29.97	36	48	41
Fri Jan 29 19:40:11 2010	 Chicago IL 	Mostly Cloudy	18	49	N/A		30.47	1	18	18
Fri Jan 29 19:40:12 2010	 San Antonio TX 	Clear	48	66	NW	13	30.06	37	48	43
Fri Jan 29 19:40:13 2010	 Indianapolis IN 	Overcast	18	62	ENE	10	30.42	7	18	7
Fri Jan 29 19:40:14 2010	 Boston MA 	Partly Cloudy	19	27	W	24	29.97	-9	19	3
Fri Jan 29 19:40:15 2010	 Jacksonville FL 	Mostly Cloudy	64	40	E	6	30.12	39	64	64
Fri Jan 29 19:40:16 2010	 Columbus OH 	Overcast	16	48	N	8	30.45	N/A	16	6
Fri Jan 29 19:40:17 2010	 Dallas TX 	Light Rain	37	93	NW	14	30.03	36	37	30
Fri Jan 29 19:40:18 2010	 Houston TX 	Overcast	52	88	NNW	16	29.91	48	52	47
Fri Jan 29 19:40:18 2010	 Seattle WA 	Overcast	50	62	N/A		29.97	37	50	50
Fri Jan 29 19:40:19 2010	 Milwaukee WI 	Partly Cloudy	14	41	N/A		30.5	-6	14	14
Fri Jan 29 19:40:20 2010	 Detroit MI 	Partly Cloudy	19	42	NW	8	30.45	N/A	19	10
Fri Jan 29 19:40:21 2010	 Philadelphia PA 	Mostly Cloudy	21	38	NW	14	30.33	N/A	21	9
Fri Jan 29 20:37:51 2010	 San Jose CA 	Overcast	55	77	SE	8	30.03	48	55	54
Fri Jan 29 20:37:53 2010	 Charlotte NC 	Overcast	45	29	ENE	8	30.24	14	45	41
Fri Jan 29 20:37:53 2010	 San Diego CA 	Mostly Cloudy	61	55	S	6	30.09	45	61	61
Fri Jan 29 20:37:55 2010	 Denver CO 	Partly Cloudy	37	41	NNW	5	30.06	16	37	34
Fri Jan 29 20:37:55 2010	 Memphis TN 	Freezing Rain	30	86	E	16	30.06	27	30	20
Fri Jan 29 20:37:56 2010	 Los Angeles CA 	Clear	63	42	N/A		30.06	39	63	63
Fri Jan 29 20:37:58 2010	 El Paso TX 	Partly Cloudy	39	65	N	8	30.15	28	39	34
Fri Jan 29 20:37:59 2010	 New York City NY 	Partly Cloudy	21	35	NW	14	30.24	-2	21	9
Fri Jan 29 20:38:00 2010	 Baltimore MD 	Fair	25	33	N/A		30.36	N/A	25	25
Fri Jan 29 20:38:01 2010	 Las Vegas NV 	Clear	50	47	N/A		30.12	30	50	50
Fri Jan 29 20:38:02 2010	 Washington DC 	Overcast	25	36	NNW	9	30.39	1	25	16
Fri Jan 29 20:38:03 2010	 Austin TX 	Overcast	41	76	NW	13	30.06	34	41	34
Fri Jan 29 20:38:04 2010	 San Francisco CA 	Hazy	54	77	SE	10	30.03	46	54	51
Fri Jan 29 20:38:05 2010	 Oklahoma City OK 	Snow	21	93	N	15	30.09	19	21	9
Fri Jan 29 20:38:06 2010	 Nashville TN 	Light Snow	25	86	ENE	10	30.27	21	25	15
Fri Jan 29 20:38:07 2010	 Fort Worth TX 	Overcast	36	81	NW	18	30.09	30	36	26
Fri Jan 29 20:38:07 2010	 Phoenix AZ 	Mostly Cloudy	59	63	N/A		30.06	46	59	59
Fri Jan 29 20:38:08 2010	 Portland OR 	Light Rain	48	66	E	20	30	37	48	42
Fri Jan 29 20:38:09 2010	 Chicago IL 	Mostly Cloudy	19	49	N/A		30.45	3	19	19
Fri Jan 29 20:38:10 2010	 San Antonio TX 	Clear	52	58	NW	12	30.03	37	52	48
Fri Jan 29 20:38:11 2010	 Indianapolis IN 	Overcast	18	62	ENE	9	30.39	7	18	7
Fri Jan 29 20:38:12 2010	 Boston MA 	Partly Cloudy	19	27	WNW	24	30	-9	19	3
Fri Jan 29 20:38:13 2010	 Jacksonville FL 	Mostly Cloudy	66	43	ESE	7	30.09	43	66	66
Fri Jan 29 20:38:14 2010	 Columbus OH 	Mostly Cloudy	16	48	N	7	30.45	N/A	16	7
Fri Jan 29 20:38:15 2010	 Dallas TX 	Overcast	37	93	NW	14	30.03	36	37	30
Fri Jan 29 20:38:16 2010	 Houston TX 	Overcast	54	82	NNW	9	29.88	48	54	51
Fri Jan 29 20:38:17 2010	 Seattle WA 	Clear	52	58	N/A		30	37	52	52
Fri Jan 29 20:38:18 2010	 Milwaukee WI 	Partly Cloudy	16	37	N/A		30.45	-6	16	16
Fri Jan 29 20:38:19 2010	 Detroit MI 	Partly Cloudy	19	42	NW	5	30.45	N/A	19	14
Fri Jan 29 20:38:20 2010	 Philadelphia PA 	Mostly Cloudy	23	36	NW	15	30.3	N/A	23	11
Fri Jan 29 21:21:57 2010	 San Jose CA 	Mostly Cloudy	61	63	ESE	12	29.97	48	61	59
Fri Jan 29 21:21:58 2010	 Charlotte NC 	Overcast	43	31	NE	9	30.24	14	43	38
Fri Jan 29 21:21:59 2010	 San Diego CA 	Mostly Cloudy	61	63	S	6	30.06	48	61	61
Fri Jan 29 21:22:00 2010	 Denver CO 	Partly Cloudy	41	33	NW	3	30.03	14	41	39
Fri Jan 29 21:22:01 2010	 Memphis TN 	Freezing Rain	30	93	ENE	13	30.03	28	30	21
Fri Jan 29 21:22:02 2010	 Los Angeles CA 	Clear	66	37	N/A		30.03	39	66	66
Fri Jan 29 21:22:03 2010	 El Paso TX 	Partly Cloudy	43	61	N	7	30.09	30	43	39
Fri Jan 29 21:22:04 2010	 New York City NY 	Clear	23	33	W	14	30.24	-2	23	11
Fri Jan 29 21:22:05 2010	 Baltimore MD 	Fair	25	33	N/A		30.36	N/A	25	25
Fri Jan 29 21:22:06 2010	 Las Vegas NV 	Clear	52	44	N/A		30.09	30	52	52
Fri Jan 29 21:22:06 2010	 Washington DC 	Overcast	27	33	NW	9	30.39	1	27	18
Fri Jan 29 21:22:08 2010	 Austin TX 	Overcast	39	70	NW	13	30.06	30	39	32
Fri Jan 29 21:22:08 2010	 San Francisco CA 	Hazy	54	82	SSW	12	30	48	54	50
Fri Jan 29 21:22:10 2010	 Oklahoma City OK 	Snow	23	86	NNW	13	30.06	19	23	12
Fri Jan 29 21:22:11 2010	 Nashville TN 	Snow	25	86	NE	12	30.24	21	25	15
Fri Jan 29 21:22:11 2010	 Fort Worth TX 	Overcast	36	75	NW	16	30.09	28	36	27
Fri Jan 29 21:22:12 2010	 Phoenix AZ 	Partly Cloudy	63	56	N/A		30.03	46	63	63
Fri Jan 29 21:22:13 2010	 Portland OR 	Overcast	50	62	E	10	29.97	37	50	46
Fri Jan 29 21:22:14 2010	 Chicago IL 	Mostly Cloudy	19	58	E	9	30.42	7	19	10
Fri Jan 29 21:22:15 2010	 San Antonio TX 	Clear	54	54	NNW	10	30	37	54	51
Fri Jan 29 21:22:16 2010	 Indianapolis IN 	Overcast	18	62	ENE	8	30.36	7	18	8
Fri Jan 29 21:22:17 2010	 Boston MA 	Partly Cloudy	19	25	WNW	26	30	-11	19	2
Fri Jan 29 21:22:18 2010	 Jacksonville FL 	Overcast	68	43	NE	6	30.09	45	68	68
Fri Jan 29 21:22:19 2010	 Columbus OH 	Overcast	18	45	NE	6	30.42	N/A	18	10
Fri Jan 29 21:22:20 2010	 Dallas TX 	Light Rain	37	87	NW	15	30	34	37	29
Fri Jan 29 21:22:21 2010	 Houston TX 	Overcast	52	82	NW	17	29.91	46	52	47
Fri Jan 29 21:22:22 2010	 Seattle WA 	Overcast	54	54	N/A		29.97	37	54	54
Fri Jan 29 21:22:23 2010	 Milwaukee WI 	Partly Cloudy	18	49	ENE	7	30.42	1	18	9
Fri Jan 29 21:22:24 2010	 Detroit MI 	Clear	19	42	N	7	30.42	N/A	19	11
Fri Jan 29 21:22:26 2010	 Philadelphia PA 	Mostly Cloudy	25	33	NNW	17	30.3	N/A	25	12
Fri Jan 29 22:07:55 2010	 San Jose CA 	Mostly Cloudy	61	63	ESE	12	29.97	48	61	59
Fri Jan 29 22:07:55 2010	 Charlotte NC 	Overcast	43	31	NE	9	30.24	14	43	38
Fri Jan 29 22:07:57 2010	 San Diego CA 	Mostly Cloudy	61	63	S	6	30.06	48	61	61
Fri Jan 29 22:07:58 2010	 Denver CO 	Partly Cloudy	41	33	NW	3	30.03	14	41	39
Fri Jan 29 22:07:59 2010	 Memphis TN 	Light Rain	32	87	NE	14	30.03	28	32	23
Fri Jan 29 22:08:00 2010	 Los Angeles CA 	Clear	66	37	N/A		30.03	39	66	66
Fri Jan 29 22:08:02 2010	 El Paso TX 	Partly Cloudy	43	61	N	7	30.09	30	43	39
Fri Jan 29 22:08:03 2010	 New York City NY 	Clear	23	36	NW	12	30.24	N/A	23	13
Fri Jan 29 22:08:04 2010	 Baltimore MD 	Fair	25	33	N/A		30.33	N/A	25	25
Fri Jan 29 22:08:05 2010	 Las Vegas NV 	Clear	54	41	N/A		30.06	30	54	54
Fri Jan 29 22:08:06 2010	 Washington DC 	Overcast	27	33	NNW	13	30.36	1	27	17
Fri Jan 29 22:08:07 2010	 Austin TX 	Overcast	39	70	NW	9	30.03	30	39	33
Fri Jan 29 22:08:09 2010	 San Francisco CA 	Mostly Cloudy	55	72	W	7	29.97	46	55	54
Fri Jan 29 22:08:10 2010	 Oklahoma City OK 	Snow	21	86	N	21	30.06	18	21	7
Fri Jan 29 22:08:10 2010	 Nashville TN 	Light Snow	27	80	NE	12	30.18	21	27	17
Fri Jan 29 22:08:12 2010	 Fort Worth TX 	Overcast	34	75	NW	16	30.06	27	34	24
Fri Jan 29 22:08:13 2010	 Phoenix AZ 	Partly Cloudy	64	49	N/A		30	45	64	64
Fri Jan 29 22:08:14 2010	 Portland OR 	Overcast	50	62	E	17	29.94	37	50	45
Fri Jan 29 22:08:15 2010	 Chicago IL 	Mostly Cloudy	19	58	E	8	30.42	7	19	10
Fri Jan 29 22:08:16 2010	 San Antonio TX 	Partly Cloudy	54	54	WNW	15	30	37	54	50
Fri Jan 29 22:08:17 2010	 Indianapolis IN 	Mostly Cloudy	19	58	E	9	30.33	7	19	10
Fri Jan 29 22:08:18 2010	 Boston MA 	Partly Cloudy	19	27	WNW	23	30.03	-9	19	4
Fri Jan 29 22:08:19 2010	 Jacksonville FL 	Overcast	66	49	E	12	30.06	46	66	66
Fri Jan 29 22:08:20 2010	 Columbus OH 	Overcast	16	53	E	6	30.39	1	16	8
Fri Jan 29 22:08:21 2010	 Dallas TX 	Drizzle	36	81	NW	18	30	30	36	26
Fri Jan 29 22:08:22 2010	 Houston TX 	Overcast	48	82	NW	20	29.91	43	48	42
Fri Jan 29 22:08:23 2010	 Seattle WA 	Overcast	54	54	N/A		29.97	37	54	54
Fri Jan 29 22:08:24 2010	 Milwaukee WI 	Partly Cloudy	16	53	NE	8	30.42	1	16	6
Fri Jan 29 22:08:25 2010	 Detroit MI 	Clear	19	42	NNW	5	30.39	N/A	19	14
Fri Jan 29 22:08:27 2010	 Philadelphia PA 	Mostly Cloudy	25	33	WNW	15	30.33	N/A	25	13
Fri Jan 29 22:54:15 2010	 San Jose CA 	Mostly Cloudy	61	63	ESE	8	29.94	48	61	60
Fri Jan 29 22:54:16 2010	 Charlotte NC 	Light Snow	36	75	NE	7	30.27	28	36	31
Fri Jan 29 22:54:17 2010	 San Diego CA 	Mostly Cloudy	63	64	SSW	9	30.03	50	63	62
Fri Jan 29 22:54:18 2010	 Denver CO 	Partly Cloudy	43	26	E	2	30	10	43	43
Fri Jan 29 22:54:19 2010	 Memphis TN 	Freezing Rain	30	93	NE	18	30	28	30	19
Fri Jan 29 22:54:20 2010	 Los Angeles CA 	Clear	66	37	N/A		30	39	66	66
Fri Jan 29 22:54:22 2010	 El Paso TX 	Partly Cloudy	43	61	NW	5	30.09	30	43	40
Fri Jan 29 22:54:23 2010	 New York City NY 	Clear	23	36	NW	12	30.24	N/A	23	13
Fri Jan 29 22:54:24 2010	 Baltimore MD 	Fair	25	33	N/A		30.33	N/A	25	25
Fri Jan 29 22:54:25 2010	 Las Vegas NV 	Clear	54	41	N/A		30.06	30	54	54
Fri Jan 29 22:54:26 2010	 Washington DC 	Overcast	27	33	NNW	13	30.36	1	27	17
Fri Jan 29 22:54:27 2010	 Austin TX 	Overcast	39	70	NW	9	30.03	30	39	33
Fri Jan 29 22:54:28 2010	 San Francisco CA 	Mostly Cloudy	55	72	W	7	29.97	46	55	54
Fri Jan 29 22:54:29 2010	 Oklahoma City OK 	Snow	21	86	N	21	30.06	18	21	7
Fri Jan 29 22:54:30 2010	 Nashville TN 	Light Snow	27	80	NE	12	30.18	21	27	17
Fri Jan 29 22:54:31 2010	 Fort Worth TX 	Overcast	34	75	NW	16	30.06	27	34	24
Fri Jan 29 22:54:32 2010	 Phoenix AZ 	Partly Cloudy	64	49	N/A		30	45	64	64
Fri Jan 29 22:54:33 2010	 Portland OR 	Overcast	50	62	E	17	29.94	37	50	45
Fri Jan 29 22:54:34 2010	 Chicago IL 	Mostly Cloudy	19	58	E	8	30.42	7	19	10
Fri Jan 29 22:54:35 2010	 San Antonio TX 	Partly Cloudy	54	54	WNW	15	30	37	54	50
Fri Jan 29 22:54:36 2010	 Indianapolis IN 	Mostly Cloudy	19	58	E	9	30.33	7	19	10
Fri Jan 29 22:54:37 2010	 Boston MA 	Partly Cloudy	19	27	WNW	23	30.03	-9	19	4
Fri Jan 29 22:54:38 2010	 Jacksonville FL 	Overcast	66	49	E	12	30.06	46	66	66
Fri Jan 29 22:54:39 2010	 Columbus OH 	Overcast	16	53	E	6	30.39	1	16	8
Fri Jan 29 22:54:40 2010	 Dallas TX 	Drizzle	36	81	NW	18	30	30	36	26
Fri Jan 29 22:54:40 2010	 Houston TX 	Overcast	48	82	NW	20	29.91	43	48	42
Fri Jan 29 22:54:42 2010	 Seattle WA 	Overcast	54	54	N/A		29.97	37	54	54
Fri Jan 29 22:54:43 2010	 Milwaukee WI 	Partly Cloudy	16	53	NE	8	30.42	1	16	6
Fri Jan 29 22:54:44 2010	 Detroit MI 	Clear	19	42	NNW	5	30.39	N/A	19	14
Fri Jan 29 22:54:45 2010	 Philadelphia PA 	Mostly Cloudy	25	33	WNW	15	30.33	N/A	25	13
Fri Jan 29 23:38:23 2010	 San Jose CA 	Partly Cloudy	63	52	S	15	29.94	45	63	61
Fri Jan 29 23:38:24 2010	 Charlotte NC 	Light Snow	34	81	E	5	30.27	28	34	30
Fri Jan 29 23:38:25 2010	 San Diego CA 	Mostly Cloudy	61	72	SW	6	30.03	52	61	61
Fri Jan 29 23:38:25 2010	 Denver CO 	Partly Cloudy	43	26	NW	5	30	10	43	40
Fri Jan 29 23:38:27 2010	 Memphis TN 	Freezing Rain	30	93	ENE	17	29.97	28	30	19
Fri Jan 29 23:38:27 2010	 Los Angeles CA 	Clear	66	40	N/A		30	41	66	66
Fri Jan 29 23:38:29 2010	 El Paso TX 	Partly Cloudy	46	53	N/A		30.09	30	46	46
Fri Jan 29 23:38:30 2010	 New York City NY 	Clear	21	35	W	8	30.24	-2	21	13
Fri Jan 29 23:38:31 2010	 Baltimore MD 	Fair	27	31	N/A		30.33	N/A	27	27
