10	 weather.weatherbug.com									
(Timestamp)	(Location)	Temp (°F)	(Wind Speed) (mph)	Lo (°F)	Rain (")	Hi (°F)	Gust	Wind Chill (°F)	Humidity (%)	Dew Point (°F)
Fri Jan 29 16:42:05 2010	Los Angeles, CA 90001  	51.4	0	49	0.00	54	NE 6	51	71	42
Fri Jan 29 16:42:07 2010	El Paso, TX 79901  	33.8	4	31	0.00	34	ENE 16	30	76	27
Fri Jan 29 16:42:11 2010	New York, NY 10001  	18.8	3	15	0.00	20	NNW 24	14	43	-1
Fri Jan 29 16:42:12 2010	Baltimore, MD 21201  	17.4	4	16	0.00	22	NW 19	11	45	-1
Fri Jan 29 16:42:15 2010	Las Vegas, NV 89101  	41.4	0	40	0.00	44	W 8	41	63	30
Fri Jan 29 16:42:16 2010	Washington, DC 20001  	17.9	3	17	0.00	25	NNW 24	13	58	6
Fri Jan 29 16:42:18 2010	Austin, TX 73301  	41.0	16	41	1.04	64	NNW 25	33	93	39
Fri Jan 29 16:42:20 2010	San Francisco, CA 94101  	49.7	0	49	0.00	50	E 10	50	N/A	--
Fri Jan 29 16:42:22 2010	Oklahoma City, OK 73101  	23.0	15	23	0.00	27	NNE 31	10	86	19
Fri Jan 29 16:42:23 2010	Nashville, TN 37201  	25.0	10	25	0.00	30	NNE 17	15	86	21
Fri Jan 29 16:42:25 2010	Fort Worth, TX 76101  	34.5	5	34	0.56	46	NNE 25	30	100	34
Fri Jan 29 16:42:27 2010	Phoenix, AZ 85001  	53.4	1	51	0.00	54	ENE 12	53	83	48
Fri Jan 29 16:42:28 2010	Portland, OR 97201  	46.9	0	46	0.00	48	E 15	47	64	35
Fri Jan 29 16:42:30 2010	Chicago, IL 60601  	14.2	0	7	0.00	14	NNE 14	14	62	3
Fri Jan 29 16:42:32 2010	San Antonio, TX 78201  	38.0	12	37	0.68	63	NW 32	30	94	36
Fri Jan 29 16:42:35 2010	Indianapolis, IN 46201  	15.4	6	11	0.00	16	E 12	6	71	8
Fri Jan 29 16:42:36 2010	Boston, MA 02101  	12.4	6	9	0.00	18	WNW 38	3	31	-13
Fri Jan 29 16:42:38 2010	Jacksonville, FL 32099  	55.0	5	47	0.00	55	N 5	54	65	44
Fri Jan 29 16:42:40 2010	Columbus, OH 43085  	13.5	3	9	N/A	14	NE 12	8	N/A	--
Fri Jan 29 16:42:42 2010	Dallas, TX 75201  	38.2	9	38	0.57	44	ESE 16	32	100	38
Fri Jan 29 16:42:43 2010	Houston, TX 77001  	49.8	11	50	1.18	64	NW 27	46	96	49
Fri Jan 29 16:42:45 2010	Seattle, WA 98101  	45.8	3	44	0.00	50	SE 15	46	73	38
Fri Jan 29 16:42:46 2010	Milwaukee, WI 53201  	5.4	3	-1	0.00	6	NW 10	-1	65	-4
Fri Jan 29 16:42:49 2010	Detroit, MI 48201  	11.6	11	6	0.00	12	NW 16	-2	55	-2
Fri Jan 29 16:42:51 2010	Philadelphia, PA 19019  	19.1	8	16	0.00	20	NW 25	9	50	3
Fri Jan 29 17:29:50 2010	San Jose, CA 95101  	45.0	0	44	0.00	46	NNE 5	45	94	43
Fri Jan 29 17:29:52 2010	Charlotte, NC 28201  	39.8	3	37	0.00	45	ENE 16	40	38	16
Fri Jan 29 17:29:55 2010	San Diego, CA 92101  	50.8	2	50	0.00	54	ENE 7	51	86	47
Fri Jan 29 17:30:00 2010	Denver, CO 80214  	28.2	2	22	0.00	28	SSW 6	28	85	24
Fri Jan 29 17:30:04 2010	Memphis, TN 37501  	30.2	11	30	0.04	33	ENE 30	21	80	25
Fri Jan 29 17:30:07 2010	Los Angeles, CA 90001  	51.4	0	49	0.00	54	NE 6	51	71	42
Fri Jan 29 17:30:18 2010	El Paso, TX 79901  	33.8	4	31	0.00	34	ENE 16	30	76	27
Fri Jan 29 17:30:27 2010	New York, NY 10001  	18.8	3	15	0.00	20	NNW 24	14	43	-1
Fri Jan 29 17:30:29 2010	Baltimore, MD 21201  	17.4	4	16	0.00	22	NW 19	11	45	-1
Fri Jan 29 17:30:36 2010	Las Vegas, NV 89101  	41.4	0	40	0.00	44	W 8	41	63	30
Fri Jan 29 17:30:41 2010	Washington, DC 20001  	19.7	0	17	0.00	25	NNW 24	20	57	7
Fri Jan 29 17:30:43 2010	Austin, TX 73301  	41.0	16	41	1.04	64	NNW 25	33	93	39
Fri Jan 29 17:30:44 2010	San Francisco, CA 94101  	49.7	0	49	0.00	50	E 10	50	N/A	--
Fri Jan 29 17:30:46 2010	Oklahoma City, OK 73101  	23.0	15	23	0.00	27	NNE 31	10	86	19
Fri Jan 29 17:30:48 2010	Nashville, TN 37201  	25.0	10	25	0.00	30	NNE 17	15	86	21
Fri Jan 29 17:30:49 2010	Fort Worth, TX 76101  	34.5	5	34	0.56	46	NNE 25	30	100	34
Fri Jan 29 17:30:51 2010	Phoenix, AZ 85001  	53.4	1	51	0.00	54	ENE 12	53	83	48
Fri Jan 29 17:30:53 2010	Portland, OR 97201  	46.9	0	46	0.00	48	E 15	47	64	35
Fri Jan 29 17:30:54 2010	Chicago, IL 60601  	14.2	0	7	0.00	14	NNE 14	14	62	3
Fri Jan 29 17:30:56 2010	San Antonio, TX 78201  	38.0	12	37	0.68	63	NW 32	30	94	36
Fri Jan 29 17:30:58 2010	Indianapolis, IN 46201  	15.4	6	11	0.00	16	E 12	6	71	8
Fri Jan 29 17:31:00 2010	Boston, MA 02101  	12.4	6	9	0.00	18	WNW 38	3	31	-13
Fri Jan 29 17:31:01 2010	Jacksonville, FL 32099  	55.0	5	47	0.00	55	N 5	54	65	44
Fri Jan 29 17:31:03 2010	Columbus, OH 43085  	13.5	3	9	N/A	14	NE 12	8	N/A	--
Fri Jan 29 17:31:04 2010	Dallas, TX 75201  	38.2	9	38	0.57	44	ESE 16	32	100	38
Fri Jan 29 17:31:06 2010	Houston, TX 77001  	49.8	11	50	1.18	64	NW 27	46	96	49
Fri Jan 29 17:31:08 2010	Seattle, WA 98101  	45.8	3	44	0.00	50	SE 15	46	73	38
Fri Jan 29 17:31:09 2010	Milwaukee, WI 53201  	5.4	3	-1	0.00	6	NW 10	-1	65	-4
Fri Jan 29 17:31:11 2010	Detroit, MI 48201  	11.6	11	6	0.00	12	NW 16	-2	55	-2
Fri Jan 29 17:31:12 2010	Philadelphia, PA 19019  	19.1	8	16	0.00	20	NW 25	9	50	3
Fri Jan 29 18:15:11 2010	San Jose, CA 95101  	48.9	5	44	0.00	49	NNE 5	47	85	45
Fri Jan 29 18:15:13 2010	Charlotte, NC 28201  	42.0	9	37	0.00	45	ENE 16	37	35	16
Fri Jan 29 18:15:15 2010	San Diego, CA 92101  	58.5	5	50	0.00	59	ENE 7	58	61	45
Fri Jan 29 18:15:18 2010	Denver, CO 80214  	37.6	0	22	0.00	38	SSW 6	38	58	24
Fri Jan 29 18:15:20 2010	Memphis, TN 37501  	30.0	17	30	0.25	33	ENE 30	18	88	27
Fri Jan 29 18:15:22 2010	Los Angeles, CA 90001  	58.5	0	49	0.00	58	NE 6	58	57	43
Fri Jan 29 18:15:24 2010	El Paso, TX 79901  	40.1	3	31	0.00	40	ENE 16	40	66	30
Fri Jan 29 18:15:26 2010	New York, NY 10001  	20.2	4	15	0.00	20	NNW 24	15	41	0
Fri Jan 29 18:15:28 2010	Baltimore, MD 21201  	20.0	4	16	0.00	22	NW 19	15	39	-1
Fri Jan 29 18:15:29 2010	Las Vegas, NV 89101  	45.0	0	40	0.00	45	W 8	45	55	30
Fri Jan 29 18:15:30 2010	Washington, DC 20001  	19.7	0	17	0.00	25	NNW 24	20	57	7
Fri Jan 29 18:15:32 2010	Austin, TX 73301  	42.1	18	41	1.06	64	NW 32	34	80	36
Fri Jan 29 18:15:33 2010	San Francisco, CA 94101  	49.6	4	49	0.00	50	E 10	49	N/A	--
Fri Jan 29 18:15:35 2010	Oklahoma City, OK 73101  	23.0	16	23	0.00	27	NNE 31	10	88	20
Fri Jan 29 18:15:36 2010	Nashville, TN 37201  	25.9	7	25	0.00	30	NNE 17	19	92	24
Fri Jan 29 18:15:38 2010	Fort Worth, TX 76101  	32.0	6	32	0.60	46	NNW 28	26	100	32
Fri Jan 29 18:15:39 2010	Phoenix, AZ 85001  	56.6	2	51	0.00	57	ENE 12	57	69	47
Fri Jan 29 18:15:41 2010	Portland, OR 97201  	47.6	1	46	0.00	48	ENE 16	48	62	35
Fri Jan 29 18:15:44 2010	Chicago, IL 60601  	16.3	1	7	0.00	18	NNE 14	16	54	2
Fri Jan 29 18:15:46 2010	San Antonio, TX 78201  	40.0	13	37	0.73	63	W 39	32	84	36
Fri Jan 29 18:15:47 2010	Indianapolis, IN 46201  	18.0	5	11	0.00	18	ESE 14	11	68	9
Fri Jan 29 18:15:51 2010	Boston, MA 02101  	16.1	2	9	0.00	18	WNW 38	16	27	-13
Fri Jan 29 18:15:55 2010	Jacksonville, FL 32099  	63.0	8	47	0.00	63	ESE 8	63	40	38
Fri Jan 29 18:15:58 2010	Columbus, OH 43085  	15.9	8	9	N/A	16	ENE 12	5	N/A	--
Fri Jan 29 18:16:01 2010	Dallas, TX 75201  	38.6	1	38	0.60	44	ESE 16	39	100	38
Fri Jan 29 18:16:03 2010	Houston, TX 77001  	47.2	13	47	1.20	64	WNW 30	42	94	46
Fri Jan 29 18:16:05 2010	Seattle, WA 98101  	46.0	0	44	0.00	50	SE 15	46	82	41
Fri Jan 29 18:16:07 2010	Milwaukee, WI 53201  	10.3	0	-1	0.00	12	NW 10	10	61	-1
Fri Jan 29 18:16:09 2010	Detroit, MI 48201  	13.2	2	6	0.00	14	NW 16	13	50	-2
Fri Jan 29 18:16:10 2010	Philadelphia, PA 19019  	19.7	7	16	0.00	21	NW 25	11	47	2
Fri Jan 29 19:07:41 2010	San Jose, CA 95101  	48.9	5	44	0.00	49	NNE 5	47	85	45
Fri Jan 29 19:07:43 2010	Charlotte, NC 28201  	42.0	9	37	0.00	45	ENE 16	37	35	16
Fri Jan 29 19:07:45 2010	San Diego, CA 92101  	58.5	5	50	0.00	59	ENE 7	58	61	45
Fri Jan 29 19:07:46 2010	Denver, CO 80214  	37.6	0	22	0.00	38	SSW 6	38	58	24
Fri Jan 29 19:07:48 2010	Memphis, TN 37501  	30.0	17	30	0.25	33	ENE 30	18	88	27
Fri Jan 29 19:07:49 2010	Los Angeles, CA 90001  	58.5	0	49	0.00	58	NE 6	58	57	43
Fri Jan 29 19:07:51 2010	El Paso, TX 79901  	40.1	3	31	0.00	40	ENE 16	40	66	30
Fri Jan 29 19:07:52 2010	New York, NY 10001  	20.2	4	15	0.00	20	NNW 24	15	41	0
Fri Jan 29 19:07:54 2010	Baltimore, MD 21201  	20.0	4	16	0.00	22	NW 19	15	39	-1
Fri Jan 29 19:07:55 2010	Las Vegas, NV 89101  	45.0	0	40	0.00	45	W 8	45	55	30
Fri Jan 29 19:07:58 2010	Washington, DC 20001  	21.8	9	17	0.00	25	NNW 24	12	55	8
Fri Jan 29 19:07:59 2010	Austin, TX 73301  	42.1	18	41	1.06	64	NW 32	34	80	36
Fri Jan 29 19:08:01 2010	San Francisco, CA 94101  	49.6	4	49	0.00	50	E 10	49	N/A	--
Fri Jan 29 19:08:02 2010	Oklahoma City, OK 73101  	23.0	16	23	0.00	27	NNE 31	10	88	20
Fri Jan 29 19:08:04 2010	Nashville, TN 37201  	25.9	7	25	0.00	30	NNE 17	19	92	24
Fri Jan 29 19:08:05 2010	Fort Worth, TX 76101  	32.0	6	32	0.60	46	NNW 28	26	100	32
Fri Jan 29 19:08:07 2010	Phoenix, AZ 85001  	56.6	2	51	0.00	57	ENE 12	57	69	47
Fri Jan 29 19:08:09 2010	Portland, OR 97201  	47.6	1	46	0.00	48	ENE 16	48	62	35
Fri Jan 29 19:08:11 2010	Chicago, IL 60601  	16.3	1	7	0.00	18	NNE 14	16	54	2
Fri Jan 29 19:08:14 2010	San Antonio, TX 78201  	40.0	13	37	0.73	63	W 39	32	84	36
Fri Jan 29 19:08:15 2010	Indianapolis, IN 46201  	18.0	5	11	0.00	18	ESE 14	11	68	9
Fri Jan 29 19:08:17 2010	Boston, MA 02101  	16.1	2	9	0.00	18	WNW 38	16	27	-13
Fri Jan 29 19:08:19 2010	Jacksonville, FL 32099  	63.0	8	47	0.00	63	ESE 8	63	40	38
Fri Jan 29 19:08:21 2010	Columbus, OH 43085  	15.9	8	9	N/A	16	ENE 12	5	N/A	--
Fri Jan 29 19:08:23 2010	Dallas, TX 75201  	38.6	1	38	0.60	44	ESE 16	39	100	38
Fri Jan 29 19:08:24 2010	Houston, TX 77001  	47.2	13	47	1.20	64	WNW 30	42	94	46
Fri Jan 29 19:08:26 2010	Seattle, WA 98101  	46.0	0	44	0.00	50	SE 15	46	82	41
Fri Jan 29 19:08:28 2010	Milwaukee, WI 53201  	10.3	0	-1	0.00	12	NW 10	10	61	-1
Fri Jan 29 19:08:30 2010	Detroit, MI 48201  	13.2	2	6	0.00	14	NW 16	13	50	-2
Fri Jan 29 19:08:32 2010	Philadelphia, PA 19019  	19.7	7	16	0.00	21	NW 25	11	47	2
Fri Jan 29 20:04:14 2010	San Jose, CA 95101  	52.0	7	44	0.00	52	ESE 7	50	83	47
Fri Jan 29 20:04:16 2010	Charlotte, NC 28201  	41.2	2	37	0.00	45	ENE 16	41	37	17
Fri Jan 29 20:04:19 2010	San Diego, CA 92101  	62.1	1	50	0.00	63	SSW 7	62	58	47
Fri Jan 29 20:04:25 2010	Denver, CO 80214  	41.6	3	22	0.00	42	SSE 8	40	34	15
Fri Jan 29 20:04:27 2010	Memphis, TN 37501  	30.2	15	30	0.26	33	E 31	19	86	27
Fri Jan 29 20:04:30 2010	Los Angeles, CA 90001  	63.3	0	49	0.00	63	NE 6	63	49	44
Fri Jan 29 20:04:33 2010	El Paso, TX 79901  	42.8	4	31	0.00	43	ENE 16	40	64	31
Fri Jan 29 20:04:35 2010	New York, NY 10001  	23.6	2	15	0.00	24	NNW 24	24	37	1
Fri Jan 29 20:04:37 2010	Baltimore, MD 21201  	20.4	13	16	0.00	22	NW 20	8	40	0
Fri Jan 29 20:04:39 2010	Las Vegas, NV 89101  	52.1	4	40	0.00	52	W 8	52	39	28
Fri Jan 29 20:04:41 2010	Washington, DC 20001  	21.8	9	17	0.00	25	NNW 24	12	55	8
Fri Jan 29 20:04:43 2010	Austin, TX 73301  	44.6	20	41	1.06	64	N 30	37	70	36
Fri Jan 29 20:04:45 2010	San Francisco, CA 94101  	50.8	3	49	0.00	51	E 11	51	N/A	--
Fri Jan 29 20:04:48 2010	Oklahoma City, OK 73101  	23.0	16	23	0.00	27	NNE 31	10	86	19
Fri Jan 29 20:04:50 2010	Nashville, TN 37201  	26.6	8	25	0.00	30	NNE 17	18	93	25
Fri Jan 29 20:04:52 2010	Fort Worth, TX 76101  	32.8	5	32	0.60	46	NNW 28	28	100	33
Fri Jan 29 20:04:54 2010	Phoenix, AZ 85001  	61.4	0	51	0.00	62	ENE 12	61	57	46
Fri Jan 29 20:04:56 2010	Portland, OR 97201  	49.3	1	46	0.00	49	ENE 16	49	60	36
Fri Jan 29 20:04:58 2010	Chicago, IL 60601  	18.1	6	7	0.00	22	NNE 14	9	65	8
Fri Jan 29 20:05:03 2010	San Antonio, TX 78201  	43.2	18	37	0.73	63	W 39	35	71	34
Fri Jan 29 20:05:20 2010	Boston, MA 02101  	16.4	12	9	0.00	18	WNW 38	3	24	-15
Fri Jan 29 20:05:56 2010	Jacksonville, FL 32099  	64.9	6	47	0.00	65	ESE 8	65	40	40
Fri Jan 29 20:06:03 2010	Columbus, OH 43085  	18.5	3	9	N/A	21	ENE 12	14	N/A	--
Fri Jan 29 20:06:05 2010	Dallas, TX 75201  	37.1	2	37	0.62	44	ESE 16	37	100	37
Fri Jan 29 20:06:08 2010	Houston, TX 77001  	48.7	4	47	1.20	64	WNW 30	47	89	46
Fri Jan 29 20:06:13 2010	Seattle, WA 98101  	50.3	2	44	0.00	50	WNW 18	50	61	37
Fri Jan 29 20:06:18 2010	Milwaukee, WI 53201  	11.6	4	-1	0.00	13	NW 10	5	70	4
Fri Jan 29 20:06:21 2010	Detroit, MI 48201  	16.3	7	6	0.00	17	NW 16	7	46	-1
Fri Jan 29 20:06:29 2010	Philadelphia, PA 19019  	21.0	9	16	0.00	22	NW 25	11	48	4
Fri Jan 29 20:49:57 2010	San Jose, CA 95101  	52.0	7	44	0.00	52	ESE 7	50	83	47
Fri Jan 29 20:49:59 2010	Charlotte, NC 28201  	41.2	2	37	0.00	45	ENE 16	41	37	17
Fri Jan 29 20:50:00 2010	San Diego, CA 92101  	62.1	1	50	0.00	63	SSW 7	62	58	47
Fri Jan 29 20:50:02 2010	Denver, CO 80214  	41.6	3	22	0.00	42	SSE 8	40	34	15
Fri Jan 29 20:50:04 2010	Memphis, TN 37501  	30.2	15	30	0.26	33	E 31	19	86	27
Fri Jan 29 20:50:06 2010	Los Angeles, CA 90001  	63.3	0	49	0.00	63	NE 6	63	49	44
Fri Jan 29 20:50:08 2010	El Paso, TX 79901  	42.8	4	31	0.00	43	ENE 16	40	64	31
Fri Jan 29 20:50:10 2010	New York, NY 10001  	23.6	2	15	0.00	24	NNW 24	24	37	1
Fri Jan 29 20:50:12 2010	Baltimore, MD 21201  	20.4	13	16	0.00	22	NW 20	8	40	0
Fri Jan 29 20:50:14 2010	Las Vegas, NV 89101  	52.1	4	40	0.00	52	W 8	52	39	28
Fri Jan 29 20:50:16 2010	Washington, DC 20001  	24.0	10	17	0.00	25	NNW 24	14	48	7
Fri Jan 29 20:50:18 2010	Austin, TX 73301  	44.6	20	41	1.06	64	N 30	37	70	36
Fri Jan 29 20:50:20 2010	San Francisco, CA 94101  	50.8	3	49	0.00	51	E 11	51	N/A	--
Fri Jan 29 20:50:21 2010	Oklahoma City, OK 73101  	23.0	16	23	0.00	27	NNE 31	10	86	19
Fri Jan 29 20:50:23 2010	Nashville, TN 37201  	26.6	8	25	0.00	30	NNE 17	18	93	25
Fri Jan 29 20:50:25 2010	Fort Worth, TX 76101  	32.8	5	32	0.60	46	NNW 28	28	100	33
Fri Jan 29 20:50:27 2010	Phoenix, AZ 85001  	61.4	0	51	0.00	62	ENE 12	61	57	46
Fri Jan 29 20:50:28 2010	Portland, OR 97201  	49.3	1	46	0.00	49	ENE 16	49	60	36
Fri Jan 29 20:50:30 2010	Chicago, IL 60601  	18.1	6	7	0.00	22	NNE 14	9	65	8
Fri Jan 29 20:50:31 2010	San Antonio, TX 78201  	43.2	18	37	0.73	63	W 39	35	71	34
Fri Jan 29 20:50:34 2010	Boston, MA 02101  	16.4	12	9	0.00	18	WNW 38	3	24	-15
Fri Jan 29 20:50:35 2010	Jacksonville, FL 32099  	64.9	6	47	0.00	65	ESE 8	65	40	40
Fri Jan 29 20:50:36 2010	Columbus, OH 43085  	18.5	3	9	N/A	21	ENE 12	14	N/A	--
Fri Jan 29 20:50:37 2010	Dallas, TX 75201  	37.1	2	37	0.62	44	ESE 16	37	100	37
Fri Jan 29 20:50:38 2010	Seattle, WA 98101  	50.3	2	44	0.00	50	WNW 18	50	61	37
Fri Jan 29 20:50:38 2010	Houston, TX 77001  	48.7	4	47	1.20	64	WNW 30	47	89	46
Fri Jan 29 20:50:39 2010	Milwaukee, WI 53201  	11.6	4	-1	0.00	13	NW 10	5	70	4
Fri Jan 29 20:50:40 2010	Detroit, MI 48201  	16.3	7	6	0.00	17	NW 16	7	46	-1
Fri Jan 29 20:50:41 2010	Philadelphia, PA 19019  	21.0	9	16	0.00	22	NW 25	11	48	4
Fri Jan 29 21:35:33 2010	San Jose, CA 95101  	60.1	11	44	0.00	60	ESE 22	58	65	48
Fri Jan 29 21:35:36 2010	Charlotte, NC 28201  	40.0	3	37	0.00	45	ENE 16	40	35	14
Fri Jan 29 21:35:38 2010	San Diego, CA 92101  	61.6	5	50	0.00	64	SW 11	62	71	52
Fri Jan 29 21:35:40 2010	Denver, CO 80214  	44.3	4	22	0.00	45	SSE 8	42	26	11
Fri Jan 29 21:35:43 2010	Memphis, TN 37501  	32.0	14	30	0.30	33	E 31	22	86	28
Fri Jan 29 21:35:45 2010	Los Angeles, CA 90001  	67.6	0	49	0.00	68	SE 7	68	41	44
Fri Jan 29 21:35:47 2010	El Paso, TX 79901  	47.6	1	31	0.00	48	ENE 16	48	56	33
Fri Jan 29 21:35:50 2010	New York, NY 10001  	23.2	4	15	0.00	25	NNW 24	18	38	1
Fri Jan 29 21:35:52 2010	Baltimore, MD 21201  	21.6	11	16	0.00	22	NW 20	10	37	-1
Fri Jan 29 21:35:54 2010	Las Vegas, NV 89101  	54.7	0	40	0.00	55	W 8	55	36	29
Fri Jan 29 21:35:56 2010	Washington, DC 20001  	23.2	5	17	0.00	25	NNW 24	17	49	6
Fri Jan 29 21:35:59 2010	Austin, TX 73301  	42.1	16	41	1.06	64	N 30	34	68	32
Fri Jan 29 21:36:01 2010	San Francisco, CA 94101  	55.3	1	49	0.00	56	WNW 13	55	N/A	--
Fri Jan 29 21:36:03 2010	Oklahoma City, OK 73101  	21.2	17	21	0.00	27	NNE 31	7	93	19
Fri Jan 29 21:36:05 2010	Nashville, TN 37201  	27.3	4	25	0.00	30	NNE 17	23	95	26
Fri Jan 29 21:36:07 2010	Fort Worth, TX 76101  	32.8	10	32	0.61	46	NNW 28	25	97	32
Fri Jan 29 21:36:10 2010	Phoenix, AZ 85001  	62.7	4	51	0.00	65	ENE 12	63	52	45
Fri Jan 29 21:36:12 2010	Portland, OR 97201  	48.3	18	46	0.00	50	E 20	42	65	37
Fri Jan 29 21:36:15 2010	Chicago, IL 60601  	18.0	2	7	0.00	22	NNE 14	18	76	12
Fri Jan 29 21:36:17 2010	San Antonio, TX 78201  	42.9	7	37	0.73	63	W 39	38	68	33
Fri Jan 29 21:36:19 2010	Indianapolis, IN 46201  	19.1	6	11	0.00	20	E 15	11	69	10
Fri Jan 29 21:36:22 2010	Boston, MA 02101  	16.3	17	9	0.00	18	WNW 38	1	24	-15
Fri Jan 29 21:36:25 2010	Jacksonville, FL 32099  	68.0	6	47	0.00	68	ESE 8	68	43	45
Fri Jan 29 21:36:27 2010	Columbus, OH 43085  	16.6	5	9	N/A	21	ENE 12	9	N/A	--
Fri Jan 29 21:36:30 2010	Dallas, TX 75201  	35.6	2	36	0.63	44	NNW 19	36	99	35
Fri Jan 29 21:36:32 2010	Houston, TX 77001  	47.3	6	46	1.20	64	WNW 30	44	87	44
Fri Jan 29 21:36:34 2010	Seattle, WA 98101  	52.5	0	44	0.00	53	WNW 18	53	60	39
Fri Jan 29 21:36:37 2010	Milwaukee, WI 53201  	12.1	7	-1	0.00	13	NNE 11	2	61	1
Fri Jan 29 21:36:39 2010	Detroit, MI 48201  	18.9	0	6	0.00	19	NW 16	19	44	0
Fri Jan 29 21:36:41 2010	Philadelphia, PA 19019  	22.5	13	16	0.00	23	NW 25	10	45	4
Fri Jan 29 22:22:03 2010	San Jose, CA 95101  	60.1	11	44	0.00	60	ESE 22	58	65	48
Fri Jan 29 22:22:04 2010	Charlotte, NC 28201  	40.0	3	37	0.00	45	ENE 16	40	35	14
Fri Jan 29 22:22:06 2010	San Diego, CA 92101  	61.6	5	50	0.00	64	SW 11	62	71	52
Fri Jan 29 22:22:07 2010	Denver, CO 80214  	44.3	4	22	0.00	45	SSE 8	42	26	11
Fri Jan 29 22:22:09 2010	Memphis, TN 37501  	32.0	14	30	0.30	33	E 31	22	86	28
Fri Jan 29 22:22:10 2010	Los Angeles, CA 90001  	67.6	0	49	0.00	68	SE 7	68	41	44
Fri Jan 29 22:22:12 2010	El Paso, TX 79901  	47.6	1	31	0.00	48	ENE 16	48	56	33
Fri Jan 29 22:22:13 2010	New York, NY 10001  	23.2	4	15	0.00	25	NNW 24	18	38	1
Fri Jan 29 22:22:15 2010	Baltimore, MD 21201  	21.6	11	16	0.00	22	NW 20	10	37	-1
Fri Jan 29 22:22:17 2010	Las Vegas, NV 89101  	54.7	0	40	0.00	55	W 8	55	36	29
Fri Jan 29 22:22:19 2010	Washington, DC 20001  	24.1	4	17	0.00	25	NNW 24	19	48	7
Fri Jan 29 22:22:22 2010	Austin, TX 73301  	42.1	16	41	1.06	64	N 30	34	68	32
Fri Jan 29 22:22:24 2010	San Francisco, CA 94101  	55.3	1	49	0.00	56	WNW 13	55	N/A	--
Fri Jan 29 22:22:26 2010	Oklahoma City, OK 73101  	21.2	17	21	0.00	27	NNE 31	7	93	19
Fri Jan 29 22:22:27 2010	Nashville, TN 37201  	27.3	4	25	0.00	30	NNE 17	23	95	26
Fri Jan 29 22:22:29 2010	Fort Worth, TX 76101  	32.8	10	32	0.61	46	NNW 28	25	97	32
Fri Jan 29 22:22:31 2010	Phoenix, AZ 85001  	62.7	4	51	0.00	65	ENE 12	63	52	45
Fri Jan 29 22:22:32 2010	Portland, OR 97201  	48.3	18	46	0.00	50	E 20	42	65	37
Fri Jan 29 22:22:35 2010	Chicago, IL 60601  	18.0	2	7	0.00	22	NNE 14	18	76	12
Fri Jan 29 22:22:38 2010	San Antonio, TX 78201  	42.9	7	37	0.73	63	W 39	38	68	33
Fri Jan 29 22:22:39 2010	Indianapolis, IN 46201  	19.1	6	11	0.00	20	E 15	11	69	10
Fri Jan 29 22:22:41 2010	Boston, MA 02101  	16.3	17	9	0.00	18	WNW 38	1	24	-15
Fri Jan 29 22:22:45 2010	Jacksonville, FL 32099  	68.0	6	47	0.00	68	ESE 8	68	43	45
Fri Jan 29 22:22:46 2010	Columbus, OH 43085  	16.6	5	9	N/A	21	ENE 12	9	N/A	--
Fri Jan 29 22:22:48 2010	Dallas, TX 75201  	35.6	2	36	0.63	44	NNW 19	36	99	35
Fri Jan 29 22:22:50 2010	Houston, TX 77001  	47.3	6	46	1.20	64	WNW 30	44	87	44
Fri Jan 29 22:22:51 2010	Seattle, WA 98101  	52.5	0	44	0.00	53	WNW 18	53	60	39
Fri Jan 29 22:22:54 2010	Milwaukee, WI 53201  	12.1	7	-1	0.00	13	NNE 11	2	61	1
Fri Jan 29 22:22:55 2010	Detroit, MI 48201  	18.9	0	6	0.00	19	NW 16	19	44	0
Fri Jan 29 22:22:57 2010	Philadelphia, PA 19019  	22.5	13	16	0.00	23	NW 25	10	45	4
Fri Jan 29 23:06:31 2010	San Jose, CA 95101  	60.1	8	44	0.00	60	ESE 22	59	62	47
Fri Jan 29 23:06:32 2010	Charlotte, NC 28201  	32.5	2	32	0.00	45	ENE 16	33	95	31
Fri Jan 29 23:06:33 2010	San Diego, CA 92101  	62.4	4	50	0.00	64	SW 11	62	70	52
Fri Jan 29 23:06:34 2010	Denver, CO 80214  	45.6	5	22	0.00	48	ENE 9	43	21	7
Fri Jan 29 23:06:36 2010	Memphis, TN 37501  	30.2	18	30	0.42	33	E 31	18	93	28
Fri Jan 29 23:06:37 2010	Los Angeles, CA 90001  	66.2	0	49	0.00	69	WSW 10	66	48	46
Fri Jan 29 23:06:38 2010	El Paso, TX 79901  	47.3	4	31	0.00	49	ENE 16	46	57	33
Fri Jan 29 23:06:39 2010	New York, NY 10001  	22.2	9	15	0.00	25	NNW 24	12	41	2
Fri Jan 29 23:06:40 2010	Baltimore, MD 21201  	21.9	7	16	0.00	22	NW 20	14	38	0
Fri Jan 29 23:06:42 2010	Washington, DC 20001  	24.1	4	17	0.00	25	NNW 24	19	48	7
Fri Jan 29 23:06:42 2010	Las Vegas, NV 89101  	53.0	3	40	0.00	56	W 8	53	37	28
Fri Jan 29 23:06:43 2010	Austin, TX 73301  	42.1	21	40	1.06	64	NNW 30	33	63	30
Fri Jan 29 23:06:45 2010	San Francisco, CA 94101  	56.4	1	49	0.00	57	S 14	56	N/A	--
Fri Jan 29 23:06:46 2010	Oklahoma City, OK 73101  	21.9	17	21	0.00	27	NNE 31	8	91	20
