3	www.weatherforyou.com										
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F °C)	Humidity (%)	Wind	(Wind Speed) (MPH)	Wind Gusts (MPH)	Barometer (in.)	Dewpoint (°F)	Wind Chill (°F)	Visibility (SM/Miles)
Fri Jan 29 15:03:14 2010	Detroit, Michigan, United States (48201)	 Clear	 10 -12 	61	NW	6		30.47	N/A	2	10
Fri Jan 29 15:03:15 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 18 -8 	45	NW	12	20	30.36	N/A	6	10
Fri Jan 29 15:48:13 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 44 6 	87	Calm		 	30.00	40		
Fri Jan 29 15:48:14 2010	Charlotte, North Carolina, United States (28201)	 Mostly Cloudy	 39 4 	51	Calm		 	30.25	22	33	
Fri Jan 29 15:48:15 2010	San Diego, California, United States (92101)	 Clear	 50 10 	81	Calm		 	30.22	45		
Fri Jan 29 15:48:16 2010	Denver, Colorado, United States (80214)	 Fog	 26 -4 	85	ESE	1	4	30.44	22		
Fri Jan 29 15:48:17 2010	Memphis, Tennessee, United States (37501)	 Overcast	 30 -1 	80	ENE	15		30.24	25	20	8
Fri Jan 29 15:48:19 2010	Los Angeles, California, United States (90001)	 Clear	 50 10 	76	Calm		 	30.03	43		10
Fri Jan 29 15:48:20 2010	El Paso, Texas, United States (79901)	 Overcast	 30 -1 	80	N	7		30.12	25	24	10
Fri Jan 29 15:48:21 2010	New York, New York, United States (10001)	 Clear	 16 -9 	45	WNW	17	28	30.30	-2	1	10
Fri Jan 29 15:48:22 2010	Baltimore, Maryland, United States (21201)	 Mostly Cloudy	 19 -7 	45	NW	8		30.42	1	10	10
Fri Jan 29 15:48:23 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 39 4 	81	Calm		 	30.11	34		
Fri Jan 29 15:48:24 2010	Washington, D.C., United States (20001)	 Overcast	 21 -6 	42	NNW	16		30.45	1	8	10
Fri Jan 29 15:48:25 2010	Austin, Texas, United States (73301)	 Light Rain	 38 3 	97	N	12	21	30.05	37	32	
Fri Jan 29 15:48:27 2010	San Francisco, California, United States (94101)	 Mist	 48 9 	94	Calm		 	30.00	46		6
Fri Jan 29 15:48:28 2010	Oklahoma City, Oklahoma, United States (73101)	 Snow	 26 -3 	85	Calm		 	30.17	22		
Fri Jan 29 15:48:29 2010	Nashville, Tennessee, United States (37201)	 Snow	 28 -2 	55	NE	10		30.33	14	20	9
Fri Jan 29 15:48:31 2010	Fort Worth, Texas, United States (76101)	 Light Rain	 37 3 	87	NNE	10		30.09	34	31	10
Fri Jan 29 15:48:32 2010	Phoenix, Arizona, United States (85001)	 Clear	 47 8 	90	NE	1	2	30.04	44		
Fri Jan 29 15:48:33 2010	Portland, Oregon, United States (97201)	 Mostly Cloudy	 47 8 	64	NW	8	18	29.94	35	42	
Fri Jan 29 15:48:34 2010	Chicago, Illinois, United States (60601)	 Mostly Cloudy	 7 -14 	56	NW	5		30.53	-6	-1	10
Fri Jan 29 15:48:36 2010	San Antonio, Texas, United States (78201)	 Light Rain	 43 6 	80	NNW	5	14	29.94	37	39	
Fri Jan 29 15:48:37 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 12 -11 	66	ENE	9	10	30.48	3	2	
Fri Jan 29 15:48:38 2010	Boston, Massachusetts, United States (02101)	 Clear	 14 -10 	37	W	25	35	30.03	-8	-4	10
Fri Jan 29 15:48:39 2010	Jacksonville, Florida, United States (32099)	 Overcast	 50 10 	88	Calm		 	30.13	47		
Fri Jan 29 15:48:40 2010	Columbus, Ohio, United States (43085)	 Overcast	 10 -12 	56	N	7		30.45	-2	1	10
Fri Jan 29 15:48:41 2010	Dallas, Texas, United States (75201)	 Light Rain	 35 2 	100	NNE	1	3	30.04	35	33	
Fri Jan 29 15:48:43 2010	Houston, Texas, United States (77001)	 Rain	 57 14 	100	WNW	5	8	29.86	57		
Fri Jan 29 15:48:44 2010	Seattle, Washington, United States (98101)	 Partly Cloudy	 45 7 	76	Calm		 	29.97	37		10
Fri Jan 29 15:48:45 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 3 -16 	60	NW	7		30.50	-8	-8	10
Fri Jan 29 15:48:46 2010	Detroit, Michigan, United States (48201)	 Clear	 10 -12 	61	NW	6		30.47	N/A	2	10
Fri Jan 29 15:48:47 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 18 -8 	45	NW	15	24	30.39	N/A	4	10
Fri Jan 29 16:36:01 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 44 7 	88	Calm		 	30.00	41		
Fri Jan 29 16:36:02 2010	Charlotte, North Carolina, United States (28201)	 Mostly Cloudy	 41 5 	47	Calm		 	30.26	22	33	
Fri Jan 29 16:36:04 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 51 10 	81	Calm		 	30.24	45		
Fri Jan 29 16:36:05 2010	Denver, Colorado, United States (80214)	 Fog	 25 -4 	86	Calm		 	30.45	22	22	
Fri Jan 29 16:36:06 2010	Memphis, Tennessee, United States (37501)	 Overcast	 30 -1 	80	ENE	12		30.30	25	22	2
Fri Jan 29 16:36:07 2010	Los Angeles, California, United States (90001)	 Clear	 52 11 	62	Calm		 	30.06	39		10
Fri Jan 29 16:36:09 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 30 -1 	80	Calm		 	30.15	25		10
Fri Jan 29 16:36:10 2010	New York, New York, United States (10001)	 Clear	 18 -8 	38	WNW	13	26	30.30	-4	5	10
Fri Jan 29 16:36:11 2010	Baltimore, Maryland, United States (21201)	 Overcast	 19 -7 	45	NW	14	20	30.42	1	7	10
Fri Jan 29 16:36:12 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 41 5 	79	Calm		 	30.12	35		
Fri Jan 29 16:36:13 2010	Washington, D.C., United States (20001)	 Overcast	 21 -6 	42	NNW	15		30.45	1	9	10
Fri Jan 29 16:36:14 2010	Austin, Texas, United States (73301)	 Light Rain	 38 3 	97	N	11	20	30.02	37	33	
Fri Jan 29 16:36:16 2010	San Francisco, California, United States (94101)	 Overcast	 48 9 	94	SW	5		30.00	46	47	7
Fri Jan 29 16:36:17 2010	Oklahoma City, Oklahoma, United States (73101)	 Snow	 26 -3 	83	Calm		 	30.20	22		
Fri Jan 29 16:36:18 2010	Nashville, Tennessee, United States (37201)	 Snow	 27 -3 	69	NE	13		30.36	18	17	1 1/2
Fri Jan 29 16:36:19 2010	Fort Worth, Texas, United States (76101)	 Light Rain	 36 2 	87	N	16		30.15	32	27	6
Fri Jan 29 16:36:20 2010	Phoenix, Arizona, United States (85001)	 Few	 49 10 	91	Calm		 	30.06	47		
Fri Jan 29 16:36:22 2010	Portland, Oregon, United States (97201)	 Overcast	 47 8 	64	NNE	6	19	29.93	35	43	
Fri Jan 29 16:36:23 2010	Chicago, Illinois, United States (60601)	 Mostly Cloudy	 9 -13 	56	N	5		30.50	-4	1	10
Fri Jan 29 16:36:24 2010	San Antonio, Texas, United States (78201)	 Overcast	 42 6 	79	NW	7	11	29.96	36	39	
Fri Jan 29 16:36:25 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 14 -10 	63	E	4	10	30.53	3	6	
Fri Jan 29 16:36:26 2010	Boston, Massachusetts, United States (02101)	 Clear	 16 -9 	34	W	25	37	30.03	-8	-2	10
Fri Jan 29 16:36:27 2010	Jacksonville, Florida, United States (32099)	 Overcast	 54 12 	82	Calm		 	30.13	49		
Fri Jan 29 16:36:28 2010	Columbus, Ohio, United States (43085)	 Overcast	 12 -11 	52	N	8		30.47	-2	2	10
Fri Jan 29 16:36:30 2010	Dallas, Texas, United States (75201)	 Light Rain	 36 2 	100	Calm		 	30.07	36	33	
Fri Jan 29 16:36:31 2010	Houston, Texas, United States (77001)	 Light Rain	 54 12 	100	NNW	10	17	29.89	54	51	
Fri Jan 29 16:36:32 2010	Seattle, Washington, United States (98101)	 Mostly Cloudy	 45 7 	71	SE	7		29.97	36	41	10
Fri Jan 29 16:36:33 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 7 -14 	56	NW	8		30.50	-6	-5	10
Fri Jan 29 16:36:34 2010	Detroit, Michigan, United States (48201)	 Clear	 12 -11 	52	NW	10		30.45	-2	0	10
Fri Jan 29 16:36:36 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 19 -7 	42	NNW	14		30.39	N/A	7	10
Fri Jan 29 17:20:26 2010	San Jose, California, United States (95101)	 Overcast	 45 7 	88	Calm		 	30.01	42		
Fri Jan 29 17:20:27 2010	Charlotte, North Carolina, United States (28201)	 Mostly Cloudy	 43 6 	44	NNE	1		30.24	22	35	
Fri Jan 29 17:20:28 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 51 10 	84	Calm		 	30.24	46		
Fri Jan 29 17:20:29 2010	Denver, Colorado, United States (80214)	 Fog	 28 -3 	82	Calm		 	30.46	23	26	
Fri Jan 29 17:20:30 2010	Memphis, Tennessee, United States (37501)	 Mist	 30 -1 	86	ENE	12		30.24	27	22	2
Fri Jan 29 17:20:31 2010	Los Angeles, California, United States (90001)	 Clear	 54 12 	58	Calm		 	30.06	39		10
Fri Jan 29 17:20:33 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 32 0 	75	NNE	3		30.15	25	29	10
Fri Jan 29 17:20:34 2010	New York, New York, United States (10001)	 Clear	 19 -7 	35	WNW	15	28	30.30	-4	6	10
Fri Jan 29 17:20:35 2010	Baltimore, Maryland, United States (21201)	 Overcast	 21 -6 	42	NW	10	18	30.39	1	11	10
Fri Jan 29 17:20:36 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 43 6 	76	Calm		 	30.13	36		
Fri Jan 29 17:20:37 2010	Washington, D.C., United States (20001)	 Overcast	 21 -6 	42	NNW	14		30.45	1	9	10
Fri Jan 29 17:20:39 2010	Austin, Texas, United States (73301)	 Light Rain	 37 3 	93	NW	19	34	30.05	36	33	
Fri Jan 29 17:20:40 2010	San Francisco, California, United States (94101)	 Overcast	 50 10 	88	NNW	3		30.03	46		8
Fri Jan 29 17:20:41 2010	Oklahoma City, Oklahoma, United States (73101)	 Snow	 26 -3 	81	Calm		 	30.20	21		
Fri Jan 29 17:20:43 2010	Nashville, Tennessee, United States (37201)	 Snow	 25 -4 	86	NE	9		30.36	21	16	1
Fri Jan 29 17:20:44 2010	Fort Worth, Texas, United States (76101)	 Snow	 34 1 	81	N	18		30.15	28	24	10
Fri Jan 29 17:20:45 2010	Phoenix, Arizona, United States (85001)	 Few	 55 13 	77	Calm		 	30.07	48		
Fri Jan 29 17:20:46 2010	Portland, Oregon, United States (97201)	 Overcast	 47 8 	64	N	15	18	29.93	35	40	
Fri Jan 29 17:20:47 2010	Chicago, Illinois, United States (60601)	 Mostly Cloudy	 10 -12 	56	Calm		 	30.53	-2		10
Fri Jan 29 17:20:49 2010	San Antonio, Texas, United States (78201)	 Light Rain	 44 6 	76	WNW	3	12	29.98	37	38	
Fri Jan 29 17:20:50 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 14 -10 	64	E	3	11	30.51	4	6	
Fri Jan 29 17:20:51 2010	Boston, Massachusetts, United States (02101)	 Clear	 18 -8 	32	WNW	28	39	30.03	-8	0	10
Fri Jan 29 17:20:52 2010	Jacksonville, Florida, United States (32099)	 Overcast	 61 16 	54	Calm		 	30.12	44		
Fri Jan 29 17:20:53 2010	Columbus, Ohio, United States (43085)	 Overcast	 12 -11 	52	N	8		30.50	-2	2	10
Fri Jan 29 17:20:55 2010	Dallas, Texas, United States (75201)	 Light Rain	 36 2 	100	Calm		 	30.07	36	31	
Fri Jan 29 17:20:56 2010	Houston, Texas, United States (77001)	 Light Rain	 52 11 	99	NW	4	8	29.96	52	51	
Fri Jan 29 17:20:57 2010	Seattle, Washington, United States (98101)	 Overcast	 46 8 	66	Calm		 	29.97	36		10
Fri Jan 29 17:20:59 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 10 -12 	47	VARIABLE	3		30.50	-6	5	10
Fri Jan 29 17:21:00 2010	Detroit, Michigan, United States (48201)	 Clear	 16 -9 	45	NW	8		30.47	-2	6	10
Fri Jan 29 17:21:01 2010	Philadelphia, Pennsylvania, United States (19019)	 Overcast	 19 -7 	42	NW	16		30.39	N/A	6	10
Fri Jan 29 18:08:53 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 48 9 	87	Calm		 	30.01	44	47	
Fri Jan 29 18:08:54 2010	Charlotte, North Carolina, United States (28201)	 Mostly Cloudy	 44 7 	42	ENE	6		30.24	23	39	
Fri Jan 29 18:08:56 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 58 14 	64	ESE	3	7	30.26	46		
Fri Jan 29 18:08:57 2010	Denver, Colorado, United States (80214)	 Fog	 32 0 	69	Calm		 	30.48	23		
Fri Jan 29 18:08:58 2010	Memphis, Tennessee, United States (37501)	 Mist	 30 -1 	86	ENE	17	23	30.21	27	19	5
Fri Jan 29 18:08:59 2010	Los Angeles, California, United States (90001)	 Clear	 57 14 	59	Calm		 	30.06	43		10
Fri Jan 29 18:09:00 2010	El Paso, Texas, United States (79901)	 Partly Cloudy	 36 2 	70	N	6		30.15	27	31	10
Fri Jan 29 18:09:02 2010	New York, New York, United States (10001)	 Clear	 19 -7 	38	WNW	12	22	30.27	-2	8	10
Fri Jan 29 18:09:03 2010	Baltimore, Maryland, United States (21201)	 Overcast	 23 -5 	36	NNW	14	18	30.39	N/A	11	10
Fri Jan 29 18:09:04 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 49 9 	60	Calm		 	30.14	36		
Fri Jan 29 18:09:05 2010	Washington, D.C., United States (20001)	 Overcast	 23 -5 	39	NW	9		30.42	1	14	10
Fri Jan 29 18:09:07 2010	Austin, Texas, United States (73301)	 Light Rain	 38 3 	86	NNW	17	24	30.05	34	34	
Fri Jan 29 18:09:08 2010	San Francisco, California, United States (94101)	 Overcast	 50 10 	88	NNW	3		30.03	46		8
Fri Jan 29 18:09:09 2010	Oklahoma City, Oklahoma, United States (73101)	 Snow	 26 -3 	80	Calm		 	30.20	21		
Fri Jan 29 18:09:10 2010	Nashville, Tennessee, United States (37201)	 Snow	 25 -4 	86	NE	9		30.36	21	16	1 1/2
Fri Jan 29 18:09:11 2010	Fort Worth, Texas, United States (76101)	 Snow	 34 1 	81	NNW	16		30.18	28	24	10
Fri Jan 29 18:09:13 2010	Phoenix, Arizona, United States (85001)	 Few	 57 14 	72	Calm		 	30.08	48		
Fri Jan 29 18:09:14 2010	Portland, Oregon, United States (97201)	 Overcast	 47 9 	62	NNW	21		29.95	35	43	
Fri Jan 29 18:09:15 2010	Chicago, Illinois, United States (60601)	 Mostly Cloudy	 14 -10 	52	Calm		 	30.53	N/A		10
Fri Jan 29 18:09:16 2010	San Antonio, Texas, United States (78201)	 Partly Cloudy	 44 7 	75	NNW	7	8	29.98	37	41	
Fri Jan 29 18:09:18 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 16 -9 	61	E	6		30.52	5	6	
Fri Jan 29 18:09:19 2010	Boston, Massachusetts, United States (02101)	 Clear	 19 -7 	27	NW	26	37	30.00	-9	2	10
Fri Jan 29 18:09:20 2010	Jacksonville, Florida, United States (32099)	 Overcast	 64 18 	47	NE	1	3	30.09	43		
Fri Jan 29 18:09:22 2010	Columbus, Ohio, United States (43085)	 Overcast	 14 -10 	52	NE	7		30.50	N/A	5	10
Fri Jan 29 18:09:23 2010	Dallas, Texas, United States (75201)	 Light Rain	 35 2 	100	N	2	5	30.07	35	33	
Fri Jan 29 18:09:24 2010	Houston, Texas, United States (77001)	 Light Rain	 52 11 	97	N	6	8	29.95	51	50	
Fri Jan 29 18:09:25 2010	Seattle, Washington, United States (98101)	 Overcast	 48 9 	66	Calm		 	30.00	37		10
Fri Jan 29 18:09:26 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 12 -11 	48	Calm		 	30.53	-4		10
Fri Jan 29 18:09:28 2010	Detroit, Michigan, United States (48201)	 Clear	 16 -9 	45	NW	5	17	30.47	-2	10	10
Fri Jan 29 18:09:29 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 21 -6 	38	NW	17	23	30.33	N/A	8	10
Fri Jan 29 18:53:54 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 50 10 	85	Calm		 	30.00	46	47	
Fri Jan 29 18:53:55 2010	Charlotte, North Carolina, United States (28201)	 Mostly Cloudy	 46 8 	43	Calm		 	30.20	25	39	
Fri Jan 29 18:53:56 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 61 16 	56	Calm		 	30.26	45		
Fri Jan 29 18:53:57 2010	Denver, Colorado, United States (80214)	 Fog	 35 2 	61	SW	2	4	30.47	23		
Fri Jan 29 18:53:59 2010	Memphis, Tennessee, United States (37501)	 Freezing Rain	 30 -1 	86	ENE	22	29	30.15	27	18	8
Fri Jan 29 18:54:00 2010	Los Angeles, California, United States (90001)	 Clear	 57 14 	59	Calm		 	30.06	43		10
Fri Jan 29 18:54:01 2010	El Paso, Texas, United States (79901)	 Partly Cloudy	 36 2 	70	N	6		30.15	27	31	10
Fri Jan 29 18:54:02 2010	New York, New York, United States (10001)	 Clear	 19 -7 	38	WNW	12	22	30.27	-2	8	10
Fri Jan 29 18:54:04 2010	Baltimore, Maryland, United States (21201)	 Overcast	 23 -5 	36	NNW	14	18	30.39	N/A	11	10
Fri Jan 29 18:54:05 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 50 10 	54	Calm		 	30.14	34		
Fri Jan 29 18:54:06 2010	Washington, D.C., United States (20001)	 Overcast	 23 -5 	39	NW	9		30.42	1	14	10
Fri Jan 29 18:54:07 2010	Austin, Texas, United States (73301)	 Overcast	 41 5 	66	NW	16	26	30.05	30	36	
Fri Jan 29 18:54:09 2010	San Francisco, California, United States (94101)	 Overcast	 52 11 	82	NE	8		30.00	46	49	7
Fri Jan 29 18:54:10 2010	Oklahoma City, Oklahoma, United States (73101)	 Snow	 26 -3 	79	Calm		 	30.20	20		
Fri Jan 29 18:54:11 2010	Nashville, Tennessee, United States (37201)	 Snow	 25 -4 	86	NE	10		30.36	21	15	1 1/2
Fri Jan 29 18:54:12 2010	Fort Worth, Texas, United States (76101)	 Snow	 34 1 	81	NW	14		30.15	28	25	3
Fri Jan 29 18:54:13 2010	Phoenix, Arizona, United States (85001)	 Few	 59 15 	65	Calm		 	30.08	47		
Fri Jan 29 18:54:14 2010	Portland, Oregon, United States (97201)	 Overcast	 48 9 	62	N	5	17	29.93	35	43	
Fri Jan 29 18:54:16 2010	Chicago, Illinois, United States (60601)	 Mostly Cloudy	 14 -10 	52	Calm		 	30.53	N/A		10
Fri Jan 29 18:54:17 2010	San Antonio, Texas, United States (78201)	 Partly Cloudy	 47 8 	70	NW	7	11	29.97	37	41	
Fri Jan 29 18:54:18 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 17 -9 	59	ENE	9	12	30.50	5	6	
Fri Jan 29 18:54:19 2010	Boston, Massachusetts, United States (02101)	 Clear	 19 -7 	27	NW	26	37	30.00	-9	2	10
Fri Jan 29 18:54:21 2010	Jacksonville, Florida, United States (32099)	 Overcast	 64 18 	47	NE	1	3	30.09	43		
Fri Jan 29 18:54:22 2010	Columbus, Ohio, United States (43085)	 Overcast	 14 -10 	52	NE	7		30.50	N/A	5	10
Fri Jan 29 18:54:23 2010	Dallas, Texas, United States (75201)	 Overcast	 36 2 	100	Calm		 	30.07	36	31	
Fri Jan 29 18:54:24 2010	Houston, Texas, United States (77001)	 Overcast	 52 11 	96	NNW	10		29.92	51	49	
Fri Jan 29 18:54:25 2010	Seattle, Washington, United States (98101)	 Overcast	 48 9 	66	Calm		 	30.00	37		10
Fri Jan 29 18:54:26 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 12 -11 	48	Calm		 	30.53	-4		10
Fri Jan 29 18:54:27 2010	Detroit, Michigan, United States (48201)	 Clear	 16 -9 	45	NW	5	17	30.47	-2	10	10
Fri Jan 29 18:54:28 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 21 -6 	38	NW	17	23	30.33	N/A	8	10
Fri Jan 29 19:45:52 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 54 12 	79	ESE	2		30.00	48	50	
Fri Jan 29 19:45:53 2010	Charlotte, North Carolina, United States (28201)	 Mostly Cloudy	 45 7 	41	Calm		 	30.19	23	40	
Fri Jan 29 19:45:54 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 62 16 	51	S	2	8	30.26	43		
Fri Jan 29 19:45:56 2010	Denver, Colorado, United States (80214)	 Mist	 40 5 	47	Calm		 	30.44	22	37	
Fri Jan 29 19:45:57 2010	Memphis, Tennessee, United States (37501)	 Freezing Rain	 30 -1 	86	ENE	23	31	30.12	27	18	8
Fri Jan 29 19:45:58 2010	Los Angeles, California, United States (90001)	 Clear	 63 17 	42	VARIABLE	3		30.06	39		10
Fri Jan 29 19:45:59 2010	El Paso, Texas, United States (79901)	 Partly Cloudy	 37 3 	70	N	7		30.15	28	33	10
Fri Jan 29 19:46:01 2010	New York, New York, United States (10001)	 Partly Cloudy	 21 -6 	35	W	10	20	30.24	-2	11	10
Fri Jan 29 19:46:02 2010	Baltimore, Maryland, United States (21201)	 Overcast	 25 -4 	39	NW	15	18	30.36	3	13	10
Fri Jan 29 19:46:03 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 52 11 	50	NNW	3		30.15	34		
Fri Jan 29 19:46:04 2010	Washington, D.C., United States (20001)	 Overcast	 25 -4 	36	NW	12		30.39	1	15	10
Fri Jan 29 19:46:05 2010	Austin, Texas, United States (73301)	 Mostly Cloudy	 40 5 	63	NW	11	23	30.02	28	36	
Fri Jan 29 19:46:07 2010	San Francisco, California, United States (94101)	 Mist	 52 11 	88	E	7		30.03	48	50	5
Fri Jan 29 19:46:08 2010	Oklahoma City, Oklahoma, United States (73101)	 Fog	 26 -3 	78	Calm		 	30.17	20		
Fri Jan 29 19:46:09 2010	Nashville, Tennessee, United States (37201)	 Snow	 25 -4 	86	NE	9		30.33	21	16	4-Mar
Fri Jan 29 19:46:11 2010	Fort Worth, Texas, United States (76101)	 Overcast	 36 2 	75	NW	14		30.12	28	27	10
Fri Jan 29 19:46:12 2010	Phoenix, Arizona, United States (85001)	 Few	 61 16 	61	Calm		 	30.07	47		
Fri Jan 29 19:46:13 2010	Portland, Oregon, United States (97201)	 Overcast	 48 9 	62	NW	10	17	29.96	35	41	
Fri Jan 29 19:46:14 2010	Chicago, Illinois, United States (60601)	 Mostly Cloudy	 18 -8 	49	Calm		 	30.47	1		10
Fri Jan 29 19:46:15 2010	San Antonio, Texas, United States (78201)	 Clear	 48 9 	64	NW	11		29.94	37	43	
Fri Jan 29 19:46:17 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 18 -8 	61	E	6	11	30.48	7	7	
Fri Jan 29 19:46:18 2010	Boston, Massachusetts, United States (02101)	 Partly Cloudy	 19 -7 	27	W	24	35	29.97	-9	3	10
Fri Jan 29 19:46:19 2010	Jacksonville, Florida, United States (32099)	 Overcast	 66 19 	47	Calm		 	30.05	45		
Fri Jan 29 19:46:20 2010	Columbus, Ohio, United States (43085)	 Overcast	 16 -9 	48	N	8		30.45	N/A	6	10
Fri Jan 29 19:46:21 2010	Dallas, Texas, United States (75201)	 Overcast	 36 2 	96	NNE	1	3	30.01	35		
Fri Jan 29 19:46:23 2010	Houston, Texas, United States (77001)	 Overcast	 52 11 	94	SW	2	8	29.88	50		
Fri Jan 29 19:46:24 2010	Seattle, Washington, United States (98101)	 Overcast	 50 10 	62	Calm		 	29.97	37		10
Fri Jan 29 19:46:25 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 14 -10 	41	Calm		 	30.50	-6		10
Fri Jan 29 19:46:26 2010	Detroit, Michigan, United States (48201)	 Partly Cloudy	 19 -7 	42	NW	8		30.45	N/A	10	10
Fri Jan 29 19:46:27 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 21 -6 	38	NW	14	23	30.33	N/A	9	10
Fri Jan 29 20:43:41 2010	San Jose, California, United States (95101)	 Overcast	 55 13 	77	ENE	3	4	29.97	48	54	
Fri Jan 29 20:43:42 2010	Charlotte, North Carolina, United States (28201)	 Overcast	 44 7 	42	Calm		 	30.21	22	41	
Fri Jan 29 20:43:44 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 61 16 	65	S	2		30.24	50		
Fri Jan 29 20:43:45 2010	Denver, Colorado, United States (80214)	 Clear	 43 6 	39	Calm		 	30.40	20	40	
Fri Jan 29 20:43:46 2010	Memphis, Tennessee, United States (37501)	 Freezing Rain	 30 -1 	86	E	16		30.06	27	20	9
Fri Jan 29 20:43:47 2010	Los Angeles, California, United States (90001)	 Clear	 63 17 	42	Calm		 	30.06	39		10
Fri Jan 29 20:43:49 2010	El Paso, Texas, United States (79901)	 Partly Cloudy	 39 4 	65	N	8		30.15	28	34	10
Fri Jan 29 20:43:50 2010	New York, New York, United States (10001)	 Partly Cloudy	 21 -6 	35	NW	14	22	30.24	-2	9	10
Fri Jan 29 20:43:51 2010	Baltimore, Maryland, United States (21201)	 Mostly Cloudy	 25 -4 	36	NW	13	20	30.33	1	14	10
Fri Jan 29 20:43:52 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 55 13 	40	Calm		 	30.12	31		
Fri Jan 29 20:43:53 2010	Washington, D.C., United States (20001)	 Overcast	 25 -4 	36	NNW	9		30.39	1	16	10
Fri Jan 29 20:43:55 2010	Austin, Texas, United States (73301)	 Overcast	 40 4 	60	NW	14	24	30.02	27	34	
Fri Jan 29 20:43:56 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 52 11 	88	SE	6		30.00	48	50	7
Fri Jan 29 20:43:57 2010	Oklahoma City, Oklahoma, United States (73101)	 Fog	 25 -4 	77	Calm		 	30.14	19		
Fri Jan 29 20:43:59 2010	Nashville, Tennessee, United States (37201)	 Snow	 25 -4 	86	ENE	10		30.27	21	15	4-Mar
