6	www.washingtonpost.com							
(Timestamp)	(Location)	Condition	Temperature (F C)	RealFeel® (F C)	(Wind Speed) (mph)	Wind	Barometer	Humidity (%)
Fri Jan 29 16:34:53 2010	MEMPHIS, TN	Sleet	30 -1	19 -7	9	ENE	30.28	80
Fri Jan 29 16:34:55 2010	LOS ANGELES, CA	Sunny	52 11	55 13	0	CLM	30.05	63
Fri Jan 29 16:34:57 2010	EL PASO, TX	Mostly Cloudy	31 -1	37 3	0	CLM	30.15	75
Fri Jan 29 16:34:59 2010	NEW YORK, NY	Sunny	18 -8	14-Jun	13	WNW	30.30	37
Fri Jan 29 16:35:00 2010	BALTIMORE, MD	Cloudy	20 -7	15-May	14	NW	30.44	43
Fri Jan 29 16:35:02 2010	LAS VEGAS, NV	Intermittent Clouds	42 6	41 5	5	SW	30.06	70
Fri Jan 29 16:35:03 2010	WASHINGTON, DC	Cloudy	22 -6	14-Jun	15	NNW	30.46	41
Fri Jan 29 16:35:05 2010	AUSTIN, TX	Rain	41 5	28 -2	13	NNW	30.06	95
Fri Jan 29 16:35:06 2010	SAN FRANCISCO, CA	Cloudy	48 9	47 8	5	SSW	30.01	92
Fri Jan 29 16:35:07 2010	OKLAHOMA CITY, OK	Flurries	24 -4	15-May	17	N	30.14	84
Fri Jan 29 16:35:09 2010	NASHVILLE, TN	Flurries	27 -3	14 -10	12	NNE	30.36	68
Fri Jan 29 16:35:11 2010	FORT WORTH, TX	Rain	35 2	19 -7	15	NW	30.09	88
Fri Jan 29 16:35:13 2010	PHOENIX, AZ	Partly Sunny	51 11	52 11	3	E	30.03	89
Fri Jan 29 16:35:15 2010	PORTLAND, OR	Cloudy	49 9	41 5	13	ESE	29.97	58
Fri Jan 29 16:35:19 2010	CHICAGO, IL	Mostly Sunny	14-Jul	13-Aug	5	N	30.55	55
Fri Jan 29 16:35:20 2010	SAN ANTONIO, TX	Showers	42 6	28 -2	17	NNW	30.02	85
Fri Jan 29 16:35:22 2010	INDIANAPOLIS, IN	Cloudy	14 -10	11-Dec	6	NE	30.53	64
Fri Jan 29 16:35:23 2010	BOSTON, MA	Sunny	15 -9	-9 -23	25	W	30.04	36
Fri Jan 29 16:35:25 2010	JACKSONVILLE, FL	Mostly Cloudy	55 13	60 16	5	E	30.18	71
Fri Jan 29 16:35:26 2010	COLUMBUS, OH	Cloudy	11-Dec	16-Mar	8	N	30.51	53
Fri Jan 29 16:35:29 2010	DALLAS, TX	Rain	37 3	28 -2	8	NNW	30.07	93
Fri Jan 29 16:35:30 2010	HOUSTON, TX	Showers	53 12	42 6	17	NW	29.91	92
Fri Jan 29 16:35:31 2010	SEATTLE, WA	Intermittent Clouds	46 8	38 3	12	ESE	29.98	57
Fri Jan 29 16:35:33 2010	MILWAUKEE, WI	Partly Sunny	14-Jul	-1 -18	8	NW	30.55	55
Fri Jan 29 16:35:34 2010	DETROIT, MI	Mostly Cloudy	14 -10	14-Jun	8	N	30.51	56
Fri Jan 29 16:35:36 2010	PHILADELPHIA, PA	Cloudy	19 -7	16-Apr	14	NNW	30.40	41
Fri Jan 29 17:19:23 2010	SAN JOSE, CA	Cloudy	47 8	47 8	3	SE	30.02	86
Fri Jan 29 17:19:25 2010	CHARLOTTE, NC	Cloudy	41 5	36 2	12	ENE	30.29	33
Fri Jan 29 17:19:26 2010	SAN DIEGO, CA	Intermittent Clouds	53 12	56 13	3	E	30.08	71
Fri Jan 29 17:19:28 2010	DENVER, CO	Fog	23 -5	29 -2	0	CLM	30.16	92
Fri Jan 29 17:19:29 2010	MEMPHIS, TN	Rain & Snow	30 -1	15 -9	12	ENE	30.25	86
Fri Jan 29 17:19:31 2010	LOS ANGELES, CA	Sunny	54 12	59 15	0	CLM	30.05	58
Fri Jan 29 17:19:32 2010	EL PASO, TX	Cloudy	32 0	35 2	3	NNE	30.17	72
Fri Jan 29 17:19:36 2010	NEW YORK, NY	Sunny	19 -7	15-May	15	WNW	30.28	35
Fri Jan 29 17:19:37 2010	BALTIMORE, MD	Cloudy	21 -6	11-Dec	10	NW	30.40	41
Fri Jan 29 17:19:38 2010	LAS VEGAS, NV	Intermittent Clouds	42 6	45 7	3	W	30.08	70
Fri Jan 29 17:19:39 2010	WASHINGTON, DC	Cloudy	21 -6	14-Jul	14	NNW	30.45	43
Fri Jan 29 17:19:41 2010	AUSTIN, TX	Cloudy	41 5	32 0	14	NW	30.07	88
Fri Jan 29 17:19:42 2010	SAN FRANCISCO, CA	Cloudy	50 10	50 10	3	NNW	30.02	89
Fri Jan 29 17:19:43 2010	OKLAHOMA CITY, OK	Flurries	24 -4	12-Nov	12	N	30.18	84
Fri Jan 29 17:19:44 2010	NASHVILLE, TN	Flurries	25 -4	17 -8	9	NNE	30.38	84
Fri Jan 29 17:19:46 2010	FORT WORTH, TX	Rain	33 1	14 -10	20	WNW	30.11	88
Fri Jan 29 17:19:47 2010	PHOENIX, AZ	Partly Sunny	54 12	57 14	3	E	30.06	82
Fri Jan 29 17:19:48 2010	PORTLAND, OR	Cloudy	47 8	37 3	15	ESE	29.96	65
Fri Jan 29 17:19:49 2010	CHICAGO, IL	Intermittent Clouds	12-Nov	24 -4	0	CLM	30.56	48
Fri Jan 29 17:19:51 2010	SAN ANTONIO, TX	Showers	43 6	28 -2	21	NNW	30.03	82
Fri Jan 29 17:19:54 2010	INDIANAPOLIS, IN	Cloudy	15 -9	13-Sep	8	E	30.53	61
Fri Jan 29 17:19:55 2010	BOSTON, MA	Sunny	17 -8	-8 -22	28	WNW	30.03	32
Fri Jan 29 17:19:56 2010	JACKSONVILLE, FL	Sunny	61 16	65 18	7	E	30.19	47
Fri Jan 29 17:19:58 2010	COLUMBUS, OH	Cloudy	13 -11	15-May	8	N	30.54	49
Fri Jan 29 17:19:59 2010	DALLAS, TX	Showers	37 3	23 -5	15	NW	30.07	93
Fri Jan 29 17:20:00 2010	HOUSTON, TX	Cloudy	50 10	42 6	17	NNW	29.96	92
Fri Jan 29 17:20:02 2010	SEATTLE, WA	Cloudy	46 8	42 6	7	WSW	29.99	70
Fri Jan 29 17:20:03 2010	MILWAUKEE, WI	Partly Sunny	12-Oct	16 -9	3	N	30.56	48
Fri Jan 29 17:20:04 2010	DETROIT, MI	Partly Sunny	15 -9	18 -8	5	NW	30.52	51
Fri Jan 29 17:20:05 2010	PHILADELPHIA, PA	Cloudy	20 -7	16-Mar	16	WNW	30.38	39
Fri Jan 29 18:07:38 2010	SAN JOSE, CA	Cloudy	47 8	47 8	3	SE	30.02	86
Fri Jan 29 18:07:43 2010	CHARLOTTE, NC	Cloudy	41 5	36 2	12	ENE	30.29	33
Fri Jan 29 18:07:44 2010	SAN DIEGO, CA	Intermittent Clouds	53 12	56 13	3	E	30.08	71
Fri Jan 29 18:07:46 2010	DENVER, CO	Partly Sunny	29 -2	33 1	2	N	30.16	78
Fri Jan 29 18:07:47 2010	MEMPHIS, TN	Sleet	30 -1	14 -10	17	ENE	30.22	86
Fri Jan 29 18:07:49 2010	LOS ANGELES, CA	Intermittent Clouds	54 12	59 15	0	CLM	30.05	58
Fri Jan 29 18:07:52 2010	EL PASO, TX	Cloudy	32 0	35 2	3	NNE	30.17	72
Fri Jan 29 18:07:54 2010	NEW YORK, NY	Intermittent Clouds	19 -7	16-Apr	15	WNW	30.28	35
Fri Jan 29 18:07:55 2010	BALTIMORE, MD	Cloudy	21 -6	11-Dec	10	NW	30.40	41
Fri Jan 29 18:07:57 2010	LAS VEGAS, NV	Intermittent Clouds	42 6	45 7	3	W	30.08	70
Fri Jan 29 18:08:00 2010	WASHINGTON, DC	Cloudy	21 -6	14-Jul	14	NNW	30.45	43
Fri Jan 29 18:08:03 2010	AUSTIN, TX	Cloudy	41 5	32 0	14	NW	30.07	88
Fri Jan 29 18:08:08 2010	SAN FRANCISCO, CA	Cloudy	50 10	50 10	3	NNW	30.02	89
Fri Jan 29 18:08:10 2010	OKLAHOMA CITY, OK	Snow	25 -4	12-Nov	13	N	30.13	79
Fri Jan 29 18:08:11 2010	NASHVILLE, TN	Flurries	25 -4	14 -10	9	NE	30.36	86
Fri Jan 29 18:08:13 2010	FORT WORTH, TX	Rain & Snow	32 0	19 -7	15	NW	30.12	86
Fri Jan 29 18:08:14 2010	PHOENIX, AZ	Partly Sunny	54 12	57 14	3	E	30.06	82
Fri Jan 29 18:08:16 2010	PORTLAND, OR	Cloudy	47 8	37 3	15	ESE	29.96	65
Fri Jan 29 18:08:18 2010	CHICAGO, IL	Intermittent Clouds	12-Nov	24 -4	0	CLM	30.56	48
Fri Jan 29 18:08:19 2010	SAN ANTONIO, TX	Showers	43 6	28 -2	21	NNW	30.03	82
Fri Jan 29 18:08:21 2010	INDIANAPOLIS, IN	Cloudy	15 -9	13-Sep	8	E	30.53	61
Fri Jan 29 18:08:23 2010	BOSTON, MA	Sunny	17 -8	-8 -22	28	WNW	30.03	32
Fri Jan 29 18:08:25 2010	JACKSONVILLE, FL	Sunny	61 16	65 18	7	E	30.19	47
Fri Jan 29 18:08:26 2010	COLUMBUS, OH	Cloudy	13 -11	15-May	8	N	30.54	49
Fri Jan 29 18:08:29 2010	DALLAS, TX	Showers	37 3	22 -6	16	WNW	30.09	86
Fri Jan 29 18:08:31 2010	HOUSTON, TX	Cloudy	50 10	42 6	13	NNW	29.99	87
Fri Jan 29 18:08:32 2010	SEATTLE, WA	Cloudy	46 8	42 6	7	WSW	29.99	70
Fri Jan 29 18:08:34 2010	MILWAUKEE, WI	Partly Sunny	12-Oct	16 -9	3	N	30.56	48
Fri Jan 29 18:08:36 2010	DETROIT, MI	Partly Sunny	15 -9	17 -8	5	NW	30.52	51
Fri Jan 29 18:08:38 2010	PHILADELPHIA, PA	Cloudy	20 -7	16-Mar	16	WNW	30.38	39
Fri Jan 29 18:52:14 2010	SAN JOSE, CA	Cloudy	49 9	49 9	5	NE	30.03	83
Fri Jan 29 18:52:42 2010	CHARLOTTE, NC	Cloudy	44 7	40 4	12	E	30.28	27
Fri Jan 29 18:52:45 2010	SAN DIEGO, CA	Intermittent Clouds	56 13	60 16	5	E	30.09	61
Fri Jan 29 18:52:46 2010	DENVER, CO	Intermittent Clouds	30 -1	28 -2	5	S	30.07	100
Fri Jan 29 18:52:50 2010	MEMPHIS, TN	Sleet	30 -1	11-Dec	21	ENE	30.16	86
Fri Jan 29 18:52:54 2010	LOS ANGELES, CA	Sunny	57 14	64 18	0	CLM	30.06	59
Fri Jan 29 18:52:57 2010	EL PASO, TX	Partly Sunny	35 2	36 2	6	N	30.15	72
Fri Jan 29 18:52:59 2010	NEW YORK, NY	Sunny	20 -7	12-Oct	12	WNW	30.25	36
Fri Jan 29 18:53:06 2010	BALTIMORE, MD	Cloudy	23 -5	12-Oct	14	NNW	30.39	36
Fri Jan 29 18:53:08 2010	LAS VEGAS, NV	Intermittent Clouds	46 8	55 13	0	CLM	30.09	62
Fri Jan 29 18:53:09 2010	WASHINGTON, DC	Cloudy	23 -5	15 -9	9	NW	30.42	38
Fri Jan 29 18:53:10 2010	AUSTIN, TX	Cloudy	42 6	30 -1	18	NNW	30.04	82
Fri Jan 29 18:53:11 2010	SAN FRANCISCO, CA	Cloudy	51 11	48 9	8	NE	30.01	85
Fri Jan 29 18:53:12 2010	OKLAHOMA CITY, OK	Snow	25 -4	12-Nov	14	N	30.12	79
Fri Jan 29 18:53:14 2010	NASHVILLE, TN	Flurries	25 -4	13 -11	10	NNE	30.35	86
Fri Jan 29 18:53:15 2010	FORT WORTH, TX	Freezing Rain	32 0	15 -9	16	NW	30.08	86
Fri Jan 29 18:53:19 2010	PHOENIX, AZ	Partly Sunny	56 13	58 14	6	E	30.07	74
Fri Jan 29 18:53:20 2010	PORTLAND, OR	Cloudy	48 9	40 4	13	E	29.98	62
Fri Jan 29 18:53:22 2010	CHICAGO, IL	Intermittent Clouds	12-Nov	24 -4	0	CLM	30.56	46
Fri Jan 29 18:53:23 2010	SAN ANTONIO, TX	Partly Sunny	44 7	33 1	24	NNW	30.04	76
Fri Jan 29 18:53:25 2010	INDIANAPOLIS, IN	Cloudy	17 -8	15-May	12	ENE	30.51	59
Fri Jan 29 18:53:26 2010	BOSTON, MA	Sunny	19 -7	-4 -20	26	WNW	30.00	27
Fri Jan 29 18:53:29 2010	JACKSONVILLE, FL	Sunny	64 18	72 22	5	E	30.15	39
Fri Jan 29 18:53:30 2010	COLUMBUS, OH	Cloudy	14 -10	12-Oct	7	NE	30.54	51
Fri Jan 29 18:53:31 2010	DALLAS, TX	Rain	36 2	23 -5	15	WNW	30.06	93
Fri Jan 29 18:53:32 2010	HOUSTON, TX	Cloudy	50 10	41 5	22	N	29.98	89
Fri Jan 29 18:53:34 2010	SEATTLE, WA	Cloudy	45 7	49 9	0	CLM	30.01	79
Fri Jan 29 18:53:35 2010	MILWAUKEE, WI	Partly Sunny	11-Dec	25 -4	0	CLM	30.57	48
Fri Jan 29 18:53:36 2010	DETROIT, MI	Partly Sunny	17 -8	17 -8	6	WNW	30.52	45
Fri Jan 29 18:53:37 2010	PHILADELPHIA, PA	Cloudy	21 -6	16-Apr	17	NW	30.34	38
Fri Jan 29 19:44:56 2010								
Fri Jan 29 19:45:02 2010	CHARLOTTE, NC	Cloudy	43 6	45 7	6	NE	30.26	28
Fri Jan 29 19:45:04 2010	SAN DIEGO, CA	Intermittent Clouds	60 16	63 17	7	S	30.10	57
Fri Jan 29 19:45:05 2010	DENVER, CO	Sunny	37 3	40 4	6	WSW	30.07	51
Fri Jan 29 19:45:06 2010	MEMPHIS, TN	Freezing Rain	31 -1	12-Nov	23	ENE	30.12	85
Fri Jan 29 19:45:07 2010	LOS ANGELES, CA	Sunny	62 17	69 21	3	N	30.07	42
Fri Jan 29 19:45:09 2010	EL PASO, TX	Partly Sunny	37 3	40 4	7	N	30.16	69
Fri Jan 29 19:45:10 2010	NEW YORK, NY	Partly Sunny	21 -6	11-Dec	10	W	30.23	36
Fri Jan 29 19:45:12 2010	BALTIMORE, MD	Cloudy	25 -4	12-Nov	15	WNW	30.38	38
Fri Jan 29 19:45:13 2010	LAS VEGAS, NV	Intermittent Clouds	49 9	54 12	5	ENE	30.10	44
Fri Jan 29 19:45:15 2010	WASHINGTON, DC	Cloudy	24 -4	14 -10	12	NW	30.40	38
Fri Jan 29 19:45:16 2010	AUSTIN, TX	Mostly Cloudy	43 6	38 3	13	NNW	30.06	76
Fri Jan 29 19:45:17 2010	SAN FRANCISCO, CA	Mostly Cloudy	51 11	50 10	7	E	30.03	92
Fri Jan 29 19:45:19 2010	OKLAHOMA CITY, OK	Snow	24 -4	15-May	17	N	30.12	84
Fri Jan 29 19:45:20 2010	NASHVILLE, TN	Snow	25 -4	13 -11	9	NNE	30.32	86
Fri Jan 29 19:45:21 2010	FORT WORTH, TX	Cloudy	34 1	21 -6	18	NW	30.06	86
Fri Jan 29 19:45:22 2010	PHOENIX, AZ	Partly Sunny	59 15	62 17	6	E	30.07	66
Fri Jan 29 19:45:23 2010	PORTLAND, OR	Cloudy	49 9	37 3	24	ESE	29.97	60
Fri Jan 29 19:45:24 2010	CHICAGO, IL	Intermittent Clouds	14 -10	26 -3	0	CLM	30.53	44
Fri Jan 29 19:45:25 2010	SAN ANTONIO, TX	Partly Sunny	47 8	41 5	18	NNW	30.03	70
Fri Jan 29 19:45:26 2010	INDIANAPOLIS, IN	Cloudy	17 -8	14-Jul	10	ENE	30.48	64
Fri Jan 29 19:45:28 2010	BOSTON, MA	Mostly Sunny	19 -7	-4 -20	24	W	29.98	28
Fri Jan 29 19:45:29 2010	JACKSONVILLE, FL	Sunny	66 19	69 21	8	E	30.11	52
Fri Jan 29 19:45:30 2010	COLUMBUS, OH	Cloudy	15 -9	13-Aug	8	N	30.51	49
Fri Jan 29 19:45:31 2010	DALLAS, TX	Rain	36 2	21 -6	18	NW	30.03	93
Fri Jan 29 19:45:32 2010	HOUSTON, TX	Cloudy	50 10	46 8	13	N	29.94	89
Fri Jan 29 19:45:33 2010	SEATTLE, WA	Cloudy	52 11	45 7	13	E	30.00	48
Fri Jan 29 19:45:34 2010	MILWAUKEE, WI	Partly Sunny	14 -10	26 -3	0	CLM	30.55	42
Fri Jan 29 19:45:36 2010	DETROIT, MI	Partly Sunny	18 -8	18 -8	6	N	30.51	43
Fri Jan 29 19:45:37 2010	PHILADELPHIA, PA	Cloudy	22 -6	13-Aug	14	WNW	30.32	36
Fri Jan 29 20:42:40 2010	SAN JOSE, CA	Cloudy	56 13	54 12	8	ESE	30.02	74
Fri Jan 29 20:42:41 2010	CHARLOTTE, NC	Cloudy	44 7	41 5	8	ENE	30.23	29
Fri Jan 29 20:42:43 2010	SAN DIEGO, CA	Intermittent Clouds	61 16	66 19	6	S	30.09	53
Fri Jan 29 20:42:44 2010	DENVER, CO	Mostly Sunny	41 5	47 8	5	SE	30.05	41
Fri Jan 29 20:42:46 2010	MEMPHIS, TN	Freezing Rain	30 -1	14 -10	16	E	30.05	86
Fri Jan 29 20:42:48 2010	LOS ANGELES, CA	Sunny	63 17	72 22	0	CLM	30.06	41
Fri Jan 29 20:42:49 2010	EL PASO, TX	Partly Sunny	40 4	42 6	8	N	30.13	64
Fri Jan 29 20:42:51 2010	NEW YORK, NY	Partly Sunny	22 -6	14-Jul	14	WNW	30.21	34
Fri Jan 29 20:42:52 2010	BALTIMORE, MD	Mostly Cloudy	25 -4	13 -11	13	NW	30.35	35
Fri Jan 29 20:42:54 2010	LAS VEGAS, NV	Intermittent Clouds	50 10	58 14	3	ENE	30.08	46
Fri Jan 29 20:42:55 2010	WASHINGTON, DC	Cloudy	25 -4	18 -8	9	NNW	30.38	36
Fri Jan 29 20:42:57 2010	AUSTIN, TX	Cloudy	43 6	35 2	16	NW	30.04	73
Fri Jan 29 20:42:58 2010	SAN FRANCISCO, CA	Mostly Cloudy	51 11	52 11	6	ESE	30.01	89
Fri Jan 29 20:43:00 2010	OKLAHOMA CITY, OK	Snow	21 -6	16-Apr	15	N	30.08	92
Fri Jan 29 20:43:02 2010	NASHVILLE, TN	Snow	25 -4	13 -11	10	ENE	30.26	86
Fri Jan 29 20:43:03 2010	FORT WORTH, TX	Cloudy	33 1	21 -6	16	NW	30.03	88
Fri Jan 29 20:43:05 2010	PHOENIX, AZ	Mostly Cloudy	59 15	68 20	0	CLM	30.05	64
Fri Jan 29 20:43:06 2010	PORTLAND, OR	Showers	49 9	35 2	20	E	29.99	65
Fri Jan 29 20:43:08 2010	CHICAGO, IL	Intermittent Clouds	17 -8	27 -3	0	CLM	30.50	42
Fri Jan 29 20:43:09 2010	SAN ANTONIO, TX	Partly Sunny	48 9	41 5	20	NW	30.01	65
Fri Jan 29 20:43:11 2010	INDIANAPOLIS, IN	Cloudy	18 -8	13-Sep	9	ENE	30.44	62
Fri Jan 29 20:43:13 2010	BOSTON, MA	Mostly Sunny	20 -7	-3 -19	24	WNW	29.99	26
Fri Jan 29 20:43:15 2010	JACKSONVILLE, FL	Sunny	68 20	70 21	8	E	30.09	52
Fri Jan 29 20:43:17 2010	COLUMBUS, OH	Cloudy	16 -9	12-Nov	7	N	30.48	49
Fri Jan 29 20:43:18 2010	DALLAS, TX	Cloudy	36 2	25 -4	16	NW	30.01	89
Fri Jan 29 20:43:20 2010	HOUSTON, TX	Cloudy	51 11	46 8	12	NW	29.91	85
Fri Jan 29 20:43:21 2010	SEATTLE, WA	Cloudy	49 9	51 11	3	SE	30.01	65
Fri Jan 29 20:43:23 2010	MILWAUKEE, WI	Partly Sunny	15 -9	25 -4	0	CLM	30.52	38
Fri Jan 29 20:43:24 2010	DETROIT, MI	Partly Sunny	20 -7	30 -1	0	CLM	30.49	41
Fri Jan 29 20:43:25 2010	PHILADELPHIA, PA	Intermittent Clouds	23 -5	13-Aug	15	NW	30.31	35
Fri Jan 29 21:26:39 2010	SAN JOSE, CA	Cloudy	60 16	58 14	12	ESE	29.96	66
Fri Jan 29 21:26:41 2010	CHARLOTTE, NC	Cloudy	43 6	38 3	9	NE	30.25	30
Fri Jan 29 21:26:43 2010	SAN DIEGO, CA	Intermittent Clouds	61 16	65 18	6	S	30.06	62
Fri Jan 29 21:26:45 2010	DENVER, CO	Partly Sunny	43 6	50 10	3	N	30.01	28
Fri Jan 29 21:26:50 2010	MEMPHIS, TN	Freezing Rain	30 -1	18 -8	10	ENE	30.05	92
Fri Jan 29 21:26:57 2010	LOS ANGELES, CA	Sunny	66 19	73 23	0	CLM	30.03	38
Fri Jan 29 21:26:58 2010	EL PASO, TX	Partly Sunny	42 6	46 8	7	N	30.09	64
Fri Jan 29 21:27:00 2010	NEW YORK, NY	Sunny	23 -5	13-Aug	14	W	30.21	33
Fri Jan 29 21:27:04 2010	BALTIMORE, MD	Mostly Cloudy	24 -4	15 -9	9	WNW	30.35	36
Fri Jan 29 21:27:13 2010	LAS VEGAS, NV	Intermittent Clouds	53 12	63 17	0	CLM	30.06	39
Fri Jan 29 21:27:15 2010	WASHINGTON, DC	Cloudy	26 -3	18 -8	9	NW	30.38	35
Fri Jan 29 21:27:16 2010	AUSTIN, TX	Cloudy	42 6	33 1	16	NNW	30.04	70
Fri Jan 29 21:27:18 2010	SAN FRANCISCO, CA	Mostly Cloudy	52 11	54 12	6	ENE	29.99	82
Fri Jan 29 21:27:19 2010	OKLAHOMA CITY, OK	Snow	23 -5	15-May	13	NNW	30.09	84
Fri Jan 29 21:27:23 2010	NASHVILLE, TN	Snow	25 -4	12-Oct	12	NE	30.25	88
Fri Jan 29 21:27:25 2010	FORT WORTH, TX	Cloudy	33 1	23 -5	14	NW	30.03	81
Fri Jan 29 21:27:28 2010	PHOENIX, AZ	Partly Sunny	62 17	71 22	0	CLM	30.02	57
Fri Jan 29 21:27:29 2010	PORTLAND, OR	Cloudy	50 10	45 7	10	E	29.98	63
Fri Jan 29 21:27:31 2010	CHICAGO, IL	Intermittent Clouds	19 -7	19 -7	5	N	30.45	39
Fri Jan 29 21:27:33 2010	SAN ANTONIO, TX	Partly Sunny	49 9	44 7	15	NW	29.99	63
Fri Jan 29 21:27:34 2010	INDIANAPOLIS, IN	Cloudy	18 -8	12-Oct	8	ENE	30.39	59
Fri Jan 29 21:27:35 2010	BOSTON, MA	Mostly Sunny	20 -7	-5 -21	26	WNW	30.00	24
Fri Jan 29 21:27:40 2010	JACKSONVILLE, FL	Sunny	68 20	68 20	7	ESE	30.07	52
Fri Jan 29 21:27:43 2010	COLUMBUS, OH	Cloudy	17 -8	14 -10	6	NNE	30.46	46
Fri Jan 29 21:27:45 2010	DALLAS, TX	Fog	36 2	23 -5	18	WNW	29.99	86
Fri Jan 29 21:27:46 2010	HOUSTON, TX	Cloudy	50 10	44 7	14	WNW	29.92	82
Fri Jan 29 21:27:47 2010	SEATTLE, WA	Cloudy	49 9	51 11	3	SE	30.01	65
Fri Jan 29 21:27:48 2010	MILWAUKEE, WI	Partly Sunny	17 -8	12-Nov	7	ENE	30.48	51
Fri Jan 29 21:27:50 2010	DETROIT, MI	Partly Sunny	21 -6	21 -6	5	N	30.47	39
Fri Jan 29 21:28:04 2010	PHILADELPHIA, PA	Intermittent Clouds	24 -4	14-Jul	17	NNW	30.31	34
Fri Jan 29 22:12:43 2010	SAN JOSE, CA	Cloudy	60 16	60 16	8	ESE	29.96	64
Fri Jan 29 22:12:45 2010	CHARLOTTE, NC	Flurries	37 3	28 -2	9	NE	30.26	64
Fri Jan 29 22:12:47 2010	SAN DIEGO, CA	Intermittent Clouds	62 17	62 17	9	WSW	30.04	64
Fri Jan 29 22:12:49 2010	DENVER, CO	Partly Sunny	43 6	50 10	3	N	30.03	28
Fri Jan 29 22:12:51 2010	MEMPHIS, TN	Rain	32 0	18 -8	13	NNE	30.06	85
Fri Jan 29 22:12:53 2010	LOS ANGELES, CA	Sunny	67 19	72 22	0	CLM	30.01	37
Fri Jan 29 22:12:56 2010	EL PASO, TX	Partly Sunny	43 6	50 10	5	NW	30.06	62
Fri Jan 29 22:12:57 2010	NEW YORK, NY	Sunny	23 -5	12-Oct	12	WNW	30.22	35
Fri Jan 29 22:12:59 2010	BALTIMORE, MD	Cloudy	24 -4	12-Oct	13	NW	30.35	38
Fri Jan 29 22:13:01 2010	LAS VEGAS, NV	Intermittent Clouds	54 12	58 14	5	E	30.02	38
Fri Jan 29 22:13:02 2010	WASHINGTON, DC	Cloudy	26 -3	13 -11	13	NNW	30.37	35
Fri Jan 29 22:13:04 2010	AUSTIN, TX	Cloudy	40 4	28 -2	18	NNW	30.03	73
Fri Jan 29 22:13:05 2010	SAN FRANCISCO, CA	Mostly Cloudy	58 14	55 13	13	SSW	29.96	66
Fri Jan 29 22:13:07 2010	OKLAHOMA CITY, OK	Snow	22 -6	-2 -19	21	N	30.09	84
Fri Jan 29 22:13:09 2010	NASHVILLE, TN	Snow	26 -3	11-Dec	12	NE	30.21	84
Fri Jan 29 22:13:11 2010	FORT WORTH, TX	Cloudy	33 1	17 -8	20	NW	30.02	81
Fri Jan 29 22:13:12 2010	PHOENIX, AZ	Partly Sunny	64 18	71 22	0	CLM	29.99	49
Fri Jan 29 22:13:13 2010	PORTLAND, OR	Cloudy	50 10	41 5	17	E	29.96	63
Fri Jan 29 22:13:15 2010	CHICAGO, IL	Intermittent Clouds	20 -7	21 -6	3	SSE	30.44	41
Fri Jan 29 22:13:16 2010	SAN ANTONIO, TX	Partly Sunny	48 9	39 4	18	WNW	29.99	60
Fri Jan 29 22:13:35 2010	INDIANAPOLIS, IN	Intermittent Clouds	19 -7	13-Sep	9	E	30.39	59
Fri Jan 29 22:13:37 2010								
Fri Jan 29 22:13:38 2010	JACKSONVILLE, FL	Sunny	68 20	66 19	8	E	30.05	59
Fri Jan 29 22:13:48 2010	COLUMBUS, OH	Cloudy	16 -9	11-Dec	6	E	30.43	51
Fri Jan 29 22:13:54 2010								
Fri Jan 29 22:14:19 2010	HOUSTON, TX	Cloudy	46 8	36 2	18	NW	29.93	88
Fri Jan 29 22:14:28 2010	SEATTLE, WA	Cloudy	55 13	51 11	10	ESE	29.98	44
Fri Jan 29 22:14:34 2010	MILWAUKEE, WI	Partly Sunny	16 -9	14-Jul	8	NE	30.46	51
Fri Jan 29 22:14:36 2010	DETROIT, MI	Partly Sunny	22 -6	21 -6	5	NNW	30.44	36
Fri Jan 29 22:14:40 2010	PHILADELPHIA, PA	Intermittent Clouds	24 -4	13-Aug	15	WNW	30.32	34
Fri Jan 29 22:59:01 2010	SAN JOSE, CA	Cloudy	60 16	60 16	8	ESE	29.96	64
Fri Jan 29 22:59:03 2010	CHARLOTTE, NC	Snow	36 2	29 -2	7	NE	30.26	74
Fri Jan 29 22:59:04 2010	SAN DIEGO, CA	Intermittent Clouds	62 17	62 17	9	WSW	30.04	64
Fri Jan 29 22:59:05 2010	DENVER, CO	Mostly Sunny	45 7	54 12	0	CLM	29.99	21
Fri Jan 29 22:59:06 2010	MEMPHIS, TN	Freezing Rain	30 -1	13-Sep	18	NE	30.00	92
Fri Jan 29 22:59:07 2010	LOS ANGELES, CA	Intermittent Clouds	67 19	72 22	0	CLM	30.01	37
Fri Jan 29 22:59:08 2010	EL PASO, TX	Partly Sunny	43 6	50 10	5	NW	30.06	62
Fri Jan 29 22:59:10 2010	NEW YORK, NY	Sunny	23 -5	12-Oct	12	WNW	30.22	35
Fri Jan 29 22:59:11 2010	BALTIMORE, MD	Cloudy	24 -4	12-Oct	13	NW	30.35	38
Fri Jan 29 22:59:12 2010	LAS VEGAS, NV	Intermittent Clouds	54 12	58 14	5	E	30.02	38
Fri Jan 29 22:59:13 2010	WASHINGTON, DC	Cloudy	26 -3	13 -11	13	NNW	30.37	35
Fri Jan 29 22:59:15 2010	AUSTIN, TX	Cloudy	40 4	28 -2	18	NNW	30.03	73
