2	weather.cnn.com										
(Timestamp)	(Location)	Current Conditions  updated 	(Temperature) (°)	Hi (°)	Lo (°)	(Conditions)	Barometer (" Hg)	Feels like (°)	Humidity (%)	Wind	(Wind Speed) (mph)
Fri Jan 29 15:50:44 2010	New York, NY 	9:24 AM ET	16	26	14	 Sunny 	30.3	16	44	WNW	17
Fri Jan 29 15:50:46 2010	Baltimore, MD 	9:24 AM ET	19	29	18	Cloudy 	30.43	19	47	NW	8
Fri Jan 29 15:50:48 2010	Las Vegas, NV 	9:24 AM ET	41	61	41	 Intermittent Clouds 	30.06	44	73	WSW	3
Fri Jan 29 15:50:50 2010	Washington, DC 	9:24 AM ET	21	29	22	Cloudy 	30.46	21	41	NNW	16
Fri Jan 29 15:50:52 2010	Austin, TX 	9:24 AM ET	42	51	34	Thunderstorms 	30.03	45	91	NNW	14
Fri Jan 29 15:50:54 2010	San Francisco, CA 	9:24 AM ET	48	57	47	Cloudy 	30.01	51	96	CLM	0
Fri Jan 29 15:50:56 2010	Oklahoma City, OK 	9:24 AM ET	25	26	18	Flurries 	30.15	25	84	NNE	14
Fri Jan 29 15:50:58 2010	Nashville, TN 	9:24 AM ET	28	33	27	Flurries 	30.36	28	55	NE	10
Fri Jan 29 15:51:00 2010	Fort Worth, TX 	9:24 AM ET	36	38	25	Showers 	30.06	36	89	NW	15
Fri Jan 29 15:51:02 2010	Phoenix, AZ 	9:24 AM ET	51	66	48	 Partly Cloudy 	30.02	57	89	ESE	3
Fri Jan 29 15:51:03 2010	Portland, OR 	9:24 AM ET	47	51	39	 Mostly Cloudy 	29.98	49	65	ESE	9
Fri Jan 29 15:51:05 2010	Chicago, IL 	9:24 AM ET	5	16	10	 Intermittent Clouds 	30.57	5	57	NNW	6
Fri Jan 29 15:51:07 2010	San Antonio, TX 	9:24 AM ET	41	52	33	Rain 	30.03	44	92	NNW	14
Fri Jan 29 15:51:09 2010	Indianapolis, IN 	9:24 AM ET	13	22	14	Cloudy 	30.51	13	67	NE	8
Fri Jan 29 15:51:11 2010	Boston, MA 	9:24 AM ET	14	19	10	 Sunny 	30.03	14	38	W	25
Fri Jan 29 15:51:13 2010	Jacksonville, FL 	9:24 AM ET	48	67	52	 Mostly Cloudy 	30.2	51	93	CLM	0
Fri Jan 29 15:51:15 2010	Columbus, OH 	9:24 AM ET	10	19	12	 Sunny 	30.53	10	61	NNE	7
Fri Jan 29 15:51:17 2010	Dallas, TX 	9:24 AM ET	38	40	26	Showers 	30.02	38	92	N	12
Fri Jan 29 15:51:19 2010	Houston, TX 	9:24 AM ET	57	60	37	Showers 	29.83	63	93	NNW	17
Fri Jan 29 15:51:21 2010	Seattle, WA 	9:24 AM ET	44	53	41	 Mostly Cloudy 	29.97	47	76	CLM	0
Fri Jan 29 15:51:24 2010	Milwaukee, WI 	9:24 AM ET	4	15	10	 Partly Sunny 	30.58	4	57	NW	7
Fri Jan 29 15:51:26 2010	Detroit, MI 	9:24 AM ET	10	18	11	 Sunny 	30.53	10	63	WNW	6
Fri Jan 29 15:51:28 2010	Philadelphia, PA 	9:24 AM ET	18	26	15	 Sunny 	30.39	18	47	WNW	12
Fri Jan 29 16:38:18 2010	San Jose, CA 	10:23 AM ET	45	58	46	Cloudy 	30.02	48	92	CLM	0
Fri Jan 29 16:38:20 2010	Charlotte, NC 	10:23 AM ET	40	46	30	Cloudy 	30.29	40	36	E	10
Fri Jan 29 16:38:22 2010	San Diego, CA 	10:23 AM ET	51	65	53	 Intermittent Clouds 	30.06	56	76	CLM	0
Fri Jan 29 16:38:24 2010	Denver, CO 	10:23 AM ET	20	40	19	Fog 	30.15	20	91	SSW	5
Fri Jan 29 16:38:26 2010	Memphis, TN 	10:23 AM ET	30	33	25	Rain/Snow mix 	30.3	30	80	ENE	12
Fri Jan 29 16:38:28 2010	Los Angeles, CA 	10:23 AM ET	52	68	50	 Sunny 	30.05	55	63	CLM	0
Fri Jan 29 16:38:30 2010	El Paso, TX 	10:23 AM ET	31	48	35	 Mostly Cloudy 	30.15	31	75	CLM	0
Fri Jan 29 16:38:32 2010	New York, NY 	10:23 AM ET	18	26	14	 Sunny 	30.31	18	37	WNW	13
Fri Jan 29 16:38:34 2010	Baltimore, MD 	10:23 AM ET	20	29	18	Cloudy 	30.45	20	43	NW	14
Fri Jan 29 16:38:36 2010	Las Vegas, NV 	10:23 AM ET	42	61	41	 Intermittent Clouds 	30.07	45	70	SW	5
Fri Jan 29 16:38:38 2010	Washington, DC 	10:23 AM ET	22	29	22	Cloudy 	30.47	22	41	NNW	15
Fri Jan 29 16:38:40 2010	Austin, TX 	10:23 AM ET	41	51	34	Rain 	30.07	44	95	NNW	13
Fri Jan 29 16:38:42 2010	San Francisco, CA 	10:23 AM ET	48	57	47	Cloudy 	30.02	51	92	SSW	5
Fri Jan 29 16:38:44 2010	Oklahoma City, OK 	10:23 AM ET	24	26	18	Flurries 	30.15	24	84	N	17
Fri Jan 29 16:38:46 2010	Nashville, TN 	10:23 AM ET	27	33	27	Flurries 	30.37	27	68	NNE	13
Fri Jan 29 16:38:48 2010	Fort Worth, TX 	10:23 AM ET	35	38	25	Rain 	30.09	35	88	NW	15
Fri Jan 29 16:38:51 2010	Phoenix, AZ 	10:23 AM ET	51	66	48	 Partly Sunny 	30.04	57	89	E	3
Fri Jan 29 16:38:53 2010	Portland, OR 	10:23 AM ET	49	51	39	Cloudy 	29.97	51	58	ESE	13
Fri Jan 29 16:38:55 2010	Chicago, IL 	10:23 AM ET	7	16	10	 Mostly Sunny 	30.56	7	55	N	5
Fri Jan 29 16:38:57 2010	San Antonio, TX 	10:23 AM ET	42	52	33	Showers 	30.03	45	85	NNW	17
Fri Jan 29 16:38:59 2010	Indianapolis, IN 	10:23 AM ET	14	22	14	Cloudy 	30.54	14	64	NE	6
Fri Jan 29 16:39:01 2010	Boston, MA 	10:23 AM ET	15	19	10	 Sunny 	30.05	15	36	W	25
Fri Jan 29 16:39:03 2010	Jacksonville, FL 	10:23 AM ET	55	67	52	 Mostly Cloudy 	30.19	61	71	E	5
Fri Jan 29 16:39:05 2010	Columbus, OH 	10:23 AM ET	11	19	12	 Sunny 	30.53	11	58	NNE	6
Fri Jan 29 16:39:07 2010	Dallas, TX 	10:23 AM ET	37	40	26	Rain 	30.08	37	93	NNW	8
Fri Jan 29 16:39:09 2010	Houston, TX 	10:23 AM ET	57	60	37	Showers 	29.91	63	89	NW	18
Fri Jan 29 16:39:11 2010	Seattle, WA 	10:23 AM ET	45	53	41	 Mostly Cloudy 	29.96	48	70	SE	7
Fri Jan 29 16:39:12 2010	Milwaukee, WI 	10:23 AM ET	7	15	10	 Partly Sunny 	30.56	7	55	NW	8
Fri Jan 29 16:39:15 2010	Detroit, MI 	10:23 AM ET	13	18	11	 Sunny 	30.47	13	51	WNW	10
Fri Jan 29 16:39:17 2010	Philadelphia, PA 	10:23 AM ET	19	26	15	 Sunny 	30.4	19	45	WNW	15
Fri Jan 29 17:22:34 2010	San Jose, CA 	10:23 AM ET	45	58	46	Cloudy 	30.02	48	92	CLM	0
Fri Jan 29 17:22:36 2010	Charlotte, NC 	10:23 AM ET	40	46	30	Cloudy 	30.29	40	36	E	10
Fri Jan 29 17:22:38 2010	San Diego, CA 	10:23 AM ET	51	65	53	 Intermittent Clouds 	30.06	56	76	CLM	0
Fri Jan 29 17:22:40 2010	Denver, CO 	10:23 AM ET	-6	4	-7	Fog 	30.15	-6	91	SSW	5
Fri Jan 29 17:22:42 2010	Memphis, TN 	10:23 AM ET	30	33	25	Rain/Snow mix 	30.3	30	80	ENE	12
Fri Jan 29 17:22:44 2010	Los Angeles, CA 	10:23 AM ET	52	68	50	 Sunny 	30.05	55	63	CLM	0
Fri Jan 29 17:22:46 2010	El Paso, TX 	10:23 AM ET	31	48	35	 Mostly Cloudy 	30.15	31	75	CLM	0
Fri Jan 29 17:22:47 2010	New York, NY 	10:23 AM ET	18	26	14	 Sunny 	30.31	18	37	WNW	13
Fri Jan 29 17:22:50 2010	Baltimore, MD 	10:23 AM ET	20	29	18	Cloudy 	30.45	20	43	NW	14
Fri Jan 29 17:22:51 2010	Las Vegas, NV 	10:23 AM ET	42	61	41	 Intermittent Clouds 	30.07	45	70	SW	5
Fri Jan 29 17:22:53 2010	Washington, DC 	10:23 AM ET	22	29	22	Cloudy 	30.47	22	41	NNW	15
Fri Jan 29 17:22:55 2010	Austin, TX 	10:23 AM ET	41	51	34	Rain 	30.07	44	95	NNW	13
Fri Jan 29 17:22:57 2010	San Francisco, CA 	10:23 AM ET	48	57	47	Cloudy 	30.02	51	92	SSW	5
Fri Jan 29 17:22:59 2010	Oklahoma City, OK 	10:23 AM ET	24	26	18	Flurries 	30.15	24	84	N	17
Fri Jan 29 17:23:01 2010	Nashville, TN 	10:23 AM ET	27	33	27	Flurries 	30.37	27	68	NNE	13
Fri Jan 29 17:23:03 2010	Fort Worth, TX 	10:23 AM ET	35	38	25	Rain 	30.09	35	88	NW	15
Fri Jan 29 17:23:05 2010	Phoenix, AZ 	10:23 AM ET	51	66	48	 Partly Sunny 	30.04	57	89	E	3
Fri Jan 29 17:23:07 2010	Portland, OR 	10:23 AM ET	49	51	39	Cloudy 	29.97	51	58	ESE	13
Fri Jan 29 17:23:09 2010	Chicago, IL 	10:23 AM ET	7	16	10	 Mostly Sunny 	30.56	7	55	N	5
Fri Jan 29 17:23:11 2010	San Antonio, TX 	10:23 AM ET	42	52	33	Showers 	30.03	45	85	NNW	17
Fri Jan 29 17:23:13 2010	Indianapolis, IN 	10:23 AM ET	14	22	14	Cloudy 	30.54	14	64	NE	6
Fri Jan 29 17:23:15 2010	Boston, MA 	10:23 AM ET	15	19	10	 Sunny 	30.05	15	36	W	25
Fri Jan 29 17:23:17 2010	Jacksonville, FL 	10:23 AM ET	55	67	52	 Mostly Cloudy 	30.19	61	71	E	5
Fri Jan 29 17:23:19 2010	Columbus, OH 	10:23 AM ET	11	19	12	 Sunny 	30.53	11	58	NNE	6
Fri Jan 29 17:23:22 2010	Dallas, TX 	10:23 AM ET	37	40	26	Rain 	30.08	37	93	NNW	8
Fri Jan 29 17:23:23 2010	Houston, TX 	10:23 AM ET	57	60	37	Showers 	29.91	63	89	NW	18
Fri Jan 29 17:23:25 2010	Seattle, WA 	10:23 AM ET	45	53	41	 Mostly Cloudy 	29.96	48	70	SE	7
Fri Jan 29 17:23:27 2010	Milwaukee, WI 	10:23 AM ET	7	15	10	 Partly Sunny 	30.56	7	55	NW	8
Fri Jan 29 17:23:29 2010	Detroit, MI 	10:23 AM ET	13	18	11	 Sunny 	30.47	13	51	WNW	10
Fri Jan 29 17:23:31 2010	Philadelphia, PA 	10:23 AM ET	19	26	15	 Sunny 	30.4	19	45	WNW	15
Fri Jan 29 18:11:12 2010	San Jose, CA 	11:23 AM ET	47	58	46	Cloudy 	30.02	50	86	SE	3
Fri Jan 29 18:11:14 2010	Charlotte, NC 	11:23 AM ET	41	46	30	Cloudy 	30.3	41	33	ENE	12
Fri Jan 29 18:11:16 2010	San Diego, CA 	11:23 AM ET	53	65	53	 Intermittent Clouds 	30.08	57	71	E	3
Fri Jan 29 18:11:18 2010	Denver, CO 	11:23 AM ET	25	40	19	Fog 	30.14	25	92	SW	5
Fri Jan 29 18:11:20 2010	Memphis, TN 	11:23 AM ET	30	33	25	Rain/Snow mix 	30.26	30	86	ENE	12
Fri Jan 29 18:11:22 2010	Los Angeles, CA 	11:23 AM ET	54	68	50	 Sunny 	30.06	57	58	CLM	0
Fri Jan 29 18:11:24 2010	El Paso, TX 	11:23 AM ET	32	48	35	Cloudy 	30.17	32	72	NNE	3
Fri Jan 29 18:11:26 2010	New York, NY 	11:23 AM ET	19	26	14	 Sunny 	30.29	19	35	WNW	15
Fri Jan 29 18:11:28 2010	Baltimore, MD 	11:23 AM ET	21	29	18	Cloudy 	30.42	21	41	NW	10
Fri Jan 29 18:11:30 2010	Las Vegas, NV 	11:23 AM ET	42	61	41	 Intermittent Clouds 	30.08	45	70	W	3
Fri Jan 29 18:11:32 2010	Washington, DC 	11:23 AM ET	21	29	22	Cloudy 	30.46	21	43	NNW	14
Fri Jan 29 18:11:33 2010	Austin, TX 	11:23 AM ET	41	51	34	Cloudy 	30.08	44	88	NW	14
Fri Jan 29 18:11:35 2010	San Francisco, CA 	11:23 AM ET	50	57	47	Cloudy 	30.03	56	89	NNW	3
Fri Jan 29 18:11:38 2010	Oklahoma City, OK 	11:23 AM ET	25	26	18	Snow 	30.14	25	79	N	13
Fri Jan 29 18:11:41 2010	Nashville, TN 	11:23 AM ET	25	33	27	Flurries 	30.39	25	84	NNE	9
Fri Jan 29 18:11:43 2010	Fort Worth, TX 	11:23 AM ET	33	38	25	Rain 	30.11	33	88	WNW	20
Fri Jan 29 18:11:45 2010	Phoenix, AZ 	11:23 AM ET	54	66	48	 Partly Sunny 	30.06	59	82	E	3
Fri Jan 29 18:11:47 2010	Portland, OR 	11:23 AM ET	47	51	39	Cloudy 	29.97	49	65	ESE	15
Fri Jan 29 18:11:49 2010	Chicago, IL 	11:23 AM ET	11	16	10	 Intermittent Clouds 	30.57	11	48	CLM	0
Fri Jan 29 18:11:50 2010	San Antonio, TX 	11:23 AM ET	43	52	33	Showers 	30.03	46	82	NNW	21
Fri Jan 29 18:11:52 2010	Indianapolis, IN 	11:23 AM ET	15	22	14	Cloudy 	30.55	15	61	E	8
Fri Jan 29 18:11:54 2010	Boston, MA 	11:23 AM ET	17	19	10	 Sunny 	30.04	17	32	WNW	28
Fri Jan 29 18:11:56 2010	Jacksonville, FL 	11:23 AM ET	61	67	52	 Sunny 	30.2	63	47	E	7
Fri Jan 29 18:11:58 2010	Columbus, OH 	11:23 AM ET	12	19	12	 Sunny 	30.56	12	55	NNE	8
Fri Jan 29 18:12:00 2010	Dallas, TX 	11:23 AM ET	37	40	26	Showers 	30.07	37	93	NNW	16
Fri Jan 29 18:12:02 2010	Houston, TX 	11:23 AM ET	53	60	37	Cloudy 	29.98	59	89	NW	15
Fri Jan 29 18:12:04 2010	Seattle, WA 	11:23 AM ET	46	53	41	Cloudy 	29.98	48	67	CLM	0
Fri Jan 29 18:12:06 2010	Milwaukee, WI 	11:23 AM ET	10	15	10	 Partly Sunny 	30.57	10	48	N	3
Fri Jan 29 18:12:08 2010	Detroit, MI 	11:23 AM ET	15	18	11	 Sunny 	30.52	15	46	NW	8
Fri Jan 29 18:12:10 2010	Philadelphia, PA 	11:23 AM ET	21	26	15	 Sunny 	30.38	21	41	NW	14
Fri Jan 29 18:56:11 2010	San Jose, CA 	12:34 PM ET	49	58	46	Cloudy 	30.03	52	83	NE	5
Fri Jan 29 18:56:13 2010	Charlotte, NC 	12:34 PM ET	44	46	30	Cloudy 	30.29	44	27	E	12
Fri Jan 29 18:56:14 2010	San Diego, CA 	12:34 PM ET	56	65	53	 Intermittent Clouds 	30.09	61	61	E	5
Fri Jan 29 18:56:16 2010	Denver, CO 	12:34 PM ET	30	41	19	Fog 	30.09	30	92	W	5
Fri Jan 29 18:56:18 2010	Memphis, TN 	12:34 PM ET	30	33	25	Sleet 	30.17	30	86	ENE	21
Fri Jan 29 18:56:20 2010	Los Angeles, CA 	12:34 PM ET	57	68	50	 Sunny 	30.07	62	59	CLM	0
Fri Jan 29 18:56:22 2010	El Paso, TX 	12:34 PM ET	35	48	35	 Partly Sunny 	30.16	35	72	N	6
Fri Jan 29 18:56:24 2010	New York, NY 	12:34 PM ET	20	26	14	 Sunny 	30.26	20	36	WNW	12
Fri Jan 29 18:56:26 2010	Baltimore, MD 	12:34 PM ET	23	29	18	Cloudy 	30.4	23	36	NNW	14
Fri Jan 29 18:56:28 2010	Las Vegas, NV 	12:34 PM ET	46	61	41	 Intermittent Clouds 	30.1	48	62	CLM	0
Fri Jan 29 18:56:30 2010	Washington, DC 	12:34 PM ET	23	29	22	Cloudy 	30.43	23	38	NW	9
Fri Jan 29 18:56:32 2010	Austin, TX 	12:34 PM ET	42	51	34	Cloudy 	30.05	45	82	NNW	18
Fri Jan 29 18:56:34 2010	San Francisco, CA 	12:34 PM ET	51	57	47	Cloudy 	30.02	56	85	NE	8
Fri Jan 29 18:56:35 2010	Oklahoma City, OK 	12:34 PM ET	25	26	18	Snow 	30.13	25	79	N	14
Fri Jan 29 18:56:37 2010	Nashville, TN 	12:34 PM ET	25	33	27	Flurries 	30.36	25	86	NNE	10
Fri Jan 29 18:56:39 2010	Fort Worth, TX 	12:34 PM ET	32	38	25	Freezing Rain 	30.09	32	86	NW	16
Fri Jan 29 18:56:41 2010	Phoenix, AZ 	12:34 PM ET	56	66	48	 Partly Sunny 	30.08	61	74	E	6
Fri Jan 29 18:56:43 2010	Portland, OR 	12:34 PM ET	48	51	39	Cloudy 	29.99	50	62	E	13
Fri Jan 29 18:56:45 2010	Chicago, IL 	12:34 PM ET	11	16	10	 Intermittent Clouds 	30.57	11	46	CLM	0
Fri Jan 29 18:56:47 2010	San Antonio, TX 	12:34 PM ET	44	52	33	 Partly Sunny 	30.05	47	76	NNW	24
Fri Jan 29 18:56:49 2010	Indianapolis, IN 	12:34 PM ET	17	22	14	Cloudy 	30.52	17	59	ENE	12
Fri Jan 29 18:56:51 2010	Boston, MA 	12:34 PM ET	19	19	10	 Sunny 	30	19	27	WNW	26
Fri Jan 29 18:56:53 2010	Jacksonville, FL 	12:34 PM ET	64	67	52	 Sunny 	30.16	63	39	E	5
Fri Jan 29 18:56:55 2010	Columbus, OH 	12:34 PM ET	13	19	12	 Sunny 	30.56	13	56	N	10
Fri Jan 29 18:56:57 2010	Dallas, TX 	12:34 PM ET	36	40	26	Rain 	30.07	36	93	WNW	15
Fri Jan 29 18:56:59 2010	Houston, TX 	12:34 PM ET	52	60	37	Showers 	29.95	57	81	NNW	18
Fri Jan 29 18:57:00 2010	Seattle, WA 	12:34 PM ET	48	53	41	Cloudy 	29.99	50	67	CLM	0
Fri Jan 29 18:57:02 2010	Milwaukee, WI 	12:34 PM ET	12	15	10	 Partly Sunny 	30.59	12	48	CLM	0
Fri Jan 29 18:57:04 2010	Detroit, MI 	12:34 PM ET	16	18	11	 Sunny 	30.53	16	44	WNW	5
Fri Jan 29 18:57:06 2010	Philadelphia, PA 	12:34 PM ET	21	26	15	 Sunny 	30.34	21	41	WNW	10
Fri Jan 29 19:48:08 2010	San Jose, CA 	1:32 PM ET	52	59	46	Cloudy 	30.03	57	82	ESE	7
Fri Jan 29 19:48:10 2010	Charlotte, NC 	1:32 PM ET	43	46	30	Cloudy 	30.27	43	28	NE	6
Fri Jan 29 19:48:12 2010	San Diego, CA 	1:32 PM ET	60	65	53	 Intermittent Clouds 	30.1	64	57	S	7
Fri Jan 29 19:48:14 2010	Denver, CO 	1:32 PM ET	32	41	19	 Sunny 	30.14	32	72	N	3
Fri Jan 29 19:48:16 2010	Memphis, TN 	1:32 PM ET	31	35	25	Freezing Rain 	30.12	31	85	ENE	23
Fri Jan 29 19:48:18 2010	Los Angeles, CA 	1:32 PM ET	62	68	50	 Sunny 	30.08	63	42	N	3
Fri Jan 29 19:48:20 2010	El Paso, TX 	1:32 PM ET	37	48	35	 Partly Sunny 	30.17	37	69	N	7
Fri Jan 29 19:48:22 2010	New York, NY 	1:32 PM ET	21	27	14	 Partly Sunny 	30.24	21	36	W	10
Fri Jan 29 19:48:24 2010	Baltimore, MD 	1:32 PM ET	25	29	18	Cloudy 	30.39	25	38	WNW	15
Fri Jan 29 19:48:26 2010	Las Vegas, NV 	1:32 PM ET	49	61	41	 Intermittent Clouds 	30.1	50	44	ENE	5
Fri Jan 29 19:48:27 2010	Washington, DC 	1:32 PM ET	24	29	22	Cloudy 	30.41	24	38	NW	12
Fri Jan 29 19:48:29 2010	Austin, TX 	1:32 PM ET	43	51	34	 Mostly Cloudy 	30.07	46	76	NNW	13
Fri Jan 29 19:48:31 2010	San Francisco, CA 	1:32 PM ET	51	57	47	 Mostly Cloudy 	30.03	57	92	E	7
Fri Jan 29 19:48:33 2010	Oklahoma City, OK 	1:32 PM ET	24	26	18	Snow 	30.13	24	84	N	17
Fri Jan 29 19:48:35 2010	Nashville, TN 	1:32 PM ET	25	33	27	Snow 	30.33	25	86	NNE	9
Fri Jan 29 19:48:37 2010	Fort Worth, TX 	1:32 PM ET	34	38	25	Cloudy 	30.07	34	86	NW	18
Fri Jan 29 19:48:39 2010	Phoenix, AZ 	1:32 PM ET	59	67	48	 Partly Sunny 	30.07	64	66	E	6
Fri Jan 29 19:48:41 2010	Portland, OR 	1:32 PM ET	49	51	39	Cloudy 	29.97	51	60	ESE	24
Fri Jan 29 19:48:43 2010	Chicago, IL 	1:32 PM ET	14	16	10	 Intermittent Clouds 	30.54	14	44	CLM	0
Fri Jan 29 19:48:45 2010	San Antonio, TX 	1:32 PM ET	47	52	33	 Partly Sunny 	30.04	50	70	NNW	18
Fri Jan 29 19:48:47 2010	Indianapolis, IN 	1:32 PM ET	17	22	14	Cloudy 	30.49	17	64	ENE	10
Fri Jan 29 19:48:49 2010	Boston, MA 	1:32 PM ET	19	19	10	 Mostly Sunny 	29.98	19	28	W	24
Fri Jan 29 19:48:50 2010	Jacksonville, FL 	1:32 PM ET	66	69	52	 Sunny 	30.12	67	52	E	8
Fri Jan 29 19:48:52 2010	Columbus, OH 	1:32 PM ET	14	19	12	 Sunny 	30.52	14	54	NNE	7
Fri Jan 29 19:48:55 2010	Dallas, TX 	1:32 PM ET	36	40	26	Rain 	30.04	36	93	NW	18
Fri Jan 29 19:48:56 2010	Houston, TX 	1:32 PM ET	52	62	37	Cloudy 	29.93	57	87	NNW	16
Fri Jan 29 19:48:58 2010	Seattle, WA 	1:32 PM ET	48	53	41	 Partly Sunny 	30.01	51	70	NW	3
Fri Jan 29 19:49:00 2010	Milwaukee, WI 	1:32 PM ET	14	16	10	 Partly Sunny 	30.57	14	42	CLM	0
Fri Jan 29 19:49:02 2010	Detroit, MI 	1:32 PM ET	19	18	11	 Partly Sunny 	30.52	19	41	NW	8
Fri Jan 29 19:49:04 2010	Philadelphia, PA 	1:32 PM ET	21	26	15	 Sunny 	30.33	21	41	WNW	12
Fri Jan 29 20:45:55 2010	San Jose, CA 	2:25 PM ET	56	59	46	Cloudy 	30.03	61	74	ESE	8
Fri Jan 29 20:45:57 2010	Charlotte, NC 	2:25 PM ET	44	46	30	Cloudy 	30.24	44	29	ENE	8
Fri Jan 29 20:45:59 2010	San Diego, CA 	2:25 PM ET	61	65	53	 Intermittent Clouds 	30.09	64	53	S	6
Fri Jan 29 20:46:01 2010	Denver, CO 	2:25 PM ET	37	41	19	 Mostly Sunny 	30.1	37	48	W	3
Fri Jan 29 20:46:03 2010	Memphis, TN 	2:25 PM ET	30	35	25	Freezing Rain 	30.06	30	86	E	16
Fri Jan 29 20:46:05 2010	Los Angeles, CA 	2:25 PM ET	63	68	50	 Sunny 	30.07	63	41	CLM	0
Fri Jan 29 20:46:07 2010	El Paso, TX 	2:25 PM ET	40	48	35	 Partly Sunny 	30.13	42	64	N	8
Fri Jan 29 20:46:09 2010	New York, NY 	2:25 PM ET	22	27	14	 Partly Sunny 	30.21	22	34	WNW	14
Fri Jan 29 20:46:11 2010	Baltimore, MD 	2:25 PM ET	25	29	18	 Mostly Cloudy 	30.36	25	35	NW	13
Fri Jan 29 20:46:12 2010	Las Vegas, NV 	2:25 PM ET	50	61	41	 Intermittent Clouds 	30.08	52	46	ENE	3
Fri Jan 29 20:46:14 2010	Washington, DC 	2:25 PM ET	25	29	22	Cloudy 	30.39	25	36	NNW	9
Fri Jan 29 20:46:16 2010	Austin, TX 	2:25 PM ET	43	51	34	Cloudy 	30.05	46	73	NW	16
Fri Jan 29 20:46:18 2010	San Francisco, CA 	2:25 PM ET	51	57	47	 Mostly Cloudy 	30.02	57	89	ESE	6
Fri Jan 29 20:46:20 2010	Oklahoma City, OK 	2:25 PM ET	21	26	18	Snow 	30.13	21	92	N	15
Fri Jan 29 20:46:22 2010	Nashville, TN 	2:25 PM ET	25	33	27	Snow 	30.27	25	86	ENE	10
Fri Jan 29 20:46:24 2010	Fort Worth, TX 	2:25 PM ET	33	38	25	Cloudy 	30.04	33	88	NW	16
Fri Jan 29 20:46:26 2010	Phoenix, AZ 	2:25 PM ET	59	67	48	 Mostly Cloudy 	30.06	64	64	CLM	0
Fri Jan 29 20:46:28 2010	Portland, OR 	2:25 PM ET	49	51	39	Showers 	29.99	51	65	E	20
Fri Jan 29 20:46:29 2010	Chicago, IL 	2:25 PM ET	17	16	10	 Intermittent Clouds 	30.51	17	42	CLM	0
Fri Jan 29 20:46:31 2010	San Antonio, TX 	2:25 PM ET	48	52	33	 Partly Sunny 	30.01	50	65	NW	20
Fri Jan 29 20:46:33 2010	Indianapolis, IN 	2:25 PM ET	18	22	14	Cloudy 	30.45	18	62	ENE	9
Fri Jan 29 20:46:35 2010	Boston, MA 	2:25 PM ET	20	19	10	 Mostly Sunny 	29.99	20	26	WNW	24
Fri Jan 29 20:46:37 2010	Jacksonville, FL 	2:25 PM ET	68	69	52	 Sunny 	30.1	67	52	E	8
Fri Jan 29 20:46:41 2010	Columbus, OH 	2:25 PM ET	15	19	12	 Sunny 	30.5	15	53	CLM	0
Fri Jan 29 20:46:43 2010	Dallas, TX 	2:25 PM ET	36	40	26	Cloudy 	30.02	36	89	NW	16
Fri Jan 29 20:46:45 2010	Houston, TX 	2:25 PM ET	54	62	37	Cloudy 	29.9	59	81	NNW	9
Fri Jan 29 20:46:47 2010	Seattle, WA 	2:25 PM ET	49	53	41	 Sunny 	30.01	51	65	NNW	5
Fri Jan 29 20:46:49 2010	Milwaukee, WI 	2:25 PM ET	15	16	10	 Partly Sunny 	30.53	15	38	CLM	0
Fri Jan 29 20:46:51 2010	Detroit, MI 	2:25 PM ET	19	18	11	 Partly Sunny 	30.5	19	41	NW	5
Fri Jan 29 20:46:53 2010	Philadelphia, PA 	2:25 PM ET	23	26	15	 Sunny 	30.32	23	40	WNW	15
Fri Jan 29 21:30:35 2010	San Jose, CA 	2:25 PM ET	56	59	46	Cloudy 	30.03	61	74	ESE	8
Fri Jan 29 21:30:36 2010	Charlotte, NC 	2:25 PM ET	44	47	30	Cloudy 	30.24	44	29	ENE	8
Fri Jan 29 21:30:38 2010	San Diego, CA 	2:25 PM ET	61	65	53	 Intermittent Clouds 	30.09	64	53	S	6
Fri Jan 29 21:30:40 2010	Denver, CO 	2:25 PM ET	37	41	19	 Mostly Sunny 	30.1	37	48	W	3
Fri Jan 29 21:30:42 2010	Memphis, TN 	2:25 PM ET	30	35	25	Freezing Rain 	30.06	30	86	E	16
Fri Jan 29 21:30:44 2010	Los Angeles, CA 	2:25 PM ET	63	68	50	 Sunny 	30.07	63	41	CLM	0
Fri Jan 29 21:30:46 2010	El Paso, TX 	2:25 PM ET	40	48	35	 Partly Sunny 	30.13	42	64	N	8
Fri Jan 29 21:30:48 2010	New York, NY 	2:25 PM ET	22	27	14	 Partly Sunny 	30.21	22	34	WNW	14
Fri Jan 29 21:30:50 2010	Baltimore, MD 	2:25 PM ET	25	29	18	 Mostly Cloudy 	30.36	25	35	NW	13
Fri Jan 29 21:30:52 2010	Las Vegas, NV 	2:25 PM ET	50	61	41	 Intermittent Clouds 	30.08	52	46	ENE	3
Fri Jan 29 21:30:54 2010	Washington, DC 	2:25 PM ET	25	29	22	Cloudy 	30.39	25	36	NNW	9
Fri Jan 29 21:30:56 2010	Austin, TX 	2:25 PM ET	43	49	34	Cloudy 	30.05	46	73	NW	16
Fri Jan 29 21:30:58 2010	San Francisco, CA 	2:25 PM ET	51	57	47	 Mostly Cloudy 	30.02	57	89	ESE	6
Fri Jan 29 21:31:00 2010	Oklahoma City, OK 	2:25 PM ET	21	26	18	Snow 	30.13	21	92	N	15
