18	igoogle.wunderground.com										
(Timestamp)	(Location)	(Temperature) (°F)	(Conditions)	Humidity (%)	(Wind Speed)	Wind (variable)	Visibility (miles)	Dew Point (°F)	Precipitation (% Chance of Rain)	Air quality	Pressure (in)
Fri Jan 29 15:01:17 2010	Boston, Massachusetts (02101) 	14.0	Clear	40	24.0	West	10.0	-6	0	Good 	30.01
Fri Jan 29 15:01:18 2010	Jacksonville, Florida (32099) 	49.4	Overcast	87	Calm		9.0	46	7	Good 	30.18
Fri Jan 29 15:01:19 2010	Columbus, Ohio (43085) 	9.9	Clear	67	1.0	NNE	10.0	1	0	Good 	30.55
Fri Jan 29 15:01:21 2010	Dallas, Texas (75201) 	38.2	Light Rain Mist	89	5.0	North	6.0	35	70	Good 	30.10
Fri Jan 29 15:01:22 2010	Houston, Texas (77001) 	57.6	Rain	95	10.0	NW	7.0	56	90	Good 	29.80
Fri Jan 29 15:01:23 2010	Seattle, Washington (98101) 	46.5	Mostly Cloudy	65	2.0	West	10.0	35	34	Unhealthy for Sensitive Groups 	29.96
Fri Jan 29 15:01:24 2010	Milwaukee, Wisconsin (53201) 	3.4	Scattered Clouds	61	1.0	NW	10.0	-7	1	Good 	30.64
Fri Jan 29 15:01:26 2010	Detroit, Michigan (48201) 	12.1	Clear	69	2.0	ESE	10.0	4	10	Good 	30.49
Fri Jan 29 15:01:27 2010	Philadelphia, Pennsylvania (19019) 	17.5	Clear	56	1.0	NW	10.0	4	0	Good 	30.38
Fri Jan 29 15:46:38 2010	San Jose, California (95101) 	46.0	Mostly Cloudy	100	Calm		9.0	46	35	Moderate 	30.01
Fri Jan 29 15:46:40 2010	Charlotte, North Carolina (28201) 	39.2	Mostly Cloudy	46	2.0	NE	10.0	20	26	Good 	30.30
Fri Jan 29 15:46:41 2010	San Diego, California (92101) 	50.3	Mostly Cloudy	80	Calm		9.0	44	0	Moderate 	30.22
Fri Jan 29 15:46:42 2010	Denver, Colorado (80002) 	18.9	Partly Cloudy	88	Calm		6.0	16	0	Moderate 	30.22
Fri Jan 29 15:46:44 2010	Memphis, Tennessee (37501) 	30.9	Light Freezing Rain Ice Pellets	43	Calm		8.0	11	100	Good 	30.50
Fri Jan 29 15:46:45 2010	Los Angeles, California (90001) 	49.8	Clear	75	Calm		10.0	42	0		30.05
Fri Jan 29 15:46:46 2010	El Paso, Texas (79821) 	34.0	Overcast	79	3.5	WSW	10.0	28	11	Good 	30.30
Fri Jan 29 15:46:47 2010	New York, New York (10001) 	19.3	Clear	43	13.0	West	10.0	0	0	Good 	30.34
Fri Jan 29 15:46:49 2010	Baltimore, Maryland (21201) 	20.1	Mostly Cloudy	52	4.0	North	10.0	5	5	Good 	30.44
Fri Jan 29 15:46:50 2010	Las Vegas, Nevada (89044) 	38.5	Mostly Cloudy	70	Calm		10.0	30	0	Good 	30.06
Fri Jan 29 15:46:51 2010	Washington, District of Columbia (20001) 	20.6	Overcast	49	9.0	NNW	10.0	4	7	Good 	30.44
Fri Jan 29 15:46:53 2010	Austin, Texas (78701) 	44.1	Light Rain	79	Calm		10.0	38	80	Good 	29.50
Fri Jan 29 15:46:54 2010	San Francisco, California (94101) 	49.3	Overcast	86	Calm		6.0	45	51	Moderate 	30.01
Fri Jan 29 15:46:56 2010	Oklahoma City, Oklahoma (73101) 	24.8	Light Snow Mist	71	4.0	North	1.0	17	70	Good 	28.70
Fri Jan 29 15:46:57 2010	Nashville, Tennessee (37201) 	27.3	Light Snow	71	9.0	WNW	9.0	19	100	Good 	30.33
Fri Jan 29 15:46:58 2010	Fort Worth, Texas (76101) 	36.7	Light Rain	93	5.0	WNW	10.0	35	70	Good 	30.09
Fri Jan 29 15:46:59 2010	Phoenix, Arizona (85001) 	50.2	Scattered Clouds	86	Calm		10.0	46	0	Good 	30.03
Fri Jan 29 15:47:01 2010	Portland, Oregon (97201) 	43.6	Mostly Cloudy	70	4.0	ENE	10.0	34	77	Good 	29.92
Fri Jan 29 15:47:02 2010	Chicago, Illinois (60290) 	10.8	Mostly Cloudy	54	1.0	NW	10.0	-3	0	Moderate 	30.52
Fri Jan 29 15:47:03 2010	San Antonio, Texas (78201) 	42.5	Rain Mist	80	5.8	NW	4.0	37	60	Good 	29.95
Fri Jan 29 15:47:05 2010	Indianapolis, Indiana (46201) 	14.8	Overcast	65	Calm		10.0	5	6	Good 	30.52
Fri Jan 29 15:47:06 2010	Boston, Massachusetts (02101) 	16.0	Clear	34	28.0	West	10.0	-8	0	Good 	30.02
Fri Jan 29 15:47:07 2010	Jacksonville, Florida (32099) 	51.4	Overcast	88	Calm		9.0	48	10	Good 	30.18
Fri Jan 29 15:47:08 2010	Columbus, Ohio (43085) 	11.1	Clear	64	1.0	NW	10.0	1	0	Good 	30.55
Fri Jan 29 15:47:10 2010	Dallas, Texas (75201) 	38.3	Light Rain	90	11.0	NNW	7.0	36	70	Good 	30.12
Fri Jan 29 15:47:11 2010	Houston, Texas (77001) 	57.2	Light Rain	94	7.0	WNW	10.0	56	90	Good 	29.84
Fri Jan 29 15:47:12 2010	Seattle, Washington (98101) 	46.8	Mostly Cloudy	63	Calm		10.0	35	40	Moderate 	29.96
Fri Jan 29 15:47:14 2010	Milwaukee, Wisconsin (53201) 	5.5	Scattered Clouds	57	Calm		10.0	-6	1	Good 	30.64
Fri Jan 29 15:47:15 2010	Detroit, Michigan (48201) 	14.3	Clear	58	3.0	West	10.0	2	10	Good 	30.48
Fri Jan 29 15:47:16 2010	Philadelphia, Pennsylvania (19019) 	18.5	Clear	53	2.0	West	10.0	4	0	Good 	30.39
Fri Jan 29 16:34:05 2010	San Jose, California (95101) 	46.0	Mostly Cloudy	99	Calm		9.0	46	35	Moderate 	30.00
Fri Jan 29 16:34:06 2010	Charlotte, North Carolina (28201) 	41.6	Mostly Cloudy	40	Calm		10.0	19	26	Good 	30.32
Fri Jan 29 16:34:07 2010	San Diego, California (92101) 	50.2	Mostly Cloudy	81	1.1	NE	10.0	45	0	Moderate 	30.24
Fri Jan 29 16:34:08 2010	Denver, Colorado (80002) 	25.2	Clear	88	Calm		7.0	22	0	Moderate 	30.23
Fri Jan 29 16:34:10 2010	Memphis, Tennessee (37501) 	30.7	Ice Pellets	49	Calm		4.0	14	100	Good 	30.50
Fri Jan 29 16:34:11 2010	Los Angeles, California (90001) 	50.8	Clear	72	Calm		10.0	42	0		30.06
Fri Jan 29 16:34:12 2010	El Paso, Texas (79821) 	34.9	Mostly Cloudy	77	2.3	SSW	10.0	28	11	Good 	30.30
Fri Jan 29 16:34:14 2010	New York, New York (10001) 	19.8	Clear	41	7.0	WNW	10.0	0	0	Good 	30.32
Fri Jan 29 16:34:15 2010	Baltimore, Maryland (21201) 	20.9	Overcast	50	4.0	WSW	10.0	5	5		30.44
Fri Jan 29 16:34:16 2010	Las Vegas, Nevada (89044) 	39.6	Mostly Cloudy	68	Calm		10.0	30	0	Good 	30.09
Fri Jan 29 16:34:17 2010	Washington, District of Columbia (20001) 	20.7	Overcast	49	9.0	NW	10.0	4	7	Good 	30.43
Fri Jan 29 16:34:19 2010	Austin, Texas (78701) 	44.2	Rain Mist	80	Calm		4.0	38	80	Good 	29.44
Fri Jan 29 16:34:20 2010	San Francisco, California (94101) 	49.4	Overcast	86	Calm		7.0	45	51	Moderate 	30.03
Fri Jan 29 16:34:21 2010	Oklahoma City, Oklahoma (73101) 	24.6	Light Snow Mist	68	4.0	North	1.8	16	70	Good 	28.73
Fri Jan 29 16:34:23 2010	Nashville, Tennessee (37201) 	25.3	Light Ice Pellets Snow	85	4.0	West	4.0	21	100	Good 	30.35
Fri Jan 29 16:34:24 2010	Fort Worth, Texas (76101) 	36.0	Rain	93	6.0	WNW	7.0	34	70	Good 	30.09
Fri Jan 29 16:34:25 2010	Phoenix, Arizona (85001) 	51.6	Scattered Clouds	88	Calm		10.0	48	0	Good 	30.05
Fri Jan 29 16:34:26 2010	Portland, Oregon (97201) 	43.6	Overcast	69	11.0	ENE	10.0	34	77	Good 	29.92
Fri Jan 29 16:34:30 2010	Chicago, Illinois (60290) 	13.3	Mostly Cloudy	52	1.0	NW	10.0	-1	0	Moderate 	30.53
Fri Jan 29 16:34:31 2010	San Antonio, Texas (78201) 	42.8	Light Rain	79	13.6	NNW	8.0	37	60	Good 	29.95
Fri Jan 29 16:34:34 2010	Indianapolis, Indiana (46201) 	16.2	Overcast	65	2.0	NE	10.0	6	6	Good 	30.51
Fri Jan 29 16:34:35 2010	Boston, Massachusetts (02101) 	16.0	Clear	37	24.0	West	10.0	-6	0	Good 	30.04
Fri Jan 29 16:34:36 2010	Jacksonville, Florida (32099) 	56.3	Overcast	72	Calm		9.0	47	10	Good 	30.18
Fri Jan 29 16:34:37 2010	Columbus, Ohio (43085) 	11.8	Clear	62	1.0	North	10.0	1	0	Good 	30.57
Fri Jan 29 16:34:39 2010	Dallas, Texas (75201) 	38.6	Light Rain Mist	89	13.0	North	6.0	36	70	Good 	30.12
Fri Jan 29 16:34:40 2010	Houston, Texas (77001) 	53.5	Light Rain	93	15.0	NW	10.0	52	90	Good 	29.86
Fri Jan 29 16:34:42 2010	Seattle, Washington (98101) 	45.7	Mostly Cloudy	67	1.0	West	10.0	35	40	Moderate 	29.95
Fri Jan 29 16:34:43 2010	Milwaukee, Wisconsin (53201) 	8.2	Scattered Clouds	52	Calm		10.0	-6	1	Good 	30.64
Fri Jan 29 16:34:44 2010	Detroit, Michigan (48201) 	16.2	Clear	53	2.0	SE	10.0	2	10		30.48
Fri Jan 29 16:34:46 2010	Philadelphia, Pennsylvania (19019) 	20.5	Clear	51	3.0	North	10.0	5	0	Good 	30.38
Fri Jan 29 17:18:42 2010	San Jose, California (95101) 	47.0	Overcast	98	Calm		8.0	46	35	Good 	30.01
Fri Jan 29 17:18:44 2010	Charlotte, North Carolina (28201) 	42.6	Mostly Cloudy	39	Calm		10.0	19	26	Good 	30.31
Fri Jan 29 17:18:45 2010	San Diego, California (92101) 	53.4	Mostly Cloudy	77	2.3	ENE	9.0	46	0	Moderate 	30.24
Fri Jan 29 17:18:46 2010	Denver, Colorado (80002) 	29.1	Clear	82	1.0	ESE	10.0	24	0	Moderate 	30.24
Fri Jan 29 17:18:47 2010	Memphis, Tennessee (37501) 	30.4	Heavy Ice Pellets Snow Mist	53	Calm		2.0	15	100	Good 	30.50
Fri Jan 29 17:18:49 2010	Los Angeles, California (90001) 	53.7	Clear	65	Calm		10.0	42	0		30.06
Fri Jan 29 17:18:50 2010	El Paso, Texas (79821) 	35.8	Mostly Cloudy	77	Calm		10.0	29	11	Good 	30.30
Fri Jan 29 17:18:51 2010	New York, New York (10001) 	20.6	Clear	40	9.0	North	10.0	0	0	Good 	30.31
Fri Jan 29 17:18:53 2010	Baltimore, Maryland (21201) 	21.2	Overcast	49	3.0	WSW	10.0	5	5		30.42
Fri Jan 29 17:18:54 2010	Las Vegas, Nevada (89044) 	40.5	Mostly Cloudy	69	Calm		10.0	31	0	Good 	30.10
Fri Jan 29 17:18:55 2010	Washington, District of Columbia (20001) 	21.2	Overcast	50	7.0	West	10.0	5	7	Good 	30.41
Fri Jan 29 17:18:56 2010	Austin, Texas (78701) 	43.3	Overcast	75	Calm		10.0	36	80	Good 	29.50
Fri Jan 29 17:18:58 2010	San Francisco, California (94101) 	49.6	Overcast	86	Calm		7.0	46	51	Moderate 	30.03
Fri Jan 29 17:18:59 2010	Oklahoma City, Oklahoma (73101) 	25.3	Light Snow Mist	65	4.0	North	1.8	15	70	Good 	28.76
Fri Jan 29 17:19:00 2010	Nashville, Tennessee (37201) 	24.6	Light Snow Mist	88	5.0	West	1.0	22	100	Good 	30.35
Fri Jan 29 17:19:01 2010	Fort Worth, Texas (76101) 	33.8	Rain	92	11.0	WNW	7.0	32	70	Good 	30.12
Fri Jan 29 17:19:03 2010	Phoenix, Arizona (85001) 	56.0	Scattered Clouds	78	Calm		10.0	49	0	Good 	30.07
Fri Jan 29 17:19:04 2010	Portland, Oregon (97201) 	44.1	Overcast	69	4.0	NE	10.0	35	77	Good 	29.92
Fri Jan 29 17:19:05 2010	Chicago, Illinois (60290) 	16.5	Mostly Cloudy	48	2.0	SSE	10.0	0	0	Moderate 	30.54
Fri Jan 29 17:19:06 2010	San Antonio, Texas (78201) 	43.1	Light Rain	75	17.2	NW	10.0	36	60	Good 	29.97
Fri Jan 29 17:19:08 2010	Indianapolis, Indiana (46201) 	17.5	Overcast	62	5.0	NNE	10.0	7	6	Good 	30.53
Fri Jan 29 17:19:09 2010	Boston, Massachusetts (02101) 	18.0	Clear	29	28.0	WNW	10.0	-9	0	Good 	30.03
Fri Jan 29 17:19:11 2010	Jacksonville, Florida (32099) 	60.5	Overcast	54	2.0	SSE	10.0	44	10	Good 	30.17
Fri Jan 29 17:19:12 2010	Columbus, Ohio (43085) 	12.8	Clear	59	2.0	NE	10.0	1	0	Good 	30.57
Fri Jan 29 17:19:13 2010	Dallas, Texas (75201) 	38.3	Light Rain	89	Calm		8.0	35	70	Good 	30.13
Fri Jan 29 17:19:15 2010	Houston, Texas (77001) 	51.5	Overcast	92	10.0	NW	10.0	49	90	Good 	29.92
Fri Jan 29 17:19:18 2010	Seattle, Washington (98101) 	45.5	Overcast	70	2.0	WSW	10.0	36	40	Moderate 	29.97
Fri Jan 29 17:19:19 2010	Milwaukee, Wisconsin (53201) 	10.0	Scattered Clouds	53	Calm		10.0	-4	1	Good 	30.65
Fri Jan 29 17:19:20 2010	Detroit, Michigan (48201) 	17.8	Clear	49	2.0	WNW	10.0	2	10		30.50
Fri Jan 29 17:19:21 2010	Philadelphia, Pennsylvania (19019) 	20.6	Clear	49	3.0	South	10.0	4	0	Good 	30.36
Fri Jan 29 18:06:52 2010	San Jose, California (95101) 	50.0	Mostly Cloudy	92	Calm		8.0	48	35	Good 	30.01
Fri Jan 29 18:06:53 2010	Charlotte, North Carolina (28201) 	43.4	Mostly Cloudy	36	1.0	NNW	10.0	18	26	Good 	30.30
Fri Jan 29 18:06:54 2010	San Diego, California (92101) 	58.6	Mostly Cloudy	63	3.5	East	10.0	46	0	Moderate 	30.25
Fri Jan 29 18:06:55 2010	Denver, Colorado (80002) 	34.0	Clear	72	Calm		10.0	26	0	Moderate 	30.25
Fri Jan 29 18:06:57 2010	Memphis, Tennessee (37501) 	30.6	Light Freezing Rain Ice Pellets Mist	52	Calm		5.0	15	100	Good 	30.44
Fri Jan 29 18:06:58 2010	Los Angeles, California (90001) 	57.1	Clear	56	2.0	NNW	10.0	42	0		30.08
Fri Jan 29 18:06:59 2010	El Paso, Texas (79821) 	37.9	Scattered Clouds	75	1.6	WNW	10.0	31	11	Good 	30.30
Fri Jan 29 18:07:00 2010	New York, New York (10001) 	20.7	Clear	41	6.0	NNW	10.0	1	0	Good 	30.27
Fri Jan 29 18:07:02 2010	Baltimore, Maryland (21201) 	22.5	Overcast	46	4.0	WSW	10.0	5	5		30.40
Fri Jan 29 18:07:03 2010	Las Vegas, Nevada (89044) 	44.3	Mostly Cloudy	60	Calm		10.0	31	0	Good 	30.09
Fri Jan 29 18:07:04 2010	Washington, District of Columbia (20001) 	21.3	Overcast	49	9.0	WNW	10.0	5	7	Good 	30.40
Fri Jan 29 18:07:05 2010	Austin, Texas (78701) 	45.9	Mostly Cloudy	72	Calm		10.0	37	80	Good 	29.50
Fri Jan 29 18:07:07 2010	San Francisco, California (94101) 	50.5	Overcast	86	Calm		7.0	46	51	Moderate 	30.03
Fri Jan 29 18:07:08 2010	Oklahoma City, Oklahoma (73101) 	25.5	Light Snow Mist	64	5.0	North	1.5	15	70	Good 	28.76
Fri Jan 29 18:07:09 2010	Nashville, Tennessee (37201) 	24.4	Light Snow Mist	89	6.0	WNW	1.5	22	100	Good 	30.34
Fri Jan 29 18:07:10 2010	Fort Worth, Texas (76101) 	33.4	Overcast	94	10.0	NW	4.0	32	70	Good 	30.10
Fri Jan 29 18:07:16 2010	Phoenix, Arizona (85001) 	58.3	Scattered Clouds	72	1.0	SSE	10.0	49	0	Good 	30.07
Fri Jan 29 18:07:17 2010	Portland, Oregon (97201) 	44.8	Overcast	66	5.0	NNE	10.0	34	77	Good 	29.92
Fri Jan 29 18:07:18 2010	Chicago, Illinois (60290) 	17.5	Mostly Cloudy	47	1.0	South	10.0	1	0	Moderate 	30.54
Fri Jan 29 18:07:19 2010	San Antonio, Texas (78201) 	44.7	Scattered Clouds	74	16.1	NNW	10.0	37	60	Good 	29.97
Fri Jan 29 18:07:21 2010	Indianapolis, Indiana (46201) 	18.8	Overcast	59	Calm		10.0	7	6	Good 	30.51
Fri Jan 29 18:07:22 2010	Boston, Massachusetts (02101) 	19.0	Clear	27	25.0	WNW	10.0	-9	0	Good 	30.00
Fri Jan 29 18:07:23 2010	Jacksonville, Florida (32099) 	63.4	Overcast	48	Calm		10.0	43	10	Good 	30.14
Fri Jan 29 18:07:25 2010	Columbus, Ohio (43085) 	14.1	Clear	59	2.0	North	10.0	2	0	Good 	30.58
Fri Jan 29 18:07:26 2010	Dallas, Texas (75201) 	38.4	Light Rain	87	6.0	NW	10.0	35	70	Good 	30.15
Fri Jan 29 18:07:27 2010	Houston, Texas (77001) 	50.8	Light Rain	91	12.0	NNW	10.0	48	90	Good 	29.90
Fri Jan 29 18:07:28 2010	Seattle, Washington (98101) 	47.0	Overcast	71	3.0	SW	10.0	38	40	Moderate 	29.98
Fri Jan 29 18:07:30 2010	Milwaukee, Wisconsin (53201) 	12.8	Scattered Clouds	54	Calm		10.0	-1	1	Good 	30.65
Fri Jan 29 18:07:31 2010	Detroit, Michigan (48201) 	18.4	Clear	48	4.0	WSW	10.0	2	10		30.48
Fri Jan 29 18:07:32 2010	Philadelphia, Pennsylvania (19019) 	20.9	Clear	47	2.0	North	10.0	4	0	Good 	30.33
Fri Jan 29 18:51:29 2010	San Jose, California (95101) 	52.0	Mostly Cloudy	90	Calm		8.0	49	35	Good 	30.01
Fri Jan 29 18:51:30 2010	Charlotte, North Carolina (28201) 	43.4	Mostly Cloudy	39	2.0	East	10.0	20	26	Good 	30.27
Fri Jan 29 18:51:32 2010	San Diego, California (92101) 	60.7	Mostly Cloudy	62	4.6	SSE	10.0	48	0	Moderate 	30.26
Fri Jan 29 18:51:33 2010	Denver, Colorado (80002) 	39.8	Clear	55	1.0	SSE	10.0	25	0	Moderate 	30.24
Fri Jan 29 18:51:34 2010	Memphis, Tennessee (37501) 	31.1	Light Freezing Rain	54	Calm		8.0	16	100	Good 	30.36
Fri Jan 29 18:51:35 2010	Los Angeles, California (90001) 	60.6	Clear	51	1.0	variable	10.0	42	0		30.08
Fri Jan 29 18:51:37 2010	El Paso, Texas (79821) 	39.0	Scattered Clouds	73	1.1	ENE	10.0	31	11	Good 	30.30
Fri Jan 29 18:51:38 2010	New York, New York (10001) 	21.7	Clear	41	6.0	SW	10.0	2	0	Good 	30.26
Fri Jan 29 18:51:39 2010	Baltimore, Maryland (21201) 	23.7	Overcast	46	4.0	WSW	10.0	6	5		30.39
Fri Jan 29 18:51:40 2010	Las Vegas, Nevada (89044) 	48.2	Mostly Cloudy	49	1.0	NE	10.0	30	0	Good 	30.08
Fri Jan 29 18:51:42 2010	Washington, District of Columbia (20001) 	21.9	Overcast	48	11.0	WNW	10.0	5	7	Good 	30.38
Fri Jan 29 18:51:43 2010	Austin, Texas (78701) 	47.3	Overcast	62	Calm		10.0	35	80	Good 	29.47
Fri Jan 29 18:51:44 2010	San Francisco, California (94101) 	51.6	Overcast	86	2.0	SE	7.0	48	51	Moderate 	30.02
Fri Jan 29 18:51:45 2010	Oklahoma City, Oklahoma (73101) 	25.3	Light Snow Mist	62	6.0	North	0.8	14	70	Good 	28.73
Fri Jan 29 18:51:46 2010	Nashville, Tennessee (37201) 	24.9	Light Snow Mist	89	10.0	WNW	1.5	22	100	Good 	30.32
Fri Jan 29 18:51:48 2010	Fort Worth, Texas (76101) 	34.7	Light Freezing Rain	89	7.0	NNE	10.0	32	70	Good 	30.08
Fri Jan 29 18:51:49 2010	Phoenix, Arizona (85001) 	61.2	Scattered Clouds	66	1.0	SSW	10.0	50	0	Good 	30.07
Fri Jan 29 18:51:50 2010	Portland, Oregon (97201) 	44.9	Overcast	65	3.0	NNE	10.0	34	77	Good 	29.93
Fri Jan 29 18:51:51 2010	Chicago, Illinois (60290) 	17.6	Mostly Cloudy	48	2.0	South	10.0	1	0	Moderate 	30.52
Fri Jan 29 18:51:53 2010	San Antonio, Texas (78201) 	47.3	Scattered Clouds	69	6.5	NNW	10.0	38	60	Good 	29.96
Fri Jan 29 18:51:54 2010	Indianapolis, Indiana (46201) 	19.4	Overcast	57	1.0	ESE	10.0	7	6	Good 	30.49
Fri Jan 29 18:51:55 2010	Boston, Massachusetts (02101) 	19.0	Clear	27	23.0	West	10.0	-9	0	Good 	29.99
Fri Jan 29 18:51:57 2010	Jacksonville, Florida (32099) 	65.3	Overcast	49	Calm		10.0	46	10	Good 	30.11
Fri Jan 29 18:51:58 2010	Columbus, Ohio (43085) 	14.7	Clear	59	1.0	NNE	10.0	3	0		30.55
Fri Jan 29 18:51:59 2010	Dallas, Texas (75201) 	38.3	Light Rain Mist	87	8.0	North	6.0	35	70	Good 	30.11
Fri Jan 29 18:52:01 2010	Houston, Texas (77001) 	51.1	Overcast	90	11.0	NNW	10.0	48	90	Good 	29.88
Fri Jan 29 18:52:02 2010	Seattle, Washington (98101) 	48.0	Overcast	71	1.0	ESE	10.0	39	40	Moderate 	29.98
Fri Jan 29 18:52:03 2010	Milwaukee, Wisconsin (53201) 	13.4	Scattered Clouds	57	Calm		10.0	1	1	Good 	30.64
Fri Jan 29 18:52:05 2010	Detroit, Michigan (48201) 	19.8	Clear	46	3.0	SSW	10.0	2	10		30.47
Fri Jan 29 18:52:06 2010	Philadelphia, Pennsylvania (19019) 	21.6	Clear	49	1.0	NW	10.0	5	0	Good 	30.33
Fri Jan 29 19:43:58 2010	San Jose, California (95101) 	56.0	Mostly Cloudy	79	Calm		8.0	50	35	Good 	30.00
Fri Jan 29 19:43:59 2010	Charlotte, North Carolina (28201) 	43.3	Mostly Cloudy	39	Calm		10.0	20	20	Good 	30.26
Fri Jan 29 19:44:00 2010	San Diego, California (92101) 	61.8	Mostly Cloudy	54	4.6	WSW	7.0	45	0	Moderate 	30.26
Fri Jan 29 19:44:02 2010	Denver, Colorado (80002) 	42.9	Partly Cloudy	44	2.0	SE	10.0	22	0	Moderate 	30.21
Fri Jan 29 19:44:03 2010	Memphis, Tennessee (37501) 	31.1	Light Freezing Rain Mist	53	Calm		6.0	16	100	Good 	30.33
Fri Jan 29 19:44:04 2010	Los Angeles, California (90001) 	61.2	Clear	47	Calm		10.0	41	0		30.07
Fri Jan 29 19:44:06 2010	El Paso, Texas (79821) 	39.6	Partly Cloudy	70	4.6	NW	10.0	31	11	Good 	30.30
Fri Jan 29 19:44:07 2010	New York, New York (10001) 	23.2	Partly Cloudy	39	9.0	WNW	10.0	2	0	Good 	30.25
Fri Jan 29 19:44:08 2010	Baltimore, Maryland (21201) 	23.9	Overcast	46	4.0	SSW	10.0	6	5		30.37
Fri Jan 29 19:44:09 2010	Las Vegas, Nevada (89044) 	50.1	Mostly Cloudy	45	1.0	WSW	10.0	30	0	Good 	30.06
Fri Jan 29 19:44:11 2010	Washington, District of Columbia (20001) 	23.8	Overcast	45	10.0	West	10.0	6	7	Good 	30.36
Fri Jan 29 19:44:12 2010	Austin, Texas (78701) 	47.5	Mostly Cloudy	54	Calm		10.0	32	80	Good 	29.47
Fri Jan 29 19:44:13 2010	San Francisco, California (94101) 	53.0	Mostly Cloudy	85	1.0	East	5.0	49	51	Moderate 	30.02
Fri Jan 29 19:44:14 2010	Oklahoma City, Oklahoma (73101) 	25.5	Freezing Fog	61	5.0	NNW	0.5	14	70	Good 	28.70
Fri Jan 29 19:44:16 2010	Nashville, Tennessee (37201) 	25.0	Light Snow Mist	90	6.0	WNW	0.8	22	100	Good 	30.25
Fri Jan 29 19:44:17 2010	Fort Worth, Texas (76101) 	34.8	Overcast	89	7.0	NNW	10.0	32	70	Good 	30.05
Fri Jan 29 19:44:18 2010	Phoenix, Arizona (85001) 	62.2	Scattered Clouds	61	3.0	SE	10.0	49	0	Good 	30.06
Fri Jan 29 19:44:20 2010	Portland, Oregon (97201) 	45.2	Overcast	68	2.0	NE	10.0	35	77	Good 	29.94
Fri Jan 29 19:44:21 2010	Chicago, Illinois (60290) 	19.8	Mostly Cloudy	50	1.0	ENE	10.0	4	0	Moderate 	30.49
Fri Jan 29 19:44:22 2010	San Antonio, Texas (78201) 	48.3	Scattered Clouds	63	10.1	NW	10.0	36	60	Good 	29.94
Fri Jan 29 19:44:23 2010	Indianapolis, Indiana (46201) 	20.0	Overcast	58	1.0	East	10.0	8	6	Good 	30.46
Fri Jan 29 19:44:25 2010	Boston, Massachusetts (02101) 	19.0	Partly Cloudy	27	23.0	WNW	10.0	-9	0	Good 	29.97
Fri Jan 29 19:44:26 2010	Jacksonville, Florida (32099) 	67.2	Mostly Cloudy	48	5.0	South	10.0	47	14	Good 	30.09
Fri Jan 29 19:44:27 2010	Columbus, Ohio (43085) 	16.2	Clear	58	1.0	East	10.0	4	0		30.53
Fri Jan 29 19:44:29 2010	Dallas, Texas (75201) 	37.3	Light Rain	89	6.0	WNW	7.0	34	70	Good 	30.07
Fri Jan 29 19:44:30 2010	Houston, Texas (77001) 	51.8	Overcast	89	8.0	NNW	10.0	49	30	Good 	29.85
Fri Jan 29 19:44:31 2010	Seattle, Washington (98101) 	48.9	Overcast	69	1.0	West	10.0	39	40	Moderate 	29.98
Fri Jan 29 19:44:32 2010	Milwaukee, Wisconsin (53201) 	14.1	Scattered Clouds	59	Calm		10.0	2	1	Good 	30.62
Fri Jan 29 19:44:34 2010	Detroit, Michigan (48201) 	21.4	Partly Cloudy	44	2.0	North	10.0	3	10		30.46
Fri Jan 29 19:44:35 2010	Philadelphia, Pennsylvania (19019) 	22.3	Clear	48	3.0	NW	10.0	6	0	Good 	30.31
Fri Jan 29 20:42:01 2010	San Jose, California (95101) 	59.0	Overcast	71	7.0	ESE	10.0	50	35	Good 	29.94
Fri Jan 29 20:42:02 2010	Charlotte, North Carolina (28201) 	42.4	Overcast	40	Calm		10.0	20	20	Good 	30.27
Fri Jan 29 20:42:03 2010	San Diego, California (92101) 	63.2	Mostly Cloudy	64	1.1	South	9.0	51	0	Moderate 	30.23
Fri Jan 29 20:42:04 2010	Denver, Colorado (80002) 	45.3	Partly Cloudy	34	1.0	ESE	10.0	19	0	Moderate 	30.16
Fri Jan 29 20:42:06 2010	Memphis, Tennessee (37501) 	32.0	Light Freezing Rain	55	Calm		9.0	18	100	Good 	30.27
Fri Jan 29 20:42:07 2010	Los Angeles, California (90001) 	65.1	Clear	41	1.0	East	10.0	41	0		30.04
Fri Jan 29 20:42:08 2010	El Paso, Texas (79821) 	42.6	Partly Cloudy	68	2.3	NE	10.0	33	11	Good 	30.27
Fri Jan 29 20:42:10 2010	New York, New York (10001) 	26.2	Partly Cloudy	46	Calm		10.0	8	0	Good 	30.03
Fri Jan 29 20:42:11 2010	Baltimore, Maryland (21201) 	25.0	Mostly Cloudy	46	3.0	WSW	10.0	7	5		30.37
Fri Jan 29 20:42:12 2010	Las Vegas, Nevada (89044) 	52.6	Mostly Cloudy	43	Calm		10.0	31	0	Good 	30.03
Fri Jan 29 20:42:13 2010	Washington, District of Columbia (20001) 	25.4	Overcast	42	10.0	West	10.0	6	7	Good 	30.36
Fri Jan 29 20:42:15 2010	Austin, Texas (78701) 	45.5	Overcast	53	Calm		10.0	29	80	Good 	29.44
Fri Jan 29 20:42:16 2010	San Francisco, California (94101) 	55.9	Mostly Cloudy	80	3.0	SSW	7.0	50	51	Moderate 	30.01
