1	www.uswx.com													
(Timestamp)	(Location)	(City & Timestamp)	Temperature (°F °C)	Dew Point (°F °C)	Humidity (%)	Pressure (in mb)	Wind Speed (MPH kts) 	Wind Dir	Ceiling (ft m)	Visibility (mi km)	Wind Chill (°F °C)	Conditions	Remarks	TypeIssue TimeExpire TimeExpires  
Fri Jan 29 12:02:04 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 4:52am CST (10 mago)	16-Mar	-9 -23 	57	30.55 1034.6 	7 6 	WNW300	 Unlimited Unlimited	10 16.1	-9 -23 	Clear	No  this hour.	
Fri Jan 29 12:02:06 2010	Detroit (48201)	Detroit, MI (KDET) as of 5:53am EST (9 mago)	14-Jul	0 -18 	70	30.49 1032.4 	6 5 	W280	 Unlimited Unlimited	10 16.1	-3 -19 	Clear	Lightning detector not working.	
Fri Jan 29 12:02:09 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 5:54am EST (8 mago)	18 -8 	-2 -19 	39	30.34 1027.3 	14 12 	WNW300	 Unlimited Unlimited	10 16.1	16-Apr	Clear	No  this hour.	
Fri Jan 29 12:45:52 2010	San Jose (95101)	San Jose, CA (KSJC) as of 2:53am PST (52 mago)	46 8 	43 6 	89	30.02 1016.5 	Calm Calm	--	 Unlimited Unlimited	8 12.9	--	Clear	No  this hour.	
Fri Jan 29 12:45:56 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 5:52am EST (53 mago)	40 4 	18 -8 	41	30.21 1023 	8 7 	NE50	 Unlimited Unlimited	10 16.1	34 1 	Clear	No  this hour.	Winter Storm Warning Thu, Jan 28, 10:16pm EST Fri, Jan 29, 7:00am EST 14 mins  Winter Storm Warning Fri, Jan 29, 3:28am EST Fri, Jan 29, 12:00pm EST 5 hrs, 14 minsNational Weather Service 
Fri Jan 29 12:45:58 2010	San Diego (92101)	San Diego, CA (KSAN) as of 2:51am PST (54 mago)	54 12 	46 8 	77	30.05 1017.6 	Calm Calm	--	 25000 7620	8 12.9	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 12:46:00 2010	Denver (80214)	Aurora, CO (KBKF) as of 3:55am MST (51 mago)	25 -4 	24 -4 	100	30.14 1020.7 	2 2 	WSW250	 1600 488	7 11.3	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 12:46:02 2010	Memphis (37501)	Memphis, TN (KMEM) as of 4:53am CST (53 mago)	32 0 	21 -6 	64	30.21 1022.9 	18 16 	ENE60	 9000 2743	10 16.1	20 -7 	Cloudy	No  this hour.	Winter Storm Warning Thu, Jan 28, 8:42pm CST Fri, Jan 29, 6:00am CST 13 mins  Winter Storm Warning Fri, Jan 29, 4:24am CST Fri, Jan 29, 12:30pm CST 6 hrs, 43 mins  Other Statement Fri, Jan 29, 5:42am CST Sat, Jan 30, 6:00am CST 24 hrs, 13 minsNational Weather Service Forecast 
Fri Jan 29 12:46:04 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 2:53am PST (53 mago)	51 11 	44 7 	77	30.04 1017.4 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 12:46:05 2010	El Paso (79901)	El Paso, TX (KELP) as of 3:51am MST (55 mago)	30 -1 	26 -3 	85	30.11 1019.6 	10 9 	N350	 4000 1219	7 11.3	21 -6 	Cloudy	Trace precipitation last hour.	Winter Weather Advisory Thu, Jan 28, 2:56pm MST Fri, Jan 29, 5:00am MST 13 minsNational Weather Service 
Fri Jan 29 12:46:07 2010	New York (10001)	New York City, NY (KNYC) as of 5:51am EST (55 mago)	17 -8 	0 -18 	45	30.24 1024.1 	10 G 169 G 14	W280	 Unlimited Unlimited	10 16.1	15-May	Clear	Lightning detector not working.	Special Weather Statement Fri, Jan 29, 2:38am EST Fri, Jan 29, 9:00am EST 2 hrs, 13 minsNational Weather Service 
Fri Jan 29 12:46:09 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 5:54am EST (52 mago)	18 -8 	0 -18 	45	30.37 1028.5 	8 7 	NNW330	 20000 6096	10 16.1	13-Aug	Mostly Cloudy	No  this hour.	
Fri Jan 29 12:46:11 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 2:53am PST (53 mago)	42 6 	32 0 	67	30.06 1018.1 	7 6 	NW310	 Unlimited Unlimited	10 16.1	--	Clear	Lightning detector not working.	
Fri Jan 29 12:46:13 2010	Washington (20001)	Washington DC, VA (KDCA) as of 5:52am EST (54 mago)	20 -7 	0 -18 	41	30.40 1029.3 	14 12 	NNW340	 18000 5486	10 16.1	14-Jul	Mostly Cloudy	No  this hour.	
Fri Jan 29 12:46:15 2010	Aust(73301)	AustCity, TX (KATT) as of 5:28am CST (18 mago)	43 6 	41 5 	93	29.94 1014 	9 G 218 G 18	NNW330	 1800 549	10 16.1	--	Light Rain	0.01" of precipitation last hour.	
Fri Jan 29 12:46:17 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 2:56am PST (50 mago)	49 9 	46 8 	90	30.03 1017 	Calm Calm	--	 18000 5486	7 11.3	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 12:46:18 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 4:53am CST (53 mago)	25 -4 	21 -6 	88	30.15 1020.9 	15 G 2313 G 20	NNE20	 2000 610	4 6.4	13 -11 	Light Freezing Drizzle, Mist	0.05" of precipitation last hour.	Winter Storm Warning Fri, Jan 29, 3:47am CST Fri, Jan 29, 12:00pm CST 6 hrs, 13 minsNational Weather Service 
Fri Jan 29 12:46:20 2010	Nashville (37201)	Nashville, TN (KBNA) as of 4:53am CST (53 mago)	28 -2 	15 -9 	58	30.35 1027.6 	12 10 	N10	 9000 2743	10 16.1	18 -8 	Cloudy	No  this hour.	Winter Storm Warning Fri, Jan 29, 4:18am CST Fri, Jan 29, 4:00pm CST 10 hrs, 13 minsNational Weather Service 
Fri Jan 29 12:46:22 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 4:53am CST (53 mago)	38 3 	35 2 	89	30.01 1016.4 	12 10 	NW310	 500 152	8 12.9	30 -1 	 Rain	0.05" of precipitation last hour.	
Fri Jan 29 12:46:24 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 3:51am MST (55 mago)	53 12 	48 9 	83	30.01 1016.3 	5 4 	E100	 6000 1829	10 16.1	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 12:46:26 2010	Portland (97201)	Portland, OR (KPDX) as of 2:53am PST (53 mago)	49 9 	35 2 	58	29.96 1014.5 	12 10 	ESE120	 12000 3658	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 12:46:27 2010	Chicago (60601)	Chicago, IL (KMDW) as of 4:51am CST (55 mago)	14-Jun	-7 -22 	54	30.58 1035.5 	7 6 	NW320	 25000 7620	10 16.1	-6 -21 	Mostly Cloudy	No  this hour.	
Fri Jan 29 12:46:29 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 4:53am CST (53 mago)	46 8 	43 6 	89	29.90 1012.5 	18 G 2516 G 22	NNW340	 4200 1280	5 8.0	--	Light Rain, Mist	0.15" of precipitation last hour.	
Fri Jan 29 12:46:31 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 5:54am EST (52 mago)	11-Dec	16-Mar	67	30.49 1032.4 	6 5 	NNE30	 18000 5486	10 16.1	16-Mar	Cloudy	No  this hour.	
Fri Jan 29 12:46:33 2010	Boston (02101)	Boston, MA (KBOS) as of 5:54am EST (52 mago)	14 -10 	-6 -21 	40	29.99 1015.5 	22 G 3619 G 31	W280	 Unlimited Unlimited	10 16.1	-4 -20 	Clear	Peak Wind: 35 kts from 280 (10:40 GMT).	High Wind Statement Fri, Jan 29, 4:21am EST Fri, Jan 29, 12:30pm EST 5 hrs, 43 mins  Special Weather Statement Thu, Jan 28, 11:41pm EST Fri, Jan 29, 8:00am EST 1 hr, 13 minsNational Weather Service 
Fri Jan 29 12:46:35 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 5:53am EST (53 mago)	49 9 	42 6 	77	30.16 1021.5 	Calm Calm	--	 25000 7620	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 12:46:37 2010	Coluus (43085)	Coluus, OH (KOSU) as of 5:53am EST (53 mago)	13-Sep	0 -18 	67	30.49 1032.5 	6 5 	NNW340	 Unlimited Unlimited	10 16.1	-1 -18 	Clear	No  this hour.	
Fri Jan 29 12:46:39 2010	Dallas (75201)	Dallas, TX (KDAL) as of 4:53am CST (53 mago)	41 5 	39 4 	93	30.01 1016.1 	9 8 	NE50	 2100 640	6 9.7	--	Light Rain, Mist	0.03" of precipitation last hour.	Flood Warning Thu, Jan 28, 9:49pm CST Fri, Jan 29, 9:49am CST 4 hrs, 2 mins  Flood Warning Thu, Jan 28, 10:00pm CST Fri, Jan 29, 10:00am CST 4 hrs, 13 mins  Flood Statement Fri, Jan 29, 3:29am CST Fri, Jan 29, 3:29pm CST 9 hrs, 42 minsNational Weather Service 
Fri Jan 29 12:46:40 2010	Houston (77001)	Houston, TX (KHOU) as of 4:53am CST (53 mago)	66 19 	64 18 	93	29.80 1009 	15 G 2113 G 18	S170	 1200 366	8 12.9	--	Light Rain	0.01" of precipitation last hour.	Special Weather Statement Fri, Jan 29, 4:11am CST Fri, Jan 29, 7:15am CST 1 hr, 28 minsNational Weather Service Forecast 
Fri Jan 29 12:46:42 2010	Seattle (98101)	Seattle, WA (KBFI) as of 2:53am PST (53 mago)	45 7 	35 2 	68	29.95 1014.3 	Calm Calm	--	 11000 3353	10 16.1	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 12:46:44 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 4:52am CST (54 mago)	16-Mar	-9 -23 	57	30.55 1034.6 	7 6 	WNW300	 Unlimited Unlimited	10 16.1	-9 -23 	Clear	No  this hour.	
Fri Jan 29 12:46:46 2010	Detroit (48201)	Detroit, MI (KDET) as of 5:53am EST (53 mago)	14-Jul	0 -18 	70	30.49 1032.4 	6 5 	W280	 Unlimited Unlimited	10 16.1	-3 -19 	Clear	Lightning detector not working.	
Fri Jan 29 12:46:47 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 5:54am EST (52 mago)	18 -8 	-2 -19 	39	30.34 1027.3 	14 12 	WNW300	 Unlimited Unlimited	10 16.1	16-Apr	Clear	No  this hour.	
Fri Jan 29 13:33:36 2010	San Jose (95101)	San Jose, CA (KSJC) as of 3:53am PST (40 mago)	46 8 	43 6 	89	30.02 1016.5 	Calm Calm	--	 Unlimited Unlimited	9 14.5	--	Clear	No  this hour.	
Fri Jan 29 13:33:38 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 6:52am EST (41 mago)	38 3 	16 -9 	40	30.24 1023.9 	7 6 	ENE60	 Unlimited Unlimited	10 16.1	33 1 	Mostly Clear	No  this hour.	Winter Storm Warning Fri, Jan 29, 3:28am EST Fri, Jan 29, 12:00pm EST 4 hrs, 26 minsNational Weather Service 
Fri Jan 29 13:33:40 2010	San Diego (92101)	San Diego, CA (KSAN) as of 3:51am PST (42 mago)	53 12 	46 8 	77	30.04 1017.3 	Calm Calm	--	 25000 7620	9 14.5	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 13:33:42 2010	Denver (80214)	Aurora, CO (KBKF) as of 5:15am MST (18 mago)	23 -5 	23 -5 	100	30.03 1017 	5 4 	S180	 Unlimited Unlimited	7 11.3	17 -8 	Mostly Clear	No  this hour.	
Fri Jan 29 13:33:44 2010	Memphis (37501)	Memphis, TN (KMEM) as of 5:53am CST (40 mago)	32 0 	21 -6 	64	30.23 1023.8 	13 11 	ENE60	 8500 2591	10 16.1	22 -6 	Cloudy	No  this hour.	Winter Storm Warning Fri, Jan 29, 4:24am CST Fri, Jan 29, 12:30pm CST 5 hrs, 56 mins  Other Statement Fri, Jan 29, 5:42am CST Sat, Jan 30, 6:00am CST 23 hrs, 26 minsNational Weather Service Forecast 
Fri Jan 29 13:33:46 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 3:53am PST (40 mago)	51 11 	44 7 	77	30.04 1017.3 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 13:33:47 2010	El Paso (79901)	El Paso, TX (KELP) as of 4:51am MST (42 mago)	30 -1 	26 -3 	85	30.12 1019.9 	9 8 	N360	 4000 1219	10 16.1	22 -6 	Cloudy	No  this hour.	Expire Statement Fri, Jan 29, 5:10am MST Fri, Jan 29, 6:15am MST 41 minsNational Weather Service 
Fri Jan 29 13:33:49 2010	New York (10001)	New York City, NY (KNYC) as of 6:51am EST (42 mago)	16 -9 	-2 -19 	45	30.25 1024.4 	16 G 2814 G 24	WNW290	 Unlimited Unlimited	10 16.1	17-Jan	Clear	Lightning detector not working.	Special Weather Statement Fri, Jan 29, 2:38am EST Fri, Jan 29, 9:00am EST 1 hr, 26 minsNational Weather Service 
Fri Jan 29 13:33:51 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 6:54am EST (39 mago)	18 -8 	17-Jan	47	30.40 1029.4 	9 8 	NW310	 25000 7620	10 16.1	14-Jul	Mostly Cloudy	No  this hour.	
Fri Jan 29 13:33:54 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 3:53am PST (40 mago)	42 6 	30 -1 	64	30.06 1018.1 	3 3 	W270	 Unlimited Unlimited	10 16.1	--	Clear	Lightning detector not working.	
Fri Jan 29 13:33:55 2010	Washington (20001)	Washington DC, VA (KDCA) as of 6:52am EST (41 mago)	20 -7 	0 -18 	41	30.42 1030.3 	16 G 2114 G 18	NNW330	 18000 5486	10 16.1	14-Jun	Mostly Cloudy	No  this hour.	
Fri Jan 29 13:33:57 2010	Aust(73301)	AustCity, TX (KATT) as of 6:30am CST (3 mago)	43 6 	39 4 	87	30.00 1016 	5 G 224 G 19	VariableVariable	 7000 2134	7 11.3	--	Light Thunderstorm, Rain	0.10" of precipitation last hour.	
Fri Jan 29 13:33:59 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 3:56am PST (38 mago)	48 9 	46 8 	93	30.03 1016.8 	Calm Calm	--	 18000 5486	7 11.3	--	Cloudy	No  this hour.	
Fri Jan 29 13:34:01 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 5:52am CST (42 mago)	25 -4 	21 -6 	85	30.13 1020.4 	10 9 	N10	 2000 610	5 8.0	15 -9 	Light Freezing Drizzle, Mist	Trace precipitation last hour.1" inches of snow on ground at 5:52am CST .	Winter Storm Warning Fri, Jan 29, 3:47am CST Fri, Jan 29, 12:00pm CST 5 hrs, 25 minsNational Weather Service 
Fri Jan 29 13:34:03 2010	Nashville (37201)	Nashville, TN (KBNA) as of 5:53am CST (41 mago)	28 -2 	15 -9 	58	30.32 1026.7 	10 9 	NNE30	 11000 3353	10 16.1	19 -7 	Cloudy	No  this hour.	Winter Storm Warning Fri, Jan 29, 4:18am CST Fri, Jan 29, 4:00pm CST 9 hrs, 25 minsNational Weather Service Forecast 
Fri Jan 29 13:34:05 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 5:53am CST (41 mago)	37 3 	34 1 	89	30.01 1016.3 	16 G 2414 G 21	NW310	 1000 305	10 16.1	28 -2 	Light Rain	0.05" of precipitation last hour.	
Fri Jan 29 13:34:06 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 4:51am MST (43 mago)	53 12 	48 9 	83	30.00 1016 	8 7 	E100	 6000 1829	10 16.1	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 13:34:08 2010	Portland (97201)	Portland, OR (KPDX) as of 3:53am PST (41 mago)	48 9 	35 2 	60	29.98 1015.1 	14 12 	E100	 12000 3658	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 13:34:10 2010	Chicago (60601)	Chicago, IL (KMDW) as of 5:51am CST (43 mago)	14-Jun	-8 -22 	52	30.58 1035.6 	8 7 	NW320	 25000 7620	10 16.1	-7 -22 	Cloudy	No  this hour.	
Fri Jan 29 13:34:12 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 5:53am CST (41 mago)	45 7 	42 6 	89	29.95 1014.1 	14 G 2212 G 19	NNW340	 8000 2438	10 16.1	--	Light Rain	0.14" of precipitation last hour.	
Fri Jan 29 13:34:14 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 6:54am EST (40 mago)	13 -11 	16-Mar	64	30.49 1032.6 	7 6 	NNE30	 16000 4877	10 16.1	16-Mar	Cloudy	No  this hour.1" inches of snow on ground at 	
Fri Jan 29 13:34:16 2010	Boston (02101)	Boston, MA (KBOS) as of 6:54am EST (40 mago)	13 -11 	-6 -21 	42	30.00 1016 	26 G 3323 G 29	W280	 Unlimited Unlimited	10 16.1	-7 -22 	Clear	Peak Wind: 34 kts from 280 (11:29 GMT).	High Wind Statement Fri, Jan 29, 4:21am EST Fri, Jan 29, 12:30pm EST 4 hrs, 55 mins  Special Weather Statement Thu, Jan 28, 11:41pm EST Fri, Jan 29, 8:00am EST 25 minsNational Weather Service 
Fri Jan 29 13:34:18 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 6:53am EST (41 mago)	50 10 	46 8 	86	30.16 1021.4 	Calm Calm	--	 25000 7620	10 16.1	--	Cloudy	Trace precipitation last hour.	
Fri Jan 29 13:34:20 2010	Coluus (43085)	Coluus, OH (KOSU) as of 6:53am EST (41 mago)	13-Sep	0 -18 	67	30.51 1033.2 	5 4 	NNW340	 Unlimited Unlimited	10 16.1	17-Jan	Clear	No  this hour.	
Fri Jan 29 13:34:22 2010	Dallas (75201)	Dallas, TX (KDAL) as of 6:25am CST (9 mago)	39 4 	37 3 	93	30.03 1017 	5 4 	NNE30	 1900 579	6 9.7	36 2 	Light Rain, Mist	0.03" of precipitation last hour.	Flood Warning Thu, Jan 28, 9:49pm CST Fri, Jan 29, 9:49am CST 3 hrs, 14 mins  Flood Warning Thu, Jan 28, 10:00pm CST Fri, Jan 29, 10:00am CST 3 hrs, 25 mins  Flood Statement Fri, Jan 29, 3:29am CST Fri, Jan 29, 3:29pm CST 8 hrs, 54 minsNational Weather Service 
Fri Jan 29 13:34:24 2010	Houston (77001)	Houston, TX (KHOU) as of 6:25am CST (9 mago)	64 18 	62 17 	94	29.80 1009 	15 G 3213 G 28	NW320	 1300 396	0.75 1.2	--	Heavy Thunderstorm, Rain, Mist	Peak Wind: 28 kts from 300 (12:19 GMT). Occasional Inter-Cloud 0.74" of precipitation last hour.	Special Weather Statement Fri, Jan 29, 4:11am CST Fri, Jan 29, 7:15am CST 40 minsNational Weather Service Forecast 
Fri Jan 29 13:34:26 2010	Seattle (98101)	Seattle, WA (KBFI) as of 3:53am PST (41 mago)	44 7 	36 2 	73	29.96 1014.5 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 13:34:27 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 5:52am CST (42 mago)	16-Mar	-9 -23 	57	30.57 1035.3 	7 6 	WNW290	 Unlimited Unlimited	10 16.1	-9 -23 	Few Clouds	No  this hour.	
Fri Jan 29 13:34:29 2010	Detroit (48201)	Detroit, MI (KDET) as of 6:53am EST (41 mago)	13-Aug	0 -18 	66	30.48 1032.2 	5 4 	WNW300	 Unlimited Unlimited	10 16.1	0 -18 	Clear	Lightning detector not working.	
Fri Jan 29 13:34:31 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 6:54am EST (40 mago)	17 -8 	-2 -19 	43	30.35 1027.7 	12 G 2210 G 19	NW310	 Unlimited Unlimited	10 16.1	16-Apr	Few Clouds	No  this hour.	
Fri Jan 29 14:21:26 2010	San Jose (95101)	San Jose, CA (KSJC) as of 4:53am PST (28 mago)	45 7 	43 6 	93	30.02 1016.6 	Calm Calm	--	 Unlimited Unlimited	9 14.5	--	Clear	No  this hour.	
Fri Jan 29 14:21:28 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 7:52am EST (29 mago)	38 3 	18 -8 	44	30.27 1025 	6 5 	NNE30	 14000 4267	10 16.1	33 1 	Mostly Cloudy	No  this hour.	Winter Storm Warning Fri, Jan 29, 3:28am EST Fri, Jan 29, 12:00pm EST 3 hrs, 38 minsNational Weather Service 
Fri Jan 29 14:21:30 2010	San Diego (92101)	San Diego, CA (KSAN) as of 4:51am PST (30 mago)	52 11 	46 8 	80	30.05 1017.5 	Calm Calm	--	 25000 7620	9 14.5	--	Mostly Cloudy	No  this hour.	
Fri Jan 29 14:21:31 2010	Denver (80214)	Aurora, CO (KBKF) as of 5:55am MST (26 mago)	21 -6 	21 -6 	100	30.14 1020.8 	5 4 	SW220	 Unlimited Unlimited	7 11.3	15 -9 	Few Clouds	No  this hour.	
Fri Jan 29 14:21:33 2010	Memphis (37501)	Memphis, TN (KMEM) as of 7:02am CST (19 mago)	32 0 	21 -6 	64	30.24 1024 	15 13 	NE40	 6000 1829	9 14.5	22 -6 	Light Freezing Rain	Trace precipitation last hour.	Winter Storm Warning Fri, Jan 29, 4:24am CST Fri, Jan 29, 12:30pm CST 5 hrs, 8 mins  Other Statement Fri, Jan 29, 5:42am CST Sat, Jan 30, 6:00am CST 22 hrs, 38 minsNational Weather Service Forecast 
Fri Jan 29 14:21:35 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 4:53am PST (28 mago)	50 10 	44 7 	80	30.03 1017.1 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Fri Jan 29 14:21:37 2010	El Paso (79901)	El Paso, TX (KELP) as of 5:51am MST (30 mago)	30 -1 	25 -4 	81	30.11 1019.5 	10 9 	NNE30	 6500 1981	10 16.1	21 -6 	Cloudy	No  this hour.	Expire Statement Fri, Jan 29, 5:10am MST Fri, Jan 29, 6:15am MST EXPIREDNational Weather Service 
Fri Jan 29 14:21:39 2010	New York (10001)	New York City, NY (KNYC) as of 7:51am EST (30 mago)	16 -9 	-2 -19 	45	30.28 1025.4 	15 G 2413 G 21	WNW300	 Unlimited Unlimited	10 16.1	17-Jan	Clear	Lightning detector not working.	Special Weather Statement Fri, Jan 29, 2:38am EST Fri, Jan 29, 9:00am EST 38 minsNational Weather Service 
Fri Jan 29 14:21:41 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 7:54am EST (27 mago)	18 -8 	16-Mar	52	30.41 1029.7 	9 8 	WNW290	 15000 4572	10 16.1	14-Jul	Mostly Cloudy	No  this hour.	
Fri Jan 29 14:21:43 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 4:53am PST (28 mago)	43 6 	30 -1 	60	30.06 1018.1 	8 7 	NW310	 Unlimited Unlimited	10 16.1	--	Clear	Lightning detector not working.	
Fri Jan 29 14:21:44 2010	Washington (20001)	Washington DC, VA (KDCA) as of 7:52am EST (29 mago)	20 -7 	0 -18 	41	30.43 1030.5 	17 G 2315 G 20	NNW330	 16000 4877	10 16.1	15-May	Mostly Cloudy	No  this hour.	
Fri Jan 29 14:21:46 2010	Aust(73301)	AustCity, TX (KATT) as of 7:06am CST (15 mago)	41 5 	39 4 	93	30.03 1017 	10 G 209 G 17	NW320	 6000 1829	4 6.4	--	Light Rain, Mist	0.07" of precipitation last hour.	
Fri Jan 29 14:21:48 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 4:56am PST (25 mago)	48 9 	46 8 	93	30.02 1016.7 	3 3 	S190	 18000 5486	7 11.3	--	Cloudy	No  this hour.	
Fri Jan 29 14:21:51 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 7:08am CST (13 mago)	25 -4 	21 -6 	86	30.12 1020 	9 8 	NNE20	 1500 457	2.5 4.0	15 -9 	Light Freezing Drizzle, Mist	Trace precipitation last hour.1" inches of snow on ground at 5:52am CST .	Winter Storm Warning Fri, Jan 29, 3:47am CST Fri, Jan 29, 12:00pm CST 4 hrs, 38 minsNational Weather Service 
Fri Jan 29 14:21:53 2010	Nashville (37201)	Nashville, TN (KBNA) as of 6:53am CST (28 mago)	28 -2 	15 -9 	58	30.31 1026.5 	10 9 	NNE30	 12000 3658	10 16.1	19 -7 	Cloudy	No  this hour.	Winter Storm Warning Fri, Jan 29, 4:18am CST Fri, Jan 29, 4:00pm CST 8 hrs, 38 minsNational Weather Service Forecast 
Fri Jan 29 14:21:54 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 6:53am CST (28 mago)	36 2 	33 1 	89	30.03 1017.1 	18 16 	NW310	 900 274	10 16.1	26 -3 	Light Rain	Pressure rising rapidly. 0.05" of precipitation last hour. Lightning detector not working.	
Fri Jan 29 14:21:57 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 5:51am MST (30 mago)	51 11 	48 9 	89	30.01 1016.2 	5 4 	E90	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Fri Jan 29 14:21:58 2010	Portland (97201)	Portland, OR (KPDX) as of 4:53am PST (29 mago)	47 8 	36 2 	65	29.99 1015.5 	12 10 	ESE120	 11000 3353	10 16.1	--	Cloudy	No  this hour.	
Fri Jan 29 14:22:00 2010	Chicago (60601)	Chicago, IL (KMDW) as of 6:51am CST (31 mago)	15-May	-6 -21 	60	30.59 1035.8 	5 4 	NW310	 25000 7620	10 16.1	-4 -20 	Mostly Cloudy	No  this hour.	
Fri Jan 29 14:22:02 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 6:53am CST (29 mago)	43 6 	41 5 	93	29.97 1015 	21 G 2518 G 22	NNW330	 5500 1676	10 16.1	--	Light Rain	Trace precipitation last hour.	
Fri Jan 29 14:22:04 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 7:54am EST (28 mago)	13 -11 	16-Mar	67	30.50 1032.9 	8 7 	NNE20	 14000 4267	10 16.1	17-Feb	Cloudy	No  this hour.1" inches of snow on ground at 	
Fri Jan 29 14:22:06 2010	Boston (02101)	Boston, MA (KBOS) as of 7:54am EST (28 mago)	13 -11 	-6 -21 	42	30.01 1016.2 	24 G 3821 G 33	W280	 Unlimited Unlimited	10 16.1	-7 -22 	Clear	Peak Wind: 3	High Wind Statement Fri, Jan 29, 4:21am EST Fri, Jan 29, 12:30pm EST 4 hrs, 7 minsNational Weather Service 
Fri Jan 29 14:22:08 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 7:53am EST (29 mago)	52 11 	46 8 	80	30.16 1021.3 	3 3 	NNE30	 25000 7620	9 14.5	--	Cloudy	Trace precipitation last hour.	
Fri Jan 29 14:22:10 2010	Coluus (43085)	Coluus, OH (KOSU) as of 7:53am EST (29 mago)	13-Sep	0 -18 	64	30.52 1033.4 	7 6 	N360	 Unlimited Unlimited	10 16.1	-2 -19 	Clear	No  this hour.	
Fri Jan 29 14:22:12 2010	Dallas (75201)	Dallas, TX (KDAL) as of 6:53am CST (29 mago)	39 4 	37 3 	92	30.01 1016.4 	8 7 	N10	 1200 366	6 9.7	33 1 	Light Rain, Mist	0.05" of precipitation last hour.	Flood Warning Thu, Jan 28, 9:49pm CST Fri, Jan 29, 9:49am CST 2 hrs, 26 mins  Flood Warning Thu, Jan 28, 10:00pm CST Fri, Jan 29, 10:00am CST 2 hrs, 37 mins  Flood Statement Fri, Jan 29, 3:29am CST Fri, Jan 29, 3:29pm CST 8 hrs, 6 minsNational Weather Service 
Fri Jan 29 14:22:13 2010	Houston (77001)	Houston, TX (KHOU) as of 7:07am CST (15 mago)	61 16 	57 14 	88	29.83 1010 	15 G 2013 G 17	NNW330	 1900 579	6 9.7	--	 Thunderstorm, Rain, Mist	Occasional Inter-Cloud 0.0	Special Weather Statement Fri, Jan 29, 4:11am CST Fri, Jan 29, 7:15am CST EXPIREDNational Weather Service 
