#foreign_key_ltable=ltable.Sno
#foreign_key_rtable=rtable.Sno
#key=_id
#ltable=POINTER
#rtable=POINTER
Unnamed: 0,_id,ltable.Sno,rtable.Sno,ltable.Album_Name,ltable.Artist_Name,ltable.CopyRight,ltable.Released,ltable.Song_Name,ltable.Time,rtable.Album_Name,rtable.Artist_Name,rtable.CopyRight,rtable.Released,rtable.Song_Name,rtable.Time,label
10508,10508,1176,34925,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",choose (feat. ne-yo & kelly rowland;continuous mix version),3:16,0
10678,10678,1177,34937,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",revolver (madonna vs. david guetta feat. lil' wayne) (one love remix),3:18,0
10693,10693,1177,34953,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",missing you (feat. novel;continuous mix version),4:59,0
10766,10766,1180,36686,who's that chick (feat. rihanna) - ep,david guetta, 2010 gum prod licence exclusive parlophone music france,7-Jan-11,who's that chick? (feat. rihanna) [instrumental],3:18,play hard (feat. ne-yo & akon) [remixes],david guetta," 2013 what a music ltd, licence exclusive parlophone music france"," March 22, 2013",play hard (feat. ne-yo & akon) [maurizio gubellini & delayers in da house remix],5:00,0
10891,10891,1183,34075,nothing but the beat,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,i'm a machine (feat. crystal nicole and tyrese gibson),3:34,nothing but the beat 2.0 [explicit],david guetta, 2015 real sounds," August 26, 2011",little bad girl (feat. taio cruz & ludacris) [explicit],3:12,0
10987,10987,1184,31311,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,mississippi-the album (explicit version),david banner," (c) 2003 universal records, a division of umg recordings, inc."," May 20, 2003",whoremonger (album version (explicit)) [explicit],1:02,0
11037,11037,1184,34949,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",i wanna go crazy (feat. will.i.am ; extended; continuous mix version),4:54,0
11075,11075,1185,12109,"hey mama (feat. nicki minaj, bebe rexha & afrojack) [remixes] - ep",david guetta," 2015 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states",12-May-15,"hey mama (feat. nicki minaj, bebe rexha & afrojack) [extended]",4:42,dangerous (feat. sam martin),david guetta, 2013 howard hersh," October 6, 2014",dangerous (feat. sam martin),3:23,0
11341,11341,1194,28028,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",goodbye friend (feat. the script),3:49,0
11347,11347,1194,28035,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",s.t.o.p (feat. ryan tedder),3:34,0
11349,11349,1194,28037,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",the whisperer (feat. sia),3:54,1
11454,11454,1195,28078,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen,david guetta, 2015 if moving your mine," November 24, 2014",listen (feat. john legend),3:46,0
11532,11532,1196,28079,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen,david guetta, 2015 if moving your mine," November 24, 2014",bang my head (feat. sia),3:53,0
11542,11542,1196,28090,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen,david guetta, 2015 if moving your mine," November 24, 2014",goodbye friend (feat. the script),3:49,0
11792,11792,1200,28017,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",s.t.o.p (feat. ryan tedder),3:34,0
11796,11796,1200,28021,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",rise (feat. skylar grey),3:55,0
11938,11938,1202,28008,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",no money no love (feat. elliphant & ms. dynamite),3:57,0
12047,12047,1203,28042,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",dangerous (feat. sam martin),3:23,0
12125,12125,1204,28028,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",goodbye friend (feat. the script),3:49,0
12200,12200,1204,34917,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",i gotta feeling (fmif remix) [edit],3:54,0
12307,12307,1205,28054,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",i'll keep loving you (feat. birdy & jaymes young),3:08,0
12423,12423,1206,28009,listen (deluxe version),david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved.",24-Nov-14,dangerous (feat. sam martin) [robin schulz remix] [radio edit],3:20,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014",lovers on the sun (feat. sam martin),3:23,0
12818,12818,1217,34022,nothing but the beat - the electronic album,david guetta," 2011 what a music ltd, licence exclusive parlophone music france",26-Aug-11,glasgow,5:13,nothing but the beat - the electronic album,david guetta, 2009 andy henningsen," August 26, 2011",glasgow,5:13,1
13021,13021,1227,28051,listen,david guetta," 2014 what a music ltd. under exclusive license to parlophone/warner music france, under exclusive license to atlantic recording corporation for the united states. all rights reserved",24-Nov-14,the whisperer (feat. sia),3:54,listen (deluxe),david guetta, 2015 if moving your mine," November 24, 2014","hey mama (feat. nicki minaj, bebe rexha & afrojack)",3:12,0
13159,13159,1232,55282,titanium (remixes) [feat. sia],david guetta," 2011 what a music ltd, licence exclusive parlophone music france",20-Jan-12,titanium (cazzette's ant seeking hamster mix) [feat. sia],6:37,yao ming (feat. wayne & 2 chainz) [explicit],david banner, 2013 b.i.g. f.a.c.e. ent," December 20, 2011",yao ming (feat. wayne & 2 chainz) [explicit],3:47,0
13205,13205,1234,21590,titanium (remixes) [feat. sia],david guetta," 2011 what a music ltd, licence exclusive parlophone music france",20-Jan-12,titanium (cazzette's ant seeking hamster mix) [feat. sia],6:37,"hey mama (feat. nicki minaj, bebe rexha & afrojack) [remixes ep]",david guetta, 2015 michelle kelly," May 12, 2015","hey mama (feat. nicki minaj, bebe rexha & afrojack) [dj lbr remix]",3:23,0
13364,13364,1237,50752,titanium (spanish version) - single,david guetta," 2012 what a music ltd, licence exclusive parlophone music france",20-Aug-12,titanium (spanish version),3:58,titanium (feat. sia),david guetta," 2011 what a music ltd, licence exclusive parlophone music france"," January 20, 2012",titanium (feat. sia) [cazzette's ant seeking hamster mix],6:37,0
13420,13420,1239,36684,who's that chick (feat. rihanna) - ep,david guetta & rihanna, 2010 gum prod licence exclusive parlophone music france,3-Dec-10,who's that chick? (feat. rihanna) [single version],2:45,play hard (feat. ne-yo & akon) [remixes],david guetta," 2013 what a music ltd, licence exclusive parlophone music france"," March 22, 2013",play hard (feat. ne-yo & akon) [albert neve remix],6:52,0
13537,13537,1242,54232,who's that chick (feat. rihanna) - ep,david guetta & rihanna, 2010 gum prod licence exclusive parlophone music france,3-Dec-10,who's that chick? (feat. rihanna) [single version],2:45,when love takes over (feat. kelly rowland),david guetta," (c) 2015 the valory music co., llc"," May 5, 2009",when love takes over (feat. kelly rowland - electro extended),8:20,0
13740,13740,1261,31320,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,mississippi-the album (explicit version),david banner," (c) 2003 universal records, a division of umg recordings, inc."," May 20, 2003",phone tap (album version (explicit)) [explicit],1:52,0
13743,13743,1261,31323,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,mississippi-the album (explicit version),david banner," (c) 2003 universal records, a division of umg recordings, inc."," May 20, 2003",still pimpin' (album version (explicit)) [feat. kamikazi] [explicit],7:11,0
13786,13786,1261,34953,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",missing you (feat. novel;continuous mix version),4:59,0
13815,13815,1261,54231,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,when love takes over (feat. kelly rowland),david guetta," (c) 2015 the valory music co., llc"," May 5, 2009",when love takes over (feat. kelly rowland) [electro radio edit],3:02,0
14080,14080,1263,34928,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",gettin' over (feat. chris willis;continuous mix version),3:31,0
14110,14110,1263,34986,one love (deluxe version),david guetta, 2010 gum prod licence exclusive parlophone music france,21-Aug-09,toyfriend (feat. wynter gordon) [continuous mix version],2:51,one more love [explicit],david guetta," (c) 2014 lazy hooks, llc under exclusive license to capitol records, llc"," November 24, 2010",when love takes over (feat. kelly rowland) [explicit],3:11,0
