category,sub_category,href,items,price
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/women/3192,Maryaj Deuce Femme EDP Floral Fruity Perfume And Ajmal Wisal Deodorant Floral Musky Fragrance 300 ml,899.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/footwear/1483,Moon walk Brown Fashionable Bellies for Women,487.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/gold-coin/1532,Reliance Jewels Flower Round Gold 24 KT (999) 4 GM Coin,21554.0
Beauty,Personal Care,https://www.jiomart.com/c/beauty/personal-care/lip-care/3187,Rejuvenating UBTAN Lip Balm - Rose 5 gm,356.0
Beauty,Hair,https://www.jiomart.com/c/beauty/hair/hair-care/3155,Organic Harvest Coffee Conditioner 500 ml,651.0
Electronics,Kitchen Appliances,https://www.jiomart.com/c/electronics/kitchen-appliances/juicer-mixer-grinders-jmg/2473,"Kenstar Senator SS 500 Watts Mixer with Power Plus Hybrid Motor, White (KMSEN50W3S-DES)",2066.0
Beauty,Skin Care,https://www.jiomart.com/c/beauty/skin-care/moisturizers/3159,Neemli Naturals Argan & Rose Day Cream 50 ml,682.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/unisex/3176,Ajmal Shine EDP Floral Powdery Perfume And Oudh Mukhallat Concentrated Perfume Oil Oriental Oudhy 81 ml,4320.0
Beauty,Personal Care,https://www.jiomart.com/c/beauty/personal-care/body-care/3271,Garnier Skin Naturals Bright Complete Vitamin C UV Serum Cream 45 gm,151.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/make-up-tools-brushes/3178,Daily Life Forever52 Eye Brow Brush Nx025 1's,269.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/ethnic-wear/534,Sanwara Men Black Pure Silk Self Design Kurta and Churidar Set,1799.0
Beauty,Personal Care,https://www.jiomart.com/c/beauty/personal-care/face-personal-care/3223,Be Soulfull Off To A Great Start Facial Cleanser 100 ml,474.0
Electronics,Office Products,https://www.jiomart.com/c/electronics/office-products/office-electronics/6206,NAMIBIND 14 Sheets Cross Cut Paper Shredder Machine - Multicolor,8500.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/western-wear/510,GSA MALLWomen Blue Solid Denim Jacket,285.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/footwear/1480,Kleat Men's White Synthetic leather Formal Shoes,1099.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/mouse-mousepads/4884,Intex IT-WLKBM01 POWER Wireless Keyboard & Mouse Combo Set(Black),849.0
Electronics,Home Appliances,https://www.jiomart.com/c/electronics/home-appliances/air-conditioners/794,"Samsung 1.5 Ton 4 Star AR18BY4YATA Inverter Split AC,HD Filter, 2 Way Swing, Floral Design, 5 in 1 Convertible (2022 Launch)",41990.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/screen-guards-protectors/786,Scratchgard Anti-Glare Screen Guard for iBall Slide 3G Tab 6095-Q700,299.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/screen-guards-protectors/786,Black Product,399.0
Electronics,Personal Care & Grooming,https://www.jiomart.com/c/electronics/personal-care-grooming/massagers/1339,WIB Combo pack of Aloe Vera Gel Face Mask and Body Massager (Pack of 7),11999.0
Fashion,Girls,https://www.jiomart.com/c/fashion/girls/ethnic-wear/594,Shiv Textiles Women Pink Digital Print Crepe Kurti,799.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/silver-jewellery/1911,Reliance Jewels Ag 99.9 8.95 gm Saraswati Silver Idol,2318.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,Bonjour Paris Coat Me Neon Satin Matte Nail Polish - Fluorescent Red 9 ml,137.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/inner-wear/523,Underjeans by Spykar Blue Cotton Trunk For Mens - Pack of 2,849.0
Beauty,Hair,https://www.jiomart.com/c/beauty/hair/hair-care/3155,Organic Harvest Anti Dandruff Shampoo (ACV) 500 ml,733.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/silver-jewellery/1911,Reliance Jewels Ag 99.9 7.33 gm Lakshmi Ganesh Silver Idol,2225.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,Chambor Gel Effectnail Lacquer Mellow Mood - 0315 30 ml,539.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/watches/4121,SPLAZOS Latest Design Green Round Dial Genuine Leather Strap Analog Watch For Girls And Women,269.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/silver-coin/1534,Reliance Jewels 5 GM 999 Silver Coin,577.0
Beauty,Skin Care,https://www.jiomart.com/c/beauty/skin-care/eye-care/3212,Swati Cosmetics Coloured Lenses Turquoise 6 Month Contact Lenses ( - 4.75) 1's,3278.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/gold-coin/1532,Reliance Jewels Bal Gopal Round Gold 24 KT 999 1 GM Coin,5520.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,Glimmer Premium Nail Enamel Navy Blue 10 ml,111.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/lingerie-innerwear/537,In Care Lingerie Women White Hosiery Bra,204.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/bags-belts-wallets/544,Tooba Handicraft Red Velvet Girls Designer Clutch Bag With Shoulder Strap,819.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/women/3192,Ajmal Senora EDP Floral Perfume & Maryaj Goldie EDP & M For Her EDP 1's,2825.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/silver-jewellery/1911,Reliance Jewels Ag 99.9 7.82 gm Ganesha Silver Idol,2039.0
Electronics,Kitchen Appliances,https://www.jiomart.com/c/electronics/kitchen-appliances/cookwares/2664,"Nirlep Selec+ Non Stick Induction Flat Tawa, IJFT27N, 5 mm",1049.0
Beauty,Hair,https://www.jiomart.com/c/beauty/hair/hair-tools-accessories/3205,Vega Graduated Dressing Comb (HMBC - 122) 32 gm,162.0
Electronics,Home Appliances,https://www.jiomart.com/c/electronics/home-appliances/refrigerators/797,"Kelvinator 584 litres Side By Side Refrigerator, Black KRS-A600BKG",56990.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/tripods-monopods/803,Fitup Black Tripod,3999.0
Fashion,Boys,https://www.jiomart.com/c/fashion/boys/night-loungewear/4057,DIAZ Boys Printed Pure Cotton Track Pants (Pack of 3),639.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/inner-wear/523,Underjeans by Spykar Grey Cotton Boxer Shorts For Mens,479.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,Bonjour Paris Satin Matte Nail Polish - Red 9 ml,137.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/smartphones/777,"Samsung Galaxy S21 FE 5G 256 GB, 8 GB, Olive, Mobile Phone",63999.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/eyes/3148,Precision Eye Liner Eye Liner Liquid Eln001 2.5 Ml,361.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/wearable-technology/772,"Samsung Galaxy Active 2 SM-R820NZKA Smart Watch with Stress Tracker and Wireless Magnetic Charger, Black",18490.0
Electronics,Home Appliances,https://www.jiomart.com/c/electronics/home-appliances/washing-machines/795,"LG 7 Kg Top Fully Automatic Washing Machine with Smart Inverter Technology, T70SNSF3Z",22490.0
Electronics,Kitchen Appliances,https://www.jiomart.com/c/electronics/kitchen-appliances/juicer-mixer-grinders/728,Athots Blue And White Foster Pro Powerful Mixer Grinder With 4 Jars 550 W,1799.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,Glimmer Nail Polish Red Love 5 ml,45.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/screen-guards-protectors/786,Nillkin Tempered Glass for Apple iPhone 7 Plus,1799.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,Bella Voste Luxe Matt Chrome Shade 222 10 Ml,89.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/gold-coin/1532,Reliance Jewels Mahavir Ji Round Gold 24 KT 999 1 GM Coin,5520.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/bluetooth-wifi-speakers/2908,"Amazon Echo Show 5 (2nd Gen) Smart Multimedia Speaker with Built-in Camera, Black",6499.0
Beauty,Hair,https://www.jiomart.com/c/beauty/hair/hair-care/3155,Teal & Terra Hairfall And Dandruff Treatment Oil 100 ml,855.0
Electronics,TV & Speaker,https://www.jiomart.com/c/electronics/tv-speaker/party-speakers/832,Samsung T70 2.0 Channel 1500 Watts Party Speaker,34990.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/western-wear/504,PV 01,925.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,Lenphor Nail Tint Clear Snow 50 12 Ml,236.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/women/3192,Ajmal Diza EDP Fruity Floral Perfume And Aurum EDP Fruity Floral Perfume 175 ml,3413.0
Beauty,Hair,https://www.jiomart.com/c/beauty/hair/hair-care/3155,Medimade Anti Dandruff Shampoo With Tea Tree & Ginger Oil 300 ml,509.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,"Blue Heaven Hypergel Nailpaint - Romantic Rose, 503 11 ml",71.0
Fashion,Girls,https://www.jiomart.com/c/fashion/girls/watches/4119,Mikado Analog Multicolor Watch For Girls,249.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/fashion-jewellery/2292,Memoir Silver Plated Stainless Steel Pendant Black and Silver (Men and Women),399.0
Electronics,Phones,https://www.jiomart.com/c/electronics/phones/telephone-sets/6202,"Beetel X73 Cordless 2.4Ghz Landline Phone with Caller ID Display, 2-Way Speaker Phone with Volume Controls, Auto Answer, Alarm, Stylish Design (Black)",1999.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/fashion-jewellery/2285,SS22_SOHEAR1345,442.0
Electronics,Computers,https://www.jiomart.com/c/electronics/computers/computer-accessories/734,Artway Fur Wallpaper Laptop Skin For 17 inch Laptop,249.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/mobile-cases-protectors/768,Zapcase Black Rubber Back Cover For Xiaomi Redmi Note 10 19.5 x 13.5 x 2 cm,159.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/wearable-technology/772,Ali Creation Screen Protector For Mi Band 2 (Pack Of 2) (Transparent),149.0
Fashion,Girls,https://www.jiomart.com/c/fashion/girls/western-wear/564,IndiWeaves Girls Cotton Printed Skirts (Pack of 4),699.0
Electronics,Home Appliances,https://www.jiomart.com/c/electronics/home-appliances/vacuum-cleaners/796,"Milagrow SilverFox 21 Dry & Wet Robotic Vacuum Cleaner, Remote Control, 600ml Large Dust Bin & 110ml Water Tank, 1500Pa Suction Power, 4 Cleaning Modes, Self-Charging",17990.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/face-makeup/3150,Miss Rose 18 Color Matte & Glitter Highly Pigmented Eyeshadow Palette 7001 - 001B 21 gm,2163.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/mobile-cases-protectors/768,Mobi Elite Multicolor Plastic Back Cover For Mi Redmi Y2,215.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/headphones-headsets/756,"Gionee Gbuddy SYMPHONY 105 Wireless Earphone with Dual Pairing, Voice Assistant (Silver)",1199.0
Beauty,Hair,https://www.jiomart.com/c/beauty/hair/hair-color/3184,Revlon Top Speed Hair Color Woman-Natural Brown 60 40 Gm,559.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,Revlon Colorstay Gel Envy Long Wear Nail Enamel - Diamond Top Coat 11.6 Ml,319.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/women/3192,Ajmal Viola EDP Fruity Floral Perfume And Aurum EDP Fruity Floral Perfume 150 ml,3825.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/mobile-cases-protectors/768,TRUEUPGRADE Vivo iQOO Z5 5G Purple Shock Proof Mobile Case Cover 10 x 8 x 7 cm,249.0
Fashion,Girls,https://www.jiomart.com/c/fashion/girls/inner-wear/4099,Savage Girls Cotton Bloomers for 9 to 10 years old 70cm Pack of 6 Assorted Colors,429.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/ethnic-wear/494,Floral Print Straight Kurta,374.0
Fashion,Boys,https://www.jiomart.com/c/fashion/boys/watches/4118,Epic Toys DWATCH-BLACK Black Silicone Digital Watch For Unisex Child,599.0
Fashion,Boys,https://www.jiomart.com/c/fashion/boys/western-wear/500,Cherry Crumble by Nitt Hyman Unisex Multicolor Colorblock Cotton Shirt,1649.0
Fashion,Boys,https://www.jiomart.com/c/fashion/boys/bags-belts-wallets/2060,Heaven Decor Mickey Velvet Soft Plus kids School Bag Nursury class to 5 ( Size - 14 inch ),219.0
Beauty,Hair,https://www.jiomart.com/c/beauty/hair/hair-tools-accessories/3205,Vega Wide Tooth Wooden Comb (HMWC - 05) 25 gm,133.0
Electronics,Kitchen Appliances,https://www.jiomart.com/c/electronics/kitchen-appliances/blenders/731,Inalsa Bullet Mini Chopper,1699.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/women/3192,LA French AMBITION Perfume for Women 100 ml,479.0
Beauty,Skin Care,https://www.jiomart.com/c/beauty/skin-care/eye-care/3212,Bio Morning Nectar Flawless Lightening Eye Cream Spf- 30Uva/Uvb 15 Gm,189.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/inner-wear/523,Underjeans by Spykar Red Cotton Trunk For Mens - Pack of 2,891.0
Electronics,Cameras,https://www.jiomart.com/c/electronics/cameras/photo-studio-lighting/6226,Viblitz Red and Black Card And Battery Box,350.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/batteries-power-banks/779,"Reconnect 5200 mAh Power Bank, PT5200-RF",549.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/power-banks/780,"Ambrane 10000 mAh Lithium Polymer Powerbank, PP-115, White",629.0
Electronics,Kitchen Appliances,https://www.jiomart.com/c/electronics/kitchen-appliances/specialty-appliances/816,"Clearline 200W Food Warming Tray, Silver FWT01",2095.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/unisex/3176,Ajmal Aurum Avid Silvershade Deodorant Spray (Pack of 3) 200 ml,551.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/unisex/3176,Ajmal Mukhallat AL Wafa Concentrated Perfume Oil Oriental Musky Attar And Mizyaan Concentrated Perfume Oil Oriental Musky Attar 26 ml,1375.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/eyewear/2297,"Vast TRU BLU Cat Eye Blue Ray Blocking Anti Glare UV Protection Full Frame Spectacles Eyeglasses For Mobile, Laptop, Tablet, Computer Zero Power",550.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/chargers-adapters/743,Stuffcool Flow WCFLOW25 Dual USB Port Tarvel Charger,1799.0
Beauty,Skin Care,https://www.jiomart.com/c/beauty/skin-care/eye-care/3212,Swati Cosmetics Coloured Lenses Honey 6 Month Contact Lenses ( - 3) 1's,3278.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/fashion-jewellery/2285,Vatsalya Creation Alloy Necklace With Pair Of Earrings For Girls _ 532 Rama (Set Of 2),350.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/nails/3146,Glimmer Ne Chrome Pink 5Ml Btl M 18 ml,20.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/cables-cords/739,"Reconnect RAHCB1001 2 m supports 1080p, 3D Compatible, 4K Cinema HDMI Cable, Black",499.0
Electronics,Personal Care & Grooming,https://www.jiomart.com/c/electronics/personal-care-grooming/electric-massagers-belts/5197,Lifelong LLM27 Electric Handheld Full Body Massager,949.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/bags-belts-wallets/544,Women Shoulder Handbag - Combo of Two - Khaki & Purple (H004KK_H006PL),1299.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/bags-belts-wallets/528,MarkQues Men's Watch and Leather Belt Combo Gift Set for Men (IND-770101-NL-1102),649.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/mobile-cases-protectors/768,"Inclu For Moto G7 POWER Waterproof,Artificial Leather,Anti-Scratch,Magnetic Lock Holster Case",349.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/computer-speakers/784,Mivi Turquoise Play Bluetooth Speaker With 12 Hours Playtime Built In Mic,854.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/unisex/3176,Ajmal Mercurial Thunder Edt Pack of 2 500 ml,600.0
Beauty,Make-Up,https://www.jiomart.com/c/beauty/make-up/face-makeup/3150,"Fashion Colour Pro Hd Contour & Highlighter Palette, Shade 03 12 gm",565.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/screen-guards-protectors/786,Black Product,399.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/night-loungewear/3962,DIAZ Women Printed Pure Cotton Track Pants (Pack of 2),569.0
Beauty,Personal Care,https://www.jiomart.com/c/beauty/personal-care/bath-shower/3196,Freeskin Charcoal Shower Gel 400 ml,209.0
Fashion,Girls,https://www.jiomart.com/c/fashion/girls/watches/4119,Mikado Analog Blue Watch For Girls,249.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/routers/753,TP-Link Deco M5 AC1300 Whole Home Mesh Wi-Fi System White,8999.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/clothing-accessories/497,RC. ROYAL CLASS Men's Calf Length Cotton Formal Multicolored Socks (Pack of 5 Pairs),420.0
Electronics,Cameras,https://www.jiomart.com/c/electronics/cameras/binoculars/829,Reconnect BC06202 8 x 25 Binocular,2199.0
Beauty,Personal Care,https://www.jiomart.com/c/beauty/personal-care/bath-shower/3196,mCaffeine Naked & Raw Latte Coffee Bathing Bar Soap for Moisturization with Almond Milk 100 gm,269.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/inner-wear/523,Joven Men Checked Boxer Pack Of 3 Shorts,649.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/unisex/3176,Ajmal Distraction And Magnetize For Men & Women And Aurum Femme Deodorants Pack of 3 200 ml,499.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/silver-jewellery/1911,Reliance Jewels Ag 99.9 3.09 gm Lakshmi Silver Idol,1205.0
Beauty,Skin Care,https://www.jiomart.com/c/beauty/skin-care/toners-serums/3165,Reequil Pore Refining Niacinamide Serum 25 ml,565.0
Fashion,Girls,https://www.jiomart.com/c/fashion/girls/bags-belts-wallets/1432,"Elite Crafts Stylish PU Leather Adjustable Automatic Buckle Sliding Belt For Men, Blue",999.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/mobile-cases-protectors/768,"INDIACASE Samsung Galaxy S10 Lite Black Translucent, Shockproof, Hard Back Cover",298.0
Fashion,Girls,https://www.jiomart.com/c/fashion/girls/night-loungewear/1561,BODYCARE Girls Blue Printed Fleece Top & Pyjamas Set,950.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/unisex/3176,Ajmal Aristocrat EDP Citrus Woody Perfume And Khofooq Concentrated Perfume Oil Woody Oudhy 93 ml,4200.0
Electronics,Home Appliances,https://www.jiomart.com/c/electronics/home-appliances/vacuum-cleaners/796,"Rodak Vacuum Cartridge Filter, Yellow",599.0
Electronics,Accessories,https://www.jiomart.com/c/electronics/accessories/bluetooth-wifi-speakers/2908,Infinity (JBL) Clubz 250 Dual EQ Deep Bass 15W Portable Waterproof Wireless Speaker Blue,2990.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/smartphones/777,"Samsung Galaxy A73 5G 128 GB, 8 GB RAM, Awesome White, Mobile Phone",41999.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/silver-jewellery/1911,Reliance Jewels Ag 99.9 13.57 gm Ganesha Silver Idol,3430.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/silver-jewellery/1911,Reliance Jewels Ag 99.9 17.28 gm Shiva Silver Idol,3504.0
Beauty,Mom & Baby,https://www.jiomart.com/c/beauty/mom-baby/baby-care/3322,Mothercare Quick Absorb Diaper Pants (XL) 40's,854.0
Beauty,Hair,https://www.jiomart.com/c/beauty/hair/hair-tools-accessories/3205,Vega Shampoo Comb (HMC - 30) 57 gm,247.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/fashion-jewellery/2292,Memoir Gold Plated Brass Goldplated thick and Heavy Chain Men and Women,1049.0
Electronics,Mobiles & Tablets,https://www.jiomart.com/c/electronics/mobiles-tablets/smartphones/777,"Apple iPhone 13 Pro 512 GB, Graphite",149900.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/western-wear/504,Hangup Men Blazer Polyster Viscose Regular Fit Printed D135_5Button_Blazer,1919.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/ethnic-wear/534,hangup Men Orange Solid Polyester Blend Kurta Pyjama Set,1824.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/unisex/3176,Ajmal Primitive Forests Edt Of 2 & Distraction Deodorant Pack of 2 450 ml,399.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/footwear/1483,Luv Byt Trendy White Heels For Women,999.0
Fashion,Men,https://www.jiomart.com/c/fashion/men/inner-wear/523,Underjeans by Spykar White Cotton Boxer Shorts For Mens - Pack of 2,806.0
Beauty,Personal Care,https://www.jiomart.com/c/beauty/personal-care/body-care/3271,Medimade Olive Body Butter 200 ml,424.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/silver-jewellery/1911,Reliance Jewels Ag 99.9 3.09 gm Ganesha Silver Idol,1020.0
Beauty,Fragrances,https://www.jiomart.com/c/beauty/fragrances/women/3192,Ajmal 2 Persuade & Magnetize Deo & Prose EDP Pack of 3 20 ml,434.0
Fashion,Women,https://www.jiomart.com/c/fashion/women/fusion-wear/573,Printed A-line Dress with Tassels,519.0
Jewellery,Fine Jewellery,https://www.jiomart.com/c/jewellery/fine-jewellery/silver-coin/1534,Reliance Jewels Laxmi-Ganesh Silver (999) 5 GM Coin,577.0
